variable ordering: Eki, Ekf, Ugi, Ugf, G, M, m, ve, r

component_1:
equations:
Ekf
Ugf
2.00002*G*M*m-1.00082*m*ve^2*r
points:
-.358288-1.4779*ii, 3.57179e-17-5.2053e-18*ii, .458391+1.44503*ii, 7.14358e-17-1.04106e-17*ii, .489138+.638087*ii, -.547809+.774026*ii, -1.40269e-16+3.86801e-17*ii, 1.62187+.197218*ii, -.224003-1.16001*ii
-.529521+.869905*ii, 0, .476946+1.57234*ii, -7.22222e-32+4.53549e-32*ii, -1.0691+1.38382*ii, -.29067-.675322*ii, -1.17724e-195+3.21066e-196*ii, -.93608-2.28722*ii, -3.61256+4.7638*ii
-1.31571-.136312*ii, 0, 2.35677+2.29307*ii, 0, 4.11654-.139871*ii, -1.72282-.169089*ii, 2.84277e-197-3.00999e-197*ii, 4.1784+1.78873*ii, 3.80765-1.34101*ii
2.01217-3.50604*ii, 0, 2.09506-2.0313*ii, 0, -.505562-1.33003*ii, -.718545-.729949*ii, 6.21804e-76+3.45447e-76*ii, 1.16218-1.35182*ii, 1.74158+2.97082*ii
-.251387-.367145*ii, 0, .677085-.416497*ii, 0, -.504788-1.05579*ii, -1.81177+.161462*ii, -4.25854e-199, .73541+.819496*ii, -.238695+.224484*ii
-2.07913-.952982*ii, 0, -.784575-.421633*ii, 1.49351e-32+2.71405e-32*ii, -.011070+.677973*ii, .10352+1.52928*ii, 1.71235e-195*ii, .701736-.008589*ii, -.458181+.576029*ii
-.453579-.0743773*ii, 0, -1.50652-1.11063*ii, 0, 1.00277-.559973*ii, -1.10911+.459075*ii, -9.68148e-122+2.90444e-121*ii, 1.37163+.14189*ii, .513944+.369241*ii
-1.16945-1.24724*ii, 0, .464791-1.70812*ii, -1.33055e-31+1.55109e-31*ii, .491288+.124308*ii, 1.22002-.036174*ii, -4.86173e-63+2.12701e-63*ii, -.0981147+.430866*ii, .748231+.584991*ii
-.652572-1.238*ii, 0, 2.17462+.272234*ii, 0, -.710814-.317653*ii, .855777-.568613*ii, -1.2055e-192-2.84935e-192*ii, 1.27866+1.36388*ii, 1.95897+.504776*ii
32.6102-28.2387*ii, 0, 7.50022+3.95783*ii, -1.16839e-29-1.61801e-29*ii, 20.0268+32.5104*ii, 13.7239-24.5156*ii, 2.3411e-195-2.9431e-196*ii, -14.2352+10.425*ii, -20.2268-62.7173*ii
6.29347-8.87115*ii, 3.98799e-31-1.77511e-31*ii, 2.07685-.913497*ii, -6.05681e-31+5.51917e-31*ii, 1.09405+5.53964*ii, -2.74947-.918833*ii, -5.13705e-195-1.4555e-194*ii, -1.24272+1.54406*ii, -6.37595-1.58529*ii
-.516838+.230274*ii, 9.42407e-32+1.96011e-31*ii, 2.26609+2.0268*ii, 1.21557e-32-3.76401e-32*ii, 1.37419+2.26437*ii, 1.84702-1.11594*ii, -1.40276e-191+2.10414e-191*ii, 1.11925+1.74842*ii, 2.00447+1.69541*ii
-.004513+.905761*ii, 0, -.70758-.836998*ii, 5.47069e-32+1.44609e-32*ii, 1.29802-.799304*ii, -1.06802+.579479*ii, 1.00999e-189-7.85544e-190*ii, -.68708-.062338*ii, -.737688+.594875*ii
.93191+.645807*ii, 0, -.168285+.0987894*ii, 0, .858793+.942859*ii, .717628+.788318*ii, 3.92412e-196*ii, .559881-.187128*ii, -.786699-1.47129*ii
-.116583+.0979782*ii, 0, -1.14728+.711013*ii, -1.81667e-32+9.21142e-33*ii, -.211159-.615238*ii, -.0410459-.02935*ii, 1.51656e-32+2.79196e-33*ii, -.865901+.439016*ii, -.127351-.291431*ii
18.0182-2.81315*ii, 0, -15.3598+15.0152*ii, -4.68454e-30-1.64484e-30*ii, -21.5289+1.04311*ii, -7.17717-5.6918*ii, -7.35449e-185+1.23188e-184*ii, -2.00047-7.26389*ii, -6.85084+12.295*ii
-1.45072-.471603*ii, 0, -.522986-.525515*ii, 0, 1.60084+2.59546*ii, -.648467+.037901*ii, -4.46479e-103+1.39525e-104*ii, 1.76367+.206887*ii, -1.08512+.145162*ii
1.23744+1.1492*ii, 0, -.742477+.983102*ii, 0, -.346155-2.46006*ii, 2.29454+1.08745*ii, -2.2691e-123-6.38183e-124*ii, -1.85117+.023821*ii, -2.29929-.659446*ii
.224761-3.58386*ii, 0, 1.45246-5.9756*ii, 0, 4.04787-.038902*ii, -7.31244-3.63343*ii, 4.5986e-198+2.92638e-198*ii, 2.67377+2.0479*ii, -.824017-.705139*ii
-.679227+.51058*ii, 0, -1.53996+.386009*ii, 0, .011967+1.97769*ii, -.107244-1.58472*ii, 4.38362e-193*ii, 1.13851-1.37833*ii, 2.30378+.158937*ii
-.012499-2.33126*ii, 0, .382217-1.58849*ii, 0, 2.25671-.000865*ii, -1.93334+2.51105*ii, -1.71235e-195-1.71235e-195*ii, 1.39423-2.01615*ii, .765957-.635342*ii
3.33385+5.80691*ii, 0, 10.34-.20276*ii, 0, -8.39557+15.8665*ii, -6.2223+.512081*ii, 1.5781e-191-3.33155e-191*ii, -14.4785+2.02435*ii, 2.98005+5.97967*ii
-.122544-.159721*ii, 0, -.182641-.443583*ii, 0, 1.0853-.014147*ii, -.077059+.565625*ii, 1.07022e-196-2.14044e-196*ii, .352309-1.05459*ii, 2.03691-.714715*ii
-.57156+1.51911*ii, 0, .286473+.83756*ii, -5.23269e-31-2.75334e-31*ii, .868775+.360811*ii, .0918165+.131737*ii, 0, -1.00737+3.6*ii, -1.36336-1.14336*ii
-9.35841-7.53462*ii, 0, 2.30583-13.6351*ii, -3.00442e-31-1.15818e-31*ii, 2.50908+.251436*ii, 7.61181-7.60246*ii, -5.47952e-194+4.65759e-193*ii, 2.156+2.30802*ii, 2.55398-4.07142*ii
-2.03655+.796476*ii, 0, -.262051+2.66096*ii, 0, .591278+1.29741*ii, 4.58108-1.57061*ii, 4.28088e-196-4.28088e-196*ii, -2.52938+1.64855*ii, 1.63219+.420051*ii
