variable ordering: c0, c2, dp, r, Rad, u, L, mu, delP

component_1:
equations:
4*c2*r*mu-dp*r
dp*L+delP
1.04*r^3*delP-1.03*r*Rad^2*delP+3.98*r*u*L*mu
points:
-.815497-.794537*ii, 1.03911+.446364*ii, 4.79767e-17-6.27549e-17*ii, -.923656-.741341*ii, .051695+.575868*ii, -1.25201-.500414*ii, -.131422+.0555142*ii, -2.84765e-17+1.20128e-16*ii, -3.78656e-17-3.50398e-17*ii
1.0434+1.06054*ii, .626741+1.3837*ii, -1.10543e-75+5.52715e-76*ii, -.03477-1.7216*ii, -.031992-2.34732*ii, .847093-2.00708*ii, .243432+.363681*ii, 3.45447e-77+3.45447e-76*ii, 6.90893e-76+8.29072e-76*ii
1.2834+.353828*ii, -.189479-.182565*ii, 2.91704e-62-3.6463e-62*ii, -.452324+.424128*ii, 1.57305+.713176*ii, -.119506-.469933*ii, .0775602+.403152*ii, -2.43087e-62*ii, -4.25401e-63+1.21543e-63*ii
.556265+.460107*ii, -.354548-.440233*ii, -5.1817e-77+6.04532e-77*ii, -.941868+1.47603*ii, 2.25792-1.73458*ii, -.441546-.171026*ii, .535376-.003096*ii, 5.1817e-77+6.04532e-77*ii, 1.29543e-77
-.601492+2.3814*ii, 1.3745+1.7472*ii, 1.32652e-74-1.76869e-74*ii, 1.7222-.918737*ii, -5.18406+2.93991*ii, -3.41594-1.53516*ii, .879313+1.4646*ii, 2.76357e-75+4.42172e-75*ii, 2.43195e-74-2.21086e-75*ii
-3.8748-.89639*ii, 1.09972+4.07157*ii, 6.25151e-163-1.11138e-162*ii, -4.78328+3.04732*ii, .738978+3.36837*ii, .088195+1.93566*ii, -1.03596-2.24109*ii, 1.04192e-163+4.51498e-163*ii, -4.68863e-163-1.91018e-163*ii
.5103-2.52191*ii, -1.35792-.650601*ii, 5.65398e-119+4.3373e-119*ii, -2.31325-1.56793*ii, 1.58936-.496955*ii, -.171027+1.25796*ii, -.220939+.529692*ii, -1.5684e-119-4.64711e-120*ii, -4.64711e-120*ii
.925318-.598456*ii, .297767-.227171*ii, -6.17214e-190-7.57489e-190*ii, -.061809-1.5069*ii, 1.55157-.318417*ii, 1.44124-.968853*ii, .695124+1.34343*ii, 1.00999e-189-3.36662e-190*ii, 1.34665e-189*ii
-.485487+.884636*ii, -.689341+.459591*ii, -2.65194e-76+2.76357e-76*ii, .275957-1.30125*ii, .403084-.410685*ii, .165393+.338624*ii, .31949+.443344*ii, 1.38179e-76-5.1817e-77*ii, 1.72723e-76-3.45447e-77*ii
-.909185-1.62913*ii, .940004+.934849*ii, -6.68887e-197+2.00666e-197*ii, -2.34806-.40403*ii, -1.57171-.061883*ii, -.794744+.055798*ii, .278088+.0781136*ii, -8.36109e-198+1.00333e-197*ii, 4.18054e-198-1.00333e-197*ii
.425752+1.19401*ii, .80886+.459304*ii, -5.17756e-92+7.67046e-93*ii, 1.10523-1.77055*ii, -.098616+.799147*ii, -.089315-.933302*ii, 1.91769+1.53165*ii, -1.53409e-92+1.91761e-92*ii, 7.67046e-92+4.60228e-92*ii
.477106+1.10185*ii, .881621+4.32226*ii, -5.92262e-176-7.89683e-177*ii, -1.20359-.914094*ii, 1.7523-.768379*ii, -.220201-.494563*ii, -3.33566+4.3658*ii, -4.68874e-177+7.65005e-177*ii, -1.5004e-175+1.97421e-175*ii
2.51438+3.61158*ii, -1.50725-1.02411*ii, -1.71235e-194-1.33563e-193*ii, -3.46283+3.1249*ii, .50202-.494795*ii, -1.78869+.792844*ii, -1.47544+3.73705*ii, 1.24145e-194+1.22005e-194*ii, -4.19954e-193-1.36988e-193*ii
-.674585-.146723*ii, -.774452-.868769*ii, 4.86173e-63+4.37556e-62*ii, -.188782-.353505*ii, -1.23289+1.33673*ii, -1.62248+1.46039*ii, -.929771-.590864*ii, -1.0635e-62-5.3479e-62*ii, -4.0717e-62+2.67395e-62*ii
-.489349-1.01431*ii, -.163094-.714288*ii, -4.57873e-132+1.76105e-133*ii, 1.58749-.877696*ii, 1.34902+.263628*ii, -.318333+1.06158*ii, -.155327+1.16285*ii, 2.55352e-132-1.93716e-132*ii, -3.5221e-133+5.28315e-132*ii
.0216406-.111138*ii, .195955-1.41072*ii, -4.28088e-195+9.41793e-195*ii, 2.1429+.33088*ii, -4.37508+1.9822*ii, .929197+1.58961*ii, -1.81906+.023733*ii, 1.02741e-194-1.71235e-195*ii, -5.56514e-195-3.63875e-195*ii
.561673+.332921*ii, -1.13592+1.07745*ii, -3.67887e-72, -1.42708+.149167*ii, .648063+1.78366*ii, .839485-1.06843*ii, .444485-.614467*ii, 7.07475e-74+2.8299e-73*ii, 1.55644e-72-5.6598e-73*ii
-3.29675-2.99925*ii, 1.62756-4.66274*ii, 3.21066e-196-1.49831e-195*ii, 2.70075-1.16445*ii, -4.42045-2.78001*ii, 1.60386+1.53891*ii, -.932648+.747557*ii, -1.07022e-196+8.02665e-197*ii, 3.61199e-196-5.3511e-196*ii
.790622-1.01606*ii, -.180246-2.4907*ii, -8.29072e-76+4.87944e-76*ii, 1.826+.913189*ii, -3.15284+1.7596*ii, -.668125-.289666*ii, 1.18123+.861336*ii, 1.38179e-76+3.77832e-76*ii, 1.07088e-75-6.21804e-76*ii
-4.53321+2.66975*ii, -.887051+1.10462*ii, -1.84091e-91-8.59091e-91*ii, -4.72663+5.02814*ii, -3.35013-1.55431*ii, .415739-3.57205*ii, -1.19258+1.1969*ii, -3.01298e-91-6.13637e-92*ii, -3.06818e-91+2.76137e-91*ii
-.239925+.864162*ii, -1.64185-1.10037*ii, -1.52277e-115+2.53794e-116*ii, .062804-.751456*ii, -.165794-.0441304*ii, -.611886-.787816*ii, .165168-.0958798*ii, 1.90346e-116-1.26897e-116*ii, 7.03882e-117-2.18104e-117*ii
-.832186+.157756*ii, 1.84543+.500575*ii, 4.90909e-90-3.92727e-90*ii, 1.61403+1.49779*ii, -.462698+.480942*ii, -1.00775-1.85982*ii, -.93305+.383016*ii, 4.90909e-91-7.36364e-91*ii, -1.71818e-90-9.81819e-91*ii
