variable ordering: Eki, Ekf, Ugi, Ugf, G, M, m, ve, r

component_1:
equations:
Eki-.5*m*ve^2
Ekf
Eki-Ekf+Ugi-Ugf
1.9902*G*M*m-1.0021*m*ve^2*r
points:
6.22699e-61-1.63652e-60*ii, 2.0136e-108-4.88054e-107*ii, -.447448-5.49546*ii, -.447448-5.49546*ii, -.064809+3.16349*ii, 5.57749-1.1746*ii, 3.14564e-16+3.64903e-16*ii, -.950366-1.10365*ii, -.974521-4.0286*ii
9.19311e-187-1.14914e-186*ii, 0, -.328545-1.09307*ii, -.328545-1.09307*ii, -.161952+.0824548*ii, -1.91399+.573954*ii, -1.0055e-186-7.46941e-187*ii, 2.06024+2.41943*ii, 1.23539+3.26758*ii
-3.76521e-191-7.36758e-191*ii, 0, 1.74574+.245211*ii, 1.74574+.245211*ii, 1.90697-.37539*ii, 1.79139-1.03541*ii, -1.017e-190+3.50689e-191*ii, -.655031-1.08572*ii, -1.40237-4.25111*ii
0, 0, .556687-.422323*ii, .556687-.422323*ii, -1.47158+.194006*ii, 2.09886-3.8044*ii, 3.08223e-194-1.71235e-195*ii, 1.32775-1.22918*ii, -1.00965+.977042*ii
6.46671e-191*ii, 0, -1.76122+.830969*ii, -1.76122+.830969*ii, 1.11644+2.09821*ii, -.959891-1.3648*ii, -8.41655e-191+5.61103e-191*ii, -.423829-.295761*ii, -2.05547-4.54251*ii
2.65414e-194-6.50693e-194*ii, 0, -1.05643+.653881*ii, -1.05643+.653881*ii, 2.63738-1.84862*ii, 1.13825+1.7599*ii, 2.56853e-194+2.31167e-194*ii, 1.42358-1.93454*ii, -3.78268+2.50215*ii
1.06556e-189-1.85509e-189*ii, 0, -1.59216-1.52663*ii, -1.59216-1.52663*ii, .666014-1.16478*ii, .75219-.285126*ii, -1.57109e-189-6.73324e-190*ii, .337385+1.38365*ii, .802575+.780376*ii
1.87267e-96+8e-102*ii, 0, -.163867-.415821*ii, -.163867-.415821*ii, .690919-1.79094*ii, .331651+1.80595*ii, -4.46479e-102-1.87521e-101*ii, .222124+1.34879*ii, -2.85746+2.80142*ii
7.0442e-132-2.81768e-132*ii, 0, 1.0221-.244716*ii, 1.0221-.244716*ii, -4.1691+2.75502*ii, -.143268-3.06065*ii, 1.26796e-131-8.98136e-132*ii, -1.35421+.975822*ii, .206801-1.5373*ii
0, 0, 1.58897-8.06684*ii, 1.58897-8.06684*ii, -1.86994-3.78916*ii, 14.1155-6.29331*ii, 1.42667e-178+6.6321e-178*ii, 1.88042-13.9556*ii, 1.03026-1.01273*ii
1.20083e-182+8.18522e-182*ii, 0, .380133+.605769*ii, .380133+.605769*ii, .764937-.971267*ii, -.287866-1.44712*ii, 9.63968e-181+2.40992e-181*ii, -2.47724-.770074*ii, 1.9965-.172112*ii
-6.60755e-186+4.1369e-186*ii, 0, 1.24528+.57461*ii, 1.24528+.57461*ii, .617031-.622147*ii, -.07419-3.69219*ii, 4.59656e-187+1.37897e-186*ii, .114225-1.79216*ii, -.573338+1.07738*ii
0, 0, 1.26486-1.4053*ii, 1.26486-1.4053*ii, -.152235-1.33564*ii, 1.21426+3.20292*ii, 3.38307e-184-2.05926e-184*ii, -.894233+1.34211*ii, 2.66879+1.39411*ii
5.06179e-78-3.23856e-78*ii, 0, .820424-.524826*ii, .820424-.524826*ii, .065183+2.30964*ii, -1.4921+2.41295*ii, 6.74701e-79-2.15904e-78*ii, .413748+.106233*ii, -.383408-.622428*ii
1.23161e-47-6.8423e-49*ii, 0, -.110332-1.11401*ii, -.110332-1.11401*ii, -.470576+.432795*ii, -.51141-.465036*ii, -3.77919e-47-2.18953e-47*ii, .376126+.696438*ii, -2.00238-1.09896*ii
0, 0, -1.10981+1.02352*ii, -1.10981+1.02352*ii, -.590711+2.51421*ii, 1.9427-.428053*ii, 4.59859e-73-3.44894e-73*ii, 2.07058+1.50064*ii, 1.79307-.030974*ii
1.64386e-193-4.93157e-193*ii, 0, -2.12122-2.02391*ii, -2.12122-2.02391*ii, .37787-1.45937*ii, 1.18801+1.86685*ii, 4.93157e-193+6.50693e-194*ii, 1.30164-.720453*ii, .600179+.441857*ii
-1.13883e-191*ii, 0, -1.9019-1.52008*ii, -1.9019-1.52008*ii, -2.03944+4.08326*ii, 1.88381+1.0362*ii, -6.31241e-191+5.61103e-191*ii, .563569-.235484*ii, -1.51929-2.38399*ii
-1.19389e-87+1.25673e-88*ii, 0, -1.53248+1.48374*ii, -1.53248+1.48374*ii, -1.11374+2.2448*ii, -1.72112-2.54041*ii, -2.13644e-87-4.1472e-87*ii, -1.0138-.586804*ii, -.235632-.0365771*ii
0, 0, 1.95772+4.57791*ii, 1.95772+4.57791*ii, 11.6508+2.43423*ii, 1.10652-4.01073*ii, -2.63225e-186-1.89608e-186*ii, 2.68983-.211425*ii, -2.23037+.137421*ii
-1.48947e-124, 0, -1.68272-.372821*ii, -1.68272-.372821*ii, 1.1335-1.64106*ii, -.769647+.638642*ii, 1.85464e-123-4.53819e-123*ii, 1.93628-1.12231*ii, 1.14735-1.20956*ii
6.04532e-77+1.38179e-76*ii, 0, 1.03157+1.34464*ii, 1.03157+1.34464*ii, -1.25483-2.83917*ii, -1.73165+1.37447*ii, -2.6988e-78+1.72723e-77*ii, .926176+2.10029*ii, -.980836+.504513*ii
1.09389e-61-7.77877e-62*ii, 0, -.587353-.327515*ii, -.587353-.327515*ii, 1.0917-1.67854*ii, -1.32564-.231149*ii, 5.83408e-62+2.91704e-62*ii, -.325508+.86483*ii, -1.17389-.102534*ii
1.44771e-107+2.72509e-107*ii, 0, -.006592+.856125*ii, -.006592+.856125*ii, -.449265+.324347*ii, -3.00825+.332723*ii, -1.8735e-107+3.40637e-108*ii, .312154-2.00199*ii, 1.19763+.779221*ii
6.54146e-189*ii, 0, -.73066-2.11231*ii, -.73066-2.11231*ii, -2.31107+.328584*ii, -1.35659+1.4496*ii, -1.16709e-188+6.28436e-189*ii, 1.30385-.570828*ii, -1.26894+1.09073*ii
