variable ordering: Eki, Ekf, Ugi, Ugf, G, M, m, ve, r

component_1:
equations:
Ekf
Eki-Ekf+Ugi-Ugf
2.00002*G*M*m-1.00082*m*ve^2*r
points:
.579476+.224897*ii, -7.790e-19-1.10662e-16*ii, -.972378-.842168*ii, -.392902-.617271*ii, -1.05511-.929494*ii, .208528+.115842*ii, 1.30159e-16+9.93111e-17*ii, .0100453+.242804*ii, -.117028+.631569*ii
.657893+2.24602*ii, 0, 1.31057+3.03362*ii, 1.96847+5.27965*ii, 3.05453-4.1791*ii, -9.94496+1.62221*ii, 9.0372e-182-1.8828e-183*ii, 3.73919+2.50602*ii, 1.55763-.31952*ii
-.976811-1.22556*ii, 0, 1.04574+.299207*ii, .068933-.926356*ii, -.345471-.570977*ii, .277018-.293877*ii, 3.26708e-60-1.20571e-60*ii, -.899622-.419416*ii, 1.38256+.182935*ii
.128755+.353398*ii, 0, -.344081+.235175*ii, -.215326+.588572*ii, .987056+.313171*ii, -.0794286-.170814*ii, 7.34768e-140-1.2596e-139*ii, 1.00177+.143571*ii, .855142+.498414*ii
1.01806+2.94844*ii, 0, -1.24285-1.21851*ii, -.224788+1.72993*ii, -2.63788+1.93024*ii, 2.33936+.972635*ii, -1.51273e-122*ii, -.107145+.507809*ii, -1.83064-2.94212*ii
-2.66223-3.88305*ii, 2.09267e-32+2.40903e-31*ii, 3.16979+2.9732*ii, .50756-.909852*ii, 2.67528-3.73954*ii, -1.45441-1.19565*ii, -1.22197e-150+2.90219e-150*ii, -5.36599+1.50813*ii, 3.32012-1.20243*ii
1.281-.21379*ii, 0, -.69376+.724222*ii, .587238+.510433*ii, 1.48405+.644594*ii, .591455-.180874*ii, 1.51273e-123*ii, 1.06654+.529029*ii, -.4988+.832993*ii
-.652821-1.16553*ii, 0, .104278+.825715*ii, -.548543-.339817*ii, 1.51839-.181946*ii, -.132924+.60595*ii, 1.69583e-167-1.69583e-167*ii, -1.11993+.536948*ii, 1.70047-.783757*ii
3.54851-1.64203*ii, 0, -3.08687+1.46963*ii, .461644-.172399*ii, -1.98225+.404908*ii, -.819327-3.36184*ii, -9.45457e-125*ii, -2.55608+.632312*ii, 3.2801-.622465*ii
1.25106+.589126*ii, 0, -.850725-1.33122*ii, .400339-.74209*ii, 2.38231+1.62821*ii, 1.14619+.558241*ii, 2.5026e-147-3.12825e-147*ii, -1.88771-1.60913*ii, 1.11739+.486747*ii
-1.07365-.638069*ii, 0, -.690928-.008363*ii, -1.76457-.646432*ii, 1.52626-.831027*ii, .18653-2.75403*ii, 3.72917e-155-4.66146e-156*ii, -1.35825-.116473*ii, .903298+1.32693*ii
.566753-.300793*ii, 0, .99577+.629527*ii, 1.56252+.328734*ii, .910901-1.28612*ii, -.947153+1.26902*ii, 2.09934e-140-5.42904e-140*ii, -.873723-.045624*ii, -.72358-.334687*ii
2.46154+7.48352*ii, 0, -8.17529-3.97029*ii, -5.71374+3.51323*ii, -1.42025+6.07686*ii, -1.31643-3.28196*ii, 3.13354e-64-2.84867e-65*ii, 8.42367+.26170*ii, 8.43585+2.61085*ii
.44317+.566089*ii, 0, .091113-1.65624*ii, .534283-1.09015*ii, .547124-3.92348*ii, -.132792+.006417*ii, -1.85884e-119+1.23923e-119*ii, -2.5973+1.93537*ii, 1.09385+2.0879*ii
.933851-2.42594*ii, 9.7672e-31-1.98579e-31*ii, 1.70693+2.75881*ii, 2.64078+.332869*ii, -6.62014-3.50158*ii, .433764+2.23017*ii, -1.53378e-74+2.21086e-75*ii, -2.18348+.834028*ii, -4.71845-4.95919*ii
3.83507-.941043*ii, -1.09805e-31-3.5406e-31*ii, 1.54548-.098124*ii, 5.38056-1.03917*ii, -.006561-1.00297*ii, -1.41696-.05023*ii, -1.1335e-77-1.07952e-77*ii, .67184-1.31088*ii, -2.33077+1.15004*ii
-.282586-2.32472*ii, 0, -.080019+1.48996*ii, -.362605-.834769*ii, .303602-.144735*ii, .299358+.637365*ii, 4.16767e-163-5.20959e-164*ii, .907887-.941061*ii, -1.18217-.150807*ii
-.308623-1.26835*ii, 0, 2.13597+.891227*ii, 1.82734-.377124*ii, .67061-.850562*ii, -1.8766+.661005*ii, 9.78036e-84-1.02951e-83*ii, -1.79653-.954245*ii, -.40191-2.09222*ii
-1.59013+1.05614*ii, 2.64624e-31-1.10796e-31*ii, .556105-1.46157*ii, -1.03403-.40543*ii, -.360319-.550044*ii, 1.18302-.811631*ii, 6.19615e-119+2.97415e-118*ii, -1.94512-.748954*ii, 1.40797+1.51794*ii
1.32832-2.71473*ii, 0, -.006765+1.73771*ii, 1.32155-.97702*ii, .194523+2.22711*ii, -.015245-1.29981*ii, -2.7648e-87-1.60861e-86*ii, .494991-.379949*ii, -2.57411+.498695*ii
1.02641-.248301*ii, 8.38432e-32+9.31296e-32*ii, .0659478+.326462*ii, 1.09236+.078162*ii, -.783255-1.56029*ii, -.914268-.269067*ii, -1.14031e-31+3.7226e-33*ii, -1.32716+.262536*ii, -.272678+1.73639*ii
1.60379+1.59008*ii, -8.03639e-31-5.45312e-31*ii, -6.68469+2.06842*ii, -5.0809+3.6585*ii, -.252288+2.16786*ii, -7.07326-8.51542*ii, -1.61802e-107+4.42828e-107*ii, 3.77733-4.83709*ii, 9.34519-4.05068*ii
.0933525+.0704807*ii, -6.4486e-32-2.19693e-32*ii, -1.1687+.028111*ii, -1.07535+.098592*ii, .095199-.989253*ii, .315825+1.2056*ii, 8.63617e-78-8.63617e-78*ii, -.465562+1.34081*ii, -.39589-.707914*ii
.205003-.451778*ii, 6.44858e-32-2.28065e-31*ii, .561158+1.00532*ii, .766161+.55354*ii, -.033953-1.77343*ii, .797274+2.24115*ii, 7.82064e-149-3.91032e-148*ii, 1.90553-.066394*ii, 2.05107-.322834*ii
1.07329-2.02757*ii, 2.1416e-33+1.9941e-31*ii, .577756+1.15595*ii, 1.65105-.871622*ii, .575722-1.02018*ii, -.157628-2.40947*ii, 2.68466e-92-3.375e-91*ii, .68858-2.50537*ii, 2.52877-.973748*ii
