variable ordering: S, ap, sintheta, dA, dtheta, r, P, qc, x0, w

component_1:
equations:
-6.28*sintheta*dtheta*r^2+dA
-sintheta^3*dtheta+1.33333
ap^2-.5*x0^2*w^4
75.0024*P-314.001*qc^2*x0^2*w^4
points:
-.723052+.900369*ii, .286685+.298976*ii, -.567389-.755788*ii, -1.83432-.675881*ii, 1.47776+.558085*ii, -.40765+.205766*ii, -.373125+.696172*ii, .722797+.165445*ii, 1.16749+1.28113*ii, .581298-.007381*ii
-1.66964+.420565*ii, -.055258+.264509*ii, -2.97435+1.441*ii, .0463419-.102735*ii, -.00796412-.0360638*ii, -.19915+.327665*ii, 2.45971+.654986*ii, .154562+2.03456*ii, 1.74619+.97066*ii, -.259324+.352181*ii
-.641947+1.41782*ii, -.102842+.287008*ii, -.769013+1.07915*ii, .0448431-.427869*ii, .549647-.162*ii, .0341814+.298413*ii, 1.10253-.768969*ii, .793856+1.04735*ii, .861597+.590342*ii, .508724+.392449*ii
3.27107-1.41367*ii, -1.06341+1.17863*ii, .63701+.601965*ii, -.042162-.52793*ii, -1.27673-1.51405*ii, -.219909+.0150046*ii, -2.35526-1.89398*ii, -.349262+.145783*ii, .538068+.30233*ii, -1.19082-1.48977*ii
.837642-.678037*ii, -.621726+1.31464*ii, -.723492-2.05801*ii, -1.61086-1.56219*ii, .109047-.0678566*ii, -1.12805-.053029*ii, -2.2402+.800671*ii, -.299718+.210992*ii, .853369+2.3297*ii, .351557-.839837*ii
-11.6525+21.3968*ii, -35.6905-107.814*ii, -21.5023+29.9843*ii, 48.7333-39.1377*ii, .0000253924-.00000773163*ii, 28.2277-96.7758*ii, 79.689-35.6318*ii, -.00310556+.0282608*ii, -23.0938+20.9637*ii, -1.90222+1.23731*ii
2.35511+.649282*ii, -.202792+.651204*ii, .862651+.741025*ii, .203044-1.42011*ii, -.480251-.768904*ii, .470707-.0022077*ii, -1.35443-2.31363*ii, .809868+.179992*ii, .260057+.654815*ii, .390162-1.10308*ii
-.671507+.014427*ii, -.155766-.684873*ii, -.742802+.734178*ii, .147105+1.46478*ii, .812981-.841973*ii, .437491-.019353*ii, 1.15662+.316403*ii, -.188365+.504801*ii, .568457-.398848*ii, -.992925+.666696*ii
-1.78263-.51723*ii, .632718-1.32008*ii, -.483393-.691294*ii, -1.96621+1.35489*ii, 2.14679+.570831*ii, .275789-.356168*ii, .312255+2.13863*ii, .091219-.334862*ii, .982796-.012189*ii, -1.23292+.765651*ii
-.647167-.319089*ii, .178184+.353952*ii, .916969-.529037*ii, -.388537-1.91836*ii, .001037+1.12382*ii, .082651-.505115*ii, -1.38221-.2011*ii, .884762+.528687*ii, -.093359+1.28334*ii, .175709+.636127*ii
-1.13471+.538589*ii, .509795-.10998*ii, -.6751-.902677*ii, -.399633-.532045*ii, .872706+.324156*ii, .312691-.0565319*ii, .135179+.980104*ii, .394391+.528108*ii, .315892+1.2243*ii, .529137+.550757*ii
-1.67053+1.11563*ii, .11739-.062391*ii, .942771-.076072*ii, -.329386+.292117*ii, 1.53003+.376929*ii, .0930183+.19592*ii, .105545-.0454327*ii, .845588+.247987*ii, -.0663022+.0075992*ii, .312371+1.64911*ii
-3.62541+.422877*ii, -.089398-1.43137*ii, -.435686-.706628*ii, -.180999+1.98963*ii, 2.32186+.201922*ii, .111377-.389901*ii, 1.7808+2.0771*ii, -.188778+.351042*ii, -.123485-.230716*ii, -.59267+2.72017*ii
1.58593+3.89058*ii, -1.54665-.421342*ii, -.553181+.49913*ii, .390401+.6618*ii, 1.90289-2.60198*ii, -.220499+.0481891*ii, 1.47147-2.37325*ii, .25766-.251782*ii, .433477+.456508*ii, 1.82757-.511014*ii
-3.32019+2.10143*ii, -.231435-2.01055*ii, -.342-.635473*ii, -.543551+2.50257*ii, 3.53344-.317525*ii, .154906-.36781*ii, 2.44399+1.51884*ii, .110831-.26762*ii, .0127122-.454194*ii, .178781+2.50342*ii
-.176874+.74692*ii, -.528312+.218896*ii, -.304394-1.07803*ii, .0732552-.34342*ii, .697149-.643251*ii, -.187326-.132405*ii, -.294418+.119338*ii, -.067753+.333807*ii, -.052881+1.20481*ii, .690735+.439886*ii
2.84372+2.38841*ii, -1.71262+.454204*ii, -.648447+.404185*ii, 1.02177+.069511*ii, .302411-2.97341*ii, -.231448+.133572*ii, .322775-2.57632*ii, -.281081+.140607*ii, .270141+.778976*ii, 1.2778-1.1859*ii
-3.58133-1.43833*ii, .442508-.0776057*ii, .802016-.328773*ii, -.673592+.114834*ii, .804214+1.88283*ii, -.112906-.220373*ii, -.30242+1.73562*ii, .512217+.883239*ii, -.0345897+.0623541*ii, -1.28589+2.69384*ii
-11.7407+21.485*ii, -35.5689-108.625*ii, -21.6278+30.0434*ii, 49.1791-39.2564*ii, .0000251014-.00000779353*ii, 28.7381-97.3267*ii, 80.2116-35.6311*ii, .00303707-.0281624*ii, -23.3737+21.0191*ii, -1.90002+1.23783*ii
1.87622+.087367*ii, -.672857+.138358*ii, -.803966+.438332*ii, .218365+.306364*ii, -.127205-1.73189*ii, .194046-.0045381*ii, -.145978-.904354*ii, -.379614+.296215*ii, .686575+.429691*ii, -.407246-1.01665*ii
-.005475+.690991*ii, .234569-.345692*ii, -.394008-.710419*ii, -2.87818+1.00629*ii, 2.48373-.128425*ii, -.382849+.306159*ii, -.498097+.997574*ii, .356791-.797322*ii, 1.6547+.294938*ii, -.322678-.497378*ii
.161598+1.36754*ii, -.12219-.363716*ii, -.327916-.880142*ii, -.454271+.103425*ii, 1.41151-.772717*ii, .197671-.100054*ii, .0362255+.0706345*ii, .19438-.163139*ii, .265794+.878409*ii, .768845-.011639*ii
-3.18633-1.40758*ii, -.104093+.155607*ii, .086223+.993205*ii, .653806-.176515*ii, -.345661+1.30049*ii, -.0614414-.276782*ii, .685922+.680627*ii, .358402+1.77884*ii, .012432+.0285479*ii, -1.39837+2.55881*ii
