variable ordering: ad, T, omega, theta, sintheta, d, g, L, j, Pii, Tj

component_1:
equations:
-ad+omega^2*d
-T*j+Tj
-theta+sintheta
1.0028*g*Tj^2-3.9921*L*j^2*Pii^2
points:
.35603+2.5905*ii, -2.80292-1.36043*ii, 2.11399+.706902*ii, .410591-.57734*ii, .410591-.57734*ii, .370859+.373396*ii, -2.96029-1.75897*ii, 1.74884-1.16303*ii, .421934+.0772454*ii, -1.69678+1.05772*ii, -1.07756-.790524*ii
-.748443-.467825*ii, 1.27436+.739465*ii, -3.06971+1.91229*ii, .642691-.45806*ii, .642691-.45806*ii, .0068778-.0671277*ii, 2.43532+.104284*ii, -.054675+1.73804*ii, 1.51685+.001502*ii, -.846251+.21964*ii, 1.93189+1.12357*ii
.99883-12.057*ii, -1.25921+1.24111*ii, -1.18431-.634177*ii, -1.1139+.753264*ii, -1.1139+.753264*ii, -5.25359-4.1638*ii, .122821+2.83062*ii, -9.02319+1.30308*ii, -1.49396-1.2806*ii, .0282767-.493184*ii, 3.47057-.241609*ii
4.82365-5.55178*ii, -.733855+1.77191*ii, -1.22198-.683491*ii, -.610794-.377338*ii, -.610794-.377338*ii, -1.1252-3.57884*ii, -.31817+2.57018*ii, -5.00104-2.18791*ii, .480078-1.35847*ii, .338903+.568771*ii, 2.05478+1.84757*ii
1.67664+1.12968*ii, -.01756-.778339*ii, 2.29503-.316914*ii, .145944-.717398*ii, .145944-.717398*ii, .243637+.287239*ii, -1.23546-1.20327*ii, .380309-2.21288*ii, .028341-1.31686*ii, .166033+.298961*ii, -1.02546+.001065*ii
-3.1264-.799387*ii, .591539+.975942*ii, -.989648-.642454*ii, .692041+.082280*ii, .692041+.082280*ii, -1.43858+1.81755*ii, 1.14717+.649787*ii, -.64865+2.48298*ii, .0061707+.324583*ii, -.382161-.148407*ii, -.313125+.198026*ii
-3.02034+2.62181*ii, -2.48725-5.7472*ii, .916998+5.64536*ii, .545132-.528622*ii, .545132-.528622*ii, .112956-.0468047*ii, -1.59678-6.44019*ii, 3.52137+1.9092*ii, .324228+.454088*ii, -4.03945-.028409*ii, 1.8033-2.99283*ii
.0402195+.0596433*ii, -1.01316+.443101*ii, .260278-.258821*ii, .370952-.329587*ii, .370952-.329587*ii, -.440994+.300994*ii, -.838825+.229177*ii, -.300197-.1218*ii, .408296-.0983837*ii, -.67155+.611159*ii, -.370077+.280595*ii
.317684+1.2726*ii, -.052450+1.19768*ii, -1.18347-.27064*ii, .650439-.531325*ii, .650439-.531325*ii, .569413+.68395*ii, .291581+.778511*ii, .429139-.0052840*ii, 1.14736+.152213*ii, -.51016+.662603*ii, -.242482+1.36619*ii
-4.1571-5.4344*ii, .905626+1.31643*ii, 1.03671+.602525*ii, .098463+.547957*ii, .098463+.547957*ii, -4.71529+.641201*ii, 1.45597+.573042*ii, -3.03033+3.22108*ii, -.814916-1.13373*ii, .476335-.0034087*ii, .754463-2.09951*ii
.166978+.0197776*ii, .0842638+.452014*ii, -.162095+.694634*ii, .39439-.474798*ii, .39439-.474798*ii, -.311495+.1104*ii, .249505-.12713*ii, -.0154902-.0272546*ii, .788428-.523858*ii, -.402365+.559002*ii, .303227+.312238*ii
-10.6102-10.7816*ii, -.405244+1.96558*ii, 1.11324+.576517*ii, .060277+1.96809*ii, .060277+1.96809*ii, -9.49813+1.55498*ii, 1.74598+1.48957*ii, -5.88749+8.44941*ii, -2.48902-.134462*ii, -.241361-.408927*ii, 1.27296-4.8379*ii
1.00824-.124073*ii, .003237-.999118*ii, 1.1115-1.27287*ii, .11044-.45012*ii, .11044-.45012*ii, -.0045195+.355706*ii, -.909716-.711054*ii, -.867633-1.29019*ii, -.549876-.780832*ii, -.0663773-.426395*ii, -.781922+.546864*ii
-1.56412+1.13249*ii, 1.21653-1.73844*ii, -.844685-.601089*ii, .606389-.366563*ii, .606389-.366563*ii, .518644+1.72019*ii, .834809-1.55501*ii, .358351+.961616*ii, -.410731+.0815926*ii, -.711652-1.19939*ii, -.357822+.813289*ii
6.64587-8.53201*ii, -6.16808-.719885*ii, -1.11986-.548267*ii, -1.37739+.001331*ii, -1.37739+.001331*ii, -1.71291-6.74214*ii, -4.58623+2.03133*ii, -7.60969-2.82231*ii, -.55179-.125697*ii, -2.35822+.652322*ii, 3.313+1.17253*ii
-.364512-.0443011*ii, .104932-.260298*ii, .630722+.281809*ii, .337011-.384185*ii, .337011-.384185*ii, -.578747+.507032*ii, -.099784-.689461*ii, -.0945601+.0001031*ii, .17532-.628125*ii, -.339782+.174106*ii, -.145103-.111546*ii
-6.94339-9.53219*ii, -3.13453+4.74405*ii, 1.05463+.52954*ii, .033160+1.58961*ii, .033160+1.58961*ii, -8.46749-.08963*ii, -.314693+3.96026*ii, -5.4523+6.05827*ii, -.654636+.221495*ii, -.505969+1.92422*ii, 1.00119-3.7999*ii
-.635205-1.16708*ii, .49661+.138894*ii, .794609+.593156*ii, .24007-.286327*ii, .24007-.286327*ii, -1.32168+.281868*ii, .352363-.469051*ii, -.667273+.299566*ii, .131558-.987232*ii, -.0047324+.231415*ii, .202453-.471996*ii
16.8826-1.8106*ii, .112726-.319028*ii, 1.89765-3.72452*ii, .058247-1.91497*ii, .058247-1.91497*ii, -.484119+.842561*ii, -4.61477-7.55732*ii, 2.35357-2.84136*ii, -.74852+11.994*ii, .0726896+.252461*ii, 3.74204+1.59083*ii
-.571889+1.31553*ii, -1.40246+.950081*ii, -.336009+.777461*ii, 1.27226-.902609*ii, 1.27226-.902609*ii, -.789401-1.83727*ii, -.846256+.129553*ii, .659164-.198917*ii, -.221421-1.14751*ii, .474374+.819292*ii, 1.40076+1.39897*ii
1.16539+.650065*ii, -.300025+.0279508*ii, .071337-.81656*ii, -.134869+.385959*ii, -.134869+.385959*ii, -1.87608-.652126*ii, -1.71732+2.51789*ii, -.00611968+.00730806*ii, -.793874+.988954*ii, -2.67324+.382632*ii, .21054-.318901*ii
