variable ordering: Eki, Ekf, Ugi, Ugf, G, M, m, ve, r

component_1:
equations:
Ugi*r+G*M*m
Ugf
2.02*G*M*m-.98*m*ve^2*r
points:
.216811+2.47832*ii, 1.13537-1.31178*ii, -.499715-1.83083*ii, 3.74365e-17+2.78386e-18*ii, 1.32869-.353945*ii, 1.10576e-16-1.42351e-16*ii, 1.37282-.663211*ii, 2.70173-1.51195*ii, -1.11354e-17+1.49746e-16*ii
.023448+.520637*ii, .736039+.290695*ii, -.601029+.100939*ii, 0, -1.73337-.765453*ii, -2.43087e-63+4.25401e-63*ii, 1.33373-.748659*ii, -.571549+.896247*ii, 6.44948e-63+6.07716e-64*ii
-.30687+.0841963*ii, -1.13634-.01591*ii, 1.58889-.767402*ii, -2.50516e-32-1.17353e-32*ii, -.916069+1.44876*ii, 4.90909e-91, .071166+.714122*ii, -.264756-2.12112*ii, 9.20455e-92-1.53409e-92*ii
-.737673+1.15364*ii, .667989+.236017*ii, .815292+.860441*ii, 5.66114e-32+5.49457e-32*ii, .449697-1.56096*ii, -5.47382e-48-7.18439e-48*ii, -.385701+.0031992*ii, .184139+2.20161*ii, 1.36846e-48+3.42114e-49*ii
2.7331-1.80916*ii, -1.53146+6.691*ii, -.889961+3.58521*ii, 1.57001e-30-2.12061e-31*ii, 1.14573-2.9178*ii, -2.03087e-84+2.8955e-84*ii, -4.22953-2.25105*ii, 2.86698+3.08413*ii, 7.09398e-84-7.72134e-84*ii
-1.63727+2.24698*ii, .121367+.111544*ii, 2.55688-1.33588*ii, 0, -2.89073-.505994*ii, -2.98086e-191-2.01646e-191*ii, -.164048+.369904*ii, 1.17859-2.8673*ii, 6.57543e-193+8.76724e-193*ii
2.26785-.246779*ii, -.935315-.794913*ii, .343286-1.52228*ii, 0, .113407+.872923*ii, -2.04854e-85+6.43445e-86*ii, .077605-1.06027*ii, -.628366-.113564*ii, 6.34106e-86*ii
-2.02569-.821843*ii, .406999-.109742*ii, 1.49072-.527768*ii, 0, 2.49354-1.44496*ii, 7.90033e-188-1.14914e-187*ii, -.700232+.084372*ii, 1.88983+1.75343*ii, -2.15464e-188-3.95017e-188*ii
2.85561-.987923*ii, .076893-.0987097*ii, 3.02469+.35067*ii, 0, 2.98743-4.10998*ii, 1.49814e-94+3.06182e-94*ii, -.995063-1.76044*ii, 3.54885-3.04752*ii, 4.19478e-94+6.25472e-94*ii
1.42484-.834289*ii, -.391174-.492359*ii, -.965007+1.12489*ii, 8.30625e-32-4.72538e-32*ii, 1.10538-1.24184*ii, -6.57543e-192+1.75345e-192*ii, -.627852+3.50836*ii, .993152-3.15602*ii, 1.08221e-192+2.73976e-193*ii
2.06235-.985077*ii, .63154+.588395*ii, -.0844291-.0111822*ii, 0, .725824+.809543*ii, 7.77877e-62-7.77877e-62*ii, -1.45234-.172929*ii, .317281-1.14839*ii, -6.32025e-62+1.36128e-61*ii
-.305852-.1135*ii, .183846+.949474*ii, .132826-.0440356*ii, -2.9366e-32+7.72491e-32*ii, -.367082+.903172*ii, -2.00666e-197, .134127-.959948*ii, .402717+.729928*ii, -1.70566e-196
-.788966-2.68043*ii, .861686-1.29478*ii, -.258962-2.07427*ii, -7.56432e-32-2.6447e-32*ii, -2.33377+3.22682*ii, 3.6463e-63-1.15466e-62*ii, -1.87355-1.09088*ii, -1.55033+.295868*ii, -8.50803e-63
1.37475+1.30825*ii, -.092510-6.35365*ii, -.018964-2.94853*ii, 2.86643e-31+1.02754e-31*ii, -1.52018-.555652*ii, 1.86752e-87+7.54037e-88*ii, 1.74382+.661777*ii, 3.47629+.958773*ii, -1.3824e-87-2.51346e-88*ii
-1.38695-.129028*ii, .235515+.665693*ii, .540197-1.13327*ii, -1.06696e-32+3.03335e-32*ii, -.466803-.871612*ii, 1.02634e-48+1.02634e-48*ii, -.169524-.703655*ii, .925246+.144661*ii, -6.84228e-49+3.42114e-49*ii
-.654957+.423961*ii, -.312935-.170987*ii, .933619+1.03897*ii, 6.15504e-32-1.36094e-32*ii, -1.70044+1.38925*ii, 5.23218e-105+2.61609e-105*ii, .382087-.807118*ii, -.810741-.083923*ii, -5.23218e-105+6.97624e-105*ii
-.953244+.460024*ii, .797406+1.67092*ii, -2.10663+.472704*ii, 0, .233957-2.02175*ii, 1.36988e-194-3.4247e-195*ii, -.126525-.875628*ii, .288281-.486202*ii, -3.4247e-195-8.56176e-195*ii
-105.084+8.5229*ii, 69.9668-57.4902*ii, 79.7847+60.8615*ii, 0, 4.44454+47.7975*ii, 1.61149e-187-3.20502e-187*ii, 12.296-112.613*ii, -248.454-111.036*ii, 5.78161e-187+2.6125e-187*ii
-1.97538+2.12147*ii, -.323749+1.02557*ii, 2.12257-2.0254*ii, -8.35019e-31-5.59167e-31*ii, 3.60996+2.70939*ii, -1.89996e-76-2.15904e-76*ii, 1.84695-.074916*ii, -.048731-3.41857*ii, -3.28174e-76+1.89996e-76*ii
-.128515+.296762*ii, -.003579+.997828*ii, -.443543+1.32021*ii, -1.00747e-32-9.46004e-32*ii, -1.49859-.773781*ii, 1.71235e-195-6.42132e-195*ii, 1.62686+.685414*ii, -.728434+1.24455*ii, -1.11303e-194-1.19865e-194*ii
2.46912-2.20308*ii, 1.52817-1.72116*ii, -1.79749+1.90829*ii, -1.15166e-31-3.81106e-32*ii, -1.10723-2.00354*ii, -8.56176e-195-2.48291e-194*ii, 1.26394+.096145*ii, -2.71776+1.73626*ii, -2.73976e-194-1.19865e-194*ii
-1.0446-.782989*ii, .398365+.401179*ii, .618072-1.81784*ii, 3.81062e-32+3.79065e-32*ii, -1.24119-.309801*ii, 5.61103e-191+8.40249e-191*ii, -.831691+.686488*ii, .0383773+.132638*ii, -2.24441e-190+2.33625e-190*ii
-.187547+.860276*ii, 1.55266-.194383*ii, -1.23119+.615195*ii, 0, .708973+.124333*ii, -4.37556e-62-2.43087e-62*ii, -.72516-.093615*ii, -.845616-.223063*ii, 4.25401e-63+1.9481e-63*ii
