variable ordering: ad, T, omega, theta, sintheta, d, g, L, j, Pii, Tj
1.88836-.405935*ii, 1.34444+.015281*ii, .172378-.834115*ii, -4.18219-1.66156*ii, -.161037-.865306*ii, -2.16795+1.54551*ii, .060879+2.19364*ii, 1.61132-.813275*ii, .593127+1.89111*ii, .390098+.630317*ii, .768525+2.55154*ii
.415672+1.4156*ii, .811367-.502176*ii, .400186+.848751*ii, 3.0428+.891288*ii, -1.76002+.163403*ii, .939953-1.38707*ii, -.160121-.819179*ii, .26076-.596805*ii, -.898913-1.79163*ii, -.353739+.408155*ii, -1.62906-1.00226*ii
.106169-.119646*ii, -.133837+.187352*ii, -.130814-.508896*ii, .06093-.532714*ii, -.669418+.241178*ii, -.545865+.194194*ii, -.197373+.107622*ii, .308287+.381954*ii, -.457493+.517758*ii, .0776903-.0058505*ii, -.0357733-.155007*ii
23.187+33.7419*ii, 17.1159+8.80647*ii, -.060858-1.21025*ii, 11.2037-17.5196*ii, -4.89369-7.55768*ii, -13.4058-24.4468*ii, -4.5454+.124805*ii, 21.9362-8.38023*ii, -1.27431+1.07565*ii, -2.54252+3.38701*ii, -31.2837+7.18846*ii
-4.93362-3.73917*ii, -1.6839+.247463*ii, .252615+1.3016*ii, -.326234-1.57203*ii, 1.30121+1.99952*ii, 1.80704+3.02237*ii, -2.4417+.878447*ii, -1.74366+3.32294*ii, -1.30632+.357048*ii, -.689784-.158012*ii, 2.11135-.9245*ii
1.2491+1.89574*ii, 1.23467-.788337*ii, -.230034-.896811*ii, 3.76064+.030675*ii, -2.57156+.498257*ii, -.212778-2.63995*ii, -.330492-.801232*ii, .500352-.7508*ii, -.893552-1.2394*ii, .352339-.625458*ii, -2.0803-.82582*ii
.0265638+.0181563*ii, .775664-.275335*ii, -.279545-.0035447*ii, .568906+.864764*ii, -1.34716+.003625*ii, .345653+.223609*ii, -.0196819-.0135304*ii, .34112-.337693*ii, .12072-.587991*ii, .0314966-.0862287*ii, -.0682556-.489322*ii
-.0873873-.0822763*ii, -1.14025+.346599*ii, .16239+.340908*ii, -.576715+.518545*ii, -.0879604-.122999*ii, -.061878+.839476*ii, .778742-.153569*ii, .126589+.393551*ii, -.507019+.37619*ii, -.430556+.704532*ii, .447744-.604685*ii
.19924+.0336067*ii, .583986+1.05001*ii, -.229398+.385529*ii, -.560164-1.14912*ii, -.195673-.096889*ii, -.61903+.790413*ii, -.886036+.266979*ii, 1.00549+.414808*ii, -.035825+.611823*ii, -.365897+.416124*ii, -.663343+.319679*ii
18.8084+16.0399*ii, 12.2458+4.42448*ii, .025039+1.21447*ii, 3.83655-15.0775*ii, -3.04381-3.56543*ii, -12.2876-11.3864*ii, -5.20716+.829846*ii, 12.4603-7.31571*ii, -1.11146+1.23419*ii, -1.99882+3.38699*ii, -19.0713+10.196*ii
-.76966-8.24464*ii, 2.53816-.743069*ii, -.216091-1.15773*ii, -4.51401-3.2396*ii, -.714174+1.56005*ii, -1.62667+5.74399*ii, -4.18247+2.40804*ii, -1.78176+.458261*ii, .980244+1.97841*ii, 1.95548-.873567*ii, 3.9581+4.29312*ii
.0142781-.00970229*ii, .74613-.196985*ii, -.146234+.109444*ii, .421641+.875919*ii, -1.24847-.078909*ii, .399682+.328611*ii, -.0109017+.0084604*ii, .357432-.322628*ii, .101469-.553513*ii, .0143168+.0637319*ii, -.0333247-.43298*ii
-2.01305+1.76728*ii, 1.09763+2.85812*ii, .622901+1.50957*ii, .337859-2.26481*ii, .941749-.50469*ii, 1.00253+.062463*ii, -2.44193+.567946*ii, 2.22127+2.06519*ii, -.439718+.611696*ii, -.912866+1.0506*ii, -2.23095-.585352*ii
.200079+.543131*ii, -.147445+1.04392*ii, .134212-.933485*ii, .957632-.378052*ii, -.863464-.10707*ii, -.387887-.522554*ii, -.305025-.591191*ii, .592015+.649193*ii, -.556239+.73387*ii, .441848+.123158*ii, -.684085-.688874*ii
-.021675-.113685*ii, -.318689+.138571*ii, -.239681-.354316*ii, -.132546-.492828*ii, -.506979+.281861*ii, -.532583+.341133*ii, -.0625749+.189452*ii, .302+.437493*ii, -.437832+.510876*ii, -.106307-.0054738*ii, .0687402-.223481*ii
-.103142+.0285856*ii, .273898+.2466*ii, .21812+.118919*ii, -.452823+1.83085*ii, -.136229+.180357*ii, -.51601+1.65562*ii, .375957+.287904*ii, -.353012-.192722*ii, .202884-.745956*ii, .144811-.137881*ii, .239523-.154285*ii
-.070854+.193404*ii, .915963-.367759*ii, -.5637-.180077*ii, .218092+.5159*ii, -.121395+.212119*ii, .15533+.567307*ii, .830821-.141448*ii, -2.42433+.187212*ii, 1.1713-.20817*ii, -.120481-.264389*ii, .996314-.621434*ii
-4.22545+3.37851*ii, -2.06489-.902355*ii, -2.92668+8.762*ii, 2.41181+4.06967*ii, .459001-2.00181*ii, .0157818-.0613998*ii, -2.06325-1.63773*ii, -.123927+5.59255*ii, -1.81325-1.16116*ii, .037889+.77226*ii, 2.6964+4.03386*ii
.084097+2.77044*ii, 2.95273-3.36446*ii, .576595-2.60631*ii, -1.61072-.460687*ii, -.895197-1.86177*ii, -.17471-.347555*ii, -1.22627-.544459*ii, -.642135+.40499*ii, .674011+.249838*ii, 2.78451-1.04879*ii, 2.83074-1.52998*ii
-1.92563+.754203*ii, .347155-.154189*ii, -.246549+1.12672*ii, -.27075-1.80782*ii, -.686486+.294561*ii, 1.07847-1.1197*ii, 2.76701+.088641*ii, .759428+1.21505*ii, -3.12352-.172057*ii, .162433-.208115*ii, -1.11087+.421881*ii
-21.6501-33.1341*ii, .237554-.608273*ii, 3.58102-10.6693*ii, 19.575+19.4622*ii, .202039-3.64684*ii, .294149+.105504*ii, 8.73002-6.42033*ii, 1.64665+12.4518*ii, -8.49464-3.68265*ii, -.186996-.23877*ii, -4.25799+4.29223*ii
-.822402-.980381*ii, -1.19067+.972859*ii, -1.76116-1.81347*ii, -1.26347-.216022*ii, .865225-.181868*ii, -.149584+.133129*ii, -.682191-1.27649*ii, .893929-3.16787*ii, -.381522+1.4557*ii, .245663-.446693*ii, -.961921-2.10442*ii
1.38453-.43482*ii, -.55424-.058375*ii, -.737139-.305419*ii, .550812+1.11402*ii, -.266798+.769954*ii, 1.0544-2.02089*ii, -1.0605-1.43072*ii, -.0080856-.0869805*ii, -.657867+1.71952*ii, -1.24053+.209944*ii, .464993-.914625*ii
.268632+3.02251*ii, -2.66929-.632607*ii, .68097-.400534*ii, -2.09626+2.31243*ii, 1.89783+1.81691*ii, -4.0233+2.72935*ii, .869405+.760278*ii, .144152-2.45116*ii, -.403598+.538788*ii, .207857+.917446*ii, 1.41816-1.18286*ii
4.36621-.328486*ii, -.692035+.962123*ii, 4.16795+1.76751*ii, -4.32423+.105403*ii, -2.96991+.340477*ii, .136566-.164279*ii, -1.46359-.057185*ii, 2.37438-.988017*ii, .110296+1.11033*ii, -.298415-.333079*ii, -1.1446-.66227*ii
-.212798-.466703*ii, 1.39305-.079950*ii, .0766153+.47481*ii, -2.23741-1.53783*ii, -.387432-1.97974*ii, .23866+2.20456*ii, .247304-.0590908*ii, .0111045+.00639286*ii, .594204+1.28867*ii, 2.81744-1.3119*ii, .930787+1.74768*ii
5.33727+8.01015*ii, 4.8334-.712832*ii, -1.18433-1.08927*ii, 7.1045+.641077*ii, -6.22247+1.75283*ii, 3.255-1.79597*ii, -.458718-1.41651*ii, -.220711-.147647*ii, 1.64173+3.96703*ii, -5.68302-1.07875*ii, 10.763+18.004*ii
2.25923+.161095*ii, 3.41273+2.08005*ii, -1.83229+4.01978*ii, -2.04959+1.05131*ii, .463464-.097373*ii, -.0821648+.0819648*ii, 4.59865+1.31376*ii, -2.67689+2.03609*ii, -1.14835-.081507*ii, 2.02007-1.2641*ii, -3.74946-2.66679*ii
-.003838+1.66027*ii, -.974564-1.67601*ii, -.319596-.392073*ii, 3.97683+.29501*ii, -.146267-.112356*ii, 6.35872-1.29341*ii, -5.46712-7.15134*ii, .0232861-.147266*ii, -.242879-1.93748*ii, 6.04455+4.49424*ii, -3.01053+2.29526*ii
.210361+1.06521*ii, .622416-2.02255*ii, .276479-.573508*ii, -1.03602+1.53472*ii, .743695+.38441*ii, -2.37913-1.23075*ii, .807475+1.01494*ii, -1.63093+1.40061*ii, .0101538-.321258*ii, .370801+.733428*ii, -.643441-.220492*ii
19.1442+4.61743*ii, 5.63979+2.38698*ii, -.661734+1.56271*ii, 17.0109+10.5897*ii, .781787-.623885*ii, -5.77731+3.65796*ii, 12.0808+15.5471*ii, .46774-9.26866*ii, 1.43712-3.15644*ii, .200067-4.45558*ii, 15.6394-14.3713*ii
.337268+.223155*ii, .776483-.102376*ii, -.244264-.841101*ii, .580129-.639862*ii, -1.3288-.158493*ii, -.215446-.481149*ii, -.270003-.135732*ii, .734927-1.31907*ii, -2.12123+1.32946*ii, -.103643+.141241*ii, -1.51099+1.24947*ii
.208277+1.01572*ii, .736572-1.35605*ii, .04177+.930755*ii, -.297335-1.37472*ii, .107335-1.72213*ii, -.134159-1.18691*ii, -.580015+.157092*ii, .0954526+.464657*ii, -.511229+.130307*ii, -.82469+.272153*ii, -.199854+.789231*ii
-.257575-.0535673*ii, .0425558+.0651181*ii, .778395+.144799*ii, 1.64013-.760319*ii, -1.31787-2.56908*ii, -.414136+.0680217*ii, .0572234-.0709055*ii, -.0000113118-.0000244509*ii, -.235897-2.8443*ii, .051299+2.2614*ii, .175177-.136403*ii
2.21673+1.07915*ii, -3.95936+2.585*ii, -.610534-.510631*ii, 1.01201+1.38036*ii, 3.85266+1.21529*ii, 2.29534-3.14288*ii, .603667+.089684*ii, .101305+.507854*ii, .0717818+.089059*ii, -.950069+2.38427*ii, -.514428-.167061*ii
.474356-2.00434*ii, -.897942-.036126*ii, -.667424+.864741*ii, -1.80136-.10202*ii, -3.06456-.684225*ii, 1.52422+.810157*ii, -.008345+.6559*ii, .585541-1.36291*ii, -.899721-2.57609*ii, .0465183+.295157*ii, .714834+2.34568*ii
.26373-2.93564*ii, -3.16784+.26029*ii, -.539246+.891896*ii, 5.59694-1.11311*ii, 6.35984+.631661*ii, 2.28031+1.47061*ii, -.0043346-.461161*ii, -2.20682-1.59786*ii, -.28112+.645305*ii, -.605902-.245786*ii, .722578-2.1174*ii
-.295799+.913678*ii, -.085625-.751285*ii, -.741957-.92294*ii, -.25688+1.33363*ii, 1.21565-1.01355*ii, .681654+.06601*ii, -.513215+.323702*ii, .0060576-.33937*ii, -.395878+.258576*ii, -.46913-.188267*ii, .228162+.275276*ii
-2.20732-3.35453*ii, -.989752-.961037*ii, .983253+.355697*ii, -1.60567-.433741*ii, -3.62655-.396118*ii, -3.51467-1.06643*ii, .701321+.848388*ii, .0605456-.0399705*ii, .950291+2.09973*ii, -.183535-2.68053*ii, 1.07737-2.99148*ii
-.412988-.539103*ii, .581961+1.61866*ii, -1.06226+.556272*ii, 1.23667+.213992*ii, -.608185-1.16566*ii, .144577-.44964*ii, .508827-.088815*ii, .0473468+.0573247*ii, -.751618-1.53644*ii, -1.73522-1.45869*ii, 2.04957-2.11076*ii
-.458014-5.97927*ii, -.098336+4.3015*ii, -1.85018-2.16718*ii, -5.53275+11.9225*ii, -1.01099-.843073*ii, -.718419+.171198*ii, 3.17622+3.26558*ii, 3.84566+3.04749*ii, .392147+1.97814*ii, -.181004+2.06496*ii, -8.54754+1.4923*ii
-2.80258-1.95835*ii, -2.02951-1.37717*ii, 2.29889+1.33982*ii, 2.27766+.537523*ii, -.545564-.693489*ii, -.43578+.208078*ii, 3.7082-1.12405*ii, .31136-3.21569*ii, 1.3341-.977246*ii, .503911+1.2449*ii, -4.05339+.146056*ii
.892043-.832358*ii, 2.61354+.522706*ii, -.301586-.523361*ii, .177786-2.65331*ii, 2.6521+2.65076*ii, -3.19973-.971394*ii, .0113376-.325181*ii, .81782+.949147*ii, .123069+.981335*ii, .366726-.571608*ii, -.191302+2.62909*ii
7.39705-1.47989*ii, .698427+.157341*ii, 9.5456-1.74221*ii, 3.92956-11.422*ii, -1.89511+4.03238*ii, .0790506+.013049*ii, -1.00676-1.36126*ii, -.00182641+.000376788*ii, -6.85378-2.46708*ii, -7.58932-7.66413*ii, -4.39869-2.80145*ii
.881142-.752443*ii, -.189323+.287972*ii, .299587+.893827*ii, -.757095-.128524*ii, .392206-2.58659*ii, -1.3015+.078139*ii, .334857+.289884*ii, -.00283566-.00125498*ii, 1.79481+.244753*ii, -1.53454-1.37336*ii, -.410281+.470517*ii
8.83595-6.59216*ii, 4.56082-.130564*ii, -2.08732-10.002*ii, -5.45393+8.31847*ii, -1.99802+7.75421*ii, -.102829+.0240225*ii, -1.07254-.863142*ii, -6.82143+1.6996*ii, -.904731+.098551*ii, -.9167-.422963*ii, -4.11345+.5676*ii
3.46558+1.81974*ii, -.167171-.353803*ii, 1.24956+.045865*ii, 2.73756-1.96954*ii, .515985+.285456*ii, 2.2959+.998256*ii, 6.63639-.144681*ii, -.580241-2.38314*ii, 4.67669-1.78821*ii, -.140729+.289474*ii, -1.41448-1.35569*ii
1.45117+.198777*ii, 1.26012+.195214*ii, -.009102-.635274*ii, 1.05172+2.55318*ii, .456028-1.15691*ii, -3.57948-.595231*ii, .279234+1.14428*ii, .059694-.592929*ii, -.304825+.714939*ii, .014473+.896244*ii, -.523682+.841404*ii
-.548842-1.5422*ii, 1.26396-.084927*ii, -.625193+.0215*ii, -3.77589+.4121*ii, .861734+3.93426*ii, -1.12847-4.02796*ii, -.403204+.0511882*ii, .162737+3.65628*ii, 1.24876-2.33608*ii, -.164473-.132299*ii, 1.37999-3.05876*ii
-4.37391-2.31981*ii, -1.11159-.23578*ii, -1.09211-.314931*ii, 2.60285+5.86852*ii, -.870161-.177648*ii, -3.82196+.282791*ii, 5.34792+1.57415*ii, -.0259093+.03074*ii, 2.45546+5.07255*ii, 4.74026-4.72153*ii, -1.53346-6.21755*ii
-1.52033-1.52463*ii, -.0813799+.13253*ii, .762777+.481339*ii, -1.27481-.396561*ii, .87-.145714*ii, -2.496+.880246*ii, -1.41432-1.98932*ii, 1.49272-.374208*ii, -1.43316-.57318*ii, .0400146+.0893834*ii, .192594-.143291*ii
7.05515-3.00257*ii, .252243-3.98013*ii, 4.98867+.255466*ii, -1.65097-1.08573*ii, .141562-1.0564*ii, .268977-.148587*ii, 3.67128+6.18651*ii, 2.39385-1.36503*ii, .866637-1.02765*ii, -2.39915+2.1504*ii, -3.87158-3.70854*ii
-2.46278+1.59543*ii, -3.66383-1.18808*ii, -1.06488+.883149*ii, .002342-.962344*ii, .100885+.927793*ii, -1.05722-1.11037*ii, 1.41424+2.80823*ii, 4.51003+2.76245*ii, -.539506+.26515*ii, -1.23309-.827274*ii, 2.29168-.330489*ii
-13.6605-3.1339*ii, -.104754-.20604*ii, -1.08549-.272468*ii, 15.1379+14.6167*ii, 4.25504-3.87934*ii, -10.7952+2.94524*ii, -1.38648-2.00058*ii, 7.62383+3.9539*ii, 4.30745-1.94813*ii, -.0599453+.0138588*ii, -.852617-.683431*ii
-.0194448+.0238624*ii, 1.07429+1.09182*ii, .142734+.0694489*ii, -.101592-1.35634*ii, 2.23273-1.40732*ii, .268911+1.19172*ii, -.0110539+.00372017*ii, .00138901-.000735227*ii, .196464-.653488*ii, 1.60081-1.33801*ii, .924554-.487532*ii
7.01424-.432063*ii, 5.8013-.8517*ii, -4.91484+2.10773*ii, -6.66455+7.91526*ii, .162073+.986698*ii, .180013+.167274*ii, .710619-6.99208*ii, -.435638+.0552774*ii, -.100109-.0701857*ii, 8.55468+8.02363*ii, -.64054-.321905*ii
41.309+25.6492*ii, 8.12969+45.6943*ii, .053764-.741512*ii, 9.3183-3.47006*ii, -2.6971+1.79486*ii, -80.6485-35.1383*ii, -6.22891-13.6551*ii, 1.18067+.961452*ii, -.994382-.17253*ii, 72.7527+3.9059*ii, -.20041-46.8402*ii
.735931-1.68402*ii, 2.98616-.332171*ii, .491163+1.84224*ii, .103447-2.62267*ii, 1.01901-.247133*ii, -.406212+.300991*ii, 1.06061-1.39538*ii, 2.46361-.614164*ii, .725559-1.92235*ii, -1.12443+.541857*ii, 1.52809-5.98148*ii
-3.78262-.286265*ii, 9.01595-.47562*ii, -.913842-.256037*ii, .333844+3.56933*ii, 1.46161+.316665*ii, -3.75358+1.91052*ii, -2.51249+.348487*ii, -.577451-.79066*ii, -1.10248+.286694*ii, -6.03111+4.05228*ii, -9.80355+3.10918*ii
13.6074+5.67708*ii, -6.83061+13.9546*ii, .023984-6.17783*ii, 8.66703-5.2384*ii, -.230659+2.84831*ii, -.357676-.145974*ii, 1.5958-4.9066*ii, -2.99649+7.30625*ii, .120905-.950883*ii, -5.73908-2.54794*ii, 12.4433+8.1823*ii
-3.03902+7.44466*ii, 1.34417-.21221*ii, .782345+.694679*ii, 5.41742+.566523*ii, .489259-1.61604*ii, 6.42484+3.56126*ii, -4.74146-.445046*ii, 3.68901+5.00513*ii, -1.22131+2.58731*ii, -.325141-.498871*ii, -1.0926+3.73696*ii
2.2129+1.42845*ii, -.153212-.242445*ii, -.198966-1.0304*ii, 1.49433-.068448*ii, -1.28726+1.99074*ii, -1.38199-1.95191*ii, -.000877-1.11103*ii, -.00295997-.0048261*ii, -1.57677+1.26243*ii, .572299+1.92559*ii, .547651+.188862*ii
6.49057+.733074*ii, .94037-.103983*ii, -.77014+10.3955*ii, .304103-3.67063*ii, -5.04008+6.34303*ii, -.0600754+.00212939*ii, -.427553-.683533*ii, .1262-9.28866*ii, -6.26467+3.55123*ii, -.128555+.0538078*ii, -5.52184+3.99089*ii
51.7137+.64364*ii, -26.4667-2.01894*ii, .826882+.085624*ii, 2.17994+1.79049*ii, -36.7849-32.1829*ii, 73.4351-14.4217*ii, -.804984+.686779*ii, 62.8311+41.1862*ii, -1.089+.384106*ii, .846178+1.32848*ii, 29.5976-7.96741*ii
-.203742+4.94045*ii, .663718-1.94197*ii, .651685-1.10241*ii, 3.20015-2.79602*ii, 3.49963+5.07468*ii, -2.57941-1.5611*ii, .641008+.482205*ii, -4.82256+2.25581*ii, 3.64685-1.9117*ii, -.256657-.304572*ii, -1.29198-8.35089*ii
-34.4139+8.52635*ii, .887562+.406297*ii, -.657645-1.36514*ii, -28.0769+27.4905*ii, -3.12992-15.9812*ii, 12.2456+9.40617*ii, -.107651-2.17448*ii, 24.2751+12.1188*ii, -16.8156-16.602*ii, .113135-.0794685*ii, -8.17953-21.5674*ii
-1.95913+5.63809*ii, .0264589+.0887726*ii, .430775-.965343*ii, -.37218+8.4036*ii, -3.1018-2.10307*ii, -2.58429-4.67462*ii, -.411593-1.53862*ii, .0000089968-.0000435006*ii, 4.07215-6.82337*ii, -4.37545-7.60065*ii, .713473+.180956*ii
-.760391+1.31405*ii, .208846-.0222803*ii, .468811+3.64911*ii, 1.13337+3.13108*ii, .257793-.554254*ii, .078891-.0797268*ii, -2.47378-.221321*ii, 2.35923-3.25236*ii, -4.73195-3.35812*ii, .0329075-.0757239*ii, -1.06307-.595899*ii
.0109802+.112836*ii, -1.68791+2.05206*ii, -.192859-.249977*ii, -.007838+1.78964*ii, .400582-.33833*ii, 1.06696-.39377*ii, -.122857+.177917*ii, -1.46274-.680795*ii, .52447-.005324*ii, .0061733+.486301*ii, -.874332+1.08523*ii
4.83997+46.254*ii, -21.46-26.7757*ii, .911965-.060060*ii, 20.3187-5.95681*ii, .48176-10.4416*ii, -1.51797+55.6566*ii, -4.39903+.666492*ii, .10970+38.9702*ii, -2.7455+1.93407*ii, .208567-5.79346*ii, 110.705+32.0075*ii
.0682902-.0381024*ii, -.380919+.621502*ii, -.0741265+.316487*ii, .336061-1.19221*ii, -.290845-.63199*ii, -.418963+.610125*ii, .0087158+.112067*ii, 1.05417+.109597*ii, -1.31041+.310895*ii, .112439-.0380303*ii, .305938-.932848*ii
.621174-1.31568*ii, .200588+.372176*ii, 1.73442-.669236*ii, -.235378-.322151*ii, .584849+.057751*ii, .388856-.161291*ii, .831861-2.33176*ii, 2.56524-.67582*ii, -.883791+.6064*ii, .169555+.113824*ii, -.402966-.20729*ii
-1.23766+1.54179*ii, .805426-.962806*ii, .590093-.738053*ii, -1.15288+1.35226*ii, -1.16583-3.23385*ii, -1.37929-1.73208*ii, -.299826-.49081*ii, 2.96927+.349299*ii, 1.24195-.21192*ii, .112629+.251187*ii, .796257-1.36644*ii
.225446+.70859*ii, -.685124-.24229*ii, -1.25155-.306665*ii, 1.17795+.569354*ii, -2.19087-.363923*ii, .317682+.315641*ii, -.152422-.29811*ii, .873144-1.63203*ii, .565552-.820236*ii, .152983-.0218758*ii, -.586208+.424936*ii
-2.15426-1.44194*ii, -.730827-.197928*ii, -.772166+1.09025*ii, .884836-2.22505*ii, 1.56969-1.59237*ii, 1.16265-.870391*ii, -.217104-1.13886*ii, -.022461+.0197178*ii, -1.79971+1.69579*ii, .594472+2.28168*ii, 1.65092-.883119*ii
2.69991-2.12161*ii, .880916+.199463*ii, -.114841+.883951*ii, 4.53621+.185201*ii, .640355+.721125*ii, -2.6029+3.4498*ii, .21391-3.55407*ii, -.9096-1.79712*ii, 6.6916-1.55351*ii, -.530627-.280992*ii, 6.20461-.033790*ii
-1.14952+.056309*ii, -.410607-.352526*ii, -1.94792-.3058*ii, 2.91984+4.97573*ii, .3054-.456194*ii, -.277004+.104385*ii, -1.25008-1.68294*ii, -.0584482+.0414904*ii, .327159+4.11867*ii, -.126776-1.45788*ii, 1.31761-1.80649*ii
-.876433-1.60191*ii, -.255556-.170794*ii, 2.47604-1.80261*ii, 1.26935-1.44151*ii, .934027-1.43786*ii, .133819-.141375*ii, .505032-.937604*ii, 2.2103-.259868*ii, -2.35352-1.30203*ii, -.10568-.0115979*ii, .379076+.734709*ii
