variable ordering: d, dt, dt0, L, c, F0, F, v

component_1:
equations:
-2*d+dt0*c
-4*d^2-dt^2*v^2+4*L^2
1.00003*c^2*F0^2-1.0003*c^2*F^2-1.00008*F0^2*v^2
points:
37.7775-18.9286*ii, -.079329-5.13215*ii, -1.423-2.41087*ii, -3.37545+15.8106*ii, -2.07297+30.1158*ii, 8.51869+9.60702*ii, 10.4118+9.60557*ii, 15.6057-6.2382*ii
.075101+.847883*ii, .302223-.405941*ii, -.652508-.907803*ii, .075627+.847823*ii, -1.31008-.776198*ii, .178662+.233496*ii, -.179528-.233408*ii, .0052198-.118586*ii
-.171079-.24634*ii, -2.65893-.084313*ii, -.558021+.829698*ii, .192856-.806824*ii, -.217892+.558933*ii, 2.08352-1.36472*ii, -1.14624-.45104*ii, .166173-.608496*ii
.0385058+.0687519*ii, -2.07039-.452079*ii, .0027073-.43804*ii, -.388298+.226915*ii, -.312808+.177743*ii, 1.61882-.660937*ii, -1.1885-.837636*ii, .317256-.291603*ii
.0415985-.0774486*ii, .0730433-.315785*ii, -.126364+.25203*ii, -.0680548+.0551486*ii, -.623397-.017546*ii, .41635-.233738*ii, .469466-.347284*ii, -.148432-.452382*ii
-.352972+.0283808*ii, 1.68535+1.94182*ii, .038888-.579916*ii, -.431279+1.01345*ii, -.178705-1.20534*ii, -1.34373-.961496*ii, .873226+1.05079*ii, -.418428-.777548*ii
.065841+.875528*ii, .545285-.013857*ii, -.697464-.870264*ii, .066421+.876967*ii, -1.29901-.889763*ii, -.078466+.0730826*ii, -.0778953+.073634*ii, -.0387363-.187519*ii
-.308238+3.41535*ii, .098321-4.26903*ii, -.580775-1.715*ii, .0253509+.461862*ii, -3.46394-1.53251*ii, .877721+2.69289*ii, -1.079-2.82665*ii, -.110758+1.58823*ii
-36.7584+5.84373*ii, .609302+5.09299*ii, -1.16337-2.31046*ii, 7.58718-7.68231*ii, 8.74581-27.4154*ii, -5.14774-9.74459*ii, -6.29076-10.3728*ii, -14.3536-.03612*ii
-5.80912-.460302*ii, .72395-5.47623*ii, 2.07677+11.7041*ii, 1.3855-11.0515*ii, -.247016+.948831*ii, 1.40023-.805981*ii, 5.42424-5.38719*ii, -4.54905+.075168*ii
.688801+4.45764*ii, -8.79212+5.72527*ii, 6.31612+2.08785*ii, -8.03227-3.8655*ii, .617251+1.20747*ii, 1.56967-6.76167*ii, -6.476+1.0145*ii, 1.09119+1.4271*ii
3.94767-2.17523*ii, -2.11745+3.20856*ii, .446974-4.29344*ii, -2.05081+5.10544*ii, 1.19181+1.71486*ii, .95734-1.36219*ii, -1.79464+2.27811*ii, 2.58181-1.49893*ii
-3.49359+3.94778*ii, .241737-5.45164*ii, 11.6039+7.21837*ii, -8.41935-8.70191*ii, -.128968+.760648*ii, -1.33754+.290463*ii, 3.12827-7.94185*ii, -3.27974+3.5541*ii
.210502-2.58863*ii, 3.07752+1.75373*ii, 1.27906-2.49739*ii, -.968008+3.48883*ii, 1.71068-.707558*ii, -1.88883-.135527*ii, 2.34429+.474563*ii, -.11026-1.51982*ii
.0359429-.180441*ii, .0753071-.411516*ii, -.204383+.533842*ii, .0578862-.151533*ii, -.634554+.108283*ii, .495806-.24179*ii, .611118-.36197*ii, -.192396-.499138*ii
.315548-6.46362*ii, 1.08659-7.14108*ii, -6.01933-.305019*ii, 7.32651+2.29005*ii, .003972+2.14742*ii, 4.4781+4.10481*ii, 3.69335-3.13292*ii, .12804-2.73318*ii
-.987953+.068499*ii, -3.59066-4.25204*ii, .259917-3.42704*ii, -.071238+1.89896*ii, -.083225-.570252*ii, 3.40063+1.51252*ii, -2.74626-4.34024*ii, .579841+.504519*ii
-.357089-3.66002*ii, .21938+.7622*ii, .067741-2.97257*ii, .343378+3.58002*ii, 2.45578-.29622*ii, .502799-.458946*ii, .682355-.506946*ii, .284092-1.91658*ii
.668945+.593353*ii, -1.675+1.23781*ii, -1.50568-.83744*ii, .294042+.865784*ii, -1.01342-.224499*ii, 1.10837-1.2025*ii, -1.61518+1.07789*ii, .629572-.592244*ii
.0743719-.0107651*ii, .721672+.832205*ii, -.17508+.153761*ii, -.194112+.312831*ii, -.540608-.351807*ii, -.32086-.67093*ii, .674349+.513326*ii, -.212015-.636749*ii
-.491045+.448143*ii, -.70725-4.11073*ii, 2.74035-.589418*ii, -1.92752-.116923*ii, -.409774+.238932*ii, 1.23666+1.70946*ii, .26065-4.16621*ii, -.265906+.89198*ii
9.93271+.19812*ii, -1.94684+5.33034*ii, 3.07321-14.965*ii, -7.37723+14.6674*ii, .236168+1.27896*ii, -.96935+.99192*ii, -5.74958+4.09856*ii, 6.5015+.012802*ii
-.400901-.456271*ii, 3.13287-2.20338*ii, 2.01912-.519877*ii, -1.16544+.864366*ii, -.263284-.519739*ii, -1.24398+1.75161*ii, 2.80506-2.18713*ii, -.820086+.030772*ii
-.440828-.409559*ii, -2.85629+.899389*ii, -.306635-1.6331*ii, -.25436+1.20322*ii, .582405-.430512*ii, 1.73581-1.55016*ii, -2.18485-.315846*ii, .498728-.717884*ii
5.76441-3.47538*ii, -1.26091+4.29309*ii, -6.00041-6.48431*ii, 2.81028+8.34584*ii, -.308858+1.49215*ii, 1.78663-.65905*ii, -2.20158+5.65909*ii, 3.77778-3.12016*ii
-.465204-4.21744*ii, -1.68814-9.22643*ii, -1.3265-7.21849*ii, 2.76643+6.26634*ii, 1.15325+.083034*ii, 4.87763+5.71446*ii, -.610871-7.36429*ii, 1.14652-.47156*ii
3.7407-5.2661*ii, 18.5933-9.68855*ii, 9.04252-8.79711*ii, -5.132+11.2245*ii, 1.00721-.184869*ii, -8.64061+12.8201*ii, 14.0527-7.10964*ii, -.761625+.680118*ii
-.118726-.310261*ii, 1.48248+.403793*ii, .448513+1.45766*ii, -.367009-.681689*ii, -.434667+.0291548*ii, -.654915-.557523*ii, 1.84481+.169602*ii, -.648386-.644732*ii
1.07012-.482281*ii, .54202-.071361*ii, .777672-.942947*ii, -1.14548+.410401*ii, 1.72293+.848782*ii, -.0588315+.438376*ii, .145323-.182361*ii, 1.73189+.574441*ii
-.0824428+.0169985*ii, -.280876-7.25736*ii, 1.93816+.497158*ii, -2.69564+.876297*ii, -.0755996+.036933*ii, .009129-.50811*ii, -.916426+4.64805*ii, -.212405-.750747*ii
.223329+.827824*ii, -1.73806+.305706*ii, .344648+.999347*ii, .847379+.212642*ii, 1.61838+.111187*ii, -1.37394-.450691*ii, .899843+.13676*ii, -1.27748-.219977*ii
5.03646-1.8163*ii, -.415376+.806367*ii, -3.49869-4.18802*ii, 5.00797-1.75402*ii, -.672544+1.84333*ii, 1.23508-7.01166*ii, -.26083+1.97567*ii, -.652217+1.7675*ii
-2.05807+.358908*ii, 2.6876+4.88381*ii, -.876749-.720849*ii, -1.44982-2.81471*ii, 2.39956-2.7916*ii, -1.13833+.22325*ii, -1.15472+.296588*ii, -1.32535-.15679*ii
9.48142+3.30526*ii, -.970421+.877135*ii, 1.8491+2.65376*ii, -8.70904-4.56315*ii, 5.02857-3.64182*ii, 3.73048-.954111*ii, -4.15518-2.30561*ii, 3.44003-7.52037*ii
.063942+5.5772*ii, .075941+1.43004*ii, -8.60309+2.4015*ii, -.206807-6.13026*ii, .321973-1.20668*ii, -.211041-2.10702*ii, 2.55781+5.87464*ii, -3.59908+.306309*ii
-.0302159+.435473*ii, -2.18432+.545454*ii, -1.26091+1.04691*ii, -1.24003-1.16227*ii, .367844-.385312*ii, .636895+.308527*ii, -1.71942-1.26157*ii, .865144+1.25142*ii
-8.72777+.65961*ii, -1.15875+8.00305*ii, -8.68415-2.91388*ii, 2.04185+5.86052*ii, 1.76083-.742738*ii, 3.41205+2.48086*ii, 2.95516-2.7236*ii, -2.49298+.785571*ii
.473545-4.74768*ii, 1.86293-.726687*ii, .341674-2.52806*ii, 1.87327-5.64507*ii, 3.73833-.130614*ii, 4.32746-1.55321*ii, 4.89072+1.29453*ii, 3.50387-2.33329*ii
