variable ordering: Eki, Ekf, Ugi, Ugf, G, M, m, ve, r

component_1:
equations:
Ekf
Ugf
1.9902*G*M*m-1.0021*m*ve^2*r
points:
-.003169+.860578*ii, 6.04694e-17-1.14133e-16*ii, 1.64962+.543435*ii, -3.37475e-17-2.57811e-17*ii, 1.58773-.755387*ii, -.274737-.319803*ii, 5.78271e-17+6.42174e-17*ii, -.114463+.0803825*ii, .51801+1.09545*ii
1.11132-6.64366*ii, 0, -4.39016-4.45917*ii, 0, -.723874+6.17479*ii, 3.53311-5.89064*ii, 2.36715e-191-2.0603e-191*ii, -7.83133-1.50778*ii, -12.8702-6.65695*ii
4.19702-1.65904*ii, 0, 1.71121+1.65194*ii, 0, -.35696-2.45949*ii, -2.80185+.810919*ii, -3.05211e-105-1.30805e-104*ii, 3.53968-1.81285*ii, -2.04695+3.86065*ii
-4.61194-.21829*ii, 0, -.408952-1.44096*ii, 0, -1.37217+2.13782*ii, -2.77875-1.005*ii, 1.22514e-99-2.85747e-100*ii, 2.23965+5.27691*ii, -.0349422-.407644*ii
-.787001+.099292*ii, 0, .0202693-.427194*ii, 0, .18595+.511004*ii, -1.20182+.124872*ii, 3.21722e-85-5.14756e-85*ii, .432715+.151644*ii, .482057-1.80606*ii
-3.09118-1.07274*ii, 0, .676363-1.24194*ii, 1.14643e-32+2.46439e-32*ii, -1.0005-.375328*ii, 1.33832+.880544*ii, -2.67555e-197-6.42132e-196*ii, -.330982-2.84907*ii, -.847106-1.74111*ii
.730919-.611212*ii, 8.49269e-32-1.07218e-31*ii, -.612216-.636095*ii, 0, .525999+1.42591*ii, .602875-1.42084*ii, -6.8494e-195+6.50693e-194*ii, 3.36227+.057959*ii, .094281-.699454*ii
1.23657+.846742*ii, -1.11977e-31-1.02787e-31*ii, 1.64611+.871379*ii, 0, 1.00798-.863323*ii, -.0434705+.437715*ii, -1.53096e-201-1.63303e-200*ii, .346432+.227287*ii, .278503+1.93301*ii
.533493+.892687*ii, 0, -.830426+.225476*ii, 0, .792336-.798086*ii, -.766894+.307616*ii, 1.1182e-61+2.13916e-61*ii, -.208087-.407769*ii, .34486-1.84252*ii
1.23851+.827753*ii, 0, -.20811-.18512*ii, 0, .736622-.316776*ii, .608187+.102827*ii, -2.97781e-62-1.16682e-61*ii, -1.48567+.085640*ii, -.204693-.556681*ii
1.66977+2.04541*ii, 0, -1.06337-2.34558*ii, 0, -2.20414-1.83553*ii, -3.15606+1.2522*ii, 8.63617e-78-1.40338e-77*ii, 1.07914+1.46076*ii, 1.04082+.814351*ii
-6.42729-2.57125*ii, 0, 9.28583+8.95789*ii, 0, -5.70504+2.9671*ii, 5.70892+2.69534*ii, -9.09598e-113+1.20197e-112*ii, -6.60696-8.53286*ii, 12.0584+1.23072*ii
4.17174-1.19908*ii, 0, 1.605-2.04932*ii, 0, -3.73178-5.08041*ii, -.608906+3.35539*ii, 1.25416e-198+5.2257e-200*ii, 4.49961-.815209*ii, 1.25097-1.44424*ii
-.487915-1.51834*ii, 0, .395364+1.62153*ii, -2.94087e-31-4.88625e-32*ii, -1.54435-.780034*ii, .225217-2.75129*ii, 3.45447e-77+6.90893e-77*ii, .805296-1.99575*ii, -.0678847+.158578*ii
-1.39292+3.85877*ii, 0, 5.44225+6.09859*ii, -2.60473e-31-6.49172e-32*ii, 1.92881+.050114*ii, 3.63334-1.93222*ii, -1.60533e-196, 2.00453+1.72421*ii, 3.64028+1.71375*ii
.627976-.975313*ii, 0, -.445451-.51412*ii, 0, -.37448-.125383*ii, -.453187-.83502*ii, -2.06144e-92+1.07386e-91*ii, 1.06103+.919889*ii, -.573481-.966363*ii
-1.52335+3.55*ii, 0, .978985-2.11355*ii, -1.1112e-31-1.57197e-31*ii, .241884+1.06096*ii, .550657+.165628*ii, 7.18531e-200-3.2661e-201*ii, -3.70163-.803816*ii, -1.00557-1.42305*ii
1.38205-.80463*ii, 0, 1.33672+.878997*ii, 0, .565034-.724169*ii, -.188527+2.25688*ii, -4.18054e-199-5.22568e-199*ii, -.489791+.14836*ii, .833897+.621678*ii
-1.26307-1.58737*ii, 0, 3.38913-1.89689*ii, 0, 3.23179+.570792*ii, 1.60647+.839789*ii, -3.23856e-78+1.07952e-77*ii, -.380756+.0394439*ii, -.844784+1.79532*ii
.837272-3.9251*ii, 0, 1.73597-.92331*ii, 1.83588e-31-5.27441e-32*ii, -.055722-.839764*ii, -2.22048+1.1326*ii, -1.36988e-194-4.45211e-194*ii, .651722+2.11507*ii, -1.26987-.222032*ii
1.95535+.232923*ii, 0, -2.37453-.581907*ii, 0, .903044+1.57893*ii, -2.1121-.303235*ii, 2.67555e-197+5.3511e-197*ii, -.028227+1.32217*ii, -1.83295+.296018*ii
.183321+1.04922*ii, 0, -.17516-.0336956*ii, 0, -.78488+.439373*ii, 2.47007-.055705*ii, 1.91761e-92-1.53409e-92*ii, 1.33981-2.49486*ii, -1.53553-.47617*ii
.451809-.63226*ii, 0, -.802848-1.07725*ii, 0, -1.2135+.243129*ii, .406998-.992197*ii, 6.47713e-78-5.5148e-78*ii, .178837-.28042*ii, -.681015+.778387*ii
-.183847+1.50022*ii, 0, .963872-.353747*ii, 0, -1.15392+1.05719*ii, -.879545-.85869*ii, 3.4247e-195+5.13705e-195*ii, .204322-1.58133*ii, .411111+.503813*ii
.677173-.115062*ii, 8.37376e-33+4.82836e-32*ii, .80783+.787491*ii, 5.01844e-32-5.10034e-32*ii, 2.12157-.630954*ii, -2.07159+1.30275*ii, 2.67555e-197+3.34444e-198*ii, 1.45274-.050744*ii, -.197362+.189631*ii
.435796+.52876*ii, 0, -2.34684-.92643*ii, 0, -.349388-1.15572*ii, -1.38237-.295404*ii, -2.45267e-75-8.29072e-76*ii, 2.41998-.486242*ii, 1.2574+1.25153*ii
-.147173+1.24781*ii, 0, -1.56255+1.52173*ii, 1.18471e-31-1.03972e-31*ii, -.182905-.638587*ii, .493314-1.47104*ii, 5.99323e-195+5.77918e-195*ii, .829245+1.25003*ii, -2.9664-.700551*ii
