variable ordering: Eki, Ekf, Ugi, Ugf, G, M, m, ve, r

component_1:
equations:
Ekf
Eki-Ekf+Ugi-Ugf
2.02*G*M*m-.98*m*ve^2*r
points:
-.618129+.075331*ii, -8.1083e-19-3.26497e-17*ii, .633975+.424519*ii, .0158464+.499849*ii, -.372425-.396998*ii, .551129-.786819*ii, 8.67955e-17-1.30454e-17*ii, .0354821+.11405*ii, -.420579+.556335*ii
-1.22131+.181962*ii, 0, -.57967+.019340*ii, -1.80098+.201303*ii, -.255517-1.10695*ii, -1.75251+.324495*ii, 4.10964e-193, .52059-.706024*ii, -.735765+.236709*ii
.694779+.930864*ii, -5.40092e-32+2.35869e-32*ii, -.397203+.0418034*ii, .297575+.972667*ii, -.094787+.873376*ii, -1.37637+1.16175*ii, -1.07022e-196+2.30173e-196*ii, .396291-.373995*ii, -1.60846+.946009*ii
-3.42949-.448743*ii, -1.0075e-30-1.31085e-31*ii, 2.20627-.950037*ii, -1.22322-1.39878*ii, -3.54812-2.50128*ii, 1.01299-8.05755*ii, 3.59265e-74*ii, -6.39013+4.49797*ii, -6.85365-3.15895*ii
-5.90236-.529406*ii, 2.32293e-31-6.13009e-32*ii, 4.20213-.87782*ii, -1.70023-1.40723*ii, .286845-1.92341*ii, -2.83151-4.74271*ii, -1.11925e-74+2.21086e-75*ii, -2.19505+6.47849*ii, -.622703-.304491*ii
-.293376+1.06358*ii, 1.48674e-31-3.07448e-32*ii, 1.15197-.292901*ii, .858595+.770678*ii, .35537+1.16947*ii, 2.24036+.826732*ii, -6.69719e-103+6.69719e-103*ii, -.262425-.348262*ii, -.354196+.0087175*ii
-2.08782+.921072*ii, 0, 1.34939-.107662*ii, -.73843+.81341*ii, .112202-1.4236*ii, .779411-1.53974*ii, -2.68715e-137+2.14972e-137*ii, .977778-1.00754*ii, 1.41289-.719571*ii
1.53046+.171105*ii, 0, -.695937-.194082*ii, .834523-.022977*ii, -1.85988+2.02913*ii, .367537+1.56613*ii, -1.53427e-192+1.31509e-192*ii, -.760334+1.15806*ii, -1.94921+1.20048*ii
.217757+2.89628*ii, 0, -.688561+.043832*ii, -.470803+2.94012*ii, -.110245-2.47396*ii, -.04284+.134866*ii, 2.12242e-73-6.36727e-73*ii, .015715+2.92151*ii, -3.59732-2.1822*ii
-1.27223+6.24973*ii, -5.70791e-31-7.83383e-31*ii, 3.31444-4.28169*ii, 2.04221+1.96804*ii, 3.16154+1.83152*ii, -.83583-6.82017*ii, 8.02665e-196+2.14044e-196*ii, -1.21455-6.23987*ii, 8.74026+3.75522*ii
.209777-.926368*ii, -3.2754e-32+1.52471e-31*ii, 1.29534-.481555*ii, 1.50512-1.40792*ii, 2.02923+1.29831*ii, 1.7978+.331821*ii, 3.50689e-191+1.40276e-191*ii, .594469+.032542*ii, -.481526-.619705*ii
11.4158-.35531*ii, 0, -5.32196-4.08201*ii, 6.09381-4.43732*ii, 8.17651+6.82095*ii, 10.1917+11.7906*ii, -1.93917e-187-8.90583e-187*ii, -20.0292+7.89706*ii, 3.63336-9.06512*ii
-1.49853-.634165*ii, 0, .580039-.396276*ii, -.918494-1.03044*ii, -2.696-1.52561*ii, 4.5972+2.74261*ii, -3.25298e-119-5.26673e-119*ii, -.146301-.595105*ii, .249832-1.04227*ii
-2.12134+.242788*ii, 0, .072985-.984159*ii, -2.04835-.74137*ii, -1.06593-.025961*ii, -.318759-2.2314*ii, -1.60533e-196+6.6889e-198*ii, 3.21636-.724245*ii, 1.1171+.530618*ii
-.425797+.575788*ii, -1.15339e-31+2.21619e-31*ii, -.0203476-.369033*ii, -.446144+.206755*ii, -1.72853+.600087*ii, 1.88916-3.02334*ii, 9.61525e-198+1.33777e-197*ii, .755953+3.33111*ii, .510108+.481246*ii
1.71814-.748252*ii, 0, -2.72347+1.08071*ii, -1.00533+.332459*ii, .369772+3.36512*ii, -.009935-.718351*ii, 3.869e-75+8.29072e-76*ii, .078489-4.43481*ii, -.959541-1.73391*ii
.839457-.623435*ii, 0, -.110407-.0465915*ii, .72905-.670027*ii, -.562473-.08418*ii, 1.29987-1.57838*ii, -1.17724e-70-5.20702e-71*ii, .638839+.696428*ii, .666563+.561567*ii
-.921272-1.35302*ii, 0, .612732+1.75964*ii, -.308541+.40662*ii, -1.28334-1.23533*ii, -.237955+.128681*ii, 1.56947e-32+3.09425e-31*ii, -.484367+.541726*ii, -.23328+.169062*ii
-.0256023+.244134*ii, -1.10506e-32+6.54576e-33*ii, .556036-2.09941*ii, .530434-1.85527*ii, 3.25755-1.391*ii, .801021+1.72429*ii, 3.10364e-195-5.13705e-195*ii, -1.2617+.572468*ii, -.263438-1.41847*ii
.743229+.104007*ii, -3.70741e-31+1.637e-32*ii, .432608+.0210024*ii, 1.17584+.125009*ii, 1.22494-3.47684*ii, -4.94778+.780736*ii, 7.31512e-98+1.31672e-97*ii, -.57769-.437555*ii, 3.7891-1.1274*ii
.113535+.453816*ii, 8.52758e-32-9.32426e-33*ii, .161594-1.45058*ii, .275129-.996767*ii, -.697354-1.13415*ii, .802023+1.18316*ii, -1.38179e-76+1.55451e-76*ii, .361898+.558017*ii, -.398759-.113388*ii
-1.0119-1.38398*ii, 0, -.026729+2.50095*ii, -1.03863+1.11697*ii, -2.48148+.10416*ii, .511375+.965316*ii, -7.52651e-47+2.05268e-47*ii, -1.22037-1.25447*ii, -.532721+1.81584*ii
.184071+.998565*ii, 0, .389814+.473187*ii, .573885+1.47175*ii, -2.11717+1.58384*ii, -1.01919-1.67567*ii, 7.34861e-201+4.89908e-201*ii, -2.7211+.335968*ii, 1.34075-2.05276*ii
.177443-.0427572*ii, 0, .12765-.0268102*ii, .305094-.0695673*ii, -.074887-.705329*ii, -1.01383-.879808*ii, 3.08223e-194-3.4247e-194*ii, 1.31817+.503881*ii, .908004-.523472*ii
.415018+1.31022*ii, 0, -.626932-1.14477*ii, -.211913+.165454*ii, .744765+.335054*ii, -1.72837+.20981*ii, 1.34358e-138+3.35894e-139*ii, 3.21013+1.07999*ii, 1.79886+1.6127*ii
