variable ordering: Eki, Ekf, Ugi, Ugf, G, M, m, ve, r

component_1:
equations:
Ekf
Ugi*r+G*M*m
2.02*G*M*m-.98*m*ve^2*r
points:
.852147-.030699*ii, -9.97359e-18-3.24743e-18*ii, -.010135-.613833*ii, .521244-.58912*ii, 2.59794e-17-7.97887e-17*ii, .064012-.863144*ii, -.34777-.614384*ii, -.393199-.288273*ii, -2.65346e-16+1.8505e-18*ii
-.849257+.138872*ii, 0, .435894+1.90966*ii, -1.36883+1.2597*ii, -1.6929e-136+1.02112e-136*ii, .354639+1.50583*ii, .637071-.324419*ii, 1.71314-.572548*ii, 7.52402e-137-1.1286e-136*ii
5.19116-4.25653*ii, 0, -.781938+1.06008*ii, 4.83252-3.28952*ii, 3.80732e-31+5.07393e-31*ii, 2.65132+1.99381*ii, .0328249+.0738002*ii, -1.38139-3.5398*ii, -1.25765e-31-1.14527e-31*ii
-1.19618-.356329*ii, 0, 1.05465+1.44281*ii, .530203-.191146*ii, 8.8881e-32-1.45434e-31*ii, -.334761-.144916*ii, -.422163+.135319*ii, .620595+1.16566*ii, 1.56527e-33+8.25954e-33*ii
.723318-1.38874*ii, 0, -.630469-.729568*ii, 1.73204-.480981*ii, 7.936e-32+9.57998e-32*ii, -.0068209+.469038*ii, .21319-.0613611*ii, .113969+.521084*ii, -3.05057e-32+2.70646e-32*ii
.686047+.364367*ii, 0, -.31044-.1601*ii, -.471693+.529005*ii, -5.13705e-195-2.39729e-194*ii, -1.7781+.72645*ii, -.669765+.596793*ii, -1.2291-.305519*ii, 7.19187e-194+6.8494e-194*ii
1.82425-.730292*ii, 0, -1.78507+1.93976*ii, 2.20458-2.62808*ii, -1.20646e-86-4.52422e-87*ii, 3.03243-.122206*ii, -.885039-.142265*ii, -1.87608-1.26934*ii, -1.23159e-86+1.20646e-86*ii
-.0766065-.471633*ii, 0, 2.12897+.631529*ii, .378358+.530352*ii, 8.98984e-195-3.4247e-195*ii, -1.23488-2.66194*ii, -1.71545-.365325*ii, 1.20684-.766125*ii, -1.02741e-194-1.02741e-194*ii
-3.37133+6.60242*ii, 0, -2.93067-3.32921*ii, -7.29832+3.86786*ii, -9.19741e-121+9.68148e-121*ii, 3.48763-4.25568*ii, -7.55796-1.32452*ii, 4.24272+2.25831*ii, -4.64711e-120-1.06496e-120*ii
.646257+3.08026*ii, 0, .12912+1.81074*ii, 1.52008-1.49993*ii, 2.83637e-123+8.32002e-123*ii, -.372663-3.72145*ii, .371039-1.46866*ii, -.267174+.804901*ii, 1.81528e-122-1.21018e-122*ii
-.236223+2.14186*ii, 0, 1.12156-.265343*ii, -.98707+2.59165*ii, 1.47947e-192+2.19181e-192*ii, -.611117-3.35767*ii, -1.38409+1.03631*ii, -.224301+1.63202*ii, 1.31509e-192-1.31509e-192*ii
-1.58909-.041274*ii, 0, .177737-1.60406*ii, -2.41008-.568811*ii, -5.45019e-107-1.46474e-106*ii, -.858628+.256261*ii, -1.99675-.733168*ii, -.156122-1.12589*ii, -6.8127e-108+9.53783e-107*ii
.264311+1.12978*ii, 7.29179e-33+5.65237e-32*ii, -1.57468+.207292*ii, -2.28785-.727804*ii, -4.10537e-48+2.73691e-48*ii, .306833-2.62802*ii, .265408+.0245671*ii, -.427225-1.79559*ii, 1.36846e-48-6.84228e-49*ii
-1.43433+.231573*ii, 0, .429829+.147094*ii, -.816849-.468503*ii, -2.62417e-141+1.31209e-140*ii, -.426407-.932094*ii, 1.2365-.162182*ii, 2.90585+.332839*ii, 4.26428e-141+2.09934e-140*ii
-1.93301-.463854*ii, 0, -.586601-.50971*ii, 1.06946+1.09935*ii, 3.26004e-70+1.08668e-70*ii, -.59175+.84683*ii, .635098+1.37339*ii, .909474-1.65041*ii, -5.79563e-70-2.89782e-70*ii
-5.02468-.85104*ii, 0, -3.89211+1.94107*ii, -2.27403+.577092*ii, -5.4795e-194+1.46577e-192*ii, .436779+3.37709*ii, .168037-.0820434*ii, -3.44306-1.45966*ii, -1.0702e-196+2.01201e-194*ii
1.18377-.101155*ii, 0, -.561936-.931177*ii, .466487-.370193*ii, -7.2926e-63-6.07716e-63*ii, -.401982+.839027*ii, -.353084-.12035*ii, 1.07312-.481998*ii, -2.43087e-63-4.86173e-63*ii
.162435-.104478*ii, 0, .331747-.516181*ii, .283441+.976214*ii, -1.8068e-32+1.97986e-32*ii, 1.09326-.132247*ii, -.118498-.234394*ii, -1.00952+.02481*ii, -5.69662e-33+2.91481e-32*ii
1.73548-2.11233*ii, 0, -.15747-.377573*ii, -2.1034-.264048*ii, -6.68887e-197-6.01998e-197*ii, -1.05438-1.37285*ii, .88313-.887729*ii, 1.62324+.500143*ii, 2.14044e-196
-.258703-1.05828*ii, 0, .266844-.0798517*ii, 1.0252+.149072*ii, 1.33061e-110-9.31429e-110*ii, .166819+2.17926*ii, -1.58714+1.09514*ii, -1.52494+.403241*ii, 1.06449e-108+7.9837e-110*ii
-1.48586-2.14842*ii, 0, -.277876+.474633*ii, .097802-.90046*ii, 2.43087e-62+7.77877e-62*ii, .385469+.970518*ii, -.001256-.752543*ii, 1.41341+.689566*ii, -6.80642e-62+1.36128e-61*ii
-2.34169-1.90147*ii, 0, -1.5297-3.55385*ii, -2.86692+1.31151*ii, 4.36015e-106+8.7203e-106*ii, -1.27785-.239838*ii, -2.99644+1.10213*ii, -.270887+2.25504*ii, 1.41705e-105+1.74406e-105*ii
3.61458+.277409*ii, 0, 1.70717+1.69901*ii, 1.18675+3.17779*ii, 8.17528e-107-4.08764e-106*ii, 1.68195+.141429*ii, .207944+3.4059*ii, -3.2342+.255692*ii, -5.45019e-106-1.53287e-107*ii
3.0599-.582239*ii, -2.23823e-31-3.14673e-31*ii, -.459401-.44689*ii, 2.51162-1.18134*ii, -3.28771e-193-4.00005e-192*ii, 1.14123+.223073*ii, 1.41483-1.52175*ii, .824121+.403953*ii, -1.49043e-191-8.7672e-193*ii
