variable ordering: Eki, Ekf, Ugi, Ugf, G, M, m, ve, r

component_1:
equations:
Ugf
Eki-Ekf+Ugi-Ugf
2.02*G*M*m-.98*m*ve^2*r
points:
-1.20057+2.01522*ii, .157578+.814424*ii, 1.35815-1.2008*ii, -4.09102e-16-1.12029e-16*ii, .384289-1.618*ii, .100557-1.27455*ii, -1.88967e-16-1.65646e-17*ii, 1.88274-.604582*ii, -.311892-1.43854*ii
1.91204-.37969*ii, -.0415779+.323203*ii, -1.95362+.702892*ii, 0, .142011+1.68985*ii, -.927195+.282878*ii, -4.90909e-91*ii, .11725-.451062*ii, .333338-.0121461*ii
-.886312+.785975*ii, -.545093+.783944*ii, .341219-.0020315*ii, 0, -.19692+.89826*ii, .319377-1.70333*ii, 9.91384e-119*ii, -.674381-1.1216*ii, -.836833-.096667*ii
.208715-.173726*ii, .664036-1.15259*ii, .455321-.978869*ii, 0, 1.60529-.503377*ii, 3.43173+.105486*ii, -1.47728e-125, .245491+.0037180*ii, -.356964-.236512*ii
1.87879+.167834*ii, 1.32459+1.04136*ii, -.554205+.873527*ii, 0, -1.39905+1.11517*ii, -1.7574+.432241*ii, -3.40365e-123-1.47728e-123*ii, 2.9772-1.66681*ii, 1.41417-.544979*ii
-.0349218+.366346*ii, .2142+.325388*ii, .249122-.0409576*ii, -2.95063e-32+2.23631e-32*ii, -.106065+.761365*ii, -2.29545+1.75437*ii, -1.10317e-184+1.4709e-185*ii, 1.2302-.468132*ii, 2.00642-.996249*ii
-2.71562+.884825*ii, .032776-.577457*ii, 2.7484-1.46228*ii, -6.53619e-32-9.92679e-32*ii, 1.62273+1.06534*ii, -.076727-1.14621*ii, 9.67251e-76+1.38179e-76*ii, -.054734-.929669*ii, 3.89329+2.04657*ii
1.54573+.735319*ii, 1.67143+1.2135*ii, .125694+.478178*ii, 0, .283255+.0993747*ii, -1.34903-.025102*ii, -4.10537e-48+2.05268e-48*ii, .693299+.693409*ii, .327789-.208375*ii
-.307763+.648286*ii, .269559-.0779709*ii, .577322-.726257*ii, 0, -.0581933+.421812*ii, -1.27333-1.2549*ii, -5.47952e-193-1.64386e-192*ii, -.503634+.406953*ii, -.669565+1.64706*ii
.758452+.22373*ii, 1.78352+.768091*ii, 1.02507+.54436*ii, 0, .452575-2.90326*ii, .267987+3.08633*ii, 4.49092e-124, -3.52773-.783195*ii, -1.84227+1.47887*ii
-.149473-.0063828*ii, .507815+.624023*ii, .657288+.630406*ii, 1.35769e-31+4.7059e-32*ii, -.4297-1.96864*ii, .283347+.668725*ii, 4.25796e-109, -.316164-1.40456*ii, .867399+1.0204*ii
.28314+1.11638*ii, -.98829-.054081*ii, -1.27143-1.17046*ii, 0, -2.09364+.309849*ii, -.81006-1.52726*ii, 2.64728e-123-1.51273e-123*ii, -.690566-1.38132*ii, -.716391+1.68777*ii
.321763+.126553*ii, -1.10928+.707579*ii, -1.43104+.581026*ii, 1.31596e-31-9.80148e-32*ii, -2.86683-2.58232*ii, -.048521+.531*ii, 2.87642e-93+1.91761e-93*ii, .231325-.616084*ii, 1.37196-2.78764*ii
.615615+.956729*ii, .556288+.549115*ii, -.0593268-.407614*ii, 3.23244e-31-4.2583e-33*ii, -2.08195+.307282*ii, -.849655+.848442*ii, -9.72346e-63+4.86173e-63*ii, .774587+.362926*ii, .809969-1.26682*ii
-.825484-.247961*ii, -2.1618+1.44761*ii, -1.33632+1.69557*ii, 0, .031489+.825953*ii, -.341394-.118208*ii, -1.29278e-187-2.15464e-187*ii, -2.50501+.702423*ii, .281091+1.54698*ii
-2.59774+.834326*ii, -1.40531-.787221*ii, 1.19243-1.62155*ii, 0, -3.38347-5.13381*ii, -1.68674-3.37487*ii, 4.51637e-89+5.89091e-90*ii, -.936488+1.01966*ii, -1.81475+1.42317*ii
-2.81998+.669171*ii, -2.02571+1.4573*ii, .794272+.788126*ii, 0, -.085082+1.53144*ii, -.248515+2.18869*ii, -1.75942e-87-1.25673e-87*ii, -2.48182-2.36677*ii, 1.89473+2.37033*ii
-.856119+1.6703*ii, .508124-1.09825*ii, 1.36424-2.76855*ii, 0, -.605833+.65875*ii, -2.86443+3.32677*ii, -6.44916e-136+4.08447e-136*ii, .732808-1.49451*ii, .091402+1.09004*ii
.218153+.590895*ii, -.157012-.491283*ii, -.375165-1.08218*ii, 0, -1.21549+.372074*ii, .666886+.869705*ii, -1.54904e-120-2.32356e-120*ii, 1.04072-.229384*ii, .0945407+.388359*ii
.986553-.442532*ii, .280278-.107355*ii, -.706276+.335177*ii, 0, -.0772636-.450427*ii, .100123-.0021165*ii, 4.00491e-32+9.36783e-33*ii, -.230437+.730497*ii, -.599404-.441809*ii
-1.76024+3.85417*ii, -2.39626-.422359*ii, -.636016-4.27653*ii, 5.80567e-31+7.56369e-32*ii, -3.36397+1.42087*ii, -2.58949+2.8933*ii, -2.25234e-146+3.12825e-147*ii, -1.5276-2.3566*ii, 4.21533-.041467*ii
-1.74714+5.62621*ii, -2.05947+3.39339*ii, -.312331-2.23282*ii, 0, 1.00106+.536045*ii, .023365+1.70138*ii, 1.72723e-77+4.74989e-77*ii, .984189-3.77567*ii, 1.15021+2.92474*ii
2.37856-1.74298*ii, -1.21819-2.88104*ii, -3.59675-1.13806*ii, 0, .566631-.031982*ii, -.997591+2.85808*ii, 1.88461e-32+4.73638e-32*ii, -.742876+.667692*ii, -3.36069+.128317*ii
-2.06309-2.55901*ii, -4.43222-4.00577*ii, -2.36913-1.44676*ii, -5.2305e-32+7.92721e-31*ii, .947361+4.61748*ii, 3.25442-2.69585*ii, -8.45304e-131-6.76244e-131*ii, -4.6033+2.14356*ii, -.544021+2.22683*ii
-1.74698-.334297*ii, .555929+.886507*ii, 2.30291+1.2208*ii, 0, .760354+1.14662*ii, -1.91257-.624856*ii, -8.56176e-196+1.71235e-195*ii, -1.86138-.6378*ii, -.006820+1.3812*ii
