variable ordering: Eki, Ekf, Ugi, Ugf, G, M, m, ve, r

component_1:
equations:
Ekf
Eki-Ekf+Ugi-Ugf
1.9902*G*M*m-1.0021*m*ve^2*r
points:
-.127694-.121115*ii, -8.21648e-18-3.03607e-17*ii, .127794+.865739*ii, .000099+.744624*ii, .337099-.63322*ii, -.198563+.145258*ii, 4.96494e-17+2.85565e-18*ii, -.456781+.190663*ii, .394537-.516288*ii
-.261654-.948365*ii, 0, -.499866+1.13255*ii, -.76152+.184187*ii, -2.12832-.125508*ii, 1.62878+.134629*ii, 3.78351e-135+3.78351e-135*ii, 1.06323-.906773*ii, -.008453+3.4912*ii
1.71476-.0438*ii, 0, -.352783+.326729*ii, 1.36197+.282929*ii, 1.22477+.319326*ii, .648958-1.23746*ii, 5.83408e-62, .153226-.884074*ii, .088914-1.35403*ii
2.99267+3.86353*ii, 8.33815e-31+4.21575e-31*ii, 1.17489-6.00777*ii, 4.16756-2.14423*ii, 3.47222-4.6482*ii, -3.10089+.292257*ii, -3.54262e-106+4.08764e-107*ii, -1.12925-1.25543*ii, -1.46728-1.9135*ii
-.017614-1.44576*ii, 0, -1.84144+1.87505*ii, -1.85905+.429287*ii, -.061642-1.22645*ii, -2.67782+.742555*ii, 2.42965e-82+1.64722e-83*ii, -.195367-.0451239*ii, 3.00352+4.66601*ii
1.72748-1.34948*ii, 1.12939e-31-6.84675e-31*ii, -1.59278+1.52385*ii, .134693+.174374*ii, -.745626-7.88741*ii, .013007+1.43518*ii, 9.0557e-72+4.89007e-70*ii, -1.82337+1.56643*ii, -1.7448-4.1678*ii
-1.3445-2.92588*ii, 0, -.700366+1.2116*ii, -2.04487-1.71428*ii, -2.00102+4.6349*ii, -4.26275-4.91414*ii, 2.70538e-70-5.07118e-70*ii, -2.8126-1.30955*ii, 1.72609+1.33257*ii
.262822+2.6301*ii, 0, -.864656-.983726*ii, -.601833+1.64637*ii, 1.95466+2.14156*ii, .627634+1.81339*ii, -7.24454e-71-1.81114e-70*ii, .971013-.860395*ii, -.506064-1.44485*ii
.457317+1.21928*ii, -1.31822e-31+7.45333e-32*ii, -.0024313-.328625*ii, .454886+.890655*ii, -1.25079-4.3643*ii, .506776-.222715*ii, 1.82529e-71+4.52784e-72*ii, .451925+1.71033*ii, -.512216+3.41042*ii
-.341234+.163502*ii, -6.36337e-32+9.10106e-32*ii, -.643757+.286066*ii, -.984991+.449569*ii, -.309712-.70695*ii, 1.43569-.302775*ii, 4.36015e-106-6.26772e-106*ii, .367265+.34014*ii, -.199753+.362878*ii
.0541928-.266852*ii, 0, -1.83337-.576165*ii, -1.77917-.843017*ii, -1.75327+1.32929*ii, -.209032+2.74639*ii, -1.26506e-80-9.90967e-80*ii, .921152+.383406*ii, -.883883-.555247*ii
.179968+.539943*ii, 0, .119046+.551586*ii, .299014+1.09153*ii, -2.87036+.315175*ii, -1.63824+1.22165*ii, -7.49068e-94-3.2959e-94*ii, -2.20356-.609484*ii, .758083-.431697*ii
2.83493-.204743*ii, -1.98276e-32-3.71256e-31*ii, .146973-.671893*ii, 2.9819-.876635*ii, .961138-2.28802*ii, 2.09774-1.65547*ii, 6.07716e-63-4.86173e-63*ii, 1.31781+.345791*ii, .130375+.993951*ii
-.369905-.872164*ii, 0, .918691+.474504*ii, .548786-.397659*ii, -1.7724-.236115*ii, -1.18023+.418249*ii, 7.18547e-123+3.40365e-123*ii, .439836-.0926396*ii, -1.0727+.168731*ii
2.71621+1.82059*ii, 4.64641e-31+4.93046e-31*ii, -1.63282-1.27491*ii, 1.08339+.545681*ii, -.695211-2.66897*ii, -2.35753+5.14356*ii, 3.57532e-104+7.84827e-105*ii, .40709+.478002*ii, -.14113+.735184*ii
1.08833-.352302*ii, 0, .554589+1.17348*ii, 1.64292+.821181*ii, -.554372+.400382*ii, 1.34257+.416501*ii, -4.14367e-119-1.39413e-119*ii, 1.06051+.96612*ii, .614719-.442704*ii
-4.5711+2.59941*ii, 3.11122e-31+3.57841e-32*ii, 4.79934-1.18236*ii, .228241+1.41705*ii, -4.97148+9.45124*ii, 4.39722-.923281*ii, 2.7648e-87-1.50807e-87*ii, 2.64795+1.40922*ii, 3.49124+.671866*ii
1.07308-.845557*ii, 7.44835e-32-2.24657e-31*ii, -1.87954+.744854*ii, -.806455-.100703*ii, -1.2974-1.05672*ii, -.127709-1.50733*ii, -9.81819e-91+2.45455e-90*ii, .668037+.465816*ii, .346747-1.13355*ii
2.18327+4.00892*ii, 0, 1.17429-2.40549*ii, 3.35756+1.60343*ii, 5.33435+1.1076*ii, .970963+2.29807*ii, 3.45171e-92-4.12287e-92*ii, -.610153+.517377*ii, -.160666-3.20903*ii
-.228186-.20779*ii, 1.34122e-31-4.593e-34*ii, 1.44719-.440706*ii, 1.219-.648497*ii, -1.36757-1.39057*ii, -1.58142+.932273*ii, -3.85357e-45-5.60519e-45*ii, -1.57003-.08189*ii, 2.23502+.391934*ii
.483045+.353811*ii, -9.07009e-31-7.7415e-32*ii, .160135-.236878*ii, .64318+.116934*ii, -.489507-.115575*ii, -.80527-.573234*ii, 1.33944e-102+4.24155e-102*ii, -.698491+2.17133*ii, .105598+1.49615*ii
-2.91462-.298242*ii, -5.04531e-31-4.4567e-32*ii, 1.71124-.455296*ii, -1.20338-.753537*ii, -.243264-.171424*ii, -.252427-3.09539*ii, -1.06496e-119+3.09807e-120*ii, -.411268+2.72143*ii, 1.20044+1.36266*ii
-.915976+1.69388*ii, 0, -.479044-.325142*ii, -1.39502+1.36874*ii, -.779592-2.84644*ii, 2.27404-.717452*ii, 8.16873e-88+3.84873e-88*ii, 2.45039+.236783*ii, 3.60698+.230266*ii
1.05633+.402513*ii, -6.01334e-32+9.08042e-33*ii, -.747768+.488964*ii, .308563+.891477*ii, .218994-.791025*ii, .168716+.470987*ii, -1.8669e-60-1.08903e-60*ii, -.926892+.877662*ii, -.884977-1.04101*ii
