variable ordering: ad, T, omega, theta, sintheta, d, g, L, j, Pi, Tj

component_1:
equations:
-theta*L+d
omega^2*d-ad
-theta+sintheta
-4.04*d*L*j^2*Pi^2+1.01*d*g*Tj^2
points:
1.28661e-14-3.21489e-14*ii, .625741+.464744*ii, -.297474+.0344793*ii, .188022-.295218*ii, .188022-.295218*ii, 3.65206e-13-1.98398e-13*ii, -.299371+.179507*ii, 9.57917e-13+5.88895e-13*ii, -.227153-.0405672*ii, .899167-.144973*ii, -.0658281-.24585*ii
-1.41495e-73+1.41495e-73*ii, -.354343-.219667*ii, -.356106-.616573*ii, -.817734-.599081*ii, -.817734-.599081*ii, 1.06121e-73-7.07475e-74*ii, .492448-.317019*ii, 5.6598e-73-2.12242e-73*ii, 1.07115+.608635*ii, .915551-.160254*ii, -.785938+1.06825*ii
5.11272e-31+9.45804e-32*ii, -2.53071+.925987*ii, 2.74316-4.06993*ii, 1.29216+.295907*ii, 1.29216+.295907*ii, -1.16036e-32+1.81998e-32*ii, -1.08009-.107928*ii, -1.90165e-32+2.54468e-32*ii, 1.57333-1.46221*ii, -1.3988+2.87911*ii, -1.46619+.100972*ii
1.8669e-60+1.55575e-59*ii, 1.31381+.906082*ii, -.188738-1.63565*ii, .042641+.467492*ii, .042641+.467492*ii, -2.48921e-60+9.33452e-61*ii, 1.08705-.381512*ii, 1.04257e-31-2.87457e-31*ii, -1.17376+1.143*ii, 2.31326+2.81293*ii, -.899345+2.91767*ii
2.97622e-31-2.97458e-31*ii, -.146965-.247285*ii, -1.54665+1.00232*ii, .028356+.168501*ii, .028356+.168501*ii, 1.15722e-31+4.42059e-32*ii, -.458089-.985478*ii, -5.26527e-31-6.50424e-31*ii, .22355-.250856*ii, -1.02783+.774814*ii, .529973+1.16594*ii
2.6759e-59-3.9205e-59*ii, -1.11637-.113456*ii, -2.32208+1.12406*ii, 2.34977+1.20526*ii, 2.34977+1.20526*ii, 2.17806e-60+5.04162e-60*ii, 1.38466+3.34663*ii, 1.71133e-60+2.91704e-60*ii, 2.26475+.673489*ii, -.092871+1.259*ii, .307919+2.58178*ii
1.35884e-32-2.29726e-31*ii, -.53078-.506097*ii, 1.10737-1.75711*ii, 1.20374+.222922*ii, 1.20374+.222922*ii, 4.66839e-32+2.58191e-32*ii, -.741154-1.23896*ii, 5.3327e-32-2.29587e-32*ii, -.877195-.276939*ii, 1.56066-2.0734*ii, -.262116+.833865*ii
3.11983e-31+2.37688e-30*ii, -.185632+.976539*ii, -2.40095+2.11973*ii, -.191097+.549675*ii, -.191097+.549675*ii, -2.26158e-31+5.88969e-32*ii, .244072-.116779*ii, 7.47247e-31-3.19746e-31*ii, .074003-1.26156*ii, 2.14469-2.80298*ii, -.427749-2.86515*ii
-1.80406e-72*ii, -.32235-.49874*ii, .928748-2.06095*ii, .282756-.0779272*ii, .282756-.0779272*ii, 1.85712e-73+1.06121e-73*ii, -2.46535+.635308*ii, 5.78786e-32-3.90487e-31*ii, -1.3423+3.74687*ii, -1.98253+2.09981*ii, -1.54943+.296856*ii
-1.61928e-78-6.47713e-78*ii, 1.45831+.37977*ii, -.731332+.601798*ii, -.407439+.84759*ii, -.407439+.84759*ii, 7.55665e-78+1.3494e-78*ii, .834581-.182186*ii, 3.03858e-64-3.03858e-64*ii, -.371645-.389442*ii, 1.40242-.210327*ii, -1.24267-1.31077*ii
-5.2399e-33+4.24416e-33*ii, 1.24521+.282734*ii, -.0148813+.402739*ii, .086299-.535856*ii, .086299-.535856*ii, 3.0245e-32-2.84404e-32*ii, -.159685-.889512*ii, -2.91141e-31-2.89816e-32*ii, 1.32805+.362472*ii, -.547869-.133106*ii, -.785617-.145815*ii
1.70623e-66+2.22552e-67*ii, -2.42081-3.22814*ii, -2.04226-1.23451*ii, 1.98693-1.34215*ii, 1.98693-1.34215*ii, -1.8546e-68-2.7819e-67*ii, -2.95164-.355531*ii, 6.60702e-68-1.39095e-67*ii, -2.35588+2.87952*ii, -1.31823-2.59009*ii, -5.92045-3.5914*ii
1.38663e-54-2.97717e-54*ii, 1.05288+2.54097*ii, 2.5074-.011575*ii, -2.94971-3.36687*ii, -2.94971-3.36687*ii, 2.95678e-55-4.99594e-55*ii, -3.63958-.30443*ii, 3.56853e-56+1.53335e-55*ii, 3.50009-2.52656*ii, 2.01989+.97259*ii, -.782916+1.85165*ii
2.23509e-32-1.92691e-32*ii, .736881-.856319*ii, -.258502+.553695*ii, -.821637-.279284*ii, -.821637-.279284*ii, 1.12797e-33+7.90232e-32*ii, .931548-.070437*ii, -3.05366e-32-8.5798e-32*ii, -.0914754+.461557*ii, -1.66291-1.48354*ii, -.609641+.263937*ii
5.47625e-59-2.0147e-59*ii, -2.61339+4.833*ii, -.983122+2.55652*ii, -1.7081+3.03279*ii, -1.7081+3.03279*ii, -8.40107e-60+7.46762e-60*ii, .037042-1.23341*ii, 3.34487e-60+2.33363e-60*ii, .049519+1.12525*ii, -3.28434-.19207*ii, -1.63019-4.50678*ii
1.14703e-56-2.54895e-57*ii, 1.98901-1.56554*ii, 2.46961+1.39565*ii, 1.69457+.141477*ii, 1.69457+.141477*ii, -4.77928e-58-1.55326e-57*ii, -1.0937+1.36938*ii, -3.18618e-58-4.87884e-58*ii, -4.75515+.239402*ii, -.638563+.629364*ii, 1.28253-.987758*ii
1.17939e-31-1.40871e-31*ii, -1.49726-.311611*ii, .66469+.607456*ii, -.331549-.487037*ii, -.331549-.487037*ii, -1.59976e-31-1.60471e-31*ii, -.120651+.358896*ii, 3.77943e-31-7.11847e-32*ii, -.762283-.380514*ii, .382992-1.1616*ii, -.534664-.881136*ii
-2.52174e-31+2.71814e-31*ii, .998296+.204739*ii, 1.42846+.013950*ii, -.256791+.298491*ii, -.256791+.298491*ii, -1.20948e-31+1.35585e-31*ii, .526523+.528408*ii, -3.01215e-31-1.51e-30*ii, -.618712-1.56506*ii, -.604053+.910694*ii, -.408364+.976065*ii
