variable ordering: Eki, Ekf, Ugi, Ugf, G, M, m, ve, r

component_1:
equations:
Ekf
Ugi*r+G*M*m
2.00002*G*M*m-1.00082*m*ve^2*r
points:
.459617-.732573*ii, -2.5241e-17+1.20926e-17*ii, -.105498+.405681*ii, .799297+.206236*ii, .638298-.652163*ii, 5.30157e-17-1.74364e-16*ii, -.446289+.132753*ii, -.427345+.100238*ii, -5.09042e-17+4.9215e-17*ii
.568825+3.03621*ii, -1.4732e-31+4.57775e-32*ii, .014284-3.86734*ii, .997993+2.60846*ii, 1.07995+6.84415*ii, 5.86739e-149, 3.915-.03238*ii, .390381-3.0926*ii, 2.49283e-148-9.7758e-149*ii
-1.63198+1.10608*ii, 0, .920159+.655995*ii, .173185-.158396*ii, .39557-.991984*ii, 6.44916e-137-1.61229e-137*ii, -1.21973+.541107*ii, 2.62625-.876898*ii, -2.95587e-137-5.77737e-137*ii
.370388+.669593*ii, 0, 1.46864-1.95519*ii, -2.39639-1.45349*ii, -.39679+.409842*ii, -1.00183e-31-4.28746e-32*ii, -.574382-.155611*ii, .214869-.276483*ii, 2.27936e-32-1.12309e-32*ii
2.50507+1.46789*ii, -1.48016e-31+1.60746e-32*ii, -1.32378-.952429*ii, 1.24167+2.26609*ii, -.547074-.141862*ii, -3.88938e-61+1.40018e-60*ii, -1.01081-.233363*ii, .750349-1.65196*ii, -3.11151e-61+2.43087e-61*ii
-.227192-.842333*ii, 1.96857e-33-4.96082e-32*ii, -.108934+.0152022*ii, .31215+.988748*ii, -.155195+.0267516*ii, -1.86108e-31+4.27764e-32*ii, .141971-.285623*ii, -1.14439-.418873*ii, 1.77976e-32-4.53421e-32*ii
1.57473+.036659*ii, 0, -.906991+1.21277*ii, .322717-.0059797*ii, 1.46267+.99569*ii, 1.24645e-92-2.30114e-92*ii, -.479181-1.58808*ii, .18451+.856049*ii, -1.53409e-92-3.83523e-93*ii
3.27188-.315115*ii, 0, 2.22976+1.81194*ii, -1.63451-3.75813*ii, 2.89495+3.26709*ii, -7.55761e-139-9.23708e-139*ii, .957114+4.46*ii, 1.28774-.097296*ii, -1.17563e-138+4.19867e-138*ii
-.702722+1.24921*ii, 0, .810625-1.09776*ii, -.148491+2.55406*ii, 2.81837-.746236*ii, 8.48291e-88-1.13106e-87*ii, 3.61216+.987106*ii, -.601152+1.06748*ii, -6.03229e-87-1.69658e-87*ii
-.73527-.446275*ii, 0, -.552386+.238436*ii, -2.09507-1.68911*ii, -.781018-1.46197*ii, 1.07088e-75+6.90893e-76*ii, .132456+1.90711*ii, .428596-.478174*ii, 6.35622e-75+5.52715e-76*ii
.843287+.158509*ii, -1.10175e-31+3.69841e-32*ii, 1.23487+.791695*ii, -.226589-.0101779*ii, .471882-.101462*ii, -3.45447e-77, .491823-.951629*ii, -.824655+.40811*ii, 4.31808e-78+4.85784e-78*ii
2.22817+1.44923*ii, 0, -.43955+2.41678*ii, -1.53176-.706742*ii, .0001135+.103492*ii, -1.76747e-32+5.21613e-32*ii, .232087-1.60784*ii, .537668-2.09736*ii, 2.00456e-33+1.93711e-33*ii
1.38104-3.22139*ii, 0, 2.19155-.302859*ii, -1.06278+.51004*ii, -.713632-.933513*ii, -7.77877e-61+2.72257e-61*ii, -1.93416-.415305*ii, 2.32188-2.121*ii, 3.88938e-62+3.11151e-61*ii
-.11871+.127211*ii, 0, -.363855-.0558788*ii, -.837494-.790863*ii, -.153864-1.84726*ii, 1.03187e-135-7.73899e-136*ii, .0124502-.45014*ii, .920436-1.7657*ii, 5.15933e-136+1.71978e-136*ii
1.13103-.744738*ii, 0, .586699+.51601*ii, .364922+.266799*ii, 1.05102+.163078*ii, -2.01076e-87-7.54037e-87*ii, .328131-.979541*ii, -1.9013-.153651*ii, 2.01076e-87-8.04306e-87*ii
-.762291-1.76235*ii, 0, -.718315-1.1382*ii, -.885524-.010193*ii, .931338-.607018*ii, 1.86459e-155+4.66146e-155*ii, .577111+2.72657*ii, -.92793+.809806*ii, 1.49167e-154+1.49167e-154*ii
.511137-2.37757*ii, 0, .103521-.244022*ii, -.879472-1.1601*ii, 2.11292-1.53247*ii, 2.17806e-60+1.32239e-60*ii, -.262412+.167037*ii, .879858+.256611*ii, -9.95682e-60-1.40018e-59*ii
.195981+2.46689*ii, 0, 1.34133-.1628*ii, .236874-1.07937*ii, -.494438-.133341*ii, 1.85884e-119-3.09807e-120*ii, .982902-.9522*ii, -.882426-.587334*ii, -3.87259e-121-5.80889e-121*ii
-1.15472-.01746*ii, 1.38454e-31-1.10008e-31*ii, .340847-.167794*ii, -.678422-.048004*ii, -.743459+1.70464*ii, 2.07268e-75-7.94528e-76*ii, .321776+.426821*ii, .328258+1.2252*ii, 2.48722e-75-9.11979e-75*ii
-.008309-3.62304*ii, 0, -2.84512-3.61703*ii, -.200398+3.97495*ii, 3.81124-1.5465*ii, 4.0275e-119-8.05499e-119*ii, .876722+.65387*ii, 2.22463-2.6819*ii, 5.80889e-120-1.85884e-119*ii
.289355-1.11168*ii, 0, 1.84247+.025711*ii, -.270839+.989568*ii, -.760896-.526423*ii, 9.8182e-91+7.85455e-90*ii, .895272-1.03483*ii, .56406-.419072*ii, 1.47273e-90+1.47273e-90*ii
.751085+3.534*ii, 0, 4.73588+3.26079*ii, 8.01552-4.37893*ii, -1.03262-2.10955*ii, -1.12965e-182-1.41206e-182*ii, .810749+2.92301*ii, 4.09341-8.66185*ii, 1.88275e-183-2.35344e-184*ii
.687336+2.46973*ii, 8.14563e-32-4.87985e-32*ii, .80529-.864754*ii, .217885+.0587932*ii, .279789-.630431*ii, -1.33698e-62+1.09389e-62*ii, -.459077-1.46033*ii, -.369933+.633497*ii, 1.67122e-63+1.59526e-63*ii
-1.50545+.318319*ii, -1.80366e-32+1.10107e-31*ii, -2.06495+2.17818*ii, -.205771-.135545*ii, -.599992-.871782*ii, 3.02266e-77*ii, 1.61571-.551636*ii, -1.11542+.172281*ii, 6.77132e-78+6.47713e-78*ii
