variable ordering: Fc, Fg, w, m1, m2, d1, d2, p

component_1:
equations:
Fc-Fg
-1.02*m2*d1^2*d2-2.03*m2*d1*d2^2-1.01*m2*d2^3+1.01*m1*m2*p^2
points:
.469977+.35997*ii, .469977+.35997*ii, .464328-.224809*ii, .0036647+.468238*ii, 2.52435e-29+2.72157e-29*ii, -.0385524-.398185*ii, -.057201-1.0179*ii, -1.07828+.362798*ii
1.64633+2.4061*ii, 1.64633+2.4061*ii, -.420332+4.19227*ii, -1.89889+1.3415*ii, 9.73359e-208-1.09503e-207*ii, -1.44984+2.17335*ii, -1.20455+1.21176*ii, -.759955-1.00326*ii
.745852-.393315*ii, .745852-.393315*ii, .332738+2.87398*ii, 5.39146-1.56116*ii, -4.36065e-206-8.7213e-206*ii, 5.01731-2.16083*ii, 4.23405+7.29436*ii, 4.3492+4.31671*ii
.040046+.955405*ii, .040046+.955405*ii, -.319096-.2903*ii, -.467957-.274144*ii, -1.71342e-74-6.63258e-75*ii, .11547-.892533*ii, .001591+1.13002*ii, -1.73029-.420609*ii
-.139884+.291564*ii, -.139884+.291564*ii, -1.25544+.929789*ii, -.001538-1.23747*ii, 4.54799e-113-4.30435e-113*ii, .51019+.257315*ii, -1.68224-.9637*ii, .0408697-.131266*ii
-.0190725-.353252*ii, -.0190725-.353252*ii, -1.86378-.157862*ii, -.100805-.98041*ii, 2.07268e-75+1.38179e-75*ii, .233342-.523133*ii, -.724921+.148385*ii, -2.59671-.544279*ii
-.310133-.183154*ii, -.310133-.183154*ii, -.903211-.248121*ii, .182919-.663031*ii, -1.17313e-31+2.78986e-31*ii, 1.02527+.896241*ii, -.975782-1.18326*ii, -.792754+.259758*ii
.549024+.111364*ii, .549024+.111364*ii, -.462435-.512638*ii, -1.41703+3.46414*ii, 2.48722e-75+1.38179e-76*ii, 1.00925-.813362*ii, -1.5682+1.22062*ii, -.604501+.647971*ii
-.530802-.117917*ii, -.530802-.117917*ii, .356278+.421739*ii, .30052+1.29856*ii, 1.47273e-90+2.7e-90*ii, .750277+.560396*ii, .095139+1.66192*ii, -.78129-1.52503*ii
1.07396+1.86654*ii, 1.07396+1.86654*ii, -.509226-2.55933*ii, -2.96951+.705072*ii, -3.57224e-202-3.95498e-202*ii, -5.41864+3.4217*ii, -.375788-3.51532*ii, -1.24941+1.3311*ii
-1.17978-1.75533*ii, -1.17978-1.75533*ii, 1.62467-1.47878*ii, -.525233+.448895*ii, -1.75423e-203-9.56851e-204*ii, 1.83187+.271882*ii, -.339371+.262845*ii, 2.05682-.890643*ii
-.451196+.089475*ii, -.451196+.089475*ii, -.738538-1.06699*ii, -2.13906+.979225*ii, -6.90893e-75+1.05016e-74*ii, -1.16643-1.05559*ii, 1.37063-.151855*ii, .857701+1.1179*ii
.644976-2.87902*ii, .644976-2.87902*ii, 1.29835-2.21583*ii, .398049-1.46208*ii, 1.35e-89, -1.48453+.325748*ii, -2.48053-2.4376*ii, -.256874+1.22768*ii
.217841+.171831*ii, .217841+.171831*ii, .211452+2.22653*ii, .0952266+.359207*ii, 2.44974e-31-1.44126e-31*ii, -.034097-.749635*ii, -.189423-.172859*ii, .0687495-.182893*ii
.0064227-.217513*ii, .0064227-.217513*ii, -.379693-.578087*ii, .0456497+.26232*ii, -1.12213e-46-2.51796e-46*ii, -.337781-.872978*ii, .662517+1.68538*ii, -.743871-.880693*ii
1.36819-1.95011*ii, 1.36819-1.95011*ii, -2.82649-1.42496*ii, .234467-.320407*ii, -9.64567e-60+1.36906e-59*ii, 2.50429+.986731*ii, -1.56343-2.06717*ii, .621319-.143257*ii
2.08299+.53383*ii, 2.08299+.53383*ii, -.474815+.263532*ii, 2.43753-2.69738*ii, -2.35156e-198-5.74825e-199*ii, -.012657-.591297*ii, -.196459+2.23228*ii, -.743099+1.50658*ii
.646803+.528291*ii, .646803+.528291*ii, .377596+1.48912*ii, -.659129-1.08578*ii, 1.728e-88-3.14182e-89*ii, -1.67761+.769545*ii, .259995+.877321*ii, -.197751-.256418*ii
.958857-.305701*ii, .958857-.305701*ii, 1.83033-.591494*ii, .77176+1.25974*ii, 3.88938e-62+3.98662e-61*ii, -1.14441-.789845*ii, -.766186-.888854*ii, -.28234-1.49248*ii
-1.33338+.514883*ii, -1.33338+.514883*ii, -1.89543+.487109*ii, -3.56137+1.48762*ii, 7.82411e-69-2.55008e-68*ii, -.461625+.777119*ii, 2.0354+1.4016*ii, -2.30511-.048276*ii
.452353-.890614*ii, .452353-.890614*ii, .622378-.305786*ii, -.785064-1.19305*ii, 2.18953e-46-3.28429e-47*ii, 1.03944-.502061*ii, -1.17863-.632762*ii, -.377263-.696371*ii
.0146575+.0527668*ii, .0146575+.0527668*ii, -.855587+.235341*ii, -.88908-.371655*ii, -7.01128e-93+4.79404e-93*ii, .090946-1.33385*ii, .482132+.747488*ii, -.612568+2.51775*ii
-3.04656-.38818*ii, -3.04656-.38818*ii, -2.62197+1.23622*ii, 5.38816-1.90017*ii, 1.02584e-72+1.19386e-72*ii, 2.58388-3.6369*ii, -3.52238-2.78815*ii, 1.3592-4.82797*ii
-3.39752+2.38314*ii, -3.39752+2.38314*ii, -.381336-1.22956*ii, -3.15651+3.38609*ii, -5.30842e-85+4.50411e-85*ii, 5.23458+3.15491*ii, 1.06349+3.50918*ii, -1.46526-2.14013*ii
.84155+.060699*ii, .84155+.060699*ii, -2.45966+4.48302*ii, -.161456+1.58871*ii, 6.87911e-135-1.99494e-134*ii, -.04261+8.14028*ii, -.050794-4.68097*ii, 6.6224-.044580*ii
.067897-1.2678*ii, .067897-1.2678*ii, -.834923+.766396*ii, .152827-1.58311*ii, -5.16559e-63+7.2926e-63*ii, -.045564+.126226*ii, -.0552108-.121172*ii, .931904-.920226*ii
1.31958+.186945*ii, 1.31958+.186945*ii, -1.01424-.850323*ii, -1.25289+.151418*ii, -7.79656e-113-6.49713e-113*ii, -.515424-1.15416*ii, -.943773+1.46825*ii, -.123844+1.33891*ii
