variable ordering: Eki, Ekf, Ugi, Ugf, G, M, m, ve, r

component_1:
equations:
Eki-.5*m*ve^2
Ekf
Eki-Ekf+Ugi-Ugf
2.00002*G*M*m-1.00082*m*ve^2*r
points:
6.30638e-66-4.64287e-65*ii, -1.749e-109+1.13664e-109*ii, .076287-.538732*ii, .076287-.538732*ii, .485908-.429843*ii, -.180124-.554145*ii, -2.51488e-17-1.32061e-17*ii, .233466-.516735*ii, -.123854+.703455*ii
0, 0, .166216+1.59296*ii, .166216+1.59296*ii, 1.5173-1.25244*ii, 4.34689-.664045*ii, 1.30642e-200+1.5677e-199*ii, .524672-1.63617*ii, 1.55281-3.47851*ii
0, 0, -1.29455+.923454*ii, -1.29455+.923454*ii, -2.94409+.215118*ii, -.477916-2.40981*ii, -3.55346e-198+1.5468e-197*ii, -2.92599+.007275*ii, -1.70755-5.51333*ii
1.88125e-198+1.77673e-198*ii, 0, -.310507+.387032*ii, -.310507+.387032*ii, 1.64513+1.40968*ii, -.053599-2.77946*ii, -5.95728e-198+6.68887e-198*ii, 1.11601+.321508*ii, .800897-.900128*ii
1.07486e-137+1.26296e-136*ii, 0, .475996+.58114*ii, .475996+.58114*ii, 1.74881+2.58132*ii, .778053+.487136*ii, -5.3743e-137+3.22458e-137*ii, .205374-1.72939*ii, -2.25286-.671559*ii
1.71978e-136+1.5263e-135*ii, 0, -.230592-.453103*ii, -.230592-.453103*ii, -.935174-1.72279*ii, -1.29608-2.32876*ii, -3.43955e-136-9.45877e-136*ii, .839078-.923027*ii, .083311-3.40554*ii
1.83519e-77-4.9658e-77*ii, 0, .400805-1.08416*ii, .400805-1.08416*ii, -1.48042-1.52225*ii, .698025+.585766*ii, -3.45447e-77+5.1817e-77*ii, -.29795+1.65897*ii, .78685-5.34589*ii
7.77877e-61+6.22302e-61*ii, 0, -3.7221-.281626*ii, -3.7221-.281626*ii, .830649+.155392*ii, -1.21105+.254441*ii, 2.98996e-61+7.77877e-61*ii, -1.77679+.882603*ii, -1.22301-.780635*ii
-3.74534e-96+3.74534e-96*ii, 0, .315456+.953548*ii, .315456+.953548*ii, .361275+.377508*ii, .649278-3.61997*ii, -7.49068e-96-7.49068e-96*ii, -.27941-.623476*ii, -1.22764-.554592*ii
1.80904e-192*ii, 0, .255924-3.96636*ii, .255924-3.96636*ii, 2.26028+.678051*ii, 4.65097-4.76702*ii, 6.78091e-193+2.46579e-193*ii, -2.30174-1.28213*ii, .524021-5.64075*ii
0, 0, .885877-1.29344*ii, .885877-1.29344*ii, -.778036-2.31569*ii, -1.13827+1.18797*ii, 5.3511e-196+7.49154e-196*ii, 3.89442+.402624*ii, 1.04261-1.95667*ii
-4.79404e-93+9.58807e-94*ii, 0, -.492523-.524928*ii, -.492523-.524928*ii, -.174979-1.45353*ii, 4.43451-.742368*ii, -6.71165e-93+4.31463e-93*ii, .081549-2.39309*ii, 2.01599-2.15336*ii
7.24125e-108, 0, -.365474+.200063*ii, -.365474+.200063*ii, 2.15808-3.39295*ii, -1.38266+1.44541*ii, -5.10955e-108-8.31588e-108*ii, 1.1482+.376044*ii, 1.70436+.595935*ii
1.04584e-201, 0, .0759514-.162718*ii, .0759514-.162718*ii, -.46993+1.89787*ii, -.988526+1.59052*ii, -8.16513e-202+1.63303e-201*ii, -.311088+.687543*ii, .532157+2.36281*ii
2.64973e-169, 0, .85093-1.7388*ii, .85093-1.7388*ii, 3.62848+.029288*ii, -3.03815-3.30237*ii, -5.19252e-170-6.62434e-170*ii, 2.09666-.666974*ii, .921143+1.28585*ii
-6.27082e-199-9.40623e-199*ii, 0, .323418+.225197*ii, .323418+.225197*ii, 1.56935-.572023*ii, -1.64726-1.1811*ii, -4.18054e-199+3.65798e-199*ii, -.971627-1.11726*ii, -.651695-1.14773*ii
-9.01658e-130+4.5083e-131*ii, 0, -.506755-2.14447*ii, -.506755-2.14447*ii, 1.08519-2.20437*ii, .971107-.598534*ii, -1.73118e-128-3.7509e-128*ii, -.0586721-.00270278*ii, -1.00213-.378459*ii
-6.56043e-141-7.87251e-141*ii, 0, .0264485-.269204*ii, .0264485-.269204*ii, 1.00015+.405353*ii, -.235528+.409388*ii, -5.24834e-141+5.24834e-141*ii, -.480483-.893962*ii, -.050201+2.2586*ii
4.26958e-46+1.8611e-46*ii, 0, -.961772+2.18643*ii, -.961772+2.18643*ii, 10.3142+4.98852*ii, 7.25972+.592277*ii, 5.64488e-48+5.64488e-48*ii, -11.5916+2.54232*ii, -.273243+1.56609*ii
-5.49819e-125-2.36364e-125*ii, 0, .579447+1.0961*ii, .579447+1.0961*ii, .441341-1.61667*ii, -.353278-.882127*ii, 1.89091e-124-1.02996e-124*ii, -.159266-.275695*ii, .452119+.391919*ii
-1.47951e-31+7.88468e-32*ii, 1.12587e-31+8.52126e-32*ii, 1.16324-.176003*ii, 1.16324-.176003*ii, 2.74856+.124078*ii, .241742+.55048*ii, 4.21351e-96+9.36335e-97*ii, -1.66238+.801116*ii, 1.74998-.075764*ii
6.90893e-77-8.6362e-78*ii, 0, .593981+.288098*ii, .593981+.288098*ii, .313306-.295829*ii, .176014+1.38738*ii, 2.76357e-76, -.164626-.376196*ii, .412731-.139882*ii
-7.68846e-102-3.43145e-102*ii, 0, 6.83859+5.88906*ii, 6.83859+5.88906*ii, 8.96091-1.9861*ii, 11.3877+11.7507*ii, -1.06039e-102-6.83672e-103*ii, 6.31066-2.4845*ii, 7.18726-13.0309*ii
1.09319e-198*ii, 0, -.29033+.608747*ii, -.29033+.608747*ii, -7.6252+1.70874*ii, -8.24825-.45677*ii, -2.09027e-198+2.71735e-198*ii, 3.04254+.256998*ii, -1.83939-2.65867*ii
1.69061e-131+6.76244e-131*ii, 0, -.892373+.073907*ii, -.892373+.073907*ii, -.866061-1.01522*ii, .279157+1.01286*ii, -5.63536e-131+4.22652e-131*ii, -2.26389-1.55118*ii, -.406999+1.08627*ii
