variable ordering: d, dt, dt0, L, c, F0, F, v

component_1:
equations:
dt*F-1
dt*c-2*L
1.00003*c^2*F0^2-1.0003*c^2*F^2-1.00008*F0^2*v^2
points:
1.83383-.532004*ii, -1.87643-.063133*ii, -2.06673+.502678*ii, 2.06337+.817404*ii, -2.22604-.796335*ii, -.475795+.0550267*ii, -.532323+.017910*ii, .844267-.976759*ii
.440561-1.54208*ii, -1.91035+.547007*ii, -1.19452+1.99398*ii, 2.21231-.954986*ii, -2.40521+.311098*ii, .454867+.132613*ii, -.483797-.13853*ii, -.147911-.857806*ii
-1.91076+1.05135*ii, -.264701-1.64252*ii, .935414-3.10117*ii, -2.19518-.077092*ii, .511348-2.59053*ii, -.280751-1.01396*ii, -.095631+.593409*ii, -.102151+2.396*ii
.37132+2.34798*ii, 1.694+2.09452*ii, -.423753-1.75552*ii, -.990436+1.79204*ii, .57207+1.40842*ii, -2.51634-1.35969*ii, .233441-.288635*ii, .572284+1.42114*ii
-1.74604+1.68492*ii, .235488+.935762*ii, -.539936+.388398*ii, -.639666-.229786*ii, -.78543+1.1695*ii, -.169636-.629881*ii, .252913-1.005*ii, .551141+2.00281*ii
-2.80221+.787455*ii, .518849+.355665*ii, -1.98265-.40473*ii, -.37848-.176883*ii, -1.31051+.216508*ii, -.466614+.444463*ii, 1.31121-.898821*ii, -.08149+3.01247*ii
1.15209-3.50418*ii, 3.46941-.439115*ii, -1.3765+.421476*ii, 3.21146-.47435*ii, 1.85618-.038515*ii, -2.17576+2.57889*ii, .283689+.0359059*ii, -1.85873+.044647*ii
.585825+.793159*ii, -.898196+.187709*ii, .427692+.485887*ii, .221922-.111439*ii, -.523159+.138807*ii, .021178-1.04333*ii, -1.06675-.222935*ii, .765685-.125454*ii
-4.77509+2.39122*ii, -.988557+2.97879*ii, 3.38339+.237897*ii, -3.70124-2.63087*ii, -.848274+2.76657*ii, 1.19701-3.46245*ii, -.100357-.302402*ii, -.85753+2.76068*ii
-3.64736-.5502*ii, .676347-2.07355*ii, 1.74344-2.01022*ii, -1.91686-2.05657*ii, 1.2478-2.25588*ii, .52797-.095395*ii, .142178+.43589*ii, -1.46126+3.0431*ii
-2.41392-1.31834*ii, 1.03703-1.28784*ii, .600537-1.61652*ii, -.612395-1.43231*ii, .884801-1.66353*ii, -.330226+.438086*ii, .379315+.471053*ii, -1.61512+2.24068*ii
1.30089+.786526*ii, -.62612-.110057*ii, 1.41955-.353901*ii, -.160143+.0946436*ii, .44466-.380478*ii, -.328387-1.47804*ii, -1.54927+.272324*ii, .653443-.533406*ii
-.26675+1.21778*ii, .014310-1.12706*ii, -.266225-.334971*ii, -.214737-.107381*ii, .185683-.383415*ii, .353888-1.19784*ii, .011264+.887121*ii, .215349-.267316*ii
-2.96335-2.94249*ii, .331875+.0651256*ii, -.028384-.850379*ii, .574035-.218123*ii, 3.08268-1.91942*ii, -2.8543+.689208*ii, 2.90145-.569366*ii, .181047-1.06226*ii
-4.51384-3.27428*ii, .100189+.201642*ii, 1.47206-7.29433*ii, .537908-.546944*ii, -2.22476-6.44067*ii, -5.22143-3.70912*ii, 1.97621-3.97737*ii, 3.08391+7.64942*ii
-3.55569-5.10399*ii, .7549-.72177*ii, 18.6592-.08604*ii, .434716+2.73124*ii, -3.01269+4.35556*ii, .602767+.390819*ii, .692045+.661673*ii, -2.76007-4.27267*ii
2.01759-3.87503*ii, .642753+.33788*ii, -1.48005-.739709*ii, -.483368+.3813*ii, -.689759+1.54905*ii, -2.299+.380716*ii, 1.21896-.64078*ii, .779603-1.24367*ii
.270452-2.02887*ii, -2.21957-.984939*ii, .685707-1.02004*ii, -1.85643+.023266*ii, 1.38981-.637696*ii, -.154591+1.96543*ii, -.376416+.167036*ii, -1.39497+.670436*ii
.289584+.0062937*ii, -.402763+1.22837*ii, 2.52918+1.55448*ii, .241195+.874278*ii, 1.16903-.776012*ii, .33544-.231072*ii, -.241013-.73506*ii, -2.77948+1.04704*ii
-1.93757-.202185*ii, .267185-.678247*ii, .727012-.23371*ii, .168607+.0515655*ii, .037919+.482248*ii, -.004105-.683713*ii, .502789+1.27632*ii, -.75597+.462176*ii
1.69871+2.80639*ii, 2.17602+2.75397*ii, 1.9821-2.59372*ii, .517686-.027171*ii, .170734-.241053*ii, -.0433859-.0190005*ii, .176634-.223547*ii, -1.36944+1.16574*ii
.538119-.078338*ii, .970649-.467273*ii, -1.19031-2.12449*ii, .660736-.258751*ii, 1.31365+.099247*ii, -.253622-.284376*ii, .836403+.402647*ii, -1.13885-2.80427*ii
1.11957+6.16016*ii, -3.15425-1.83174*ii, 11.6122+.67451*ii, 10.9983+6.14594*ii, -6.90726+.114263*ii, .265691+.0130066*ii, -.23708+.137677*ii, 6.40766+3.5397*ii
-3.18712+7.07402*ii, -.158548-.21335*ii, -.929408-.061833*ii, -.200463+.0468824*ii, .616528-1.42102*ii, 2.29328+.704292*ii, -2.24395+3.01956*ii, -1.71161+2.23172*ii
1.69581+1.14567*ii, -.509062-.0592*ii, -.458082-1.23476*ii, .330668+.3653*ii, -1.44647-1.26698*ii, -.262751-1.41059*ii, -1.93819+.225396*ii, 2.34193+2.24267*ii
-1.23798+3.9536*ii, .143492+.179191*ii, -.415043-.650429*ii, .243149+.0025862*ii, 1.34169-1.63945*ii, -5.26282-3.28255*ii, 2.72283-3.40025*ii, 1.71068-1.93247*ii
4.23904-2.98742*ii, .215884-.0624964*ii, 1.98984+.632367*ii, .204556-.283575*ii, 2.45024-1.91779*ii, 1.95783-.313198*ii, 4.27395+1.23727*ii, .897794+6.51525*ii
-2.04166+7.39974*ii, -1.61515+1.00415*ii, -9.10235-6.73494*ii, -4.13471+3.97697*ii, 5.90079-1.256*ii, 1.12943+4.57846*ii, -.44654-.277619*ii, -5.90762+1.21911*ii
-3.48422-.087557*ii, -2.57168-3.33756*ii, .311352+1.50004*ii, .673214-2.70183*ii, .820851+1.0359*ii, .529233-.346724*ii, -.14486+.188001*ii, .727244+1.01609*ii
2.45291-1.02728*ii, 2.04808-.643527*ii, .322122+1.66721*ii, -.388223+.795646*ii, -.567236+.598735*ii, .524973+.41179*ii, .444388+.139631*ii, -.582693+.379612*ii
.768809-3.53619*ii, -.658315-3.26798*ii, -.447315+1.97316*ii, -.743957-2.18875*ii, 1.37541-.178232*ii, -.257141-.0300603*ii, -.0592379+.294066*ii, -2.11225+.172779*ii
