variable ordering: Eki, Ekf, Ugi, Ugf, G, M, m, ve, r

component_1:
equations:
Ugf
Eki-Ekf+Ugi-Ugf
2.00002*G*M*m-1.00082*m*ve^2*r
points:
-1.24431+.843005*ii, -.611825+1.89229*ii, .632488+1.04929*ii, 1.69671e-16-6.15479e-17*ii, 1.46974-.177403*ii, 2.45039+.410942*ii, -2.40752e-16-2.12453e-17*ii, -.385673-.138333*ii, -.347321+.248364*ii
.82854-.019184*ii, -.232114-.064942*ii, -1.06065-.045758*ii, 0, 1.95277-2.10286*ii, -.165097-.529666*ii, 8.63617e-78-9.71569e-78*ii, -2.93017+.274962*ii, 2.12272+.861776*ii
.730656+1.71606*ii, .895475+.850827*ii, .164819-.865236*ii, 0, .138621-.076218*ii, -.755778+1.98503*ii, -1.79107e-32-2.07859e-32*ii, -.184259-.554722*ii, .707719-.183158*ii
-.589924+.045078*ii, -.498987+.1149*ii, .0909373+.0698221*ii, 2.2974e-33+3.00113e-33*ii, -.170147+.399392*ii, .259801-.037191*ii, 3.6463e-63-1.21543e-63*ii, -.416668+.956704*ii, .702616+.021053*ii
.273103-1.12821*ii, .9458+.466148*ii, .672696+1.59436*ii, -8.12144e-32-9.66697e-32*ii, 2.08341+1.21942*ii, -.100666+1.94243*ii, 1.60533e-195-2.14044e-196*ii, .769535-1.00629*ii, .674916-.237977*ii
-.694196-.313868*ii, .0631347-.104961*ii, .757331+.208907*ii, -5.47796e-33-9.8663e-33*ii, -.196881+.317217*ii, -1.03595+1.00037*ii, -3.32948e-32-2.4804e-32*ii, .162303+1.02149*ii, -.376003+.606675*ii
.993589-.320964*ii, .13922+1.12777*ii, -.854369+1.44874*ii, 0, .298177+.103784*ii, -.681383+1.3586*ii, 2.24441e-189-1.79553e-189*ii, -1.44622-.468191*ii, -.028592+.837587*ii
.6497+.430276*ii, -.875128+.901886*ii, -1.52483+.47161*ii, -4.64729e-32-1.42771e-31*ii, -.913279+.49527*ii, 1.74783+.046281*ii, 2.08005e-46-5.33698e-47*ii, -1.31484-.287595*ii, -1.76349+1.2461*ii
-4.4842+6.41024*ii, -3.64699-.933867*ii, .837204-7.34411*ii, 0, .471959+4.99091*ii, 1.66465-11.0774*ii, 5.94053e-69-6.84609e-69*ii, -3.06659+11.398*ii, 4.27365+3.22575*ii
-.588244+1.61389*ii, -1.83799+1.02652*ii, -1.24975-.587377*ii, 2.7363e-33-1.64681e-31*ii, .756702+.034401*ii, -1.99674-.559577*ii, -2.05482e-194+5.82199e-194*ii, 1.58631-1.16716*ii, -.353635+1.87854*ii
-.467565-.670385*ii, -.84254-.802426*ii, -.374975-.132041*ii, 0, 1.1374+.56397*ii, -.873092-1.17217*ii, 3.08223e-193+4.24663e-193*ii, -.763711+1.94197*ii, .894571+.778786*ii
1.20707+.17025*ii, 1.44488-.730582*ii, .237814-.900832*ii, -1.12989e-31-1.65898e-31*ii, 1.10518+.22968*ii, 1.70603-.640284*ii, -7.8002e-47-1.1495e-46*ii, -.884226-.663154*ii, 1.4112-1.89773*ii
-.93605-2.9517*ii, .896933-3.12771*ii, 1.83298-.176011*ii, 0, 1.92429-.212754*ii, 2.15472-.834401*ii, -1.36255e-107-3.40637e-108*ii, -1.68985-.838102*ii, -2.33299+.255231*ii
-.449868-3.69106*ii, .128347-7.28055*ii, .578215-3.5895*ii, 0, 1.15839+3.63869*ii, 1.30007-3.51473*ii, -1.22096e-187-4.25182e-186*ii, -3.85245-2.27594*ii, -.285557-4.48421*ii
-1.35304-.929037*ii, -.75658+.419714*ii, .596463+1.34875*ii, 0, -2.9566-.108654*ii, -.907532+.64103*ii, -8.97765e-190+4.48883e-190*ii, .409823-.305801*ii, .752332-1.69927*ii
.0869692+.486339*ii, .159961+.702934*ii, .0729923+.216595*ii, 1.64655e-31-6.17042e-32*ii, 1.14992+.533443*ii, -1.08299-1.81643*ii, 0, -.104398+.209111*ii, .388929-.379281*ii
.76485-1.57222*ii, .434211-.236738*ii, -.330638+1.33548*ii, 0, 1.18982-.835048*ii, -.699483+.700788*ii, -4.7902e-108+1.14965e-107*ii, -1.80261-1.0147*ii, .294317-.646745*ii
1.09082-.233395*ii, .821053-1.27282*ii, -.269765-1.03943*ii, 0, .524583+.923535*ii, -.671374-1.14598*ii, -1.21543e-62+1.70161e-62*ii, -.541988+.016106*ii, .26425-2.5291*ii
-.561587+1.48357*ii, 1.01661+.565416*ii, 1.57819-.91815*ii, 0, -.443704-.243633*ii, -.593445+.33606*ii, -2.07434e-32+1.92633e-31*ii, .190804-.0494091*ii, 1.47718+.053646*ii
-.855656-1.05126*ii, -.0869417-.39214*ii, .768715+.659116*ii, 0, .922435-.74606*ii, -.761827-.354326*ii, -8.92233e-46+2.84639e-46*ii, .078098-1.58328*ii, .805192-1.1045*ii
.890392-1.96978*ii, .463798-.762764*ii, -.426593+1.20702*ii, -6.67612e-32-1.01661e-32*ii, -2.50504+1.88375*ii, .298311-.730608*ii, 3.50689e-192-3.50689e-192*ii, -2.36766+.118774*ii, -1.3375+.710997*ii
.335269+2.68087*ii, -.028019+2.51808*ii, -.363288-.16279*ii, -1.33017e-30-2.5851e-32*ii, -.098408+1.22627*ii, -2.57315+.980341*ii, 4.73431e-191+3.33155e-191*ii, 5.22468+.255744*ii, 3.2122+2.19152*ii
.0713-2.34163*ii, 1.15112+.651845*ii, 1.07982+2.99347*ii, 3.62826e-32+4.76424e-31*ii, -1.83351+2.49209*ii, 3.2572-1.89528*ii, -1.72723e-77+5.1817e-77*ii, -1.99561+2.82331*ii, .554082-.895462*ii
.112999-1.33029*ii, .397921-.140163*ii, .284922+1.19013*ii, 3.65673e-32-1.21952e-31*ii, -.110427+.457743*ii, -.943625-.831068*ii, -2.43087e-63*ii, .34178-.846421*ii, .447285-.408425*ii
-1.78152-.006227*ii, -1.82936+.199472*ii, -.047837+.2057*ii, -2.4869e-32+1.16448e-31*ii, -.486781+.649204*ii, -.0808923+.489342*ii, 2.10414e-191-2.80552e-191*ii, -.563717-.898543*ii, .663749+1.09369*ii
