variable ordering: Eki, Ekf, Ugi, Ugf, G, M, m, ve, r

component_1:
equations:
Eki-.5*m*ve^2
Ekf
1.9902*G*M*m-1.0021*m*ve^2*r
points:
6.42622e-18+1.68163e-17*ii, 2.53175e-18-1.21751e-17*ii, -.258022+.278916*ii, .53023+.662049*ii, .154124+.256995*ii, -.28545+.32474*ii, -3.12199e-17-6.3649e-17*ii, .35778-.128851*ii, .0575374+.0160841*ii
6.91401e-106, 0, .058695-.866303*ii, .898694+.602178*ii, .607591-.406433*ii, -1.33337+.367717*ii, -1.09004e-105-2.8341e-105*ii, -2.84481-.895651*ii, .582583+1.01511*ii
-1.99434e-31+6.36745e-32*ii, 0, -.881443-2.51289*ii, -.951169-3.60526*ii, .289131+2.62879*ii, -1.27784-.3987*ii, 7.73899e-136-2.06373e-135*ii, -.749853+.263116*ii, -1.27919+.114086*ii
0, 0, 1.08503+1.00685*ii, .256323-.294632*ii, 1.69081-.288533*ii, .811037-2.36736*ii, -2.53794e-116-2.47449e-115*ii, -.252641-.141428*ii, 2.10095-.094253*ii
0, 0, -.34528-.197755*ii, -.130737+.20941*ii, 1.25177+1.40568*ii, .793213+1.27717*ii, -3.02266e-77+3.45447e-77*ii, .018626+.762507*ii, .407449+.0518251*ii
1.85486e-92+2.30114e-92*ii, 0, -.596756-3.43095*ii, -.412414-.583767*ii, .357275+1.04987*ii, -1.66987-.270998*ii, 1.53409e-92-2.87642e-92*ii, -1.92012-1.01159*ii, -.162497+.883357*ii
-1.53477e-101-3.19233e-101*ii, 0, -8.51761+4.09142*ii, -.698894+3.76736*ii, -2.23519+.381485*ii, -4.40084+4.13791*ii, -1.61849e-102+1.40397e-102*ii, 5.90833+8.03639*ii, 13.8598-1.46817*ii
7.59645e-63-1.2762e-62*ii, 0, 1.47267+.491221*ii, -.511794-.080112*ii, -.068601-.854115*ii, -1.29016+.607549*ii, -1.45852e-62+1.45852e-62*ii, -.7353-1.67313*ii, -.208722+1.39998*ii
-9.74092e-138+4.56816e-137*ii, 0, -.606184+6.9837*ii, -5.16523+1.90455*ii, 1.83773-2.06083*ii, 4.75291-.389176*ii, -1.88101e-137+2.68715e-138*ii, -2.00898-.361483*ii, .38227+1.0834*ii
-2.67888e-101+3.21465e-101*ii, 0, 1.28924+1.82204*ii, 3.34466+7.1164*ii, -5.70527+4.47149*ii, -1.5691-3.46151*ii, -4.74384e-103-1.19991e-102*ii, 7.3802-12.4413*ii, -2.3206-1.73376*ii
-3.02546e-123-6.42911e-123*ii, 0, -.009176-.829918*ii, 2.01766-3.88562*ii, -.199024+1.60418*ii, .280551+2.49458*ii, -1.45222e-121, -.290801-.0167341*ii, .985856-1.28802*ii
-3.54546e-125-2.6591e-125*ii, 0, -2.76669+2.65149*ii, -2.01411+1.03218*ii, 2.54433+.237265*ii, -.703318+3.09697*ii, -4.72729e-125-1.18182e-125*ii, -1.29114+.801008*ii, 1.31429+1.33222*ii
4.29944e-136+8.59888e-137*ii, 0, .082056+1.42551*ii, .819012-.418755*ii, .248174-1.60445*ii, -.167129-1.85309*ii, -1.22355e-136-3.43955e-136*ii, 1.31131-.118596*ii, -.112721+1.41143*ii
6.01922e-136-1.37582e-135*ii, 0, .879883+3.89291*ii, .171498-.674196*ii, -.954578-2.43377*ii, 3.38311-.071774*ii, 1.71978e-136-1.28983e-136*ii, -1.70166-2.46415*ii, -3.0824-1.83899*ii
5.62083e-33+3.3392e-35*ii, 0, .533147-.713037*ii, -.407843+1.37384*ii, .286924-1.19363*ii, .0091842+.0781385*ii, -1.94612e-32-1.53676e-31*ii, .177522+.202631*ii, .524385-.962318*ii
-4.95232e-72+1.98093e-72*ii, 0, 1.19726+2.65459*ii, -2.06837+1.7246*ii, .714591-.557105*ii, .375337-1.24732*ii, 5.6598e-73+5.09382e-72*ii, 1.62826+.944318*ii, -1.18201+2.58358*ii
4.55787e-64-6.07716e-64*ii, 0, -2.01573+.490473*ii, -.31053-.832814*ii, -1.42666+.25595*ii, -1.16494+.502657*ii, 6.26707e-64-3.03858e-64*ii, -.795158+.304635*ii, .969474-.197172*ii
2.12898e-108-1.06449e-108*ii, 0, .336409+.122061*ii, 1.56485+.821396*ii, 1.49342+.094394*ii, .505005+.494523*ii, 2.53612e-108+8.51592e-109*ii, -1.00767-.941569*ii, -1.05681+.439411*ii
7.45834e-155*ii, 0, 1.47733+2.10964*ii, 1.1828+.021394*ii, 1.70136+1.00262*ii, -1.1869-1.82715*ii, 1.2819e-155*ii, -1.61517+.588579*ii, -1.65207+.14465*ii
1.79856e-105+3.27011e-105*ii, 0, -.417411-1.9202*ii, 1.06659+1.38343*ii, 1.33577+1.16664*ii, -1.61954-2.42825*ii, -6.54023e-106+1.85306e-105*ii, 2.17256+.230238*ii, 1.85224-1.09425*ii
6.8171e-33-2.05653e-32*ii, 0, -.400615+.0956301*ii, -1.44941+.029913*ii, .515776-.256631*ii, -.301415+.0662153*ii, 2.10033e-32+4.45373e-32*ii, .348276-.871024*ii, -.045791-1.10286*ii
2.3804e-33-3.37676e-33*ii, 0, -.921938+1.06602*ii, 1.1591-1.79769*ii, -.0714314+.12145*ii, .83598-.87399*ii, -6.02535e-33-2.30079e-33*ii, .694652+.893637*ii, .0354922+.0706843*ii
-6.84228e-49-6.84228e-49*ii, 0, -.895121+.036487*ii, -2.00601-.853828*ii, .638875+.806763*ii, .137604+.548494*ii, -2.73691e-48+8.55285e-49*ii, .580971+.064863*ii, -.612942+1.50467*ii
0, 0, -6.58736+1.66608*ii, -5.58391+2.98022*ii, -1.41029-.675834*ii, -.270513-3.40965*ii, 9.8103e-106-6.97624e-105*ii, -6.2716+.728355*ii, -1.44045-5.7607*ii
-2.63555e-82, 0, -1.09378-.865235*ii, -1.82717-1.67874*ii, .447585+.138676*ii, -2.01131-.651588*ii, -1.96364e-90+9.81819e-90*ii, 1.4018-2.42246*ii, -.764125-.479293*ii
