variable ordering: Eki, Ekf, Ugi, Ugf, G, M, m, ve, r

component_1:
equations:
Eki-.5*m*ve^2
Ekf
2.02*G*M*m-.98*m*ve^2*r
points:
7.2626e-18+5.75101e-18*ii, 1.75484e-17+3.75292e-17*ii, .620738-.272299*ii, .052595-.671046*ii, .215139+.0059712*ii, .411243-.553561*ii, -3.50968e-17-7.50585e-17*ii, .432614-.0323369*ii, -.539091+.075522*ii
8.63617e-78-1.72723e-77*ii, 0, -.078908-.95391*ii, -.73529+1.26281*ii, -.302774+.154497*ii, -.310326-.0642704*ii, -7.27978e-78, .598874+2.15795*ii, -1.31606-1.29758*ii
-3.79823e-65-1.13947e-64*ii, 0, -.151815+.510984*ii, -1.21605-.330212*ii, -1.5524+.646894*ii, -.823332+.142577*ii, -1.89911e-65+1.51929e-64*ii, -.403256-.051323*ii, .78582+1.84388*ii
-1.0175e-166-4.87551e-166*ii, 0, -9.19772-7.93259*ii, 7.52381+.557024*ii, -4.22437+.338908*ii, 9.26048+1.10244*ii, -1.20828e-166, 2.83053+1.22905*ii, 1.32628+8.93586*ii
0, 0, -.548841-1.69699*ii, -.250534-.488279*ii, .222872-2.16329*ii, .402052+.340118*ii, -1.64585e-120-2.42037e-120*ii, .563479-.887939*ii, -.770382+.155177*ii
-4.04317e-174+9.09714e-174*ii, 0, .666442+.212389*ii, 1.58952+.698274*ii, -.280117+.793156*ii, .235081+1.6692*ii, 1.01079e-173-6.06476e-174*ii, -1.3228-.824215*ii, -1.55951-3.22325*ii
-6.25651e-148, 0, -.708145-.01561*ii, 1.15533-1.62161*ii, .017467+.969306*ii, .06957+.618311*ii, 3.12825e-148*ii, -1.34267-.339362*ii, .631113-.234891*ii
3.23454e-173+2.58763e-172*ii, 0, -1.27378-.362128*ii, -.892864-.328117*ii, -1.21974+1.19578*ii, -.200972+.513029*ii, 1.29382e-172-2.07011e-171*ii, -.0947613-.0999046*ii, 1.86268+.391403*ii
7.56366e-124-5.67274e-124*ii, 0, .298944+.435112*ii, -.071145-1.45808*ii, 2.35655-.433404*ii, .27241-1.78866*ii, 6.05092e-123-1.21018e-122*ii, .652083+.664125*ii, -.886538-1.05552*ii
-8.84344e-75-1.32652e-74*ii, 0, -.33224+.696552*ii, -.506548+1.32249*ii, -1.69192+.039961*ii, 3.08222-2.94957*ii, -2.76357e-75*ii, -3.6231+.694273*ii, 1.29272-2.44855*ii
-9.27407e-169+1.19238e-168*ii, 0, .352718+1.01573*ii, -1.45187-.896773*ii, .132935-1.12386*ii, -.479843+.707657*ii, -7.41926e-168+3.17968e-168*ii, -.211974-.429006*ii, .054644+3.03768*ii
1.26897e-116+7.93107e-117*ii, 0, -1.9388-1.20118*ii, 1.61671+.475269*ii, -2.0796+2.18924*ii, -2.07445+1.14686*ii, -1.98277e-117-4.75864e-117*ii, 1.69805+1.38429*ii, -1.16169+.702746*ii
-1.00583e-98+4.57195e-99*ii, 0, -2.38202+1.22044*ii, -1.32205-4.20598*ii, 7.86001-.443997*ii, 5.02885-1.68867*ii, -2.56029e-98-2.37741e-98*ii, -.147868+.817351*ii, 3.31162+4.14857*ii
-1.23849e-33-2.06298e-33*ii, 0, .690147+.513441*ii, -.146054-.316455*ii, -.38446-1.06238*ii, .230472+.265008*ii, -2.54829e-32-1.39506e-32*ii, .392833+.106449*ii, -.709122+.424533*ii
0, 0, -.66293+2.02703*ii, .133983+.10082*ii, -1.82603-.160121*ii, .021879+1.6819*ii, 0, 1.15908-1.50967*ii, -.138949+.1508*ii
0, 0, -1.0491+.627921*ii, -.881256+2.75358*ii, .409708-.756344*ii, -2.45706+.756321*ii, 0, 1.50157-2.10277*ii, .654936-.379749*ii
3.1325e-153+6.56334e-153*ii, 0, 2.26938+.644514*ii, 1.59858-1.45687*ii, -.171702-1.24429*ii, .910279-.277064*ii, 8.95001e-153-7.16001e-153*ii, 1.4839+.873223*ii, .24998+1.901*ii
-7.86862e-48+1.02634e-48*ii, 0, 1.96968-.998813*ii, -.997059-.537349*ii, .748175-.433458*ii, -.112652+.526201*ii, 1.23161e-47-2.3948e-47*ii, -.055248+.910709*ii, -.781628+.515783*ii
9.68148e-122+7.26111e-122*ii, 0, -.321292+.669449*ii, -2.00264-.142168*ii, .451583-1.10113*ii, 1.43641-.049535*ii, -1.17993e-121+4.23565e-122*ii, 1.31403-2.13775*ii, 1.02285+.982563*ii
0, 0, -1.12503+.259886*ii, -.109512+.329725*ii, -1.59056+.4375*ii, -.687925+.477322*ii, -1.26897e-116+1.42759e-116*ii, 1.91211+.777954*ii, -.062326-1.53397*ii
1.50338e-73-1.98977e-73*ii, 0, .326528+1.90835*ii, -.866429+.595521*ii, .515559-.238756*ii, .65554-1.17735*ii, -1.76869e-73-1.50338e-73*ii, 2.1861+.73922*ii, -1.34804-.262072*ii
-3.32653e-111+2.32857e-110*ii, 0, 1.14236-.448278*ii, .653901+.155003*ii, -.528581+.052945*ii, -.64752+1.49372*ii, -3.65918e-110+3.99184e-110*ii, .656231+.621198*ii, 1.25388+1.1154*ii
8.17891e-118-9.9138e-119*ii, 0, -1.7294+1.01407*ii, -.260575-.36175*ii, .69712-.216975*ii, 1.62272+.552471*ii, 2.37932e-117+3.17243e-117*ii, -.253381-.192415*ii, .986643-.864248*ii
4.86173e-63*ii, 0, .499145+1.15043*ii, -.117608-1.16317*ii, -1.1236-1.75237*ii, -.490228-.280883*ii, 1.21543e-62+4.86173e-63*ii, -1.10627-1.10774*ii, .072222-1.40039*ii
-1.24659e-31+3.51117e-32*ii, 0, -.224558+.700827*ii, -1.10976-.077978*ii, -.021401-.591362*ii, .057359-.366057*ii, -1.93928e-32+2.34577e-32*ii, -2.7846-.869665*ii, .201356+.109797*ii
3.78183e-123-9.07639e-123*ii, 0, 1.87503+1.40811*ii, -2.74527+2.98049*ii, 2.3418+7.46479*ii, -5.65762-.122821*ii, 1.89091e-124-2.2691e-123*ii, 4.25908+.07603*ii, 7.12805-6.86964*ii
