variable ordering: Eki, Ekf, Ugi, Ugf, G, M, m, ve, r

component_1:
equations:
Eki-.5*m*ve^2
Ugi*r+G*M*m
Eki-Ekf+Ugi-Ugf
1.9902*G*M*m-1.0021*m*ve^2*r
points:
1.37076e-65+1.69909e-65*ii, -.362768-.493601*ii, 5.95657e-65+2.62362e-66*ii, .362768+.493601*ii, -1.15444-.166162*ii, .185358-.0557191*ii, 3.38388e-17-1.94153e-17*ii, .188426-.389719*ii, -.393064-.103964*ii
6.09929e-77-2.20222e-76*ii, 1.10599-2.37615*ii, -1.46815e-76+5.87259e-76*ii, -1.10599+2.37615*ii, -.77901-7.06651*ii, .182511-6.85486*ii, 6.04532e-77+5.61351e-77*ii, -3.21371+.332556*ii, .331309-3.11452*ii
6.01354e-73, .801647+.204222*ii, 3.62227e-71-1.81114e-71*ii, -.801647-.204222*ii, .381344-.577125*ii, .693641-.32863*ii, 5.6598e-73+5.6598e-73*ii, 1.55631-.488366*ii, -1.6534+.711871*ii
-3.92727e-89+5.10546e-89*ii, -.591017+.193866*ii, -3.23856e-77, .591017-.193866*ii, 1.45964+.295672*ii, .613504-2.34676*ii, 1.32546e-89+3.14182e-89*ii, 1.12501+.835488*ii, -1.69956-1.49592*ii
3.26605e-201, .635091-1.27691*ii, -6.65306e-111*ii, -.635091+1.27691*ii, .302121-.473202*ii, .044238+1.64284*ii, -1.06147e-200-8.16513e-201*ii, 1.04607-.242314*ii, .455143-1.79636*ii
-2.99627e-95-1.49814e-95*ii, .315929+.0719633*ii, 1.19851e-94+4.49441e-94*ii, -.315929-.0719633*ii, -.33395-1.61539*ii, -1.11874+.509277*ii, -1.19851e-93+1.07866e-93*ii, -.290232+.121139*ii, .190265-2.37177*ii
-4.74778e-66+4.74778e-65*ii, -.333993+.514923*ii, 5.40824e-32+2.13128e-32*ii, .333993-.514923*ii, .773992-.346376*ii, 1.42789-.380487*ii, 2.84867e-65-7.59645e-65*ii, .645884-.212273*ii, .0671802-.190449*ii
0, 1.45152+.270517*ii, -3.53737e-74*ii, -1.45152-.270517*ii, 1.18095-2.17202*ii, -1.14804+1.07259*ii, -3.456e-88, .0015161-.108856*ii, 2.30257+1.59129*ii
2.17877e-33-2.54861e-32*ii, .45876-.467702*ii, -7.83726e-32+5.15334e-32*ii, -.45876+.467702*ii, .726686-.15455*ii, .204204+.431154*ii, 1.47212e-32+2.99743e-32*ii, .331216-1.19258*ii, -.288729-.544102*ii
-3.12421e-70-3.91658e-70*ii, -11.9094+5.90685*ii, -3.42418e-71+2.46201e-71*ii, 11.9094-5.90685*ii, 45.5235-21.1449*ii, -2.45656-23.6272*ii, -1.76869e-72+4.36866e-72*ii, -13.0472-21.5526*ii, 59.9183+27.4486*ii
-2.12701e-63+9.11575e-64*ii, .319156-1.2731*ii, 1.36496e-50-3.42114e-49*ii, -.319156+1.2731*ii, -.559786-.45815*ii, .621768+.951167*ii, 1.82315e-63+4.86173e-63*ii, -.818874-.805809*ii, -.224238+.750736*ii
-3.21066e-196-2.14044e-196*ii, -1.0642+.71115*ii, -2.12898e-109-4.25796e-109*ii, 1.0642-.71115*ii, .567289+.325364*ii, .004591-1.62082*ii, -6.95643e-196+1.60533e-196*ii, -1.63929-1.73449*ii, .30014-1.44048*ii
0, -.092125-.541495*ii, -2.21086e-75, .092125+.541495*ii, 1.57881-1.55823*ii, -1.78653+.411108*ii, -3.81867e-152, -2.06195+1.58291*ii, .024711-1.97743*ii
0, -.777526+.077892*ii, 3.40637e-108-3.40637e-108*ii, .777526-.077892*ii, .056502+.657312*ii, -3.43959+1.42178*ii, 0, -.434922-2.40893*ii, 3.09012+2.34939*ii
-2.9431e-71-5.43341e-71*ii, -.534823+1.25506*ii, -4.98062e-71-3.62227e-71*ii, .534823-1.25506*ii, -2.41903+1.74245*ii, 1.60439-3.25108*ii, -8.24103e-72-2.26392e-72*ii, 4.66724-1.51027*ii, 1.07883+.500342*ii
9.02998e-197+4.68221e-197*ii, -.971846+.659983*ii, -6.65306e-111+1.78801e-110*ii, .971846-.659983*ii, -.714997-.505935*ii, -.220725-1.53087*ii, 2.00666e-197-6.68887e-198*ii, -4.31177-2.01388*ii, .249036+6.14553*ii
2.11752e-202-1.4289e-201*ii, -.789543+.536145*ii, 5.69292e-94-5.99255e-95*ii, .789543-.536145*ii, -3.90212-.399585*ii, -1.35319-1.88175*ii, -7.14449e-202+3.06192e-202*ii, .015387-3.30106*ii, .815152+1.19921*ii
1.07022e-196+1.92639e-195*ii, -.0037734-.183566*ii, -6.74701e-80-5.06026e-80*ii, .0037734+.183566*ii, .298816-1.38486*ii, 2.2824+.866019*ii, 9.63197e-196-4.01332e-196*ii, -1.72664-1.5746*ii, -3.43087-.072716*ii
-1.71235e-194-2.05482e-194*ii, .270936-.924317*ii, -9.07639e-123*ii, -.270936+.924317*ii, 1.23875-.853863*ii, 3.48855-3.12289*ii, 2.05482e-194+1.36988e-194*ii, -.179848-2.29189*ii, 1.86539-1.74564*ii
-8.21929e-194-9.58917e-194*ii, -.29579+2.02952*ii, 1.10543e-75+2.19e-75*ii, .29579-2.02952*ii, -3.50894-3.07411*ii, 2.32131+2.72163*ii, -1.36988e-194-1.36988e-194*ii, -2.36104+3.58048*ii, -2.74954-.530927*ii
-8.29072e-75-3.59265e-75*ii, 1.00958+3.30573*ii, 1.98977e-74+1.10543e-74*ii, -1.00958-3.30573*ii, -1.33582+.261163*ii, -.895009+.790875*ii, 1.43706e-74-1.38179e-75*ii, -.348042-1.71762*ii, .704657+.386459*ii
-4.01332e-197-2.67555e-196*ii, 1.23948-.276373*ii, -2.55478e-108+3.40637e-108*ii, -1.23948+.276373*ii, .237881+.549041*ii, -.126607-1.66591*ii, -6.95643e-196-6.42132e-196*ii, -.370761-1.52024*ii, 1.17226+.416929*ii
6.54284e-198, 1.23235+1.11096*ii, -7.77877e-62+5.44514e-61*ii, -1.23235-1.11096*ii, .615929-.880245*ii, -3.0057-.122306*ii, -6.6889e-198-6.52165e-197*ii, -.117076-.262369*ii, .70047-2.26521*ii
