variable ordering: Eki, Ekf, Ugi, Ugf, G, M, m, ve, r

component_1:
equations:
Ugi*r+G*M*m
Ugf
1.9902*G*M*m-1.0021*m*ve^2*r
points:
2.15955-.344813*ii, -1.18762-.227282*ii, -.978921-1.00146*ii, 2.96212e-17+6.51395e-17*ii, -.381794+2.61937*ii, 6.963e-17+2.82774e-16*ii, .098873+1.39101*ii, -.206323-.460143*ii, -8.9133e-18-1.9247e-16*ii
.284388+.383169*ii, .425114-2.35252*ii, 2.91189-.567277*ii, -6.30545e-32+1.847e-31*ii, 4.64187-2.85598*ii, -2.24441e-190-7.85544e-190*ii, .065371-1.02056*ii, -3.39675-.091737*ii, 1.12221e-190-5.61103e-191*ii
-.432307-.205027*ii, 1.33616-1.0772*ii, .0970305+.258016*ii, 0, -1.56012-.38724*ii, 8.56176e-195+1.28426e-194*ii, .684752-.263698*ii, .403774+.959746*ii, 1.36988e-194+3.76717e-194*ii
7.06076-8.99848*ii, 1.59431-12.3655*ii, 1.29836+3.15333*ii, 3.7283e-30-2.34699e-30*ii, -7.09184+18.5081*ii, 1.44775e-85-2.65421e-85*ii, -10.4728+7.51752*ii, -3.25888-.976442*ii, -2.95985e-84+2.57378e-85*ii
3.99307-.789105*ii, 4.24179-.153835*ii, 1.89169-.338383*ii, -1.0724e-31+1.01979e-31*ii, -1.39721+1.84042*ii, 2.6756e-197-8.82931e-196*ii, -3.96259+2.24745*ii, -.9577-3.28702*ii, -2.84171e-196+2.35448e-195*ii
.831383-1.41344*ii, -.556791-.847493*ii, 1.47084+.015337*ii, 0, .118955-1.8821*ii, -5.02691e-88-1.75942e-87*ii, .729412-.573878*ii, -.377481+.828665*ii, 1.12801e-87*ii
-.671944+.237074*ii, -.487357+.924684*ii, .077397+.193958*ii, 0, 1.55691+.376409*ii, 6.68887e-197+5.3511e-197*ii, -.121078+1.53009*ii, .423931-.238899*ii, 1.71235e-195*ii
1.77784+.066232*ii, 1.37675-.866107*ii, -1.89364-2.49846*ii, 0, -1.57277-1.09842*ii, -1.41098e-192+2.19181e-193*ii, .576812-.563134*ii, -1.53676-2.74711*ii, 6.8494e-194-5.04287e-193*ii
-.435764-.314207*ii, -2.09545+1.0163*ii, -.003899+.908464*ii, 0, -.101735-.257885*ii, 2.3288e-193-1.35276e-193*ii, -.009541-.995451*ii, -.441448-.290014*ii, -2.14044e-195-8.56176e-196*ii
-2.47363+.714771*ii, -1.21103+1.65709*ii, -1.85155-3.02888*ii, 0, 1.05423+.569408*ii, 6.73655e-103+8.92959e-103*ii, 1.61719+.849668*ii, 1.62304-1.5288*ii, 1.70462e-103+1.1162e-103*ii
4.61426-2.47215*ii, 1.25703+7.47065*ii, 5.72067-1.23372*ii, 0, 6.35494+8.67667*ii, 1.29278e-187-3.30378e-187*ii, 6.32382+1.45253*ii, -.87634-6.48754*ii, -1.6088e-186-1.32151e-186*ii
1.91498+3.02984*ii, -.703827-.282479*ii, -1.3474+1.74244*ii, 0, .193291+.0232289*ii, -1.74209e-31-8.70157e-32*ii, 1.17493+.175527*ii, -.150816-1.72858*ii, 1.21989e-32+3.14567e-33*ii
.430992+.264632*ii, -2.30273-1.26619*ii, -1.40578+1.25309*ii, 0, -.148545+.33271*ii, -3.33064e-31-1.08458e-31*ii, -.212674-.496429*ii, -.78664+.051657*ii, 2.49724e-32+5.74234e-33*ii
-2.14743+5.37968*ii, 1.68884+.035135*ii, .460421+1.24816*ii, 1.01898e-32-1.29636e-31*ii, 2.96348+.786921*ii, -1.38179e-76-6.90893e-76*ii, -2.1812+3.11062*ii, -.803035+2.46764*ii, -8.84344e-75-3.31629e-75*ii
-.104521-.956982*ii, .549719-.564403*ii, -2.75929+2.83378*ii, -4.73312e-32+3.76943e-32*ii, 3.03057-1.55516*ii, -5.38659e-189+2.33419e-188*ii, 3.79072-1.56564*ii, 1.16875+4.82358*ii, -1.43642e-188+4.66838e-188*ii
.489554-.133293*ii, -1.11605-.706698*ii, -2.23473+.829297*ii, 0, .159893-.80992*ii, 1.03634e-75+8.29072e-76*ii, -.912878+.67574*ii, 1.41945-1.88577*ii, -4.92531e-77+4.31808e-78*ii
-1.50831+.407423*ii, -1.08714+.010232*ii, .101303+.394343*ii, 0, 2.09446+1.17557*ii, 1.94469e-61+1.4099e-61*ii, .0750786+.403505*ii, -.282434-4.86108*ii, -1.16682e-61-3.40321e-62*ii
-.047455+.853632*ii, 1.95868+.496693*ii, -.73742+.012609*ii, 0, -.114959+.438812*ii, -2.40799e-196-3.34444e-197*ii, -1.19086-.29448*ii, -1.19971+.22847*ii, 1.33777e-197*ii
-1.08203-2.0702*ii, -7.37434-6.10735*ii, 8.91379-3.47748*ii, 0, 9.37074-3.62788*ii, 8.41655e-191-1.96386e-190*ii, 3.73208-1.84542*ii, -.200296-.333613*ii, 4.20827e-191+5.61103e-191*ii
-4.48486-.274101*ii, -1.15654+2.94891*ii, 3.13062+.445752*ii, 0, -.0349974-.491266*ii, -4.11805e-84-1.13246e-83*ii, 1.74633-.570081*ii, -.766721+.768816*ii, 2.8955e-84+3.86067e-85*ii
2.08697+10.4131*ii, -8.7452-5.02297*ii, 2.52867-2.54466*ii, -1.012e-30-4.68099e-30*ii, 16.1537+6.55029*ii, -1.69447e-182+1.17084e-182*ii, 2.04979+3.66852*ii, -12.0403+12.1979*ii, -1.11082e-181+5.83652e-182*ii
-.730032-.116938*ii, -.177924-1.33266*ii, -1.10529+1.71472*ii, 4.13873e-32-9.2969e-32*ii, 2.37207-1.46353*ii, 3.07421e-195+3.4247e-195*ii, .216119-.311572*ii, .596461+.501657*ii, 1.71235e-195*ii
-2.10084+2.60436*ii, 2.05885+3.24381*ii, -5.15079+1.86563*ii, 0, 3.29123+3.29956*ii, -6.6889e-198+1.02632e-196*ii, 1.97064-3.18971*ii, -1.30691+1.06107*ii, -6.68887e-197+2.72572e-196*ii
