variable ordering: Eki, Ekf, Ugi, Ugf, G, M, m, ve, r

component_1:
equations:
Eki-.5*m*ve^2
Ugi*r+G*M*m
2.02*G*M*m-.98*m*ve^2*r
points:
-2.54476e-17-2.61347e-17*ii, -.0270901+.145065*ii, .746154-.354951*ii, .85956+.812273*ii, -.12322-.0527398*ii, .0633083-.0728556*ii, -1.5406e-16-5.36435e-17*ii, -.06558+.523737*ii, -5.15823e-17-6.8704e-19*ii
0, .196364+2.95285*ii, 6.21864-2.09406*ii, -.442834+5.12597*ii, 3.40375+.046375*ii, -.6585+.944315*ii, 9.79331e-108+8.5159e-109*ii, -1.91785-2.4355*ii, -1.61802e-107*ii
3.73381e-60+7.77877e-60*ii, -.887226+.690575*ii, 1.97371+1.25524*ii, -1.01183-.563155*ii, 2.43844-4.26379*ii, 3.72594-1.99766*ii, -1.99136e-59-1.12014e-59*ii, -2.0252+1.25951*ii, -7.77877e-60-2.48921e-60*ii
-2.1934e-32-1.59105e-32*ii, -1.35641+.157997*ii, -1.33624-.96918*ii, 1.77062+1.3169*ii, -.191849-.0522515*ii, -.296834-.0077857*ii, -9.34559e-33+9.46622e-33*ii, 1.53111+1.3152*ii, 9.75734e-34+6.064e-34*ii
1.34641e-102+2.21844e-102*ii, 127.224+106.834*ii, 117.429+37.1698*ii, -2.85617-45.3066*ii, 83.426+164.171*ii, -162.99+126.996*ii, 3.04257e-104-1.62416e-104*ii, -157.885-38.8174*ii, 4.25115e-104+7.04164e-104*ii
-8.39735e-139, -1.39413+.398111*ii, 2.16592+.493711*ii, 1.0889-2.21711*ii, -1.07863+1.15336*ii, -2.63272+.338102*ii, -1.76344e-138+6.71788e-139*ii, -.857038-.677245*ii, 1.00768e-138-3.35894e-139*ii
1.90705e-31+2.4035e-31*ii, -3.79153-.416428*ii, -.199457+2.22606*ii, .868721+.642419*ii, -.471969-.470607*ii, 1.39673+1.04831*ii, 1.61393e-32-9.59049e-33*ii, 4.30527+3.7617*ii, 4.90859e-33+3.67967e-32*ii
-1.14699e-78-2.6988e-79*ii, -.457293-.558335*ii, -.0956867+.117137*ii, -.24208+1.1947*ii, -.271043+.815964*ii, 1.2596+.82519*ii, 6.47713e-78-5.39761e-78*ii, .0235965-.237392*ii, -7.87619e-75-2.76357e-75*ii
-1.5235e-76-1.38179e-76*ii, -.287327-.111134*ii, -.732508-.696483*ii, .519048+.587971*ii, .092243-.918241*ii, .805882-1.27724*ii, -3.45447e-77+3.45447e-77*ii, -.626659-1.21599*ii, 1.65814e-75-1.65814e-75*ii
1.10543e-75-3.31629e-75*ii, -.54201-.74329*ii, -.29897+3.85115*ii, -1.46487+1.46706*ii, 1.08172+.645101*ii, 2.40606-.516017*ii, -6.63258e-75+1.38179e-75*ii, .273149+1.46932*ii, 9.67251e-76+2.76357e-75*ii
0, .005462+.600532*ii, -.635756+.134282*ii, -.260432+1.79327*ii, .701268-1.47965*ii, .595066-.993215*ii, 8.75911e-147+2.5026e-147*ii, -1.45419-.070253*ii, 1.07486e-136-6.44916e-137*ii
-1.83743e-32-7.02768e-32*ii, .61067-.213912*ii, -1.51704-2.0685*ii, .199444-1.75*ii, .325019+1.93258*ii, -.853559-.456504*ii, 1.34085e-32+1.25408e-32*ii, .781575-2.70227*ii, 5.88044e-33-1.02889e-32*ii
0, .62664+1.4348*ii, -1.31935+.81246*ii, 1.04887-1.87561*ii, -.464805-.869928*ii, -.364193-.324438*ii, 2.13916e-61-1.16682e-61*ii, .594304-.092501*ii, -2.43087e-63*ii
-3.74223e-65, -.570281+.289834*ii, .80067-1.12447*ii, .343987+.540416*ii, .23764+.699155*ii, -.538931+1.133*ii, 1.51929e-64, -.460713-.225287*ii, 5.69734e-65+3.79823e-65*ii
-6.90893e-77+2.76357e-76*ii, .80006+.097643*ii, 2.14139-.56829*ii, 1.33567+2.02487*ii, -.856136+.750802*ii, .256965+1.09881*ii, 2.76357e-76-3.10902e-76*ii, -1.35332+.95987*ii, -1.72723e-77+6.90893e-77*ii
9.81819e-91-3.92727e-90*ii, -1.78255+3.20527*ii, -.975034-3.30831*ii, .968898+5.08278*ii, .43407-3.00502*ii, -3.06138-1.57588*ii, 1.31986e-91+1.22727e-90*ii, 2.6921-1.09352*ii, -6.87273e-90-1.37455e-89*ii
-7.74518e-120+3.09807e-120*ii, -.932326+.536587*ii, .160963+1.51814*ii, .602111-.348206*ii, .827154+1.21232*ii, 2.1766+.942989*ii, 7.74518e-121, -1.4463+1.14588*ii, -3.09807e-120+3.2917e-120*ii
3.68182e-90+9.81819e-91*ii, -2.42963+.56186*ii, -.249011+1.53811*ii, -.534791+2.96886*ii, -2.09141+.890007*ii, -.948625+.093293*ii, 1.78126e-90-1.96364e-90*ii, .855508-.762613*ii, 4.0482e-79+1.3494e-79*ii
3.35583e-93+1.91761e-93*ii, .226667+1.90798*ii, .226536+.247228*ii, 1.29038-1.23483*ii, -.21194-1.14267*ii, 1.0882-3.15731*ii, -1.43821e-93+2.87642e-93*ii, .902979-.21734*ii, -5.52273e-91-2.45455e-91*ii
4.25796e-109-4.65714e-110*ii, .0087213-.480094*ii, .0011592-.404805*ii, -1.24009-2.00119*ii, -.602551-2.02826*ii, .896455+.554292*ii, -8.51592e-109+5.3225e-110*ii, -.203626-.799251*ii, -1.96207e-105-3.06573e-106*ii
-1.21543e-63+6.07716e-63*ii, .392109-2.10458*ii, .523692-1.70395*ii, 2.47589-1.14531*ii, 1.286-1.58546*ii, .54424-.294928*ii, 6.38102e-63+4.86173e-63*ii, -.819925-.15629*ii, -1.60109e-64-4.55787e-64*ii
-7.2926e-63+4.55787e-64*ii, .993958+.736321*ii, -.334542+.547515*ii, -.490666+.0289325*ii, -.702505-.41953*ii, .245851+1.86446*ii, 1.0635e-62-9.72346e-63*ii, -.89433-.71765*ii, -6.0772e-64+2.06624e-62*ii
