variable ordering: Fc, Fg, w, m1, m2, d1, d2, p

component_1:
equations:
Fg*d1^2+2*Fg*d1*d2+Fg*d2^2-m1*m2
-w^2*m2*d2+Fc
-1.02*m2*d1^2*d2-2.03*m2*d1*d2^2-1.01*m2*d2^3+1.01*m1*m2*p^2
points:
1.61716e-29+4.33873e-30*ii, -2.09048e-29-6.90253e-30*ii, 1.63061-.468863*ii, -1.14228+.867248*ii, -1.87354e-30*ii, -.651545+.197098*ii, 1.31048+.589669*ii, .177967-.810606*ii
3.21722e-86-2.41292e-86*ii, -3.01615e-87-4.02153e-87*ii, 1.74855-.54557*ii, -1.66065+1.30262*ii, -2.01076e-87+1.65888e-86*ii, 1.98265+.209187*ii, 1.73682+.918225*ii, .701751-2.116*ii
6.21032e-171-1.24206e-170*ii, 1.61727e-172+4.85181e-173*ii, -1.64643-.238658*ii, 3.3776+.197117*ii, 1.14826e-171-9.70362e-172*ii, 3.85619-4.19563*ii, 3.22372+.227803*ii, -.933117-.155208*ii
-1.10543e-75+1.87923e-74*ii, 4.6428e-74+4.20063e-74*ii, -.370464-.0352026*ii, 1.07431-.039204*ii, 2.43195e-74-3.42683e-74*ii, .362224-.472602*ii, -1.02637+1.24272*ii, -.724147-.31075*ii
1.18626e-60+9.7235e-62*ii, 8.75112e-62+4.86173e-62*ii, -.892029-.116267*ii, -.202749+.709573*ii, 1.55575e-61+2.33363e-61*ii, -.206482-.361557*ii, .483004-1.81684*ii, -3.6447+1.07288*ii
7.07556e-174-1.31403e-173*ii, -5.52778e-176+4.7381e-176*ii, 1.57242+.438459*ii, 1.489-.974012*ii, 1.31087e-174-6.31746e-175*ii, -.145153-3.26397*ii, -1.75758-1.90976*ii, 1.15284+.888102*ii
-5.43582e-82+2.36788e-82*ii, -1.31777e-82-1.97666e-82*ii, 1.54186+1.94588*ii, -.419614+.659887*ii, 7.41248e-83+4.32395e-83*ii, 1.43458+.759977*ii, 1.49117+1.92401*ii, 3.44443+1.16512*ii
-2.20131e-133-7.15427e-133*ii, -1.08917e-121-7.26111e-122*ii, -1.38088-1.15682*ii, -.307403+.935351*ii, 8.80525e-134+1.21072e-133*ii, -1.70445+1.34605*ii, -.833869-.185876*ii, 1.35533+1.73118*ii
2.15904e-77-3.88628e-77*ii, -2.07268e-76+1.01239e-76*ii, .251559-.712145*ii, -1.91067+.233809*ii, -5.1817e-77+2.33177e-76*ii, -2.04794+2.10557*ii, .386476-.113942*ii, 2.00392-1.00184*ii
6.07716e-64+6.07716e-64*ii, -7.2926e-63*ii, -.0054611+.340542*ii, -.186467+1.16139*ii, -2.27894e-63+6.07716e-64*ii, .293668+.46846*ii, 1.02592-.66081*ii, .451254-.143269*ii
-3.3214e-31-5.73725e-31*ii, 2.55806e-33+3.93703e-34*ii, -1.81996+3.64163*ii, -1.68472+1.7298*ii, -7.65882e-33+1.22215e-32*ii, 3.22276-.540513*ii, -1.18299-2.5083*ii, -3.78813+.105217*ii
-3.20925e-93, 3.6463e-63-6.68488e-63*ii, -.083229-.900489*ii, -.992695+.40243*ii, 3.25994e-92+1.91761e-92*ii, -.012774-.668661*ii, -.647411-.232651*ii, .92093-.933016*ii
4.95296e-134-6.32878e-134*ii, 1.16945e-134+8.25493e-135*ii, -.10903-.394842*ii, .61826-.651886*ii, 1.65099e-134-4.09824e-134*ii, .516094-.933255*ii, .158713-2.02581*ii, -.870183+.648806*ii
1.94314e-76-5.1817e-77*ii, -9.44581e-78-1.30892e-77*ii, 1.42173-1.14154*ii, -.166382-.382312*ii, -1.10111e-76, .697747-.608629*ii, -.547496-1.7157*ii, 1.0932-.657445*ii
-2.59085e-77+2.05109e-77*ii, 3.28174e-76-6.90893e-77*ii, 1.06707-.949964*ii, 1.03207+1.68649*ii, -6.20725e-77+3.02266e-77*ii, -1.58686+1.44879*ii, -.381381+.750016*ii, -.977622+1.76391*ii
0, -7.60069e-176+7.8968e-177*ii, .395102+.645525*ii, 2.21151+1.54264*ii, 3.4746e-175+2.21111e-175*ii, .923243-1.36256*ii, 1.76145-.987618*ii, -.101605-.408172*ii
-2.7249e-150, -1.90934e-151-6.68267e-152*ii, -1.11245+.434664*ii, -1.19525+.207989*ii, 2.13846e-150-3.05494e-150*ii, -1.38217+2.55944*ii, -1.35176+.861875*ii, -.257328+.0518441*ii
1.20646e-86-1.40754e-86*ii, -5.292e-74-3.53737e-74*ii, .090782+.689161*ii, -.839974-.085223*ii, 2.01076e-86-7.03768e-87*ii, -.576502+.609615*ii, -1.57742-2.18479*ii, .670031+1.35984*ii
-4.61729e-32-1.22958e-31*ii, 1.09332e-32-9.5071e-33*ii, -.27776-1.29986*ii, .16285+.0773066*ii, 9.99269e-32-5.49468e-32*ii, 1.4764-.166876*ii, -.348782+.550727*ii, .231951-.61788*ii
-1.84091e-91-7.67046e-92*ii, -3.35583e-93-5.39329e-93*ii, -1.19205-1.46885*ii, -.116703-.709459*ii, 3.83523e-92+5.36932e-92*ii, 1.75458+1.11785*ii, .381425+.648223*ii, -2.23409+2.92295*ii
8.77814e-98-8.77814e-98*ii, -5.1476e-85-1.02951e-83*ii, -1.00137+1.30206*ii, -3.65322+1.15226*ii, 5.48634e-99-2.46885e-98*ii, -.247579-5.74477*ii, 5.89815-1.17458*ii, 3.5366+2.14114*ii
-1.09964e-87+1.50807e-87*ii, 1.09964e-88+3.14182e-89*ii, 1.00127+.226588*ii, -1.06404-.406385*ii, -4.39855e-88-1.88509e-88*ii, .063167-2.27757*ii, .289746-2.89923*ii, .27353-.818263*ii
4.29944e-136+6.44916e-136*ii, 2.14972e-136+3.8695e-136*ii, .375351-.852519*ii, -.428892+.0033742*ii, -1.03187e-135*ii, 1.30156+.678952*ii, .223303-.527129*ii, .382366-.159684*ii
-1.15287e-31+4.46586e-31*ii, 8.66024e-34+2.82359e-33*ii, 4.14004-.41566*ii, .040303-1.08763*ii, 2.79401e-33-9.10595e-33*ii, 1.91622-1.2391*ii, -2.76341-.431935*ii, .726244-.102232*ii
