variable ordering: c0, c2, dp, r, Rad, u, L, mu, delP
-.083457-5.66236*ii, -7.68834-8.43414*ii, -8.09834-6.00331*ii, -.339992+1.10949*ii, -1.9928-8.68062*ii, 2.12884+9.54511*ii, 7.06735+6.09642*ii, .216698-.0425103*ii, .685733-.714435*ii
-.187458-.326855*ii, -1.37091+.075149*ii, -4.3326-1.35747*ii, -.456766+.98066*ii, .868608+.044065*ii, .912243+.844704*ii, -1.5683+.58077*ii, .774198+.289987*ii, -3.62704-.642746*ii
-.795973+2.20805*ii, -.280355-.742849*ii, -.488037+.854314*ii, -.922999-.77523*ii, -.197923+2.07714*ii, .196745+1.62043*ii, -4.313+1.13229*ii, -.197408-.238748*ii, .065687-1.71916*ii
.495368-2.30718*ii, 1.75188+2.2041*ii, -1.32862-2.55318*ii, 1.13337+.746052*ii, .521593-.592181*ii, -1.95675+2.25984*ii, 2.59297+.807682*ii, -.250881-.0487074*ii, .087356+3.25318*ii
2.69434-17.7316*ii, -1.26007-4.28384*ii, 7.19601-2.17588*ii, .575525-2.52482*ii, -.565139-3.52068*ii, -2.14012+11.8198*ii, 4.08768+3.06398*ii, .0031799+.420886*ii, -1.11447+10.8657*ii
-.464973-.901525*ii, -1.61678+.241077*ii, -1.02466-.449285*ii, -.625692+.56702*ii, .734236-.381232*ii, -.407054+.262548*ii, .094513-.966432*ii, .144861+.0910723*ii, .309544+.808908*ii
.751702-.46335*ii, .0469062+.0423639*ii, -.891268+.198163*ii, 6.77517-3.97056*ii, -.319413+.398056*ii, 4.44462-1.71027*ii, 1.12238+.73127*ii, -2.09086+2.94455*ii, 1.36398+.443218*ii
-5.05005+4.01937*ii, 1.99419+1.89028*ii, -3.06019-4.92967*ii, 1.95629-.681887*ii, 7.28135-4.16225*ii, 6.69776+5.05431*ii, -3.17065+10.8742*ii, -.510635-.133977*ii, 2.27682+1.83388*ii
.998566+3.3737*ii, 1.45961+1.83212*ii, -.992163-3.32943*ii, -.087440+1.69011*ii, -.504684+1.40459*ii, -2.61811-2.27712*ii, -.353067+1.1795*ii, -.3439-.138593*ii, -3.1632-2.10547*ii
-1.19043+.572198*ii, -1.20008+1.84929*ii, .952799-1.08379*ii, -.256543+.863725*ii, -.144492+.824284*ii, .445413-.153868*ii, .343038+1.91473*ii, -.161915-.0237328*ii, -2.67262+.626319*ii
-.788358+.100708*ii, -.0508403-.0210537*ii, .321623-.196935*ii, .301772-4.18435*ii, 1.76625+1.6816*ii, .043996+.59581*ii, .37919-1.65383*ii, -1.0077+1.3857*ii, -.112147+.32*ii
-.0415994-.247779*ii, -.152714+.206309*ii, -1.44674+.155703*ii, .966709-.571458*ii, 1.31028+.974648*ii, .0935+.0463776*ii, 1.35951+1.72053*ii, .960238+1.04234*ii, .26962+.20916*ii
-5.98515-1.38256*ii, .0569422+.37193*ii, 4.08793-5.79702*ii, -3.83753+1.64295*ii, 2.98163-3.92098*ii, -.610338+2.37274*ii, 2.9009+.631443*ii, -3.3963-3.26775*ii, -4.03737+4.6701*ii
-4.10313+1.5197*ii, 1.09055+2.84652*ii, -1.03527+4.30395*ii, 1.00484-.585296*ii, -5.07568+1.19445*ii, -.027340+2.13594*ii, -2.18003+1.36207*ii, .299243+.205569*ii, .138877-.260835*ii
-.950885+1.18033*ii, 1.28754-.824543*ii, .216959+.231048*ii, .920418+.567337*ii, .969331+.670108*ii, .586592+2.09188*ii, .110875-.830725*ii, .00950043+.0509463*ii, 1.30058-.687929*ii
-1.07257+2.22094*ii, 1.33047-.745613*ii, -.216566+1.36705*ii, -1.67849+.285173*ii, .520166-1.4776*ii, 1.8538-1.09273*ii, .896786+.885725*ii, -.140518+.178126*ii, .359704-.35425*ii
1.61318-1.71731*ii, -.007795-2.09487*ii, -.355926+1.94678*ii, .642232-1.19143*ii, -.947465+2.05313*ii, -1.58484+.404229*ii, -2.68612-1.41938*ii, -.232166-.0433397*ii, 1.2848-.504305*ii
1.29995-.096456*ii, 1.86245+1.28441*ii, .048294-1.24228*ii, .696031+1.25254*ii, .219377-2.45752*ii, -2.9592+1.75812*ii, -1.80926+.767758*ii, -.0735411-.116038*ii, .56943-.279931*ii
-.131723+.0588855*ii, .0381392-.0256716*ii, .575931+.325413*ii, .664823-.045378*ii, 2.47091-1.55219*ii, -.116494+.0452906*ii, 2.07604+5.54398*ii, 1.60999+3.21675*ii, 1.24237-.032554*ii
2.54825-1.56758*ii, 1.33306-.617442*ii, -.467824-2.09523*ii, .357212-1.39572*ii, .815915-.721832*ii, -.494167-1.77281*ii, 1.30771-1.50279*ii, .0776134-.356988*ii, -1.76197+1.91269*ii
.364483+.482837*ii, -1.27679-4.30474*ii, 1.92886-.916516*ii, -.312779+.990867*ii, 1.79308-.058975*ii, -1.17513+5.07958*ii, .973832+6.26623*ii, .0183847+.117472*ii, -.669037-3.62118*ii
-1.40193-.514858*ii, 1.15721+.340683*ii, -.251237-.167742*ii, 1.34091+.926032*ii, -.150147-.798301*ii, -1.15964+2.67944*ii, 3.29079-.926797*ii, -.0597649-.0186437*ii, .443551+.755926*ii
-.086928-.547812*ii, 1.54732-.233084*ii, -.491078-.492468*ii, -.24091-.507516*ii, -.248555-.581213*ii, -.338678-.122934*ii, .319324+.629348*ii, -.0658628-.089489*ii, 1.23827-.306416*ii
.586432+.495825*ii, 1.52876-1.14937*ii, .713312+.084181*ii, -.31713+.674393*ii, -.417911+.47746*ii, -.446738+.249057*ii, -.37895+.0199732*ii, .067912+.0648243*ii, .22901+.0214691*ii
.17682-9.19951*ii, -.209934-.356741*ii, 1.92905+8.00696*ii, -1.3911+4.8145*ii, 2.02515-2.76918*ii, -.141816+1.19122*ii, -7.00712+3.6594*ii, -4.75874-1.44855*ii, 1.96568+9.91575*ii
-3.27302+3.69302*ii, -4.58206-1.98822*ii, 1.87204+4.23143*ii, .536942+.906202*ii, -4.54774-2.15475*ii, 1.10358+.29347*ii, -.485788+1.55341*ii, -.17026-.156991*ii, .0298974-.059652*ii
-.112783-.327773*ii, .00036865+.00968362*ii, -.0879997+.138071*ii, -6.9634-1.79628*ii, 1.43532-.796892*ii, -.338348+.119753*ii, .032853-2.6327*ii, 3.47303+2.40408*ii, -.0813887-.284358*ii
-2.05683+.103626*ii, .644968+.080228*ii, -1.72444-.154336*ii, -.273562-.0069295*ii, -.149149+1.15432*ii, -2.0089+.112072*ii, -.142507-1.08483*ii, -.665564+.022966*ii, 1.78503+3.54041*ii
-1.15183+.549992*ii, -1.52479+.485091*ii, .5561+.295678*ii, .101349+1.1623*ii, -.0547359+.207019*ii, .778127-.459589*ii, -.525089+.559755*ii, -.0687911-.0703633*ii, .184392-.0690647*ii
2.88074+1.52202*ii, .182679+.237284*ii, -3.9641+3.9991*ii, -1.92453+2.71927*ii, .265591-.203579*ii, 4.69011-1.26575*ii, -.173432-.0830225*ii, .626607+4.65895*ii, -1.40976-.585891*ii
-15.7289+15.1624*ii, 3.50497+4.28417*ii, 37.8793+37.9591*ii, -2.27689+1.52363*ii, 14.8763-12.6052*ii, 24.0299+3.10853*ii, 72.8842+.8718*ii, 2.41025-.23855*ii, 5.23662+44.025*ii
.12272+.619632*ii, 1.25568+1.9782*ii, -1.9602+2.22942*ii, -.325052+1.23654*ii, 1.0956+1.34423*ii, -.074330-3.20548*ii, -1.04235+4.07635*ii, .0887459+.304058*ii, 4.23578+.686756*ii
14.2592+11.3425*ii, -.0166622-.161835*ii, -3.97745+2.88106*ii, -12.1531+7.07203*ii, -4.38781-4.45551*ii, -15.1871-1.60221*ii, -2.75709-1.16128*ii, -3.77796-6.53326*ii, -5.09441+2.50574*ii
4.67173-1.32156*ii, -.0165788-.467621*ii, -2.74749+4.19528*ii, -3.23557+2.53198*ii, 8.67933+.51048*ii, -3.05743-2.94752*ii, -.51932-9.35155*ii, -2.18806-1.54644*ii, 4.54646-3.02878*ii
1.07231+.629114*ii, -.310998+2.66826*ii, .124052-1.80467*ii, -.128527+1.0844*ii, -.760744+.559907*ii, 2.17667-2.3778*ii, -1.09601+.960189*ii, -.168157+.0079766*ii, .682903-1.85598*ii
.940785+.091520*ii, -.11186+.775905*ii, .31982+.79045*ii, .839827+.964033*ii, -2.26236-.195341*ii, -.290532-.26345*ii, .71829+.527638*ii, .234947-.136919*ii, -.0380001-.0570345*ii
2.76884+1.28358*ii, .428434+.0034234*ii, -2.77853+2.9304*ii, .746052-2.0386*ii, 1.57567-1.79584*ii, 1.23719-.03195*ii, .722726-.417945*ii, -1.60756+1.72279*ii, -1.94422+1.44792*ii
-.034918+2.29182*ii, -2.27161+.485372*ii, .287833-3.25347*ii, .719759-.128527*ii, -.798205+1.40208*ii, -1.08441+2.95554*ii, -.720664+.867406*ii, -.103459+.335951*ii, -.844011+1.53529*ii
2.48354-1.71174*ii, 1.43944-.500602*ii, .607968-5.3264*ii, 1.67995+.808315*ii, 1.98682+1.45934*ii, 6.96504+1.11184*ii, .0268615-.0444405*ii, .381206-.792508*ii, -.346341+.208377*ii
3.16476+1.33681*ii, .0762638+.0090875*ii, -.313294-.877316*ii, -2.20402+5.69701*ii, .703073-3.24055*ii, 1.28822-.829175*ii, -4.24878-1.0987*ii, -1.35052-2.715*ii, 2.86631-.203742*ii
-1.40724+.477193*ii, .00628992+.0445945*ii, 1.33592-.520816*ii, 1.26034-3.22714*ii, -1.94453+.062974*ii, -1.1+.032438*ii, 2.2133+.68147*ii, -1.82704-7.74697*ii, 2.61362+4.53155*ii
-1.15159-.723884*ii, -.789663-1.05476*ii, -1.26341+1.06671*ii, -1.04992-.497563*ii, 1.68544-.444905*ii, -.724545-2.4505*ii, .98279-2.26296*ii, -.0183543-.313195*ii, -2.09942+1.27213*ii
-2.18685+2.57625*ii, -1.56806+1.50842*ii, -2.3034-1.47257*ii, -.11591-1.15559*ii, .692761-.790986*ii, -.518025+.162099*ii, 2.73145+1.35937*ii, .0734352+.305418*ii, .778291-.791077*ii
.316531-.610266*ii, 1.8572-.948125*ii, -.036435-.883558*ii, -.452136-.920733*ii, -.192661+.59707*ii, -.088845+1.54597*ii, -1.68692+.459005*ii, .0442751-.0963338*ii, -.075722-.986903*ii
.807512+1.24002*ii, .952621+.045021*ii, -.078728+2.28258*ii, -.35331+1.4957*ii, 1.7776-1.405*ii, -1.15712+.138107*ii, .358393-.76697*ii, .007632+.598665*ii, -.171175-.409511*ii
-.742284-1.61122*ii, -.0371522+.0613747*ii, -2.60436+.832392*ii, -7.93978-1.24697*ii, -4.35196+3.16477*ii, -4.24189+1.42675*ii, 2.67571-.734007*ii, 7.18096+6.26158*ii, 5.27335-3.64453*ii
-.127281+.790804*ii, -.971487+.761125*ii, -.915195-.526929*ii, .339566+1.22248*ii, -.098784-1.77847*ii, .580641-1.06545*ii, 1.0686-2.17449*ii, .0801068+.198359*ii, -.395821+1.27009*ii
.077038+3.40974*ii, .21444-.276223*ii, -2.65976+2.41126*ii, -1.54818+1.60798*ii, 5.44196-.817472*ii, -1.33872+2.39421*ii, 2.21403-2.32604*ii, -2.52774-.444901*ii, .017982-2.97211*ii
3.3005+1.75483*ii, -.61753-.724624*ii, -.872396+1.34266*ii, 2.72634-.494512*ii, -1.76102+.32729*ii, -3.09244-1.78894*ii, -.739308+1.42512*ii, -.119754-.403037*ii, .990133+1.79592*ii
80.9449+33.5396*ii, 19.0704+5.06127*ii, -108.098-102.995*ii, .514258+2.32071*ii, 20.457+6.28725*ii, -28.8+53.1386*ii, 21.8978-17.1443*ii, -1.6586-.910007*ii, -6.63344-25.818*ii
-2.13886-.442528*ii, -.481028-.311717*ii, -1.67851-.881658*ii, -.3023-1.61394*ii, -.704699+.460835*ii, -.625665-.12843*ii, .837882-2.33189*ii, .82348-.075419*ii, -1.28872+.862265*ii
1.46127-.915848*ii, 2.0044+1.29473*ii, 1.89321+.612683*ii, -.526971-.44369*ii, -.199432-.810801*ii, 1.01786+.126119*ii, -2.04193-1.26947*ii, .201443-.0537034*ii, 2.71816+.577482*ii
56.7354+35.081*ii, -.190241-.132644*ii, -51.2488+7.38195*ii, -13.8766+3.29046*ii, -13.3182-5.10947*ii, 10.0488+28.348*ii, -.084011+1.03449*ii, 40.7654-38.1242*ii, 26.6736+11.8793*ii
-20.3312-52.2763*ii, .0999128+.0155163*ii, -8.13624+31.4702*ii, -20.2961-11.6089*ii, 17.799+49.8758*ii, .049394-.8937*ii, -77.3186+24.7613*ii, -7.9381+79.9769*ii, 7.69156+2.65036*ii
1.71384-.133659*ii, .250743-.0130082*ii, .981275+2.80798*ii, -1.03085-4.703*ii, 1.51071-3.36588*ii, -3.43957+2.57149*ii, -.83763+2.06947*ii, .830887+2.84277*ii, 4.15933+2.16514*ii
-2.81318-2.69028*ii, 2.12753+.402158*ii, .488366+1.05233*ii, 1.41581+.330575*ii, -1.36196-.351652*ii, .842545+.063408*ii, -.573082-.905043*ii, .0779745+.108917*ii, -1.29506+2.21151*ii
.37496-.497062*ii, .240162+.137848*ii, -1.10329+.932888*ii, -1.16812+3.70055*ii, -1.5269+3.68356*ii, -1.39438-4.27295*ii, -.278922+.273486*ii, -.444612+1.2263*ii, -2.94029-1.17183*ii
-1.36573-1.37522*ii, -.118926+.33555*ii, .702624-2.19201*ii, -.927757+3.20785*ii, -.342788-.655036*ii, 1.75295-3.83144*ii, .065664-1.01191*ii, -1.61573+.04916*ii, 2.34646-.350207*ii
1.21171-6.72747*ii, 5.46594+1.02234*ii, 7.53313-4.72036*ii, -.878777-.343202*ii, 2.44521+.843922*ii, 4.17228-2.76136*ii, .91586-11.8902*ii, .293887-.270867*ii, -15.0205+5.21063*ii
1.83927+.893534*ii, -.423299-.114369*ii, -.820652+1.44132*ii, -.811168+.699267*ii, -1.98128+.054023*ii, 1.63798+1.35441*ii, -.333723+.819674*ii, .237355-.915376*ii, .825526+1.57473*ii
-.204686+.721594*ii, .47286+.0122179*ii, 1.2513-.388528*ii, -.911314+.830317*ii, -.54316-.761779*ii, -.119491+.0077108*ii, -.425435+1.10231*ii, .655813-.222359*ii, -.154892+.0318212*ii
6.06157+7.10498*ii, -1.93281+1.34244*ii, -.706485-3.24962*ii, 1.72829+1.30121*ii, -2.65862-.737815*ii, -2.4771+.148627*ii, 3.00672+10.8457*ii, -.135291+.326356*ii, 7.13882+1.30326*ii
-.87257-5.70529*ii, 4.73633-3.37449*ii, 2.45103-2.74573*ii, .631181+1.12191*ii, -.973977-1.03819*ii, -.168046+3.90561*ii, -1.02848-2.36732*ii, .154305-.0349919*ii, 1.95875-6.20951*ii
1.15169+.987036*ii, .295888+.388322*ii, .547144+.17422*ii, .381074-1.14715*ii, -.104781-.754313*ii, 1.14479+.27372*ii, .0185986+.380431*ii, .240773-.168788*ii, .416975+.0479746*ii
.61036-.214518*ii, .876479+.068269*ii, -1.19282+1.16301*ii, -.892602-1.50128*ii, .575945+2.05015*ii, -.849721+2.03505*ii, -.95582-.458307*ii, -.312496+.356067*ii, -.264465-1.74493*ii
1.87554-2.73426*ii, -1.26654-3.18012*ii, -.789423+.597352*ii, .345737-1.06661*ii, 1.39825-1.18408*ii, .819586+1.43761*ii, -1.55107-1.08818*ii, -.0191985-.0697052*ii, -.193182-.217068*ii
.897197-3.90375*ii, -.498067+1.18078*ii, .19003+1.8219*ii, .793978-.898897*ii, .941012-2.77752*ii, 2.67111-3.40252*ii, -2.11061-2.24462*ii, .313068-.17229*ii, 1.06993-2.15392*ii
-1.19637+.324598*ii, .00327587-.0500408*ii, -.147607+.0924202*ii, -.181576+1.03822*ii, .219285+.601655*ii, -1.21866+.375651*ii, .0257432-.144385*ii, -.507823-.704188*ii, .068638-.635091*ii
-2.95215+1.01155*ii, .0271934-.11029*ii, .44794+.783438*ii, 4.34933+.396996*ii, -.249587-.22776*ii, -2.06116-.963479*ii, 3.749+1.16106*ii, -1.43808+1.36994*ii, -3.493+.707604*ii
2.06478+.509485*ii, -.189282+.268939*ii, -2.30146-2.1631*ii, 2.3974+1.38954*ii, -2.83382-1.01712*ii, -.449471+.27485*ii, -.19568+.993358*ii, -.337744+2.3771*ii, 1.50052+.126433*ii
.193553+.592881*ii, .0693372-.29695*ii, .210882-.990255*ii, -.353706-.337437*ii, -.969316+1.38726*ii, .265217+.606093*ii, -.125832+.692172*ii, .829896-.016239*ii, .0363794-.480942*ii
-2.92963+6.25798*ii, -.3433-.518224*ii, -3.85464-2.81214*ii, 1.94808+2.63989*ii, 1.59022-1.9657*ii, 3.49016+4.37184*ii, -.018278+.719999*ii, 1.799-.667788*ii, -1.60283-.78439*ii
.328415-.0868495*ii, -.414242+.418387*ii, -1.70116-1.14676*ii, -.553456+.062900*ii, 2.24372-.570874*ii, .232296+.0684945*ii, .379635+1.45835*ii, .162197+.855906*ii, -.22729-.0854771*ii
-1.9885+5.20827*ii, .103109-.608141*ii, -31.6699-18.2139*ii, -2.4957-3.809*ii, -11.8305-26.3246*ii, 8.71992+12.204*ii, -18.3481+2.46156*ii, 5.13263-13.8894*ii, 17.7045+8.26897*ii
-.010603-.80638*ii, -.146675+1.01204*ii, .255483+.598696*ii, -1.10781+.088693*ii, -1.17178+.079565*ii, .009422+.456506*ii, -.518471-.317071*ii, .135892-.0828058*ii, -.133954-1.24704*ii

component_2:
equations:
4*c2*r*mu-dp*r
-c0-c2*r^2+u
1.04*r^3*delP-1.03*r*Rad^2*delP+3.98*r*u*L*mu
points:
-.0791643+.0914963*ii, 1.25859+1.01185*ii, 2.26366+1.80222*ii, 9.43556e-17-7.3857e-17*ii, -1.97342+1.39775*ii, -.0791643+.0914963*ii, 1.58825+.005803*ii, -1.32004-1.19062*ii, -.215983+.634554*ii
.56461-.322356*ii, 1.23701-1.89074*ii, .007947+.727855*ii, -1.3627e-19-4.44763e-19*ii, -.395452+.119689*ii, .56461-.322356*ii, .463876-1.42888*ii, .378028+.0765179*ii, 1.61767+2.08492*ii
.117535-.792958*ii, .37053+.448119*ii, -1.31246+.209253*ii, -3.12288e-18-2.91375e-19*ii, -1.00475-.145563*ii, .117535-.792958*ii, -.598089-.393439*ii, -.119502+.29375*ii, -1.09544-.814764*ii
-1.58555+.506285*ii, -1.80912+1.46038*ii, .552453-.446312*ii, -2.39034e-19-5.24372e-19*ii, 2.04967+.753235*ii, -1.58555+.506285*ii, -.176764-.695254*ii, -.304946+.805263*ii, .737033+.128444*ii
.369943-.461208*ii, -.655575-.799138*ii, .441033-.749846*ii, 1.18849e-18-3.55915e-19*ii, -.0683812+.400403*ii, .369943-.461208*ii, -.478253-.714082*ii, -.578406+.020106*ii, -.05373+1.49587*ii
-.393265+.0501349*ii, .053825+1.07544*ii, .296234+1.33517*ii, -1.12524e-19-6.44705e-20*ii, -1.65695+1.49102*ii, -.393265+.0501349*ii, -1.11905-1.84478*ii, -1.35527-2.13433*ii, .550019-.486315*ii
-.326901+.408569*ii, .046262-.902052*ii, -1.27387+.380518*ii, 1.31331e-18+9.54693e-19*ii, -.889332+1.18519*ii, -.326901+.408569*ii, -2.05915-.153862*ii, .258757+.760717*ii, 1.18037+1.01762*ii
.921917-1.11223*ii, .012990+.686022*ii, .393585+1.82277*ii, -1.45979e-20-7.85885e-19*ii, -.853314-.85656*ii, .921917-1.11223*ii, -.937618+.439844*ii, .962902-1.37045*ii, -1.99396+2.64314*ii
.290007-.0540856*ii, -1.45931+.43356*ii, -.421274+1.40759*ii, 6.53725e-20-2.67303e-19*ii, -.463033-.825548*ii, .290007-.0540856*ii, -1.54139-1.04555*ii, -.295266-.96158*ii, -.799261-.957157*ii
.813032-.255486*ii, -.169148-1.04438*ii, 1.14281-.273261*ii, -8.29378e-19-2.75184e-19*ii, -1.82076+.086261*ii, .813032-.255486*ii, .22288-.698553*ii, -.092598+1.13248*ii, .374325+.848074*ii
.193896-.167717*ii, .022261+.870517*ii, -3.09979-.840561*ii, 9.43806e-19-3.46128e-19*ii, .547507+.136307*ii, .193896-.167717*ii, -1.06445+.297194*ii, .66716-.423156*ii, .71616+.797577*ii
-.680203+.753275*ii, -3.39827+.366176*ii, .08178-1.69388*ii, 3.18982e-19+3.56706e-19*ii, .845876+1.37753*ii, -.680203+.753275*ii, -.899158+.453363*ii, -1.02659-1.13475*ii, -1.46516+.635732*ii
-.51381+.163528*ii, -2.03105-.974537*ii, -.387594+.491719*ii, 2.10975e-20-5.36492e-19*ii, -1.06721-.457491*ii, -.51381+.163528*ii, .651277+1.4114*ii, .813397+.087798*ii, -.591855-.147333*ii
-8.52633+2.16711*ii, -8.79209+4.35338*ii, -7.93524-1.16327*ii, 9.49804e-20-6.33754e-20*ii, .353573-3.7539*ii, -8.52633+2.16711*ii, .186653-2.13471*ii, 4.87422+4.46758*ii, -5.98351+9.42137*ii
.0427112+.0994008*ii, -2.33533-.739119*ii, .219096+.189535*ii, -9.5544e-21-1.03185e-19*ii, .433632-.743124*ii, .0427112+.0994008*ii, .742177+1.77373*ii, -.970577+.315106*ii, -.260103+.799601*ii
.065891-2.16024*ii, .671051-1.94219*ii, -2.3048-.110323*ii, 2.53165e-20+1.22961e-19*ii, -1.9538-2.182*ii, .065891-2.16024*ii, -4.5601+.685364*ii, .010426-1.29739*ii, -1.35217+.482387*ii
-.563935+1.90275*ii, -.342425-.271736*ii, -1.71409+1.57507*ii, 6.70606e-18-4.55065e-18*ii, -2.52784+.352644*ii, -.563935+1.90275*ii, -.366019-.483143*ii, -.235984-.917479*ii, -.259473-.443726*ii
.633441-.814422*ii, -1.24357+.865981*ii, -.42567+.558612*ii, -2.23109e-19+4.47731e-20*ii, -.778124+.116039*ii, .633441-.814422*ii, .727421-2.45171*ii, 1.54513-.335425*ii, -.86553+1.37718*ii
-1.06444-1.32363*ii, 1.31492-.973341*ii, -1.0136-.849515*ii, 8.23065e-19-4.99607e-19*ii, -.179302-2.25713*ii, -1.06444-1.32363*ii, -1.3976-.341142*ii, .172817+.578742*ii, 1.16049+1.11021*ii
