variable ordering: Eki, Ekf, Ugi, Ugf, G, M, m, ve, r

component_1:
equations:
Eki-.5*m*ve^2
Ugi*r+G*M*m
2.00002*G*M*m-1.00082*m*ve^2*r
points:
-8.95311e-17-7.5661e-18*ii, -.18063+.958987*ii, -.232234+.219113*ii, -.577628+.530383*ii, .533743+.199751*ii, .462417-.348715*ii, 6.13934e-17-6.66171e-17*ii, -.830178+.299761*ii, -1.14949e-16+1.15818e-16*ii
3.05608e-32+2.42261e-33*ii, -.213587+.583485*ii, -1.23546-.820352*ii, -1.09129-.939893*ii, -.0385125+.204281*ii, -1.89084+.837909*ii, 2.93125e-32+2.10801e-33*ii, 1.4444+.005283*ii, 1.35223e-33-2.05676e-34*ii
7.77255e-77+6.04532e-77*ii, -.218158+1.22137*ii, -.884729-.712465*ii, -.096512-1.04457*ii, -1.38189-.697771*ii, 1.65852-.359614*ii, 1.72723e-77+1.00395e-76*ii, 1.25717-.587385*ii, -6.04532e-77+1.29543e-77*ii
3.42114e-47-2.73691e-48*ii, -1.25425+1.28709*ii, -.129054+1.65977*ii, -.035074-2.08025*ii, .148353-1.26243*ii, -.660746+.195882*ii, 2.73691e-48-1.36846e-48*ii, .837865+2.03344*ii, -8.55285e-49-1.71057e-49*ii
-6.80257e-96*ii, .475015+.67057*ii, .321218+.350314*ii, .101508-.476612*ii, .959945-.986702*ii, .666299-2.68009*ii, 3.59553e-94+1.07866e-93*ii, -1.23976+.111882*ii, 1.00675e-92-2.4929e-92*ii
4.31808e-78-1.61928e-78*ii, -.648476-1.20015*ii, .231933-.715124*ii, 1.02938+.098889*ii, -.448833+.91159*ii, -.096437+1.8469*ii, -2.42892e-78+2.56386e-78*ii, 1.15492-.269419*ii, 3.23856e-78+8.63617e-78*ii
-9.32293e-156+2.79688e-155*ii, 1.29019+.465766*ii, .744564-.331545*ii, .057804+1.18938*ii, .239269-.959015*ii, .272194+.560799*ii, 8.85678e-155-7.45834e-155*ii, -.14654-.570771*ii, 7.45834e-155-3.72917e-155*ii
1.82315e-63+6.68488e-63*ii, -1.34909+1.25569*ii, -1.25393+1.84377*ii, .435434-.0762191*ii, .764085-1.46692*ii, .103827+1.1637*ii, 1.51929e-63-3.03858e-64*ii, .884363+2.77121*ii, 6.07716e-64+3.03858e-64*ii
1.71448e-100+6.07212e-101*ii, -5.09231+5.88151*ii, .690132-4.35868*ii, 3.85304-6.09112*ii, 1.80265-2.71721*ii, 3.29841-7.67269*ii, 1.25014e-101*ii, -5.245+3.69517*ii, -5.35775e-102-1.33944e-102*ii
-9.72346e-63-4.61864e-62*ii, .569592+.671473*ii, -.154815+.832275*ii, -.573621-1.94942*ii, 1.96376+.630641*ii, -.118462+.250529*ii, 5.83408e-62-4.37556e-62*ii, -.673568+.710821*ii, 1.51929e-64+3.6463e-63*ii
7.3354e-123, -.413935+1.30585*ii, -5.5471+5.59799*ii, -1.29412-2.70588*ii, -3.69922+1.49737*ii, 2.12378+.006965*ii, -7.56366e-124*ii, -.118056+.793185*ii, 3.02546e-123+1.79637e-123*ii
-1.62584e-32-2.24275e-32*ii, .583475+.255341*ii, 1.66398-.274233*ii, -.220926+.997088*ii, -.346281-.990912*ii, -.399032+.393424*ii, 1.37845e-32+1.82118e-32*ii, .016072-1.55735*ii, 6.08444e-33-1.06918e-32*ii
-3.16949e-71-1.35835e-71*ii, -1.83797-.126155*ii, -2.24204+2.04386*ii, 4.51317-1.31877*ii, .881572-.540409*ii, -2.56347+1.8063*ii, 2.8299e-73-2.19317e-72*ii, .660761-3.46017*ii, -4.59859e-73+1.76869e-74*ii
-7.4487e-77+1.55451e-76*ii, -.54655+1.51953*ii, -1.32816-1.49386*ii, -1.19118+.813223*ii, .301991-.702152*ii, -.792558-.409467*ii, -3.10902e-76-1.68405e-76*ii, -.442072+.454542*ii, 1.29543e-77+8.63617e-78*ii
-8.4643e-107*ii, -2.53798-.612373*ii, .83391+.422172*ii, 2.27915-1.832*ii, .075397+1.46787*ii, 1.86682-3.41745*ii, 3.83216e-108+1.02191e-107*ii, -1.19558-1.00128*ii, 4.15577e-106+2.18008e-106*ii
0, -3.37213+1.17269*ii, 2.39749-2.2995*ii, 1.19953+2.33135*ii, -2.57963+1.65204*ii, 1.01698+.953436*ii, -1.52605e-105-6.10421e-105*ii, .943912+1.02071*ii, -5.75284e-93-9.58807e-94*ii
5.1977e-113*ii, -.160994-1.53502*ii, -.870415-1.86115*ii, -2.65719-1.54945*ii, 4.52527+.301932*ii, -1.6624-.551896*ii, 9.83452e-116+1.26897e-115*ii, -.609149-1.56827*ii, 4.20347e-116+6.02761e-116*ii
3.11151e-61, -.195641+2.61637*ii, -.377703-4.41038*ii, -1.99646-1.33573*ii, 2.04338-.379729*ii, -1.31152-1.17688*ii, -3.88938e-62-2.83196e-61*ii, 1.78964-.058210*ii, 2.30089e-62+1.45852e-62*ii
0, 4.96576+6.6921*ii, -10.3863-4.8775*ii, 11.9154-6.67908*ii, -8.23279+12.6452*ii, -.906284-3.0526*ii, 0, -4.26417+1.16622*ii, -1.69583e-167-2.91471e-168*ii
1.14996e-32+1.91727e-32*ii, -1.39956+.380861*ii, -.11827-.81256*ii, -.154448-.52329*ii, .443709+.733488*ii, 1.04636+.491673*ii, 8.45408e-33+9.8883e-34*ii, -2.05674-1.01146*ii, 5.87576e-33-4.47365e-34*ii
4.27956e-32-2.80214e-32*ii, 1.26891+.100047*ii, -.937672+.968941*ii, .613843-.780205*ii, 1.18068-.451781*ii, .547517+2.37386*ii, 9.60883e-33-1.1571e-32*ii, 2.57917+.38724*ii, -1.13022e-32-2.20301e-32*ii
-1.02109e-88+8.24728e-89*ii, 1.81358-1.02607*ii, -1.95891-.72285*ii, -1.34168+1.33174*ii, .318987-.20489*ii, .363347-.613135*ii, -9.42546e-88+1.5709e-89*ii, -.820813-.0926*ii, -4.60228e-91-3.19091e-90*ii
