variable ordering: Eki, Ekf, Ugi, Ugf, G, M, m, ve, r

component_1:
equations:
Ugi*r+G*M*m
Eki-Ekf+Ugi-Ugf
1.9902*G*M*m-1.0021*m*ve^2*r
points:
.7455+.077889*ii, .494382+.298843*ii, -.15163-.463049*ii, .099488-.684003*ii, .0213155-.174688*ii, -.166646-.604031*ii, 1.0685e-18+4.24329e-17*ii, -1.02264+.431063*ii, -8.07718e-17+4.05243e-17*ii
1.43684-1.64452*ii, .210628-.558937*ii, -.441982+.0554666*ii, .784229-1.03012*ii, -.340357-.361149*ii, .82586-.430317*ii, 1.47797e-60+1.08903e-60*ii, -1.44125+.989873*ii, -1.06958e-61+9.7235e-63*ii
-2.39777-5.64043*ii, 2.95438-5.11015*ii, 2.1546-3.46381*ii, -3.19755-3.99409*ii, -6.08658-4.80308*ii, -1.94802-12.623*ii, -3.53737e-74-2.76357e-74*ii, -3.3463-.652144*ii, 2.87412e-74-8.40126e-74*ii
1.60427-3.52441*ii, .106603-1.27259*ii, -1.50979-.484374*ii, -.012125-2.73619*ii, -.313544+2.89753*ii, -.249072+4.8885*ii, 0, 1.20305+.675686*ii, 1.32001e-136-4.29944e-137*ii
.885326+1.27688*ii, -.280654+.70323*ii, -.431358-1.29059*ii, .734622-.716938*ii, -2.23589-.301342*ii, -.840514-2.16779*ii, -4.79404e-94+4.79404e-94*ii, 2.05989+.460207*ii, 4.79404e-94-1.19851e-93*ii
1.37112-1.34889*ii, .34491-2.84769*ii, -1.09346-.462713*ii, -.06725+1.03608*ii, -1.20357+1.95153*ii, -.859577+1.57436*ii, 1.52605e-105, 1.47474+1.4304*ii, -8.17528e-107-2.11195e-106*ii
.249855-1.06401*ii, .172158-.567823*ii, -.713781+.942605*ii, -.636085+.446419*ii, 1.39685+.134961*ii, -.250476+.0520997*ii, 2.05268e-46+6.56859e-47*ii, 2.07508-.601055*ii, 3.42114e-49-2.30927e-48*ii
-.817413+1.16092*ii, -.609906-.758524*ii, .0516144+.166881*ii, -.155893+2.08633*ii, -2.65743-1.43255*ii, -2.46705+1.50324*ii, 2.02873e-130+8.11492e-130*ii, -.701506-.141011*ii, -8.07886e-128+3.15941e-127*ii
.405636+.894294*ii, -2.28412-.672414*ii, -3.04596-.135515*ii, -.356207+1.43119*ii, -1.93271+.760216*ii, 1.33987-1.87344*ii, -6.19615e-120+6.97067e-120*ii, -.731109+.963935*ii, -8.71333e-121+6.77704e-121*ii
.623009-.182581*ii, -1.20112+.122173*ii, -1.85536-.000785*ii, -.0312271-.305539*ii, 1.48508+1.31597*ii, 2.10516+.307042*ii, -7.63734e-152+2.2912e-151*ii, .277235-1.08958*ii, -7.63734e-152+1.52747e-151*ii
-.905516-.475658*ii, -.745998+.393153*ii, -2.72489+1.24372*ii, -2.88441+.374913*ii, -2.04763-.006728*ii, -.87613-3.88954*ii, 1.25673e-88+2.63913e-87*ii, -.609626+2.43806*ii, -7.73801e-75-6.63258e-75*ii
.626775+4.96164*ii, 3.90596+5.71903*ii, .226974+.30487*ii, -3.05221-.45252*ii, -2.85889-1.65411*ii, 1.25906-1.46196*ii, 8.29072e-76+2.76357e-76*ii, .973874+3.26351*ii, -2.6254e-75+7.59983e-76*ii
-.346759+.0901203*ii, -.952415-1.05214*ii, -.234301+.125279*ii, .371356+1.26754*ii, .581394-.828531*ii, -.585334+.617451*ii, 2.6048e-164+6.51199e-165*ii, -.324784+.673856*ii, -8.68265e-165-1.73653e-164*ii
-.618432-.182451*ii, .266649-.526003*ii, 1.03054-.062362*ii, .145456+.28119*ii, -.80956-.383168*ii, .822455+1.14285*ii, 7.07475e-74+1.06121e-73*ii, -.12772-.119753*ii, -3.53737e-74+8.84344e-75*ii
1.37867+1.01205*ii, 2.41315+1.29009*ii, 1.90468+.144115*ii, .870206-.13392*ii, .721069-1.32512*ii, 1.14179+.587096*ii, 7.67046e-92+1.84091e-91*ii, 1.06206+1.32532*ii, -5.01698e-79-2.15904e-78*ii
-.109429-1.16164*ii, 4.86528+.675855*ii, 2.51307+.055088*ii, -2.46164-1.78241*ii, 1.99316+.088592*ii, -1.80478-2.10804*ii, 1.78449e-117+5.9483e-118*ii, .16136+.62586*ii, 1.04095e-117
-.052886+.645349*ii, -.200631+1.68028*ii, -.81048+1.12514*ii, -.662735+.090207*ii, -1.00017+.860287*ii, -1.3769+.111219*ii, 4.79404e-93-1.15057e-92*ii, 1.84159-1.30713*ii, -3.2959e-94-1.17399e-93*ii
-.699613+1.16954*ii, -.401236+.441574*ii, -.327484+.290721*ii, -.625862+1.01869*ii, -.661089+1.94739*ii, -.513866-.877767*ii, -4.95692e-119-8.5609e-121*ii, .295927-1.46509*ii, 9.29422e-120*ii
-2.8052-1.95923*ii, .877265+.973156*ii, 2.3359-2.67904*ii, -1.34656-5.61142*ii, -9.01926+2.17084*ii, -5.46397-.343245*ii, -3.39588e-72+4.06798e-72*ii, -.59997-5.52583*ii, -1.41495e-72+2.26392e-72*ii
-1.03266-.599817*ii, -.358023+.355316*ii, .955671-.070227*ii, .281034-1.02536*ii, .790434+.690808*ii, .765764-1.32757*ii, 5.78021e-154+4.475e-154*ii, -1.43126+.643698*ii, -9.32293e-155-5.82683e-155*ii
.941337+.194771*ii, .570351-.294881*ii, .865255-.376667*ii, 1.23624+.112986*ii, .144557+1.41604*ii, .941267-.128864*ii, -7.6373e-152+6.10987e-151*ii, -1.44151-.212152*ii, -6.10987e-151-5.53707e-151*ii
.392792-1.00499*ii, .102704-2.74264*ii, 1.16849-2.16706*ii, 1.45857-.42941*ii, .214393-.333691*ii, -1.88936+2.00746*ii, 3.22458e-137-5.3743e-138*ii, -1.53665+1.27406*ii, 5.3743e-138+2.68715e-137*ii
.322343-1.3918*ii, .110907-2.27257*ii, .234523-.0086936*ii, .445958+.872078*ii, .0821208+.33587*ii, .578983-.825788*ii, 1.83296e-150+1.03868e-149*ii, -.14231-2.29248*ii, -2.39507e-148-7.82064e-149*ii
