variable ordering: Fc, Fg, w, m1, m2, d1, d2, p

component_1:
equations:
w*p-1
-1.02*m2*d1^2*d2-2.03*m2*d1*d2^2-1.01*m2*d2^3+1.01*m1*m2*p^2
points:
-.909173-.187683*ii, -.973519+.059309*ii, .409921-.435329*ii, .940523-1.27077*ii, 3.9443e-31-2.46519e-31*ii, -.106771-.232222*ii, -.23904+1.1843*ii, 1.14648+1.21754*ii
.041677+.78313*ii, .240358+.416227*ii, -1.55205-.292727*ii, 1.20347-1.6844*ii, -4.53595e-30+1.2819e-30*ii, -.0283648-.127139*ii, 1.20388+.189564*ii, -.622176+.117346*ii
-1.99762+.405493*ii, -.794463+1.9128*ii, -.65501+.352519*ii, 1.39334+.994621*ii, -1.54921e-220+6.63949e-221*ii, 1.70537-.310456*ii, -.895187+1.20211*ii, -1.18381-.637112*ii
-3.694+1.21041*ii, -.493229-1.65181*ii, -.968897-.427055*ii, -2.44333-.463733*ii, -1.5127e-123+1.25557e-121*ii, -2.72394+1.70643*ii, -1.80606-.536764*ii, -.864209+.380912*ii
-1.08613-1.17794*ii, -.686494-1.27413*ii, .305403+.301832*ii, -.898363+.101717*ii, -1.65627e-270-3.31255e-270*ii, 1.57438-1.03438*ii, .760788-.656887*ii, 1.65644-1.63707*ii
-.729629+.957839*ii, 2.39896+2.35709*ii, .168516-.0400086*ii, .568566+.083227*ii, 4.42222e-175+2.46381e-174*ii, 2.13731+3.80974*ii, 1.87851-2.11292*ii, 5.61752+1.3337*ii
-.119061-.50212*ii, .630864+1.3891*ii, -.91427-.837257*ii, -.157057-.141963*ii, -1.17015e-155+6.5958e-156*ii, -1.65502-.700677*ii, -.476236+1.23631*ii, -.594883+.544774*ii
4.36639+1.36712*ii, 7.14302-1.15856*ii, -.201046-.195167*ii, -4.28267-.961466*ii, 1.32278e-213+1.57805e-213*ii, -2.12483+7.91299*ii, -4.60654-7.02749*ii, -2.56078+2.4859*ii
-.389512-.278581*ii, 1.15971+.423272*ii, .267775-.919876*ii, -.808396-1.58342*ii, 0, .665789+.485463*ii, -.926893+2.14874*ii, .291734+1.00218*ii
-.739723+1.01337*ii, -.057535-3.82463*ii, -.391045-1.35648*ii, -1.04751+1.08911*ii, -1.00286e-31+9.72231e-32*ii, .268281-2.29599*ii, -.058764+1.43026*ii, -.196213+.680637*ii
-.595404-.978414*ii, -.546593+.557363*ii, -1.40722+.585942*ii, 1.3105-.519789*ii, -5.04467e-44+9.45876e-45*ii, -1.11901-1.52942*ii, .635965+.298162*ii, -.605621-.252169*ii
.126579+.253038*ii, .561987-1.32373*ii, -.718938+6.09409*ii, .351141+1.58331*ii, 4.17619e-53-3.91518e-53*ii, -.443028+.938978*ii, -.347703+.868933*ii, -.0190928-.161841*ii
-.220125+1.63223*ii, 1.82333+.685371*ii, .339612-.277859*ii, 2.75668+1.10636*ii, 1.02976e-245+2.28836e-245*ii, -.403603+.865376*ii, -.581202-.835942*ii, 1.76384+1.44311*ii
-.262282-.755422*ii, .277193-.407771*ii, .501767-.918131*ii, .662593-.796728*ii, -9.49557e-66-9.49557e-66*ii, -.25251+.344321*ii, .174499+.0388193*ii, .458346+.838679*ii
.72643-12.5809*ii, -4.56112+3.65584*ii, 3.32855-1.08722*ii, 4.35402-1.19762*ii, 1.68711e-263-2.03445e-263*ii, 4.3009+.011557*ii, 3.72099-.058851*ii, .271468+.0886704*ii
-2.12096+.279163*ii, 3.86648+1.92344*ii, .21876+.0431247*ii, .453195-4.61202*ii, -5.43472e-323+9.88131e-324*ii, 1.05774+.598737*ii, 2.37011+5.3148*ii, 4.40022-.867428*ii
4.72734+3.89593*ii, 4.20039-5.6202*ii, -.0176337+.166355*ii, -2.46803+4.38212*ii, -2.88812e-131+2.81768e-132*ii, -.745308-7.53344*ii, -1.37431+1.36025*ii, -.630116-5.94446*ii
.354112+1.70382*ii, -1.43763+1.57824*ii, .551714+.389786*ii, 2.70422-1.81847*ii, -1.24645e-217-1.1898e-216*ii, .998285-1.10773*ii, .930985-3.41316*ii, 1.20905-.854191*ii
1.35818+2.6218*ii, -1.48409+2.23658*ii, .331906-.549831*ii, 1.53638-.187122*ii, 2.07908e-112+8.31633e-112*ii, -2.15762+.631364*ii, -2.14266-.759888*ii, .804668+1.333*ii
1.0976-3.918*ii, -.646074+4.4014*ii, .029848-.708058*ii, -.717579+.096005*ii, 1.30642e-200-1.95963e-200*ii, -2.66502+1.47424*ii, .780782+1.75786*ii, .05943+1.40981*ii
1.22217+3.26654*ii, 2.82183-6.2123*ii, -2.86221-4.19409*ii, 1.23378-.805361*ii, -1.12192e-258+1.0894e-258*ii, -.192769-.273482*ii, 2.11105-2.06096*ii, -.111013+.162671*ii
.946522-.317828*ii, .459224-.567289*ii, -.835396+.502705*ii, -1.41159+.835968*ii, 3.3496e-295+1.78542e-295*ii, -1.83435-.022507*ii, .671832-1.77413*ii, -.878811-.528829*ii
-.842316+1.49573*ii, 3.2048+5.31072*ii, .190022-.0873429*ii, -5.52456+3.44105*ii, -6.9179e-193-7.77407e-193*ii, -5.81392+3.89929*ii, 5.47345+4.9559*ii, 4.34463+1.99699*ii
-.372069-.429448*ii, 2.87568-1.02258*ii, .486528+.302844*ii, 2.35404+1.84512*ii, 1.47507e-289+1.28267e-289*ii, -1.42766-1.76596*ii, -2.1203-1.45987*ii, 1.4814-.922113*ii
8.73035+.97256*ii, 2.67988+6.44834*ii, .0814326+.218168*ii, 4.95627-1.39126*ii, 1.54941e-281-2.84059e-281*ii, -5.08296+3.12632*ii, -.64579+.64293*ii, 1.50166-4.02312*ii
.297122-.129729*ii, -4.11615+.407072*ii, .3219+.850848*ii, .241422-.251807*ii, -1.00768e-138-2.5192e-139*ii, -3.49063-2.76179*ii, -2.84258+.449169*ii, .388974-1.02814*ii
1.67482-7.45322*ii, -1.26297+.66375*ii, .0408529+.248549*ii, -4.98322-.178575*ii, -8.18327e-59-3.91855e-59*ii, -1.85988+1.48542*ii, -2.37274-1.07096*ii, .643905-3.91752*ii
