variable ordering: S, ap, sintheta, dA, dtheta, r, P, qc, x0, w
-.303253+.579336*ii, .278997-.266358*ii, -.689302-1.58175*ii, 3.81264-.31906*ii, .244896-.0860463*ii, .510155+1.04882*ii, -.971351+2.30555*ii, -.114669-.0477416*ii, -2.7161-1.44712*ii, 1.41871+.071505*ii
-.657101+1.19909*ii, -.768604-.515084*ii, .310704-1.47661*ii, .223435+.661165*ii, -.226172-.315356*ii, .321421-.294049*ii, -.939616-.166533*ii, -1.41197+.410951*ii, -.964296-1.3984*ii, -.385871-.204488*ii
-2.39459-.060103*ii, 1.59919-1.31829*ii, 1.23613+.397551*ii, -.053421+.0567153*ii, .362387-.489469*ii, -.0120666-.124671*ii, .13133-.132599*ii, -1.36553-3.01573*ii, .355357-1.07795*ii, .234332-.0340222*ii
-.230263+.633396*ii, .952489+.529208*ii, .692088-1.90587*ii, 2.97574+3.67799*ii, -.138339-.0802782*ii, -1.08652+1.06883*ii, -3.01483+1.03792*ii, -.0427539-.0241731*ii, -1.14793-3.16847*ii, .379899+2.26204*ii
-.884224-3.27373*ii, 1.89286+.893224*ii, .274166+1.11221*ii, -.0979516+.0212551*ii, -.588273+.663921*ii, .117793-.0428015*ii, .156195+.301873*ii, 2.5063-3.13277*ii, 1.04899-.14491*ii, -.183759+.182082*ii
-.004997+.649117*ii, 4.60317+2.86444*ii, -5.37308-3.24179*ii, -5.68392+7.74344*ii, .00031179+.00538656*ii, .497412-6.70277*ii, -4.998-3.72822*ii, 2.03612-.099744*ii, -.00138336-.00792514*ii, -2.3076+8.30226*ii
-.312757+.628642*ii, .765971+.34822*ii, -.409449-1.32665*ii, 2.8973+.238249*ii, .389652-.310432*ii, .208995+.790927*ii, -1.05592+1.74685*ii, .152684-.281307*ii, -2.15983-1.3702*ii, .654069+.650575*ii
-2.45297+.097187*ii, 1.22322-1.07197*ii, 1.27355+.285072*ii, -.0322189+.0517295*ii, .473643-.368075*ii, -.0314817-.106795*ii, .0740045-.130022*ii, -1.40549-2.73202*ii, .242608-1.19825*ii, -.028084-.222328*ii
-.316515+.644586*ii, -.611805-.682191*ii, .624907-1.19705*ii, 1.80696+1.83667*ii, -.537114-.068816*ii, -.57632+.478472*ii, -1.75582+.583406*ii, -.946124+.323533*ii, -.796864-2.14833*ii, .519692+.139442*ii
-.334633+.562113*ii, -.300433+.0192826*ii, -.838076-1.32174*ii, 3.27776-.918329*ii, .345129+.0431867*ii, .644121+.76213*ii, -.580643+2.14978*ii, -.0064846+.199166*ii, -2.66038-1.04113*ii, .975779-.571115*ii
-2.19971-.502232*ii, 1.62657-.571044*ii, 1.38899+.35825*ii, -.0525029+.0538504*ii, .328286-.310312*ii, .0198604+.134489*ii, .142536-.0920865*ii, -.669888-2.987*ii, .437931-1.12138*ii, -.22789+.050781*ii
-.37927+.481113*ii, -1.02915-.152105*ii, -.917469+.981777*ii, .571956-2.0269*ii, .425965-.347188*ii, .069738-.67029*ii, .758242+1.04392*ii, -.0530359-.0755626*ii, -1.10127+.774781*ii, .132471-2.10682*ii
3.70724-1.89028*ii, -.812723+1.06266*ii, -.799056+.056728*ii, -.118829+.026368*ii, -2.53537-.547356*ii, .0172964+.0950215*ii, -.390686+.322374*ii, 3.07128+1.79731*ii, .118296+.997668*ii, -.115048-.289561*ii
-1.2612-3.05584*ii, 3.13173+5.98332*ii, -.295423+.8319*ii, -.22627-.0759432*ii, 1.65511+1.0082*ii, .130574+.0718653*ii, .053301+.787222*ii, 5.37292-3.15224*ii, .0027407-.00367546*ii, -3.48158+1.74527*ii
-.151181+.523235*ii, -1.01371+1.02055*ii, .976491+.545694*ii, -2.26207-2.12288*ii, .039996-.95171*ii, .527558-.430437*ii, 1.45275-.862652*ii, -.0848792-.0227981*ii, .204719+.737682*ii, -2.43309-1.87119*ii
1.41535+1.09393*ii, -.395087+.0548655*ii, .177833-.920633*ii, -.230958+.0816871*ii, -.876116-1.35955*ii, .160347+.0033413*ii, -.416247-.137036*ii, -.217818+1.22091*ii, -.745322-.176221*ii, -.578461+.072599*ii
-.38043+.465835*ii, -1.29966+.062157*ii, -.867112+1.05134*ii, .470254-2.06334*ii, .462771-.251725*ii, .01117-.685024*ii, .782276+1.00402*ii, .0304759+.0732027*ii, -1.04923+.779129*ii, -.095734-2.3022*ii
3.52535-1.81841*ii, -.245909+1.38614*ii, -.826656+.080224*ii, -.123548+.0411891*ii, -2.22999-.666017*ii, .0263921+.10016*ii, -.36065+.369866*ii, 3.23885+1.44431*ii, .040102+1.02731*ii, -.286812+.117804*ii
-.475876+.550129*ii, .721988+.662603*ii, -.727942+.742991*ii, .506522-1.4827*ii, .863077-.81166*ii, .0691808-.444599*ii, .574634+.984235*ii, .482666-.913311*ii, -1.12502+.630625*ii, -.306503-.544823*ii
-2.63272-.940932*ii, 1.87574-1.24988*ii, 1.71734+.559774*ii, -.0607855+.0937953*ii, .132473-.183414*ii, .0379352+.20521*ii, .248286-.189742*ii, -.963677-3.69256*ii, .835252-1.29312*ii, .204327-.0682206*ii
3.58752-1.62724*ii, .07324+.819912*ii, -.800361+.10543*ii, -.1081+.0455516*ii, -2.34126-.970397*ii, .0309964+.0903829*ii, -.313689+.339323*ii, 2.87636+1.27707*ii, .066248+1.10051*ii, .116091+.286474*ii
-.377155+.423964*ii, .862251+.729287*ii, .955365+.442841*ii, -.386055-.467751*ii, .303103-1.10097*ii, -.217419+.181777*ii, .343912+.012741*ii, .13831-1.07621*ii, -.046342-.188828*ii, -1.16199-.076431*ii
-.359239+.0761218*ii, 3.28796+2.01154*ii, .848628+.327793*ii, -.704326+.040766*ii, .794072-1.58289*ii, -.0879884+.248978*ii, .249918-.0682595*ii, 1.35378-2.29517*ii, .0114239-.00703393*ii, -1.75378+1.96668*ii
3.78053+.707385*ii, 2.96781-2.79684*ii, -.636739+.218379*ii, .020634+.0480675*ii, -2.39417-3.65734*ii, -.0515207-.0132797*ii, .0440051+.196317*ii, -.00825328-.00870943*ii, -.166148+1.6549*ii, 2.60158+2.04759*ii
-2.08561-1.02882*ii, 2.10679-.771969*ii, 1.40579+.652135*ii, -.0789986+.075486*ii, .0947873-.345499*ii, -.0093803+.176777*ii, .242422-.0761588*ii, -.35293-3.46142*ii, .750126-.951299*ii, .0848802+.226088*ii
.006790+.987165*ii, 1.7783-2.29624*ii, .699398+.483995*ii, .076881-.334705*ii, -.526146-2.10218*ii, -.17186+.0115595*ii, .330931+.0736215*ii, -1.52793-1.55163*ii, -.0271491+.0736047*ii, 1.24357+.340012*ii
-.650446-2.22123*ii, 1.87947-.051485*ii, .68427+1.04747*ii, -.0902595+.0618928*ii, -.671495-.111949*ii, -.0912258+.110174*ii, .196187+.160229*ii, 1.37174-2.81833*ii, .989213-.201379*ii, .187848+.205624*ii
-.397087+1.05388*ii, 2.23411-1.2458*ii, .760359+.424786*ii, -.0269319-.308462*ii, .085502-2.01622*ii, -.159012+.0526015*ii, .335774+.0941034*ii, -1.07641-1.86443*ii, -.168438-.0325756*ii, .46215+.752417*ii
-.341289+.0852791*ii, 3.30419+2.23826*ii, .848118+.315923*ii, -.75291+.034330*ii, .863963-1.57746*ii, -.0889614+.256544*ii, .254032-.075924*ii, 1.47871-2.25965*ii, -.00930657+.00753149*ii, -1.9265+2.01381*ii
.0108049+.420992*ii, 10.9887-5.4814*ii, -.588676+.300435*ii, 2.16472+2.9998*ii, -.71348-4.5632*ii, -.43929-.000419*ii, -1.2395+.943742*ii, -1.36628-6.78916*ii, .000318607+.00087714*ii, 6.06139+7.5792*ii
3.11963-1.11374*ii, .181918+.594542*ii, -.828883+.14046*ii, -.122729+.0582844*ii, -1.96539-1.08287*ii, -.0406693-.0990665*ii, -.317957+.318514*ii, 2.33544+1.09707*ii, -.071878+1.0239*ii, .153252+.316295*ii
-.860596-2.47281*ii, 1.61619+5.23545*ii, -.278128+.894966*ii, -.243176-.101378*ii, 1.27277+1.0019*ii, -.145985-.0795244*ii, -.041413+.688573*ii, 4.56499-1.9992*ii, .000746872-.00744513*ii, -3.21539+.723353*ii
-.374748+.673154*ii, .730889+1.30632*ii, -.448998-1.08179*ii, 2.17584-.094803*ii, .767315-.315904*ii, .240946+.546596*ii, -.751576+1.50021*ii, .623466-.238195*ii, -2.05422-1.00465*ii, -.287831+.575379*ii
3.78692-1.70018*ii, -.490998+.504697*ii, -.777875+.081388*ii, -.104521+.0304567*ii, -2.65168-.857444*ii, .0217198+.0864961*ii, -.34403+.293041*ii, 2.72113+1.63987*ii, .14282+1.07841*ii, .285821-.114734*ii
2.97306-1.31762*ii, -.123176+1.2513*ii, -.877154+.113888*ii, -.147817+.0533699*ii, -1.78399-.727791*ii, -.0360836-.115681*ii, -.369147+.353439*ii, 2.73349+1.22136*ii, -.114921+.935176*ii, -.314671+.156748*ii
.010567+.42121*ii, 10.9776-5.49152*ii, -.58887+.300298*ii, 2.16898+2.99802*ii, -.717469-4.56022*ii, -.439427-.000292*ii, -1.23988+.945276*ii, -1.37323-6.78437*ii, -.000316282-.00087949*ii, 6.06849+7.56948*ii
-.197342+.442767*ii, -1.37488+.543497*ii, 1.15214+.696712*ii, -.387677-.936007*ii, -.033214-.545257*ii, -.424155+.198574*ii, .490939+.0130634*ii, -.214499+.13911*ii, .0657362-.239919*ii, -1.35594-1.8802*ii
-.316542-2.66838*ii, 1.13357+.670871*ii, .429316+1.06411*ii, -.0959157+.0268167*ii, -.805716+.36016*ii, -.108613+.0621575*ii, .101919+.247451*ii, 2.0947-2.23263*ii, .972551-.116258*ii, -.209615-.200486*ii
-.394932+.569873*ii, -.559124+.979953*ii, -.716211-1.05997*ii, 2.47488-.928824*ii, .622654+.133935*ii, .50229+.514139*ii, -.448098+1.77719*ii, .414008+.360181*ii, -2.36425-.852592*ii, -.052944-.689856*ii
-.223063+.635687*ii, .991393+.745102*ii, .796707-1.93525*ii, 2.81941+4.04334*ii, -.134022-.0565353*ii, -1.22884+1.03361*ii, -3.19921+.890345*ii, .0402683+.0119082*ii, -1.00109-3.30234*ii, .159503+2.47134*ii
1.64989+1.57626*ii, .33785-.810245*ii, .123281-.829403*ii, -.135305+.0671864*ii, -.968752-2.04356*ii, .112242-.0093246*ii, -.329142-.102425*ii, -.761434+.968525*ii, -.804811+.060658*ii, .117153+.523668*ii
-.961576+.8952*ii, 3.75651-1.62093*ii, .737463+.386798*ii, -.288969-.179228*ii, .280148-2.29183*ii, .115687-.121564*ii, .43831-.0863437*ii, -1.21395-3.11684*ii, -.0248646+.0120636*ii, .769901+1.71268*ii
-.186323+1.43595*ii, 1.02498+1.32858*ii, -.20551-1.00235*ii, .246925+.479084*ii, .70965-1.02257*ii, .0878478-.244278*ii, -.733947+.265307*ii, .0844109-.0595396*ii, -1.3422-.634642*ii, -1.18467+1.18563*ii
-.428244+.62396*ii, -.018854+1.59559*ii, -.570109-1.00992*ii, 2.10279-.587493*ii, .854466-.024828*ii, .358451+.471386*ii, -.533937+1.56365*ii, .730567+.133194*ii, -2.18262-.862748*ii, -.588178-.117136*ii
.0029488+.359622*ii, 15.9616+1.56041*ii, -.061042-.612677*ii, .043073+4.53736*ii, 1.67669-5.46066*ii, -.285476+.352051*ii, -1.63161+.02887*ii, 2.83615-8.4425*ii, -.000416914+.0000838017*ii, .86234+12.7963*ii
-.678125+.698467*ii, 2.03781-.178082*ii, .849607+.401408*ii, -.157158-.276818*ii, .392398-1.5584*ii, -.150983+.103781*ii, .299922+.0779476*ii, -.432297-1.89054*ii, -.131965-.19903*ii, -.345861+.683055*ii
-.265523+.615915*ii, -1.06096-.313792*ii, -.713969+.940654*ii, 3.41217-2.45024*ii, .752767-.297994*ii, -.277258+.789157*ii, .603126+2.7522*ii, .0475964-.011392*ii, -2.16942+.127328*ii, 1.29472-2.45364*ii
-.217457+.563931*ii, 1.20413-.297445*ii, .801296+.479574*ii, -1.35436-1.18461*ii, -.077161-1.63543*ii, .338729-.269554*ii, .962553-.506165*ii, -.471077-1.33499*ii, .157278+.506832*ii, -.806531-.162679*ii
.439499+1.70471*ii, 1.48472+.866912*ii, -.069483-.908001*ii, .0035268+.286109*ii, .400992-1.71939*ii, .108816-.128443*ii, -.486182+.131757*ii, -.0918719-.010104*ii, -1.22633-.25187*ii, -.923355+1.46241*ii
-.0713695+.355898*ii, 1.01087-.448075*ii, -9.68152-4.13854*ii, -6.32436-7.43136*ii, -.000401247+.00106951*ii, 8.43964-7.61359*ii, 3.09617-1.72045*ii, .673508+.720994*ii, -4.99773+6.37417*ii, -.33771+.0282951*ii
2.08474+2.10039*ii, -.014691-.796201*ii, .106384-.799685*ii, -.106+.0721655*ii, -.981369-2.34225*ii, -.098452+.0165565*ii, -.372558-.0721955*ii, -.933027+1.58021*ii, -.941193+.177872*ii, .0517218+.410165*ii
3.10055+.681506*ii, -3.9255-3.0177*ii, .297764-.664021*ii, -.171719-.0969227*ii, -3.29876-1.04276*ii, -.0869428-.0700873*ii, -.46637-.417541*ii, -1.61846+3.50757*ii, -.00608808+.00947858*ii, 1.33876-2.6597*ii
-.131276+.565701*ii, -.19185-1.60252*ii, .790243+.636509*ii, .072598-.656033*ii, -.570436-1.14161*ii, -.2845+.0148731*ii, .361588+.12719*ii, -1.20574-.638756*ii, .0491351-.122944*ii, .546275-1.17169*ii
3.0863+.63608*ii, -4.01678-2.9846*ii, .302005-.662677*ii, -.173606-.100045*ii, -3.31007-.98041*ii, -.0869551-.0716224*ii, -.472164-.419196*ii, -1.59252+3.53943*ii, .00630862-.00890353*ii, 1.30831-2.72729*ii
-.384427+1.00275*ii, -.658447+.992733*ii, -.867572-1.16911*ii, 1.0348+1.08458*ii, .406725+.14591*ii, -.142814-.599207*ii, -1.48536+.620702*ii, .030071+.799753*ii, -1.55331-1.15249*ii, -.582495+.245817*ii
-.160213+.753334*ii, 1.38489-.708835*ii, -2.43689-.993522*ii, 2.30273+4.04041*ii, -.0291221+.0671119*ii, -1.19824-1.55262*ii, -3.41271+1.0874*ii, .0131193-.036038*ii, -1.43381-1.51889*ii, 2.07785+2.68402*ii
3.95995+.384131*ii, 2.86521-3.18068*ii, -.634574+.199494*ii, .0185967+.0370124*ii, -2.76673-3.5869*ii, .0453542+.0114845*ii, .0594242+.153711*ii, -.00522359-.00807964*ii, -.017251+1.68541*ii, 2.91817+1.92157*ii
2.31012-2.88691*ii, -4.12744+3.61954*ii, -.759712-.2158*ii, -.195128-.0954842*ii, -1.82611+1.9979*ii, .0614674-.111373*ii, -.726424+.342737*ii, 4.10229+2.95377*ii, -.00441057+.00574502*ii, -2.35411-2.52896*ii
2.31957+1.98831*ii, -.554518-1.38317*ii, .145693-.778643*ii, -.123443+.0418287*ii, -1.41323-2.2798*ii, -.0988084-.0021364*ii, -.369502-.148417*ii, -1.204+1.88549*ii, -.790435+.193234*ii, .410186-.0282564*ii
2.30671-2.91544*ii, -4.18609+3.62977*ii, -.755988-.216163*ii, -.193997-.0970357*ii, -1.83989+2.03419*ii, .0618248-.110423*ii, -.730396+.341753*ii, 4.11408+2.97631*ii, .00422763-.0056577*ii, -2.36506-2.57246*ii
-.299837+.745426*ii, 1.93058+.91725*ii, -.64255+.652004*ii, 2.11193-1.22003*ii, 1.25569-1.20184*ii, -.243842+.429686*ii, .276203+1.9401*ii, .862039-1.35548*ii, -1.7324+.266622*ii, .292052+.396442*ii
-.297817+.596901*ii, 2.28588-.829023*ii, .754159+.450808*ii, -1.05184-.72725*ii, -.089454-1.96371*ii, .255966-.228864*ii, .747353-.411259*ii, -.641091-1.99014*ii, .177311+.4018*ii, -.165012+.680644*ii
1.53655-2.06066*ii, -1.32693-2.90163*ii, .39122+.648719*ii, .0185343-.038552*ii, -3.06186-.175368*ii, -.0483529-.0243672*ii, -.0509637-.0974299*ii, -.0170854-.00666827*ii, 1.15762+.089005*ii, 2.03947-1.85329*ii
-.0100362+.363603*ii, 7.96177-11.7039*ii, -.60147+.198598*ii, 3.27504+1.30003*ii, -3.02304-4.28825*ii, .407428-.0532576*ii, -.505562+1.17777*ii, -5.15519-6.0703*ii, -.000462944+.00033307*ii, 10.2691+4.01293*ii
2.83428+.156898*ii, -3.08789-2.27541*ii, .31127-.682609*ii, -.148007-.106365*ii, -3.02818-.894748*ii, .0817832+.0745851*ii, -.402806-.32469*ii, -.890257+2.81298*ii, .0144905-.0165206*ii, .994376-2.10269*ii
-.972214+.790414*ii, 3.6739-1.58136*ii, .745833+.39529*ii, -.310963-.144732*ii, .240554-2.20379*ii, .110732-.130097*ii, .41672-.105079*ii, -1.15144-3.10543*ii, .0256641-.0140429*ii, .739484+1.65912*ii
2.85264+.262431*ii, -2.89845-2.3588*ii, .301184-.685972*ii, -.146125-.100058*ii, -3.00018-1.02641*ii, .0823474+.0713442*ii, -.390585-.323779*ii, -.962327+2.74278*ii, -.013256+.0199413*ii, 1.06392-1.96436*ii
-.0825138+.33999*ii, 1.09901-.937604*ii, -9.87743-3.78061*ii, -5.7182-7.23599*ii, -.000514592+.00100272*ii, 8.08942-7.60024*ii, 2.932-1.34706*ii, .568514+.572686*ii, -5.02655+6.36069*ii, .365449-.0187204*ii
1.85674+.882747*ii, -1.17369-.716961*ii, .249134-.837902*ii, -.209137-.0070193*ii, -1.5218-1.29165*ii, .13178+.0416005*ii, -.382116-.197648*ii, -.494984+1.69371*ii, -.521299-.110825*ii, -.074196-.578469*ii
-.0841335+.354458*ii, .803011-.715191*ii, -9.58449-3.89043*ii, -5.93336-7.66522*ii, -.000484647+.0011029*ii, 8.29955-7.41503*ii, 3.21619-1.45822*ii, .549327+.70782*ii, -5.03115+6.37736*ii, -.0390948-.352689*ii
-1.7412+.040349*ii, -2.04166+1.70712*ii, .977109-.33065*ii, .230013-.0905092*ii, .677745+1.00809*ii, -.154354+.0870992*ii, -.396846+.166875*ii, -.00556976+.0241562*ii, -.464305-1.58115*ii, -2.11255-1.83569*ii
-.201632+.426026*ii, -3.50122-.752435*ii, .676166+1.26529*ii, .021927-1.62075*ii, -.449375+.0443831*ii, -.602754-.187365*ii, .686062+.336137*ii, -.987409+1.04993*ii, .00607846+.0181271*ii, -.399282-3.9127*ii
-.233733+.703503*ii, 1.94698-1.8669*ii, .719095+.479567*ii, -.614423-.937696*ii, -.397468-2.02622*ii, .279458-.148077*ii, .803284-.213077*ii, -1.25408-1.88369*ii, .0784157+.385265*ii, .66891+.228566*ii
2.18908+1.7518*ii, -1.19367-.845447*ii, .17666-.818594*ii, -.159437+.0554186*ii, -1.35151-1.82416*ii, -.118778-.0053827*ii, -.446103-.157986*ii, -.914812+2.17321*ii, -.76997+.029039*ii, -.0408808-.427768*ii
-.456355+.878129*ii, -1.37357+.770647*ii, -.948653-.893784*ii, 1.55285+.85181*ii, .386129+.462091*ii, -.3206-.506504*ii, -1.45665+.974877*ii, -.033448+1.0291*ii, -1.64363-1.19641*ii, -.255625-.493054*ii
-.168033+.761773*ii, 1.18745-.640694*ii, -2.31657-1.01665*ii, 2.224+3.76445*ii, -.0266958+.0779022*ii, -1.08976-1.46778*ii, -3.24136+1.06163*ii, -.0165426+.0417894*ii, -1.45355-1.48334*ii, 1.91765+2.4437*ii
-.289744+.875535*ii, -.404974+.248383*ii, -1.31259-1.1393*ii, 1.49873+1.75827*ii, .13783+.213283*ii, -.375187-.832317*ii, -1.97368+.802737*ii, -.116366+.699608*ii, -1.54809-1.26295*ii, .352881+.614698*ii
-.279656+.68804*ii, -.587218+.230587*ii, .794551-1.32853*ii, 1.43934+2.39652*ii, -.359056+.0165988*ii, -.777623+.441968*ii, -2.05142+.320117*ii, -.535652+.519653*ii, -.641368-2.35955*ii, -.286072+.550672*ii
-.290425+1.24678*ii, .484884+.987525*ii, -.231324-1.15282*ii, .321741+.661102*ii, .459125-.679691*ii, .123033-.325971*ii, -.917689+.20914*ii, -.123218+.13514*ii, -1.27947-.863518*ii, -.971148+.856069*ii
2.7839-3.266*ii, -4.7786+4.86413*ii, -.729006-.22701*ii, -.199939-.079582*ii, -1.84871+2.35684*ii, -.057745+.107927*ii, -.816524+.431452*ii, 5.07667+3.62173*ii, -.00314723+.00281028*ii, -3.17706-2.77801*ii
-.165492+.280839*ii, .879888-3.13823*ii, -10.433-1.31142*ii, -3.59723-6.27651*ii, -.00106709+.000420198*ii, 5.91671-7.77933*ii, 2.358+.028475*ii, .00047288+.00857757*ii, -4.47953+6.51552*ii, 3.19961-.887565*ii
3.9662+.371126*ii, 2.83727-3.17199*ii, -.635101+.198843*ii, .0177987+.0369421*ii, -2.77546-3.5722*ii, .0450367+.0118596*ii, .0568831+.153125*ii, .00513043+.00820698*ii, -.013767+1.68312*ii, 2.91134+1.90341*ii
-.0101222+.363457*ii, 7.96518-11.714*ii, -.601361+.1985*ii, 3.27731+1.30174*ii, -3.02615-4.29013*ii, .407511-.0531854*ii, -.506301+1.17798*ii, -5.16021-6.07348*ii, .000462249-.000332062*ii, 10.2773+4.01454*ii
-.166226+.278459*ii, .904791-3.17962*ii, -10.4875-1.27108*ii, -3.593-6.23468*ii, -.00105768+.000400331*ii, 5.88466-7.82816*ii, 2.33336+.035866*ii, -.00059755-.00826392*ii, -4.46812+6.53785*ii, 3.25654-.865693*ii
-.168822+.623005*ii, .807262-1.61818*ii, .747363+.528943*ii, -.764252-1.43026*ii, -.474902-1.67088*ii, .368756-.16241*ii, 1.02008-.234674*ii, -1.20831-1.26136*ii, .0479793+.468059*ii, .286475-.724582*ii
1.07272+2.45823*ii, 2.52454+1.05042*ii, -.060716-.77847*ii, .0472955+.143687*ii, .648058-2.72467*ii, -.0547284+.0895518*ii, -.302481+.270399*ii, -.0294029-.0179469*ii, -1.46932+.184775*ii, -.941762+2.28086*ii
