variable ordering: S, ap, sintheta, dA, dtheta, r, P, qc, x0, w

component_1:
equations:
-S*dA+P
-sintheta^3*dtheta+1.33333
ap^2-.5*x0^2*w^4
75.0024*P-314.001*qc^2*x0^2*w^4
points:
-58.5785-36.9212*ii, .0363126+.0502778*ii, .367327-.277088*ii, -.525246-.068174*ii, -4.9244+12.7714*ii, -33.2968+28.0206*ii, 28.251+23.3863*ii, 27.8592-19.0418*ii, -1.67754-15.111*ii, -.0734497+.0193401*ii
-42.9946-29.9352*ii, .0429163+.0567601*ii, .400015-.313793*ii, -.524148-.067507*ii, -4.18138+9.24457*ii, -26.2458+20.0901*ii, 20.5147+18.5929*ii, 21.7153-13.4713*ii, -.73503-11.4308*ii, .0897747-.0269454*ii
-.312929+.412431*ii, .701731-2.50146*ii, .80485-.75143*ii, -.565121+1.86442*ii, -.629913+.775046*ii, -.24538+.93591*ii, -.592102-.816505*ii, -.130974-.0263032*ii, -.262455+.261355*ii, 3.04611-.800553*ii
-4.62262+.441083*ii, .073181-.520724*ii, -1.35439-.84318*ii, -.555647-.073030*ii, .0326891+.326711*ii, -1.09632+3.68874*ii, 2.60076+.092504*ii, -.128863-1.05235*ii, -1.00165-1.1846*ii, .282803-.631973*ii
4.00494+.237729*ii, -.210611+.124503*ii, .007143-.882265*ii, -.562234-.057955*ii, -.047148-1.94075*ii, .450517-1.87657*ii, -2.23793-.365766*ii, -1.22705+1.73747*ii, .504666+.645927*ii, .488135-.428754*ii
.070685-5.25137*ii, 8.94537+3.82433*ii, .317526+.474941*ii, -.288127+.753042*ii, -7.01191-1.40051*ii, -4.36269-3.9837*ii, 3.93413+1.56629*ii, .0714222-.0155638*ii, .430816+.547386*ii, 1.09952+4.30605*ii
-3.63226-.984536*ii, .0914279+.119236*ii, 1.73109+.207611*ii, -.434274+.0675635*ii, .235624-.088174*ii, -1.68209+1.74561*ii, 1.64392+.18215*ii, 1.92662-2.24451*ii, -.21793-.0581786*ii, .918886+.312568*ii
-1.4837-2.31063*ii, .118891+.0509787*ii, 1.10661+1.36951*ii, -.335759+.140667*ii, -.217997-.110204*ii, -1.7015+.191524*ii, .823194+.567107*ii, 2.65675-.275826*ii, -.165179+.284138*ii, .558612+.494549*ii
-.0984826-.0156465*ii, -.0270319+.114293*ii, -.9758+.415682*ii, -1.40917+.339758*ii, -.396434-1.04475*ii, .113926+.933814*ii, .144094-.0114117*ii, .300298+1.07766*ii, -.758404-.245516*ii, .335546+.309462*ii
-.441049+.555992*ii, .185354-3.04148*ii, .8949-.567716*ii, -.451319+1.76421*ii, -.139851+1.1114*ii, -.192902+1.19742*ii, -.78183-1.02903*ii, .11877+.0501687*ii, -.273417+.29819*ii, 3.07618-1.09027*ii
-.318618+2.54422*ii, -4.3725-1.67672*ii, -.355811-.672678*ii, -.125435+.601195*ii, 3.00691-.335716*ii, 2.05148+2.36499*ii, -1.48961-.510686*ii, .0184921+.0907406*ii, -.787575-.046686*ii, .442942-2.86323*ii
-6.99441-42.5968*ii, .0663159+.0374169*ii, .219331+.486366*ii, -.518267-.065745*ii, -8.38746+2.59313*ii, -26.7912-3.67697*ii, .82446+22.5364*ii, 20.8648+5.40369*ii, 6.16847-6.74109*ii, .0675586-.0849747*ii
.261159+1.47321*ii, .563152-2.58438*ii, 1.63955-.266134*ii, -1.59988+.610131*ii, .257702+.135066*ii, -.054442+1.10007*ii, -1.31667-2.19762*ii, -.199726-.0619911*ii, -.0058794+.480128*ii, 2.77685+.28185*ii
-.091597-4.98866*ii, 9.14624+3.34795*ii, .31065+.481058*ii, -.261808+.79535*ii, -7.02139-1.0567*ii, -4.37509-3.77523*ii, 3.99172+1.23322*ii, -.0710638+.014485*ii, .391223+.564947*ii, 1.35346+4.2676*ii
-.504556+1.32177*ii, .405768+.338705*ii, .973783+.487186*ii, -.902827+.041679*ii, .184022-1.01631*ii, .397565+.564571*ii, .400437-1.21436*ii, .182273-.716527*ii, -.478469+.570122*ii, .709562+.707682*ii
-1.2576+2.138*ii, .12208-.206659*ii, -.180499-1.16402*ii, -.519708-.02492*ii, .36328-.730441*ii, .400411+1.66546*ii, .706861-1.07979*ii, -1.40156-.843248*ii, -.492758-.102055*ii, .668102-.477692*ii
.00117881-.027983*ii, .0281051+.0410199*ii, -.001958-1.11999*ii, -.23686-.153813*ii, .004977-.949055*ii, -.644148+.292574*ii, -.00458336+.00644672*ii, -.613351-.076647*ii, .120807-.0506356*ii, .462705-.568109*ii
-.283345+3.74677*ii, -3.70513-3.74784*ii, .728057-.054885*ii, -.608865+.596677*ii, 3.33881+.766732*ii, 2.14902+2.83868*ii, -2.06309-2.45034*ii, .0408639+.110018*ii, -.741875+.420677*ii, 1.79723-2.34713*ii
1.02812-.438322*ii, -.0488188+.0705015*ii, -1.13757+.446676*ii, .0087152+.139516*ii, -.316614-.658273*ii, -.0220083-.428203*ii, .070113+.139619*ii, .084283+1.59068*ii, -.437708+.232989*ii, -.116596-.480606*ii
-22.7932-43.7299*ii, -.0566218-.0442089*ii, .155731+.489543*ii, -.521176-.065155*ii, -7.84825+5.92699*ii, -30.4053+5.53689*ii, 9.03007+24.2761*ii, 24.4457-1.35977*ii, 4.17838-9.68172*ii, -.0599981-.0776817*ii
-53.8858-38.4619*ii, -.0385809-.0502566*ii, .367489-.288288*ii, -.524161-.068514*ii, -5.39321+11.9221*ii, -33.3359+24.9942*ii, 25.6096+23.8521*ii, 27.6576-16.6216*ii, -.75483-14.5155*ii, -.0233062-.0749753*ii
-3.21294+2.823*ii, .549294+.044497*ii, -2.74747+.662701*ii, -.723056-.216272*ii, -.0447877-.0385001*ii, 1.05227+3.27452*ii, 2.93367-1.34632*ii, -1.07767+.32859*ii, -1.96863-.615186*ii, -.610928+.068108*ii
.770087+.065002*ii, -.329034+2.75716*ii, -.90206+.294012*ii, 2.01181+2.01554*ii, -.914181-1.26557*ii, 1.69491-1.8157*ii, 1.41825+1.68292*ii, .0574651-.175466*ii, -1.07293+1.00558*ii, -.559589-1.53535*ii
