variable ordering: Eki, Ekf, Ugi, Ugf, G, M, m, ve, r

component_1:
equations:
Ekf
Ugf
2.02*G*M*m-.98*m*ve^2*r
points:
1.6391+4.76805*ii, -1.18944e-16-1.54446e-16*ii, -.254774-1.85196*ii, 7.7223e-17-5.94722e-17*ii, -4.11878-1.32596*ii, 1.65817+2.13077*ii, -1.89948e-16+3.92335e-16*ii, -1.23008+1.49067*ii, .391963+.121141*ii
-1.39885+.045585*ii, 0, .724153-.724577*ii, 0, -.176379-.319823*ii, 1.01919-.823844*ii, -1.96417e-32-3.12194e-32*ii, -.56382-.230348*ii, -.281986-1.0146*ii
-.120435+.4167*ii, 0, -1.17867-1.25945*ii, 0, .101205-.0588128*ii, .710473+1.80586*ii, -2.59085e-76+5.1817e-77*ii, -.652576-1.62501*ii, .440267+1.28274*ii
-.577576+.958915*ii, 0, 1.30063-.699159*ii, 0, -.522404+.533121*ii, 1.18608-.050591*ii, -1.51686e-60+7.77877e-61*ii, -.091370+.825901*ii, -.891718-.648883*ii
-1.76399-2.37053*ii, 0, -.745851-1.66795*ii, 0, -.492632-.980201*ii, -1.04202-1.35557*ii, 2.57452e-32+7.3625e-33*ii, .64256+.707642*ii, 4.50876+1.65554*ii
3.09374+1.98856*ii, 0, 3.16022-4.61158*ii, 5.77923e-32-4.76859e-31*ii, -4.38522-1.76222*ii, -.121607-1.22326*ii, -5.89091e-89+1.728e-88*ii, -1.18769+1.77258*ii, .731365+3.14377*ii
-.37469+.0243831*ii, 0, 1.00595-.574383*ii, 0, -.055766+.757841*ii, -.911374-.244435*ii, -2.14044e-196-6.42132e-196*ii, -.756798-1.0187*ii, 1.06356+.541736*ii
-.640347+1.38775*ii, 0, 1.09886+2.69351*ii, 0, -.384452+.638427*ii, 1.65624-2.25157*ii, -8.02665e-197-9.36442e-197*ii, 2.7133-1.34584*ii, 3.51427+1.01399*ii
.85851-.417877*ii, 0, .6452-.556552*ii, -1.05914e-31+1.59185e-31*ii, .637123-.880008*ii, 1.10789+1.10633*ii, -2.73813e-59-7.46762e-60*ii, -.499298-1.49828*ii, -1.2263+.795457*ii
.280983+.176385*ii, 0, .809598-.081227*ii, 0, -1.60034+1.81022*ii, .964463+1.14153*ii, 1.53427e-192-4.38362e-193*ii, -.830103-.647012*ii, -.382603+.25578*ii
-.732508-.578861*ii, 6.60313e-32-3.88353e-33*ii, 1.52756-1.38011*ii, 0, 1.02124-1.96309*ii, -.529904+.695197*ii, 8.97765e-190-4.71327e-189*ii, -.585145-.210552*ii, 1.64501+.882929*ii
.983772+2.94486*ii, 0, -2.78449-4.19972*ii, -1.29111e-31-3.99775e-31*ii, -.099892-.650233*ii, -1.66631-8.19069*ii, 7.18212e-189+4.03994e-188*ii, 1.0394-1.77953*ii, 4.33644-.84494*ii
.563242-1.2254*ii, 0, -1.61352+1.2749*ii, 0, .179909+1.07004*ii, -1.40157+.778122*ii, 2.51346e-87-6.28364e-88*ii, -.454615-.267977*ii, 1.09329-.439003*ii
-1.06112+.754004*ii, 0, 1.29638-2.50337*ii, 0, .392473+.239971*ii, -.486996+1.20443*ii, 1.11204e-31+8.25462e-32*ii, .383648+.10795*ii, .008689+1.21016*ii
-1.40481+.249561*ii, 0, -.276835+.294919*ii, 0, -.270116+.713656*ii, 1.26355-.610343*ii, -2.58556e-187-4.59656e-187*ii, -.502219-.354668*ii, .0133724-.485703*ii
-.032191-1.39534*ii, 0, -1.21851-.604338*ii, 2.48637e-32-1.94335e-31*ii, -3.1339-.731211*ii, .101984+.222814*ii, 4.38362e-193+4.93157e-193*ii, -.518895+1.07301*ii, -.622008-.569347*ii
.402603-1.32097*ii, 0, .852334-.456029*ii, 6.90353e-32-5.39463e-32*ii, .190516+.202292*ii, 1.06594+1.19287*ii, 2.80552e-191-1.40276e-191*ii, .172382+1.68893*ii, -1.60076-1.1299*ii
2.46943-2.38688*ii, 0, -1.4161+4.02571*ii, 0, -5.11833+1.48139*ii, 3.25088+8.04743*ii, -1.76187e-67-2.04006e-67*ii, -2.36913+.022832*ii, 2.88873+.693118*ii
7.44892-4.64586*ii, 0, -7.38727-7.34629*ii, 0, .23382+1.24026*ii, 1.71557+8.7098*ii, -4.75423e-70+2.53559e-70*ii, 4.31434-13.0757*ii, -1.77066-4.27089*ii
.642193+1.86776*ii, 0, -1.4278-1.30779*ii, 0, .004529-1.33395*ii, -.116283+3.0747*ii, -4.28088e-196+4.06683e-195*ii, 2.22869+.21904*ii, -1.21588+1.71026*ii
1.7541+.485446*ii, 0, -.869447+2.19805*ii, 0, .447478-.560439*ii, -2.95535+1.01281*ii, -6.95768e-189+8.52877e-189*ii, 4.2116+1.51736*ii, .236905-.922938*ii
.418526+.0942168*ii, 0, .826587+1.62519*ii, -1.51051e-31+1.17958e-31*ii, -1.90896+.188217*ii, 2.59065-2.22934*ii, -3.59106e-189+5.38659e-189*ii, .827002-.847081*ii, -1.96129-.489023*ii
-.25724-9.32979*ii, 0, -6.39783-6.07131*ii, 0, -1.24635+4.77996*ii, 4.01405+7.11412*ii, 9.2056e-192+2.98086e-191*ii, 7.61505-2.65446*ii, -5.82573-5.3021*ii
.155074-1.03769*ii, 0, -.317118+.275909*ii, 0, .71297+.173213*ii, -1.084-.076969*ii, -6.16446e-194-4.79458e-194*ii, -.608021+.633186*ii, -.0600232-.414138*ii
.287549-.385661*ii, 0, -1.88593-.060523*ii, -1.20729e-31-3.9167e-31*ii, -.799187-1.13244*ii, -.854848-.162225*ii, 6.58962e-183-2.35344e-183*ii, 1.15817-.571303*ii, -1.37071+.581057*ii
-.903761+1.76456*ii, 0, 1.2618+3.4869*ii, 0, 1.59628+.796827*ii, .531671-1.57607*ii, 1.25687e-188, -.310661-.939794*ii, -.096483+1.13829*ii
.0892027-.40167*ii, -6.54441e-32-2.05471e-32*ii, -1.97663-1.87195*ii, 2.17086e-31+9.61152e-32*ii, -1.21928-2.56863*ii, -.338582+.993605*ii, 7.01379e-191-3.5069e-192*ii, .753542-1.73722*ii, .574349+1.08904*ii
