variable ordering: Eki, Ekf, Ugi, Ugf, G, M, m, ve, r

component_1:
equations:
Eki-.5*m*ve^2
Ekf
Ugi*r+G*M*m
2.00002*G*M*m-1.00082*m*ve^2*r
points:
-3.32598e-65+8.95726e-66*ii, 1.01298e-109-1.14598e-109*ii, .331939+.488581*ii, .0070673+.395099*ii, .005117+1.06707*ii, .29606+.12024*ii, -1.20401e-16-8.25969e-17*ii, -.511108+.055246*ii, 2.11577e-17+2.37242e-17*ii
0, 0, -4.61632-.537602*ii, .074317+3.40914*ii, -.704676-1.92615*ii, 2.94316-.747944*ii, 1.42468e-192+7.67133e-193*ii, -3.87116-.805948*ii, 5.99323e-194-9.2467e-194*ii
-5.01665e-198*ii, 0, .553996+.33276*ii, -.365497+.396074*ii, .366643-1.33536*ii, .103903+.521269*ii, -1.00333e-197*ii, .630179-.394779*ii, -3.34444e-198+8.36109e-199*ii
7.83852e-200-1.5677e-199*ii, 0, -.550753-2.52408*ii, -.900408+1.23104*ii, -.771334+1.6124*ii, .969918-.694833*ii, -5.22568e-200, .199031+.943167*ii, 3.26605e-200*ii
-4.70251e-138-1.51152e-138*ii, 0, 1.9807+.992788*ii, 2.39287-1.03072*ii, .273108+.433067*ii, 5.76394+1.60329*ii, 6.71788e-139-4.1987e-140*ii, .338805-3.31064*ii, 5.3743e-138+2.01536e-138*ii
-1.20147e-31+4.40784e-32*ii, 0, -.867387+3.93775*ii, -1.87181-1.36764*ii, -.028848-2.71916*ii, -2.03457-3.69991*ii, 2.79203e-33+3.00044e-33*ii, -4.37361-6.58192*ii, 3.6239e-33-9.51561e-33*ii
2.09942e-32-7.83702e-33*ii, 0, .448776+1.02955*ii, -4.13446-5.8611*ii, -.667059-4.27004*ii, 1.34317+2.549*ii, -8.54423e-35-2.56863e-34*ii, 9.26145+8.93255*ii, 2.60089e-33-1.07285e-33*ii
3.1895e-203+2.00939e-202*ii, 0, 9.20139-4.43425*ii, .560615+4.43943*ii, -7.46154+.870215*ii, -1.89125-4.21828*ii, 1.11633e-203-3.1895e-204*ii, 1.11486+2.31576*ii, 1.63303e-201-2.44954e-201*ii
4.90909e-91+1.22727e-91*ii, 0, -1.7155+1.3585*ii, -.998239-1.23308*ii, 1.0166-.199865*ii, 1.27639-.095032*ii, 1.07386e-91-1.53409e-92*ii, 2.16317+.56559*ii, -7.67046e-93+3.83523e-92*ii
-5.00057e-101-3.39324e-101*ii, 0, 6.28331+4.90311*ii, -9.24668-8.64887*ii, 10.3676+2.2803*ii, 3.47215-.696841*ii, 1.29479e-101+6.25071e-102*ii, 6.57382+6.79695*ii, -1.78592e-102+3.31371e-103*ii
-2.94604e-153-8.95001e-154*ii, 0, 4.07412-5.03137*ii, -.851983-1.48224*ii, 3.50238-3.96703*ii, .384894+1.59712*ii, -3.35625e-154*ii, -1.47228+3.68792*ii, -3.72917e-155-2.33073e-156*ii
1.11052e-32-2.76843e-33*ii, 0, -1.09523-1.06983*ii, .457127+.278291*ii, 1.88188+1.19012*ii, -.430079+.15912*ii, -7.8615e-33-1.45343e-32*ii, .721285+.930054*ii, -2.18094e-32+1.17608e-32*ii
-5.80351e-75-5.52715e-76*ii, 0, 2.12135-.023923*ii, -1.12748+1.62261*ii, -.813486-2.03246*ii, .634993-.3995*ii, -1.24361e-75-4.42172e-75*ii, -1.71863+.303064*ii, 3.03858e-64+8.75978e-65*ii
5.47382e-48+4.78959e-48*ii, 0, 1.05324+1.12989*ii, -.151543+.650729*ii, -.114078+.262424*ii, .536044-.468465*ii, -3.42114e-49-2.73691e-48*ii, -.268061+1.53728*ii, 1.49675e-49+1.28293e-49*ii
-1.15057e-91-6.51989e-92*ii, 0, -1.73783-.671934*ii, -.439123+3.18608*ii, .658073+1.50648*ii, 3.1824-.434015*ii, -1.86967e-92-4.7940e-94*ii, -3.20662-1.89825*ii, 7.19105e-94+2.99627e-94*ii
1.70948e-33-5.0847e-32*ii, 0, -.518587+.440731*ii, .02302-.228899*ii, -.600875+.490927*ii, .128663-.136289*ii, 2.07845e-32+2.02992e-32*ii, .755248-1.71229*ii, -3.78551e-32+6.69413e-33*ii
-9.09686e-196+7.49154e-196*ii, 0, 1.37904-.552942*ii, -3.40333-1.05837*ii, 4.92397+2.45301*ii, 2.1637+4.49415*ii, -3.17721e-197+1.60533e-196*ii, 3.61424+2.14542*ii, 2.80933e-196-1.07022e-196*ii
0, 0, -1.86451+1.69521*ii, 1.43621-1.62366*ii, .867655-4.68386*ii, -.378696-.969434*ii, 0, 3.53788-.620595*ii, 5.1032e-203-1.53096e-202*ii
-1.92615e-134+1.65099e-134*ii, 0, 1.69663-.512801*ii, .196863-.670238*ii, -.331616+1.15026*ii, 1.22881-2.02788*ii, -7.77339e-134+4.40263e-134*ii, -1.06807+.022361*ii, 8.16894e-135+2.06373e-135*ii
0, 0, .436025+.443267*ii, 2.01137+.537995*ii, 1.0787+5.87225*ii, 2.47509+10.0169*ii, 2.44395e-150-6.10987e-150*ii, 5.59562-4.59281*ii, 8.01615e-148+2.26798e-147*ii
-2.00469e-31-1.32618e-31*ii, 0, -2.50855+2.38518*ii, -2.09032-.456674*ii, -.633268+.485639*ii, .992574+.85541*ii, 3.84669e-32-6.54724e-33*ii, 1.29057-3.26412*ii, -8.53894e-33-6.46373e-33*ii
1.82027e-32+2.92161e-32*ii, 0, 1.0169+2.31975*ii, 2.41678+.713154*ii, 1.72696-.603093*ii, .698294-1.4811*ii, -8.30829e-33+2.35633e-33*ii, -1.69742+2.25626*ii, 4.44584e-33-3.05599e-32*ii
5.39761e-79+6.47713e-78*ii, 0, .567107+1.19592*ii, .897953-.422108*ii, 1.15904-1.09809*ii, -1.05044-1.09053*ii, 1.07952e-78+3.23856e-78*ii, .884744+.318742*ii, 1.51133e-77-1.29543e-77*ii
4.08256e-202-6.12384e-202*ii, 0, .544582+.333762*ii, -.359545-.206271*ii, 2.24033-.095536*ii, .445421-1.02844*ii, 2.44954e-201+1.22477e-201*ii, -.55177+.631363*ii, -4.08256e-201+2.04128e-201*ii
