variable ordering: Eki, Ekf, Ugi, Ugf, G, M, m, ve, r

component_1:
equations:
Eki-.5*m*ve^2
Eki-Ekf+Ugi-Ugf
1.9902*G*M*m-1.0021*m*ve^2*r
points:
-6.57041e-17-7.04258e-17*ii, .676118-.634809*ii, -.354128-.516701*ii, -1.03025+.118108*ii, -.0511737+.196035*ii, -.415837+.451129*ii, 5.02325e-17+3.85785e-17*ii, .329592-.0944367*ii, .553939-.57902*ii
2.8376e-115*ii, .745183-1.72849*ii, .466336+.139487*ii, -.278847+1.86798*ii, -.097777+1.20703*ii, -1.70556-.731735*ii, 4.06071e-115-1.01518e-115*ii, -.085396+1.21691*ii, 1.58318-.62041*ii
1.0405e-116*ii, 1.2305+.733641*ii, 2.56397+.465685*ii, 1.33347-.267956*ii, .932664-1.97044*ii, -1.30087+.307645*ii, -8.94624e-115-5.07588e-115*ii, -.0668535-.195796*ii, -2.27318-3.34287*ii
5.1096e-108+3.27011e-106*ii, -5.32345+4.45177*ii, -14.6846+3.87843*ii, -9.36111-.57333*ii, 2.44449-1.67503*ii, 5.93472+.687666*ii, -5.53535e-108-1.70318e-108*ii, -6.12284+14.5674*ii, 1.71853-4.35343*ii
-3.03858e-64-1.92406e-64*ii, .485244-.461282*ii, .723478+.025284*ii, .238234+.486565*ii, -.859878-1.43943*ii, .0449201+.102945*ii, -7.59645e-64+9.11575e-64*ii, -.311113+1.10292*ii, -.401601-1.40453*ii
1.59757e-139, -.711862+3.88955*ii, -.210676+4.96741*ii, .501186+1.07786*ii, -.480284-3.75013*ii, -8.5158+.87247*ii, -8.39735e-140+3.149e-140*ii, -1.80947+1.09086*ii, -.759924-4.60013*ii
-3.17318e-109, .344117-.526459*ii, .888999-.264673*ii, .544882+.261786*ii, .325913-1.02093*ii, .418292+.946451*ii, -2.63301e-109+1.70318e-108*ii, .12285+.142912*ii, 1.18013+.425958*ii
9.67251e-76-1.38179e-75*ii, -1.36607-2.46054*ii, -.068918-.701593*ii, 1.29715+1.75894*ii, .996093-.232996*ii, -.523068+.127078*ii, -2.76357e-76-3.31629e-75*ii, -1.69723-.941444*ii, -1.62562+.492293*ii
3.9331e-122*ii, -.516457+.048476*ii, -.985995+.906192*ii, -.469538+.857716*ii, .445283-.981942*ii, -.404907-1.54447*ii, -2.42037e-122+1.08917e-121*ii, 1.60241-.210882*ii, .784315+1.12543*ii
4.19867e-140-1.04967e-139*ii, -.92607-.588195*ii, .467469+2.30878*ii, 1.39354+2.89697*ii, .698187-1.02305*ii, -1.913+1.23968*ii, 9.44701e-140-3.149e-140*ii, -1.58669+.061891*ii, .210209-.233436*ii
0, .557855+.193926*ii, .549555+.564855*ii, -.0083+.370929*ii, .561948+1.01218*ii, -.756752-.964178*ii, -3.17243e-117+1.58621e-117*ii, .431267-.0640042*ii, -1.18204+.796338*ii
-1.08199e-129-9.01658e-129*ii, -.362362+.761507*ii, 1.42017+2.12844*ii, 1.78253+1.36694*ii, -1.46613+2.82383*ii, -2.25808+.560312*ii, 9.01658e-130-2.52464e-129*ii, 3.22738-1.93584*ii, .050651-1.89822*ii
3.45092e-123+2.2691e-123*ii, .383685-.341534*ii, -.497313-.429865*ii, -.880997-.088331*ii, .840967+1.74445*ii, -1.34568+1.07902*ii, 1.79637e-123*ii, -1.56918+1.14178*ii, .173505-.997053*ii
-8.83795e-132*ii, -.165503-.205182*ii, -.245578+.148994*ii, -.080075+.354177*ii, .587213-.423866*ii, -1.24427-.065927*ii, -4.93094e-132+1.05663e-132*ii, -.827745-2.60745*ii, .014071+1.11716*ii
1.73133e-119*ii, -.126627+.117728*ii, .198123-1.04924*ii, .32475-1.16697*ii, 1.0721-.487299*ii, 1.47857+1.93727*ii, 1.23923e-119-5.57653e-119*ii, -.108154-.907533*ii, .34699+1.10884*ii
-1.21018e-122+3.02546e-123*ii, .817636-.69652*ii, -.146091-.398494*ii, -.963727+.298026*ii, 1.77459-.252595*ii, 1.05012-.48746*ii, -7.18547e-123-1.51273e-123*ii, -1.99939+1.28048*ii, .915669+1.99029*ii
-1.72723e-77-2.15904e-78*ii, -.355708-.776976*ii, -1.53906-.463555*ii, -1.18335+.313422*ii, .247357-.781259*ii, -1.13176-2.61986*ii, 6.47713e-78-4.31808e-78*ii, -1.16579-.039929*ii, 1.09047-.659907*ii
-7.00068e-83-7.20658e-83*ii, 2.0327-1.63186*ii, 2.68131-3.63004*ii, .648606-1.99818*ii, 3.00994-1.61009*ii, 3.26102-.835573*ii, -1.02951e-83-1.13246e-83*ii, 4.29798-1.39555*ii, 4.18841-.014144*ii
-5.90544e-32+9.17747e-32*ii, .586121+1.54513*ii, -.452294+2.18479*ii, -1.03842+.639655*ii, -.579429-.619373*ii, .78354-.147887*ii, -2.46285e-31+1.57935e-31*ii, -.843947+.183772*ii, -.270259-1.42279*ii
0, -.182549-.44477*ii, -1.49193+.650633*ii, -1.30938+1.0954*ii, 1.10361-.698146*ii, -.106545-1.12753*ii, 8.57241e-101+1.28586e-100*ii, .042997-1.98722*ii, .285916-.898707*ii
4.69238e-148+3.12825e-148*ii, .009126+.0765817*ii, .204342+.653162*ii, .195216+.576581*ii, -.537427+.076559*ii, -.07961-1.97051*ii, 2.34619e-148+3.12825e-148*ii, 1.63366+.415486*ii, -.339807+.876578*ii
9.10181e-105+2.39808e-105*ii, 2.23251+.210817*ii, .038814+2.17069*ii, -2.19369+1.95987*ii, -.481612+1.10476*ii, 2.5877+3.75817*ii, -2.0847e-105, -.093177-3.92611*ii, -.288868-.685777*ii
2.15904e-78*ii, .612373-2.02859*ii, .211775-1.90417*ii, -.400598+.124414*ii, 1.26314+.053075*ii, .137004-.696917*ii, -2.15904e-78+1.17343e-78*ii, .473521+.250618*ii, .412145+.525179*ii
1.46302e-97+2.7265e-97*ii, -4.56657+.289061*ii, -4.29794-.000992*ii, .268638-.290053*ii, -2.17619+.848655*ii, 1.60352-1.25014*ii, -2.92605e-98+2.63344e-97*ii, -.811722+1.15258*ii, .840435+1.2749*ii
