variable ordering: S, ap, sintheta, dA, dtheta, r, P, qc, x0, w

component_1:
equations:
S*r^2-ap^2*sintheta^2*qc^2
-6.28*sintheta*dtheta*r^2+dA
-S*dA+P
74.9962*P-313.672*qc^2*x0^2*w^4
points:
-.741476+.622023*ii, .148649+.360069*ii, 1.17167+.590089*ii, 1.23193e-22-8.45723e-23*ii, -.16516-.77316*ii, -7.57038e-24-4.31677e-24*ii, 3.08384e-20-1.74975e-20*ii, -1.82816e-20-6.02195e-21*ii, -1.07933-.989389*ii, .845893-.570102*ii
-1.54497-.477579*ii, -1.98821+2.60818*ii, -1.16946+1.1678*ii, -1.61039e-32+7.81914e-33*ii, 2.55575+3.56154*ii, -5.43104e-12-5.81736e-12*ii, 2.86142e-32-4.38944e-33*ii, 2.16618e-12+7.01189e-13*ii, -1.1452-.140597*ii, -1.52518+1.4188*ii
.750113+.565337*ii, -.299025+.231389*ii, .032154+.538752*ii, -4.59981e-28+1.38396e-28*ii, .0395047+.0594298*ii, -9.1124e-11+5.0086e-10*ii, -4.23279e-28-1.56232e-28*ii, -2.93709e-12-2.43304e-11*ii, -.106616-2.86874*ii, 1.69504-.105547*ii
.215291+.0300367*ii, -.024818-1.23072*ii, -.532725+.842797*ii, 5.83885e-26-7.59748e-26*ii, .229816+.660446*ii, 3.47947e-10+2.59793e-10*ii, 2.16799e-26+2.69726e-26*ii, -4.00001e-11-4.3685e-11*ii, 1.96566+2.59808*ii, 1.56734+.584981*ii
-3.17157-.938041*ii, -.860318+.353505*ii, -2.54531-1.54752*ii, 1.61687e-31+1.15334e-30*ii, -1.93166-.173459*ii, -3.9922e-11-5.68696e-11*ii, 5.6908e-31-3.80957e-30*ii, 1.38807e-12-3.86737e-11*ii, -.262573-2.53649*ii, -.126255+.394432*ii
-.56455-.768543*ii, .915842-.168552*ii, -.710987+1.01778*ii, 1.16863e-26+8.84549e-27*ii, -2.27233-1.64793*ii, 2.61424e-9+1.38341e-9*ii, 2.0062e-28-1.39752e-26*ii, -3.5324e-9-2.98693e-9*ii, 1.76712+.74896*ii, -.0185721-.0879339*ii
3.63547+1.17323*ii, -.131996-1.42869*ii, 2.29291-2.52344*ii, -4.72039e-23-3.86468e-24*ii, -2.46176-.461861*ii, -1.5364e-8-5.93991e-9*ii, -1.67074e-22-6.94312e-23*ii, 1.11014e-8+5.25283e-9*ii, -1.74041-.120183*ii, .242512-.904515*ii
-.637413-1.75848*ii, -.795436+1.65125*ii, -1.93794+2.00813*ii, 2.45181e-25-1.43693e-25*ii, .825773-2.31785*ii, 4.91068e-10+7.70647e-10*ii, -4.08962e-25-3.39553e-25*ii, 1.81671e-10+1.92649e-10*ii, -.471912+3.312*ii, 2.82037+1.21631*ii
1.89588+.548515*ii, .038807+1.46522*ii, .533167-.892255*ii, -3.19759e-28+1.77265e-28*ii, .772036+1.63765*ii, 1.87808e-10+2.27234e-11*ii, -7.03456e-28+1.6068e-28*ii, 7.99599e-11-2.30642e-11*ii, -2.05923+.575827*ii, .199581-1.80909*ii
.171527+.0657157*ii, 1.84076+1.70757*ii, 1.64281-2.44853*ii, -3.02535e-36-5.72266e-36*ii, .490966-.821456*ii, -5.38893e-13+8.38526e-13*ii, -1.41906e-37-1.17979e-36*ii, 1.39095e-13-1.00679e-13*ii, -.727557-1.36399*ii, .076757+.843578*ii
.05543-2.702*ii, -1.25344-1.36493*ii, -2.25806+.433215*ii, -3.66498e-31-3.81992e-31*ii, -3.18282+.248642*ii, -1.79468e-12+1.51012e-11*ii, -1.05246e-30+9.69103e-31*ii, 6.9255e-13-8.72418e-12*ii, -1.56319+.140264*ii, -2.04406+1.2544*ii
-1.58998+2.14548*ii, 2.10172-.707144*ii, 1.54938-1.1359*ii, 5.90194e-29-3.35368e-28*ii, .83918+1.42094*ii, 1.09163e-10-5.58969e-11*ii, 6.25686e-28+6.59855e-28*ii, 1.52173e-10+1.43068e-10*ii, 1.30893+2.15991*ii, .705771-.280373*ii
1.17599+.196749*ii, -.172298+.359969*ii, -.427742-.883022*ii, -2.02468e-35-4.25688e-36*ii, -1.95851-2.73848*ii, 2.48964e-13-5.47397e-13*ii, -2.29725e-35-8.98957e-36*ii, -3.71242e-14+9.11874e-14*ii, .954039+1.11772*ii, -1.75568+1.90784*ii
-.784553-.619124*ii, .745787-1.12932*ii, .051465-.928916*ii, -1.50335e-33-8.07159e-33*ii, 1.61427+.838203*ii, -4.9267e-12+1.03201e-12*ii, -3.81786e-33+7.26334e-33*ii, 2.58119e-12+2.55672e-12*ii, .425908+.220448*ii, 1.48904-.53226*ii
2.21097-8.13833*ii, 4.57816-.257127*ii, -.834626+2.04643*ii, 1.25922e-34+7.59165e-35*ii, -3.75654+4.7104*ii, 6.92274e-13+1.02689e-12*ii, 8.96242e-34-8.56944e-34*ii, -3.96932e-14+1.08574e-13*ii, -.771047+3.54792*ii, 3.92765+6.12607*ii
.12578+.192969*ii, .212663-.517242*ii, .229508-1.2016*ii, -1.1781e-27-2.79954e-27*ii, 1.22927+.814654*ii, -2.67796e-10+5.87535e-11*ii, 3.92044e-28-5.79461e-28*ii, 1.14776e-10+1.93669e-10*ii, -1.55424+.409755*ii, .668264-.359719*ii
-2.23064+3.06703*ii, -4.25339+.897699*ii, .595061+.81818*ii, -1.93995e-27+4.96206e-27*ii, 1.53293+1.06213*ii, 2.52832e-10+5.54681e-10*ii, -1.08914e-26-1.70185e-26*ii, -3.42661e-11-2.11533e-10*ii, .601285+1.99574*ii, 1.59905-1.15352*ii
.26767+.0751184*ii, 1.85876+1.32689*ii, -.794424-1.01486*ii, -2.7912e-29+5.20141e-30*ii, 3.98009-1.36243*ii, -6.86658e-12-4.30194e-11*ii, -7.8615e-30-7.025e-31*ii, -7.73695e-12-2.0695e-13*ii, -2.36319-3.4976*ii, -2.95403+.971805*ii
