variable ordering: d, dt, dt0, L, c, F0, F, v

component_1:
equations:
-2*d+dt0*c
-4*d^2-dt^2*v^2+4*L^2
dt*c-2*L
.9989*c^2*F0^2-.9976*c^2*F^2-1.0057*F0^2*v^2
points:
-1.49164e-23+8.79543e-24*ii, .693422+.414711*ii, .058570-.588526*ii, 2.72211e-23-2.31098e-23*ii, 1.80327e-16+5.10497e-17*ii, -.805618+.350167*ii, -.107028+.214143*ii, -2.11163e-16+7.8514e-17*ii
-4.97403e-15+7.56782e-16*ii, -1.03628-.674193*ii, .432595+2.2912*ii, 1.53347e-15-2.18285e-15*ii, -1.53694e-16+4.31283e-15*ii, -1.23204+.691975*ii, .117709+.807664*ii, 1.25805e-15-6.29289e-15*ii
1.7631e-16+4.91804e-17*ii, -3.53488+3.07654*ii, 1.2422+1.42073*ii, -1.23117e-16+4.37524e-16*ii, 1.62224e-16-1.06356e-16*ii, 5.30042-.480549*ii, 7.57673-1.68272*ii, -5.53885e-17-2.09883e-16*ii
-3.65003e-15+4.60732e-16*ii, -.0633369+.399317*ii, 1.41726+.308019*ii, -1.85896e-16-1.00859e-15*ii, -4.78357e-15+1.68981e-15*ii, -2.40986-1.20779*ii, -1.5288-2.25154*ii, -2.32807e-15+5.61672e-15*ii
-9.59238e-19+4.79859e-18*ii, -1.77625+.321817*ii, -1.03456+1.22011*ii, -4.27568e-18+3.49465e-18*ii, 5.35151e-18-2.96528e-18*ii, -.421073-.255079*ii, 2.37662+.306644*ii, -6.40382e-17+4.58541e-17*ii
1.35945e-17-1.34479e-16*ii, -5.35632-4.24999*ii, 1.35515-1.2378*ii, -5.02666e-16+2.97619e-17*ii, 1.09767e-16-9.82081e-17*ii, -.360993-3.12484*ii, -2.12348+6.50886*ii, 6.80193e-16-1.91543e-16*ii
-8.17197e-16+4.89746e-16*ii, 2.08567+2.608*ii, 1.43526+1.41207*ii, -1.4422e-15+6.45662e-16*ii, -2.37467e-16+9.16078e-16*ii, .262018+.134267*ii, -.316935-3.13854*ii, 1.09846e-16-8.25081e-16*ii
4.60608e-17-5.90272e-17*ii, .463083-.905719*ii, .052929+2.32709*ii, -2.99719e-17+1.31261e-17*ii, -4.98043e-17-4.07193e-17*ii, 3.20349+1.03423*ii, -.809058-1.58297*ii, 3.43851e-17+2.30167e-17*ii
1.09504e-17-3.18496e-17*ii, .175522+1.28753*ii, .484379+.221171*ii, 7.99747e-17-1.89509e-17*ii, -1.2274e-17-1.25903e-16*ii, .471291-.243422*ii, 1.28391+.308127*ii, 1.5368e-16-6.82226e-17*ii
-6.16978e-17+1.25893e-17*ii, .955376+2.58406*ii, 2.32487+.792069*ii, -5.46092e-17-4.47979e-17*ii, -4.42504e-17+2.5906e-17*ii, 1.37038-.184152*ii, .406125+1.01347*ii, 9.04748e-17-1.13072e-17*ii
-2.30734e-16+6.28981e-16*ii, -.850508+3.32712*ii, 1.27377+.220891*ii, -1.61755e-15-7.42151e-16*ii, -1.85445e-16+1.01975e-15*ii, -.985701+.481529*ii, 1.96626-2.58675*ii, 2.58024e-16+1.50483e-15*ii
-9.2108e-17+1.33254e-15*ii, -.48828-.383531*ii, -.820221-.499302*ii, -1.61427e-16+8.48462e-16*ii, -1.27928e-15-2.47047e-15*ii, -2.7682+1.06092*ii, .036021-4.43191*ii, 8.67488e-16+4.56652e-15*ii
8.42092e-13+2.46132e-12*ii, -.147796+1.18394*ii, 1.09291-.118308*ii, -2.80999e-12+2.752e-13*ii, 1.04123e-12+4.61686e-12*ii, .711356+.948415*ii, -.573062-1.43485*ii, 1.15253e-12+4.21693e-12*ii
-7.62807e-13+3.64236e-13*ii, -.33386-1.19938*ii, .576985-.361012*ii, 2.43099e-13+1.527e-12*ii, -2.46792e-12-2.81597e-13*ii, 1.00504-.533318*ii, -.446613-.469521*ii, 2.81795e-12+1.16065e-13*ii
-5.18761e-16+5.60555e-17*ii, 1.77778+2.17568*ii, -.519524+.102432*ii, 1.5588e-15+2.28801e-15*ii, 1.96329e-15+1.71295e-16*ii, -2.66777-1.23334*ii, .641175+1.97796*ii, -2.12448e-15+3.21077e-15*ii
-1.05585e-11+6.32893e-12*ii, -.740289+1.29584*ii, .686336+.536671*ii, -1.33339e-11-1.63351e-11*ii, -1.01442e-11+2.63748e-11*ii, 3.90794-1.50966*ii, .167178-3.6723*ii, 3.21524e-11-9.39781e-12*ii
5.7346e-15-7.64141e-15*ii, -.742298-.362939*ii, 2.98056-2.66165*ii, -1.91078e-15-5.01557e-16*ii, 4.68823e-15-9.40899e-16*ii, 2.02501-1.11085*ii, -.494231-.595825*ii, -9.2636e-15-1.2518e-16*ii
-1.56194e-16+3.79115e-17*ii, .898851+1.20301*ii, .373233+1.48455*ii, -1.27085e-16+9.33419e-17*ii, -1.7201e-18+2.09994e-16*ii, 1.10298+.001476*ii, -1.04394-.907024*ii, -2.21182e-17-1.85343e-16*ii
-7.13536e-17+2.10049e-16*ii, 2.01396-5.90221*ii, 2.39928+3.20816*ii, 3.32608e-16-9.28973e-17*ii, 6.26429e-17+9.1331e-17*ii, -2.56282+.529605*ii, 2.73768-3.41772*ii, -2.52092e-16+9.07643e-17*ii
-3.9875e-14+9.01621e-14*ii, -1.52635+.517502*ii, -.123871-.33428*ii, 4.02414e-13+1.9161e-13*ii, -3.96579e-13-3.85529e-13*ii, .927161-.051212*ii, 1.11602+1.73756*ii, -6.64192e-13-4.12576e-13*ii
4.1588e-17+8.1581e-17*ii, -.014510-2.2072*ii, .360074+.752267*ii, -7.654e-18-2.42225e-16*ii, 2.19522e-16-5.4923e-18*ii, .864067-.164747*ii, .494609-.218839*ii, 1.96692e-16-3.93499e-17*ii
5.27519e-17-6.16962e-18*ii, .433511-1.8424*ii, -3.48061-1.15155*ii, 5.57755e-18+2.68464e-17*ii, -2.62641e-17+1.22345e-17*ii, -2.23964+3.1351*ii, .979706+2.28668*ii, 3.05952e-17+1.5184e-17*ii
