variable ordering: ad, T, omega, theta, sintheta, d, g, L, j, Pi, Tj

component_1:
equations:
-sintheta*g+ad
T*omega-2*Pi
-theta+sintheta
-4.04*d*L*j^2*Pi^2+1.01*d*g*Tj^2
points:
3.92536+.40703*ii, -1.25611+1.35031*ii, 1.30583+5.83265*ii, .088953+.593104*ii, .088953+.593104*ii, 8.10823e-24-1.63877e-23*ii, 1.64194-6.37208*ii, -5.40882+.90158*ii, -2.98587+.44585*ii, -4.75807-2.78158*ii, 6.46329-.747965*ii
.262552-.432422*ii, .280856+.905218*ii, .996492-.010217*ii, -.844318-.737111*ii, -.844318-.737111*ii, 1.18645e-27+1.09178e-27*ii, .0772685+.444698*ii, 1.38007-.293956*ii, .383526+.317243*ii, .14456+.449586*ii, -1.14075+.355325*ii
-.698874-.819501*ii, -1.00983-2.02413*ii, -.346969-.70493*ii, 2.09429+1.45292*ii, 2.09429+1.45292*ii, -1.12018e-28-2.33996e-28*ii, -.408543-.107876*ii, -1.4747+3.82588*ii, 2.4299-1.19272*ii, -.538245+.707086*ii, -.155381-3.52679*ii
.0796951-.0891689*ii, -.444551+.0328825*ii, .0327497+.243083*ii, .108761-.162157*ii, .108761-.162157*ii, -1.26218e-28-5.94604e-29*ii, .606629+.084593*ii, .37304+.567469*ii, .665992-.580739*ii, -.011276-.0534929*ii, -.623792-.214731*ii
26.6405+15.9609*ii, 38.597+24.2668*ii, 5.32642-.715423*ii, -.323492-.0893477*ii, -.323492-.0893477*ii, -4.0326e-278+3.7296e-278*ii, -89.1773-24.7087*ii, -4.7065-.292012*ii, 62.9999+34.0337*ii, 111.472+50.821*ii, -63.1948+41.2461*ii
-2.23865+2.08656*ii, -.221219+.190568*ii, 1.94577+1.73196*ii, -1.3664+.179948*ii, -1.3664+.179948*ii, 2.999e-40-1.43493e-40*ii, 1.8081-1.28893*ii, -.0251024-.0118023*ii, 2.09633-1.18973*ii, -.380249-.0061715*ii, -.510919+.105524*ii
1.14011-.467358*ii, .167323+.717361*ii, .400873-2.32477*ii, -1.11742+2.41271*ii, -1.11742+2.41271*ii, -1.02881e-199-1.06147e-199*ii, -.339697-.315219*ii, 3.36102-.702283*ii, 1.74706+2.89639*ii, .867387-.050708*ii, .041737+3.2382*ii
1.33343-.412176*ii, 1.20289-1.53941*ii, -1.38812+.406674*ii, 1.39433-1.59237*ii, 1.39433-1.59237*ii, 1.74882e-76-7.34074e-77*ii, .561537+.345686*ii, -.745076+.58295*ii, -1.06796-.115254*ii, -.521853+1.31303*ii, -.317146-.16503*ii
.188721+.745899*ii, 1.56674-3.05895*ii, -1.45366-5.34826*ii, -.143982+.0780127*ii, -.143982+.0780127*ii, 0, 1.15664-4.55382*ii, 3.58737+6.4645*ii, .40019-10.8639*ii, -9.31877-1.96634*ii, 9.33813+5.55358*ii
-.170356-.0735426*ii, 1.01276-1.80567*ii, -.589222+.549636*ii, .140004-.158537*ii, .140004-.158537*ii, 6.90547e-96+7.49068e-96*ii, -.272523-.833888*ii, -1.25995-1.48452*ii, .654527-1.25525*ii, .197861+.810295*ii, -1.60189-.023452*ii
6.95007+4.0885*ii, 3.85333+7.78028*ii, -1.94237+.165587*ii, 1.26496-1.03714*ii, 1.26496-1.03714*ii, -2.68016e-228-1.46639e-227*ii, 1.70089+4.62668*ii, 4.78788-.648361*ii, 2.17085+.854283*ii, -4.38646-7.23708*ii, 4.45335+3.12177*ii
.714693+.984586*ii, .69935-.937277*ii, -.80898+2.42224*ii, .345397+.719214*ii, .345397+.719214*ii, -2.06819e-125+4.24717e-125*ii, 1.5002-.273254*ii, .203733-1.97717*ii, -1.28493-.131752*ii, .852273+1.22611*ii, -1.10318-.861754*ii
1.23197-.805108*ii, -.032757+.188525*ii, .625728+.783955*ii, -.422118+1.71404*ii, -.422118+1.71404*ii, 8.8739e-32-8.73981e-31*ii, -.60974-.568591*ii, .045176-1.40211*ii, -.073966-.377743*ii, -.0841459+.0461426*ii, .0067909+.302655*ii
-21.3212+15.4673*ii, 8.81073-26.2771*ii, -.525833-.310767*ii, -11.744+1.55749*ii, -11.744+1.55749*ii, 8.18182e-209-4.92383e-209*ii, 1.95576-1.05767*ii, 2.81812+14.8731*ii, -3.30681-3.48513*ii, -6.39952+5.53965*ii, 5.02533-23.6285*ii
4.04054+5.87563*ii, -2.07115+.139817*ii, -1.46506+4.86798*ii, 1.68978-.299328*ii, 1.68978-.299328*ii, -1.45671e-157-3.64177e-158*ii, 1.72121+3.78206*ii, -4.00976-2.39373*ii, .52959-4.76516*ii, 1.17687-5.14357*ii, -1.04037+5.34536*ii
.945527+.841719*ii, 4.64152+1.30989*ii, 6.35684-16.539*ii, .0549858+.0566041*ii, .0549858+.0566041*ii, 4.51091e-207-1.78037e-207*ii, 15.9993-1.16228*ii, 14.6538-9.35948*ii, 2.61415-1.20758*ii, 25.5849-34.2198*ii, -24.9772+20.514*ii
1.09426+.908352*ii, 1.52617-1.7242*ii, 1.97555-.635818*ii, .352971+.861654*ii, .352971+.861654*ii, 1.098e-70-1.66624e-69*ii, 1.34819-.717679*ii, -.773174-.544208*ii, 1.59393+.2776*ii, .959381-2.1883*ii, -.315468+1.07404*ii
-.800914+.24861*ii, 3.8513+.761519*ii, -.187137-.417512*ii, .531178-.676876*ii, .531178-.676876*ii, -3.78275e-86+6.88687e-86*ii, -.801968-.553907*ii, -1.70103+1.25491*ii, -2.24687+3.6037*ii, -.201388-.875235*ii, -.123803+1.59675*ii
1.20626-1.56076*ii, .193505-1.11802*ii, -.359566+1.1822*ii, .078289+1.02196*ii, .078289+1.02196*ii, -3.51126e-97-8.48554e-97*ii, -1.42842-1.28977*ii, -.456691-1.19464*ii, 2.42307-.590888*ii, .62607+.315381*ii, -.11307-2.00417*ii
-1.28735-.161896*ii, .186774-1.15759*ii, .171755+2.49052*ii, 1.7576+.607216*ii, 1.7576+.607216*ii, 4.59859e-73+7.95909e-74*ii, -.682776+.143774*ii, 1.24563+1.39192*ii, .604271-1.37081*ii, 1.45754+.133171*ii, -.551006+.938588*ii
