variable ordering: S, ap, sintheta, dA, dtheta, r, P, qc, x0, w

component_1:
equations:
-6.28*sintheta*dtheta*r^2+dA
-sintheta^3*dtheta+1.33333
ap^2-.5*x0^2*w^4
75.89*P-319.1*qc^2*x0^2*w^4
points:
.806954-1.41449*ii, -1.04217-1.35208*ii, -1.14643-.174011*ii, -.348891+.199674*ii, -.769331+.373439*ii, -.0277071-.252554*ii, .356252-1.46423*ii, -.0023293-.247959*ii, -1.92008-.010212*ii, 1.00753+.492173*ii
6.57701-.353664*ii, -3.92908-5.65352*ii, -.38903-8.75104*ii, -1.1499+.76063*ii, .000263597-.0019661*ii, -3.35497+1.17405*ii, 8.68221-1.788*ii, -.0722519+.130453*ii, -7.98299-3.78823*ii, -.270051+1.01438*ii
-2.65578-2.36961*ii, .179022+.101867*ii, 1.26127+1.59471*ii, 2.65897-2.7464*ii, -.143746-.0670973*ii, 1.20504+.659633*ii, -4.04569+1.19256*ii, -2.10985-2.71484*ii, -.704751+.196036*ii, .242431-.582611*ii
-1.18763-2.9264*ii, .188752+.0746057*ii, .602069+1.94366*ii, 3.17044-1.97473*ii, -.12409+.0982368*ii, .743531+1.13756*ii, -3.88721-.10494*ii, -1.18941-3.13219*ii, -.676247-.110443*ii, .643503+.069289*ii
.385178+1.21571*ii, 2.12971+.65809*ii, .42281+.918537*ii, -.151929-.516298*ii, -1.24058+.352196*ii, .250676+.0536684*ii, -.403869+1.06611*ii, .129801+.102153*ii, 1.93367-.773797*ii, -.410482+1.15977*ii
-.134709+1.68558*ii, -.167225-.256474*ii, .451128-1.00721*ii, -1.15214-1.84312*ii, -.945379-.300212*ii, -.337435-.449791*ii, 1.03766+1.88039*ii, -1.47919+.732365*ii, -.381109+.091041*ii, -.605432+.859364*ii
.415063-1.28391*ii, -5.22831-2.25608*ii, -5.11313-1.90805*ii, .145212+.749041*ii, -.00392754+.00720112*ii, -.824257-1.4264*ii, 1.5147-4.23748*ii, -.067111+.109541*ii, -5.65841+3.05974*ii, -.488223+1.00674*ii
1.1657-.290878*ii, .0619406-.206643*ii, -.863855-.136335*ii, -2.79458+2.61801*ii, -1.7776+.902048*ii, -.128985-.577181*ii, 1.77159-1.5712*ii, 1.49642+1.95224*ii, .137998-.0801078*ii, 1.28574-.508786*ii
-1.40025-.306384*ii, .14835+.174117*ii, .736394+.888128*ii, .098044-3.10957*ii, -.759456-.420829*ii, .699079+.076427*ii, -1.68764+1.85262*ii, -2.28704-.681686*ii, -.151543+.494146*ii, .380409+.693666*ii
-.361802-.0398216*ii, -.171136-.127533*ii, .427132-1.04495*ii, -.394279-2.32084*ii, -.851242-.366631*ii, .2772+.530503*ii, .225828+1.35686*ii, -1.89123-.118365*ii, -.99438+.044656*ii, -.185018+.518656*ii
.202123+1.04153*ii, 1.99166+.627739*ii, .452782+.93998*ii, .085447-.880052*ii, -1.1446+.260898*ii, .314236+.127298*ii, -.652072+1.1615*ii, -.141273-.127924*ii, 1.73274-.681602*ii, -.420051+1.18728*ii
.78409-.145311*ii, .642168+.266779*ii, .429226+.918696*ii, -.756387+.034390*ii, -1.23595+.32822*ii, -.273257+.135315*ii, -.166654+.137699*ii, .155303+.170422*ii, .783364-.40498*ii, .957472+.445435*ii
-.902984-1.38956*ii, -2.03443-.045084*ii, -1.15586-.138627*ii, -.365606+.790206*ii, -.791509+.296203*ii, -.163069-.338127*ii, -.375813-1.46619*ii, -.124134+.167498*ii, -1.76262+1.57715*ii, .405084-1.02598*ii
.481178-.483928*ii, .950572-.298186*ii, .397398+.914335*ii, -.978853-.091089*ii, -1.26817+.449739*ii, .319271-.12149*ii, -.224303+.177568*ii, .0057092+.185049*ii, .518909-.714661*ii, 1.19916+.396592*ii
-1.72235-.996676*ii, -.152746-.145436*ii, .85484+.95298*ii, .753231-3.1604*ii, -.516205-.370629*ii, .785783+.13587*ii, -2.23175+1.64884*ii, -2.4008-1.28599*ii, -.70885+.421843*ii, .479125+.363365*ii
1.24652+.153786*ii, .0147215-.236172*ii, -.898514-.076078*ii, -3.03561+1.07629*ii, -1.76041+.455906*ii, -.047977-.557188*ii, 1.81251-.802922*ii, .54878+1.97706*ii, .0875155+.139386*ii, 1.35734+.436971*ii
-.517685-1.92027*ii, -1.03654-.042989*ii, -1.09889-.21032*ii, .331537+.993437*ii, -.802875+.511587*ii, .271834+.287531*ii, -.590472-1.76163*ii, .249145-.378424*ii, -1.4755+.776614*ii, .243844-.905784*ii
-2.603-1.91333*ii, -.168701-.117577*ii, 1.18833+1.22496*ii, 2.03472-2.91583*ii, -.198102-.180836*ii, 1.05573+.349632*ii, -3.44096+1.43401*ii, -2.3364-2.24157*ii, -.967891+.354767*ii, .245268-.47111*ii
24.6966-18.3672*ii, .0989753+.0927986*ii, .29919-21.7488*ii, 10.9741+4.60881*ii, -.0000053455-.000129461*ii, -5.47079+25.3491*ii, 14.0117-14.2042*ii, 4.64467-10.3594*ii, -12.9791-13.9684*ii, .0034546+.100254*ii
.838019+1.45808*ii, .0162586+.238039*ii, .440317-.807373*ii, -3.2869-.614331*ii, -1.70975-.124951*ii, -.482361-.324134*ii, 2.16894+1.2932*ii, -.759461+2.16749*ii, .400237+.114134*ii, .736777+.517588*ii
-12.9135+7.11283*ii, -2.52298+6.89242*ii, -.55673+18.1673*ii, 2.41005-.857202*ii, .0000203788+.000221115*ii, -1.40411-9.94736*ii, -15.8027+4.01617*ii, -.168681+.0868207*ii, 10.2567+11.6809*ii, -.702662-.417133*ii
-14.2744+6.86809*ii, -3.28015+7.53132*ii, -.67392+20.9566*ii, 2.25705-.778385*ii, .0000139282+.000143974*ii, -1.49469-11.0959*ii, -17.9703+3.89011*ii, -.156445+.089025*ii, 11.1961+13.2389*ii, .432287-.695093*ii
1.49549-.571114*ii, .256637-2.03204*ii, .712542-.835431*ii, -.722684+.046455*ii, -.859822+.524487*ii, -.252286-.201556*ii, 1.26896+.082086*ii, -.0176937-.189029*ii, -1.31701-1.93497*ii, 1.04049+.393568*ii
