=== Filtered Results (duplicates and supersets removed) ===

SAVED_COMBOS (minimal):
  ['c', 'v']
  ['c+2*dt*F0^2*L', 'dt*F+F0*dt0', 'u0']
  ['c-2*dt*F0^2*L', 'dt*F-F0*dt0', 'u0']
  ['c-2*dt*F0^2*L', 'dt*F+F0*dt0', 'u0']
  ['c+2*dt*F0^2*L', 'dt*F-F0*dt0', 'u0']
  ['F*dt0*m+m0', 'c-2*dt*F0^2*L', 'dt*F-F0*dt0']
  ['F*dt0*u0+u', 'c-2*dt*F0^2*L', 'dt*F-F0*dt0']
  ['F0*u+F*u0', 'c-2*dt*F0^2*L', 'dt*F-F0*dt0']
  ['F0*m0+F*m', 'c-2*dt*F0^2*L', 'dt*F-F0*dt0']
  ['c-2*dt*F0^2*L', 'dt*F-F0*dt0', 'dt*u+dt0*u0']
  ['c-2*dt*F0^2*L', 'dt*F-F0*dt0', 'dt*m0+dt0*m']
  ['F*dt0*m+m0', 'c+2*dt*F0^2*L', 'dt*F-F0*dt0']
  ['F*dt0*u0+u', 'c+2*dt*F0^2*L', 'dt*F-F0*dt0']
  ['F0*u+F*u0', 'c+2*dt*F0^2*L', 'dt*F-F0*dt0']
  ['F0*m0+F*m', 'c+2*dt*F0^2*L', 'dt*F-F0*dt0']
  ['c+2*dt*F0^2*L', 'dt*F-F0*dt0', 'dt*u+dt0*u0']
  ['c+2*dt*F0^2*L', 'dt*F-F0*dt0', 'dt*m0+dt0*m']
  ['F*dt0*m-m0', 'c+2*dt*F0^2*L', 'dt*F+F0*dt0']
  ['F*dt0*u0-u', 'c+2*dt*F0^2*L', 'dt*F+F0*dt0']
  ['F0*u-F*u0', 'c+2*dt*F0^2*L', 'dt*F+F0*dt0']
  ['F0*m0-F*m', 'c+2*dt*F0^2*L', 'dt*F+F0*dt0']
  ['c+2*dt*F0^2*L', 'dt*F+F0*dt0', 'dt*u+dt0*u0']
  ['c+2*dt*F0^2*L', 'dt*F+F0*dt0', 'dt*m0+dt0*m']
  ['F*dt0*m-m0', 'c-2*dt*F0^2*L', 'dt*F+F0*dt0']
  ['F*dt0*u0-u', 'c-2*dt*F0^2*L', 'dt*F+F0*dt0']
  ['F0*u-F*u0', 'c-2*dt*F0^2*L', 'dt*F+F0*dt0']
  ['F0*m0-F*m', 'c-2*dt*F0^2*L', 'dt*F+F0*dt0']
  ['c-2*dt*F0^2*L', 'dt*F+F0*dt0', 'dt*u+dt0*u0']
  ['c-2*dt*F0^2*L', 'dt*F+F0*dt0', 'dt*m0+dt0*m']
  ['c+2*dt*F0^2*L', 'dt*F+F0*dt0', 'm']
