=== Filtered Results (duplicates and supersets removed) ===

SAVED_COMBOS (minimal):
  ['L0', 'v']
  ['L0', 'c']
  ['c', 'v']
  ['-c+2*F0*L0', '-dt*L+dt0*L0', 'm']
  ['-dt*L+dt0*L0', 'c*dt0-2*L0', 'm']
  ['-c*F+2*F0^2*L', '-dt*L+dt0*L0', 'm']
  ['-F0*L+F*L0', '-c+2*F0*L0', 'm']
  ['-F0*L+F*L0', 'c*dt0-2*L0', 'm']
  ['-F0*L+F*L0', '-c*F+2*F0^2*L', 'm']
  ['-c+2*F0*L0', '-c^2+2*c*F*L+v^2', 'm']
  ['-c*F+2*F0^2*L', '-c+2*F0*L0', 'm']
  ['-c+2*F0*L0', 'dt*F0*L-L0', 'm']
  ['-c+2*F0*L0', 'c*dt*L-2*L0^2', 'm']
  ['-2*c*L0+v^2*dt0+4*F0*L^2', '-c+2*F0*L0', 'm']
  ['-c+2*F0*L0', 'c^2*dt-2*c*L-dt*v^2', 'm']
  ['-c+2*F0*L0', '-c^2*L0+2*c*F0*L^2+v^2*L0', 'm']
  ['-c^2+2*c*F*L+v^2', 'c*dt0-2*L0', 'm']
  ['-c*F+2*F0^2*L', 'c*dt0-2*L0', 'm']
  ['c*dt0-2*L0', 'dt*F0*L-L0', 'm']
  ['c*dt*L-2*L0^2', 'c*dt0-2*L0', 'm']
  ['-2*c*L0+v^2*dt0+4*F0*L^2', 'c*dt0-2*L0', 'm']
  ['c*dt0-2*L0', 'c^2*dt-2*c*L-dt*v^2', 'm']
  ['-c^2*L0+2*c*F0*L^2+v^2*L0', 'c*dt0-2*L0', 'm']
  ['-c*F+2*F0^2*L', '-c^2+2*c*F*L+v^2', 'm']
  ['-c*F+2*F0^2*L', 'dt*F0*L-L0', 'm']
  ['-c*F+2*F0^2*L', 'c*dt*L-2*L0^2', 'm']
  ['-c*F+2*F0^2*L', 'c^2*dt-2*c*L-dt*v^2', 'm']
  ['-c+2*F0*L0', '-dt*L+dt0*L0', 'u0']
  ['-dt*L+dt0*L0', 'c*dt0-2*L0', 'u0']
  ['-c*F+2*F0^2*L', '-dt*L+dt0*L0', 'u0']
  ['-F0*L+F*L0', '-c+2*F0*L0', 'u0']
  ['-F0*L+F*L0', 'c*dt0-2*L0', 'u0']
  ['-F0*L+F*L0', '-c*F+2*F0^2*L', 'u0']
  ['-c+2*F0*L0', '-c^2+2*c*F*L+v^2', 'u0']
  ['-c*F+2*F0^2*L', '-c+2*F0*L0', 'u0']
  ['-c+2*F0*L0', 'dt*F0*L-L0', 'u0']
  ['-c+2*F0*L0', 'c*dt*L-2*L0^2', 'u0']
  ['-2*c*L0+v^2*dt0+4*F0*L^2', '-c+2*F0*L0', 'u0']
  ['-c+2*F0*L0', 'c^2*dt-2*c*L-dt*v^2', 'u0']
  ['-c+2*F0*L0', '-c^2*L0+2*c*F0*L^2+v^2*L0', 'u0']
  ['-c^2+2*c*F*L+v^2', 'c*dt0-2*L0', 'u0']
  ['-c*F+2*F0^2*L', 'c*dt0-2*L0', 'u0']
  ['c*dt0-2*L0', 'dt*F0*L-L0', 'u0']
  ['c*dt*L-2*L0^2', 'c*dt0-2*L0', 'u0']
  ['-2*c*L0+v^2*dt0+4*F0*L^2', 'c*dt0-2*L0', 'u0']
  ['c*dt0-2*L0', 'c^2*dt-2*c*L-dt*v^2', 'u0']
  ['-c^2*L0+2*c*F0*L^2+v^2*L0', 'c*dt0-2*L0', 'u0']
  ['-c*F+2*F0^2*L', '-c^2+2*c*F*L+v^2', 'u0']
  ['-c*F+2*F0^2*L', 'dt*F0*L-L0', 'u0']
  ['-c*F+2*F0^2*L', 'c*dt*L-2*L0^2', 'u0']
  ['-c*F+2*F0^2*L', 'c^2*dt-2*c*L-dt*v^2', 'u0']
  ['-dt*L+dt0*L0', 'c+2*F0*L0', 'm']
  ['-dt*L+dt0*L0', 'c*dt0+2*L0', 'm']
  ['-dt*L+dt0*L0', 'c*F+2*F0^2*L', 'm']
  ['-F0*L+F*L0', 'c+2*F0*L0', 'm']
  ['-F0*L+F*L0', 'c*dt0+2*L0', 'm']
  ['-F0*L+F*L0', 'c*F+2*F0^2*L', 'm']
  ['c+2*F0*L0', 'c^2+2*c*F*L-v^2', 'm']
  ['c*F+2*F0^2*L', 'c+2*F0*L0', 'm']
  ['c+2*F0*L0', 'dt*F0*L-L0', 'm']
  ['c*dt*L+2*L0^2', 'c+2*F0*L0', 'm']
  ['2*c*L0+v^2*dt0+4*F0*L^2', 'c+2*F0*L0', 'm']
  ['c+2*F0*L0', 'c^2*dt+2*c*L-dt*v^2', 'm']
  ['c+2*F0*L0', 'c^2*L0+2*c*F0*L^2-v^2*L0', 'm']
  ['c*dt0+2*L0', 'c^2+2*c*F*L-v^2', 'm']
  ['c*F+2*F0^2*L', 'c*dt0+2*L0', 'm']
  ['c*dt0+2*L0', 'dt*F0*L-L0', 'm']
  ['c*dt*L+2*L0^2', 'c*dt0+2*L0', 'm']
  ['2*c*L0+v^2*dt0+4*F0*L^2', 'c*dt0+2*L0', 'm']
  ['c*dt0+2*L0', 'c^2*dt+2*c*L-dt*v^2', 'm']
