variable ordering: S, ap, sintheta, dA, dtheta, r, P, qc, x0, w

component_1:
equations:
S*r^2-ap^2*sintheta^2*qc^2
-6.28*sintheta*dtheta*r^2+dA
-S*dA+P
75.0024*P-314.001*qc^2*x0^2*w^4
points:
1.86806+.897399*ii, .196458+3.66276*ii, 1.86251-.128458*ii, -4.7028e-23-3.38719e-23*ii, -1.27879-.137143*ii, 4.23306e-20-6.38582e-20*ii, -4.77107e-20+2.35099e-20*ii, -1.02179e-19-6.77518e-20*ii, -2.89-.864187*ii, 2.56466-2.21456*ii
1.52026+1.25598*ii, -.600764-.493429*ii, 2.7366+.296657*ii, 4.63112e-25+2.98897e-26*ii, 3.67515+.477516*ii, -9.62654e-11-7.49334e-10*ii, 6.66512e-25+6.27101e-25*ii, 3.39289e-10+2.95998e-10*ii, .561729-.366938*ii, 6.18873-.382037*ii
.528706+.417044*ii, .464425-.698346*ii, 1.09747-1.16191*ii, 1.28737e-26+1.85371e-26*ii, -1.70446-1.47136*ii, -3.34493e-10-5.92037e-10*ii, -9.2443e-28+1.51696e-26*ii, -2.04818e-10-1.60677e-10*ii, 1.89322+.407825*ii, 2.76611+.498658*ii
-1.75619-8.88917*ii, -3.6669+.982836*ii, 2.03242-1.51731*ii, -9.567e-22+1.80883e-19*ii, 7.0749+3.94333*ii, -5.16311e-8+6.2712e-10*ii, 1.60958e-18-3.0916e-19*ii, 1.04988e-8+5.4058e-9*ii, 4.76656+5.87729*ii, 2.65589+1.86553*ii
.43764-.17133*ii, -.233426-.110528*ii, .668869-.33952*ii, 2.4678e-22+7.60582e-21*ii, 1.4505+.185297*ii, -2.601e-9+6.08815e-8*ii, 1.41111e-21+3.28633e-21*ii, 2.55831e-8+8.85409e-9*ii, -.939937-.011982*ii, -.910179-1.21233*ii
-2.35891-4.18428*ii, -1.44306+3.74289*ii, 3.63922-6.59339*ii, 4.03699e-25-2.3396e-25*ii, -7.42182-5.50454*ii, -8.0987e-10-6.917e-11*ii, -1.93124e-24-1.1373e-24*ii, -8.6635e-12-1.13464e-10*ii, -4.05993+9.15018*ii, 1.10843-3.8502*ii
-2.09446-.685274*ii, 1.19504-.023763*ii, -1.40795+1.06509*ii, 1.47275e-29-9.36335e-30*ii, -1.05537+.420833*ii, -4.28679e-11+6.67045e-12*ii, -3.72627e-29+9.51878e-30*ii, 2.99937e-11-2.98708e-12*ii, -2.95109+1.31157*ii, -1.33817-.19935*ii
2.39036+.000884*ii, -1.19235-.329207*ii, -.997123-1.93719*ii, -1.01499e-16-5.52897e-17*ii, .638017+2.21438*ii, -3.95258e-7-8.41986e-7*ii, -2.4257e-16-1.32253e-16*ii, 5.60528e-7+4.05938e-7*ii, .158826-2.73375*ii, .971214+2.16638*ii
-1.93882+2.22479*ii, -2.34286+1.88975*ii, 2.46789+1.19504*ii, -4.27951e-17+3.41423e-17*ii, 3.55722+.97062*ii, 4.07683e-7-1.07611e-8*ii, 7.0124e-18-1.61406e-16*ii, 1.05086e-7-1.35685e-7*ii, 2.25264-.942357*ii, 2.79438+.74525*ii
-2.15005-.808132*ii, -1.43386-1.75977*ii, -1.67946+2.11758*ii, -8.85199e-28-1.00113e-27*ii, -.88481-1.28611*ii, 9.77315e-11-3.67862e-10*ii, 1.09418e-27+2.86784e-27*ii, -4.47598e-11-5.08025e-11*ii, .982017+.552011*ii, -1.24113-2.29459*ii
-1.59646-2.37512*ii, -2.86339+.640351*ii, 2.82898+.259254*ii, -1.39166e-25+3.30168e-25*ii, -.103847+2.29319*ii, -2.193e-9+1.20051e-9*ii, 1.00636e-24-1.96564e-25*ii, 4.8849e-10+1.12717e-9*ii, .295571-2.11521*ii, -.337898+1.11261*ii
-2.15825+2.17963*ii, -2.49198+.401295*ii, -1.20938-.954902*ii, -5.28494e-23+4.76632e-24*ii, 1.71327-1.19567*ii, -2.13127e-7-3.265e-10*ii, 1.03674e-22-1.25479e-22*ii, -5.88695e-8+1.13965e-8*ii, .0559512-.0354762*ii, -.721755-.091322*ii
-17.9223-6.36507*ii, 77.8655+42.1149*ii, 21.0815-27.9808*ii, 2.18366e-22-4.39015e-23*ii, -3.29092-18.734*ii, 1.99323e-9+1.40738e-9*ii, -4.19307e-21-6.03097e-22*ii, 9.95195e-11+6.35619e-11*ii, 14.9123+13.0788*ii, -11.4782-6.7772*ii
1.01868+.036018*ii, .439114+4.05884*ii, -1.44912-2.05234*ii, 2.15075e-21-1.41175e-21*ii, 3.87537-3.83099*ii, 3.00682e-8+1.1736e-8*ii, 2.24178e-21-1.36065e-21*ii, -2.03988e-10-1.10955e-9*ii, -2.35101+.938082*ii, .517775-3.29431*ii
-2.3688-1.10518*ii, 1.87237-1.34809*ii, -.76586-.319791*ii, -3.36436e-28-4.31333e-28*ii, 2.36413+2.43739*ii, 1.09429e-10+6.73948e-11*ii, 3.20251e-28+1.39356e-27*ii, 5.29096e-11+6.48808e-11*ii, 2.01326+2.00095*ii, -1.23714+1.85373*ii
.516491-1.53745*ii, -.542888+1.11068*ii, 1.14565+.143799*ii, -3.96058e-24-2.447e-23*ii, -.937459+.699175*ii, -1.09825e-8+1.52446e-9*ii, -3.96671e-23-6.54935e-24*ii, 8.35571e-9+4.6333e-10*ii, .153961-1.48929*ii, -.475647+.222654*ii
.436822+6.80321*ii, 4.10041+3.53469*ii, -.184222-2.65731*ii, 3.02629e-31-2.45272e-31*ii, 4.65208-.857716*ii, 1.23183e-11+3.0955e-12*ii, 1.80084e-30+1.95171e-30*ii, -3.56067e-12+1.05477e-13*ii, -.437628-1.36163*ii, 1.98942+2.86062*ii
.507584+.551024*ii, -.97987+.689394*ii, -.083364-2.34913*ii, 6.71517e-26-3.76081e-25*ii, .358193+2.07245*ii, 1.37545e-9-5.43425e-10*ii, 2.13367e-25-2.10955e-25*ii, 1.41199e-10-5.97332e-11*ii, 1.15707-1.4354*ii, 1.34227+2.08903*ii
