variable ordering: S, ap, sintheta, dA, dtheta, r, P, qc, x0, w

component_1:
equations:
S*r^2-ap^2*sintheta^2*qc^2
-S*dA+P
-sintheta^3*dtheta+1.33333
75.89*P-319.1*qc^2*x0^2*w^4
points:
2.34936e-23-2.08389e-24*ii, -.331791+1.78648*ii, .80183+.1531*ii, -1.92202-3.30107*ii, 2.06887-1.31445*ii, -2.18332-1.68272*ii, 1.56208e-16-1.74993e-17*ii, -7.70585e-17+1.2687e-16*ii, -1.27911+.588784*ii, -1.2226-1.57331*ii
2.65974e-23-9.40875e-23*ii, -.260943+.679291*ii, -.6366+2.52908*ii, -1.49344-2.7647*ii, .0506719+.0555208*ii, -.934547-2.28519*ii, -9.76166e-21-2.01327e-20*ii, -3.8539e-22-1.26628e-20*ii, -1.10659+.878875*ii, -2.09611-2.39023*ii
3.97639e-23-1.08754e-23*ii, .174595+1.93228*ii, -.15364-.75651*ii, -2.21455-3.15697*ii, 1.63921-2.39039*ii, -2.03121-1.04198*ii, -2.11123e-16-1.66081e-16*ii, 1.96043e-16-2.01599e-16*ii, -1.43127+.639226*ii, -.754543-1.89519*ii
1.61443e-23-2.05389e-23*ii, .132776+1.35655*ii, -.726991+.570002*ii, -1.95568-2.91081*ii, .695829-1.54143*ii, -1.43014-1.44089*ii, -1.72796e-16-4.27572e-17*ii, 1.50534e-16-2.37815e-16*ii, -1.32182+.776551*ii, -1.26261-2.25448*ii
2.94597e-47-2.77564e-47*ii, 3.79489-3.51792*ii, .010419+.888649*ii, .698263+1.75048*ii, -.066798+1.89841*ii, 3.34751+5.04096*ii, 2.75675e-43-4.7753e-45*ii, -4.01639e-17-1.89624e-17*ii, .182146+1.20504*ii, -2.75469-5.99104*ii
-2.83878e-49-8.40448e-50*ii, 1.83302+.459563*ii, -.529334+.48981*ii, -.278504+.213601*ii, 2.20491-2.78819*ii, -1.2172+1.79538*ii, -2.24777e-47+1.56764e-47*ii, -1.54144e-19-2.15586e-18*ii, -.181092+1.39657*ii, -1.00691+1.05716*ii
1.07101e-45-9.42709e-46*ii, -13.1573-1.83984*ii, -.439978-.334742*ii, -26.2505+2.595*ii, 2.92965+7.32713*ii, 2.30898-19.3375*ii, -2.81505e-39+8.93962e-40*ii, 9.32572e-17-1.37449e-16*ii, -2.30417-10.0112*ii, -5.54305-3.68031*ii
3.66189e-31-4.07772e-31*ii, .290322+6.24963*ii, .843221+.197765*ii, -.11412-8.27391*ii, 1.58134-1.3081*ii, 1.59793+.584991*ii, -3.41566e-30-2.98328e-30*ii, -1.21848e-11-5.46033e-12*ii, 2.32607+1.10722*ii, 2.63235-1.83311*ii
-3.03161e-47+3.06847e-47*ii, 2.19438-1.26027*ii, .465003+2.57089*ii, -3.24423-.564585*ii, -.0382364+.0642514*ii, .01487-.526036*ii, 1.15676e-46-8.24322e-47*ii, 3.8438e-18-4.44799e-18*ii, -2.15354-3.21796*ii, .178765-.65588*ii
-9.26472e-42+5.00602e-42*ii, 8.18943+.23700*ii, -3.9241-1.81818*ii, -5.38168+.016756*ii, -.00438257+.0158892*ii, 2.77256+8.55626*ii, -1.89805e-36-2.46753e-36*ii, -5.90843e-17-1.57761e-16*ii, -12.2624-5.19634*ii, 8.63531-2.11459*ii
2.17637e-44-2.71921e-44*ii, .987786-2.96366*ii, .977993+.971407*ii, 8.17622-.05845*ii, -.356297-.363593*ii, 2.4331-.067953*ii, 1.76355e-43-2.236e-43*ii, -2.49185e-18+5.64246e-18*ii, -3.21629+4.84079*ii, -.720558-3.76143*ii
