variable ordering: Eki, Ekf, Ugi, Ugf, G, M, m, ve, r

component_1:
equations:
Eki-.5*m*ve^2
Ugf
2.00002*G*M*m-1.00082*m*ve^2*r
points:
1.19624e-17+1.23642e-17*ii, .204026-.392688*ii, 1.00471-.30083*ii, 8.64947e-17+1.4285e-18*ii, .820413+.189983*ii, -.364315+1.0159*ii, 9.6166e-18-9.30412e-18*ii, .214873+.514259*ii, .298259+.149124*ii
1.3494e-79-1.07952e-78*ii, .95949+.478561*ii, -.20187+.813817*ii, -2.36867e-32-3.94257e-32*ii, 1.18249+1.90097*ii, -.0811938+.313569*ii, 5.39761e-79+2.36145e-78*ii, .087336+.657831*ii, -.530714-.982281*ii
-5.3511e-196+4.81599e-196*ii, -2.1725-.263297*ii, .01128+.646728*ii, 0, -2.66825-.921658*ii, .067634+1.65686*ii, 1.60533e-196-2.40799e-196*ii, .221605-2.19895*ii, 1.02664+.873107*ii
1.32373e-193-1.70542e-192*ii, -.623798-2.08297*ii, 4.59347-.89307*ii, -3.36389e-31+1.32414e-31*ii, 1.37745+3.78597*ii, -.806747-.275626*ii, 8.76724e-193+7.67133e-193*ii, 1.29035-.822553*ii, 5.15022+.700364*ii
-2.57181e-69-3.23288e-69*ii, -28.9809-16.8008*ii, -11.9179-21.5883*ii, 5.94401e-30+1.51919e-29*ii, -16.918+1.45367*ii, 13.8948-.83125*ii, -3.16949e-71-5.38388e-71*ii, 20.4013-.98561*ii, 4.07059-3.46192*ii
-9.61375e-88, -1.06543+.11263*ii, 1.71402-1.39332*ii, 0, -1.34581-.875271*ii, -1.32701-.178782*ii, 1.24887e-87-3.14182e-88*ii, .909851-1.72578*ii, -.765193+1.34538*ii
-1.29543e-77-8.09641e-78*ii, 2.7552+.071080*ii, -1.79773-.115191*ii, 0, .704923-.000753*ii, 1.36477+1.73306*ii, -1.40338e-77*ii, -1.10703+.203357*ii, -.750629-.207344*ii
-2.12993e-120-2.32356e-120*ii, -.465865-3.85766*ii, .314391-5.50748*ii, 2.73748e-32+1.84464e-31*ii, 2.58966+2.13657*ii, -.63875-.276846*ii, 1.35541e-120+9.68148e-121*ii, -.194116-2.96018*ii, 2.21326+.4528*ii
2.11485e-98*ii, .319+.591434*ii, .208291-.795097*ii, 0, -.13056-.480508*ii, .682159-.535739*ii, -8.77814e-98+2.19454e-98*ii, -2.83136-1.61922*ii, -1.30998+1.23907*ii
3.13386e-106-4.08764e-107*ii, -.528807+1.60021*ii, .113686+1.74898*ii, 0, .427565-.415297*ii, 1.10687+1.45832*ii, -2.72509e-106+3.27011e-106*ii, -.434763+.588387*ii, -1.20236-2.08732*ii
-1.22477e-201+1.63303e-201*ii, .150212+.51171*ii, .291648+1.06249*ii, 6.73612e-32-1.03403e-31*ii, -1.09004-.271496*ii, -.102918-1.16252*ii, -2.85779e-201, .567487-.370735*ii, -.745702+.569222*ii
3.12964e-68-5.33198e-68*ii, -1.36828-1.44155*ii, 1.41672+.022641*ii, 0, -.33589-.902179*ii, -.845053+.514066*ii, -2.02847e-68+5.7956e-70*ii, -1.11305-2.59344*ii, .269519-.180617*ii
1.3824e-87-1.75942e-87*ii, -2.05632-1.19983*ii, 2.29008-.246733*ii, 0, -.724425+1.21105*ii, -2.57045-1.45042*ii, -3.01615e-87-3.77018e-87*ii, -1.53392-2.83849*ii, 1.98871-5.00058*ii
1.82899e-199-1.30642e-199*ii, 2.21748-1.94195*ii, -1.78113+1.032*ii, 0, .142394-1.50702*ii, -.177544-.816262*ii, -3.13541e-199-1.46319e-198*ii, -.850582-.610957*ii, -1.31864-.709098*ii
9.11575e-64, -1.37931+.323723*ii, .688437-.201384*ii, 0, -1.27689+2.44149*ii, 1.08933+1.88233*ii, -2.82687e-64+1.51929e-64*ii, -1.80805+1.34747*ii, -.264371+.742394*ii
2.53548e-31+1.36553e-31*ii, 1.16819-.460941*ii, .0089675+.350751*ii, 0, .13625-.306755*ii, -1.66094+.47411*ii, -1.41052e-32-1.00525e-31*ii, 1.07598+2.12514*ii, .195428-.202207*ii
-6.379e-204+1.59475e-203*ii, 1.72668-1.32434*ii, -1.45732+.469487*ii, 0, -3.40793+2.31934*ii, .387289+4.38985*ii, -1.19606e-204+3.76262e-204*ii, -2.92648+1.0039*ii, -2.79678-1.78287*ii
-1.67664e-64-1.51929e-63*ii, -1.00273+.630274*ii, -.472416+.647364*ii, 0, -.145593-.680458*ii, -.819065-.631982*ii, 6.07716e-63+2.43087e-63*ii, .117889-.545136*ii, -.986473-.744956*ii
0, -2.33804-1.09901*ii, .886018-.640994*ii, 2.72583e-31-1.16958e-31*ii, -.149529+.752613*ii, 1.6107+.83572*ii, 0, -.692915+.467923*ii, -.329192+1.51812*ii
0, -.02601-2.32745*ii, 1.16727+.676756*ii, 1.03337e-31-1.67411e-31*ii, 1.19188-4.7993*ii, 1.40166+3.61742*ii, -5.58099e-104-1.32549e-103*ii, 1.806-2.00652*ii, 2.1503+3.81535*ii
2.14044e-196+5.3511e-197*ii, 1.25229+1.08184*ii, -.619289+.758583*ii, 0, -1.36149+.080913*ii, -1.59428-1.17677*ii, -1.07022e-196+1.60533e-196*ii, -.912777+1.15199*ii, -1.03096+.636649*ii
0, .709584-2.45731*ii, -2.61925-1.96916*ii, 0, -1.59974+1.49826*ii, 1.07599+.080726*ii, 0, -3.14492+2.03859*ii, -.887139-2.74665*ii
-2.77614e-200+5.22568e-200*ii, .961617-1.45829*ii, 2.08185-.756647*ii, -1.18569e-31-3.78202e-31*ii, .51643-1.18543*ii, -2.39554-2.05604*ii, 3.91926e-200, .83374+2.24548*ii, .806627-1.65025*ii
0, .961124+1.09298*ii, 2.09072-.838369*ii, 0, .090144-1.17753*ii, -1.34238+.594908*ii, -1.71448e-100-1.42873e-100*ii, -.868941+2.47687*ii, .362717-1.16474*ii
9.33578e-202, -.0775619-.0626821*ii, -.412716-1.04499*ii, -5.00197e-32-6.71103e-32*ii, -1.54345-1.6975*ii, 1.53168-1.28451*ii, -4.08256e-202-9.50472e-202*ii, -.94644-.581632*ii, -1.4623-.830701*ii
