variable ordering: Eki, Ekf, Ugi, Ugf, G, M, m, ve, r

component_1:
equations:
Eki-.5*m*ve^2
Ugi*r+G*M*m
Eki-Ekf+Ugi-Ugf
2.02*G*M*m-.98*m*ve^2*r
points:
2.05912e-59-1.11957e-59*ii, -.426437+.129251*ii, .0832125+.276737*ii, .509649+.147486*ii, -1.06362+.177253*ii, .0844684-.178432*ii, -1.40314e-17+2.48209e-17*ii, -.552557-.237808*ii, 1.87085e-17-3.30946e-17*ii
-1.55575e-61+1.96699e-61*ii, -2.10434-1.66969*ii, -2.0466-1.4755*ii, .0577333+.19419*ii, -2.68981-.159041*ii, 1.72785+.156196*ii, 1.94469e-61+9.7235e-63*ii, -.544404-.548274*ii, -3.11151e-61+6.22302e-61*ii
2.73691e-48-2.05268e-48*ii, 1.30357+1.28859*ii, .609991-.031755*ii, -.693579-1.32035*ii, .752431-.937389*ii, -1.21589+.528288*ii, -3.42114e-49+1.71057e-49*ii, 1.74656+2.06707*ii, -4.10537e-48+2.73691e-48*ii
0, -.0806793+.0919619*ii, .021583-1.25701*ii, .102262-1.34897*ii, 2.08084+2.72191*ii, -1.86017-2.39668*ii, 0, -1.98832-.412581*ii, -2.04128e-202-4.49847e-202*ii
4.28993e-78-1.07952e-77*ii, .128646-.909112*ii, -1.01871-.305545*ii, -1.14736+.603567*ii, -.395227+2.13207*ii, -.246297-.789358*ii, -1.18747e-77-8.0964e-79*ii, -1.6507-1.37793*ii, 7.55665e-78-1.07952e-77*ii
-2.49164e-62+5.59099e-62*ii, -2.56793-1.17907*ii, -1.28295-1.37512*ii, 1.28498-.196049*ii, -.048764-.63324*ii, -.0595789-.34985*ii, 4.31695e-61-4.66726e-61*ii, .0401875-.103083*ii, 9.72346e-63+1.12428e-62*ii
8.21073e-48-3.28429e-47*ii, .808088-.68177*ii, .071816+1.96442*ii, -.736272+2.64619*ii, -.114182+.663925*ii, -.550363+1.2685*ii, -7.66335e-47+1.01429e-47*ii, .047433+1.29048*ii, -1.02634e-48-8.55285e-49*ii
6.21804e-76-6.04532e-76*ii, -.555884-.366058*ii, .59896-.03856*ii, 1.15484+.327499*ii, 1.2349+.343918*ii, -.956933+.580093*ii, 4.83625e-76-6.39076e-76*ii, -1.02766-.006921*ii, 1.55451e-76+2.9363e-76*ii
-4.51747e-200, 1.13274-4.43637*ii, .255774-4.30078*ii, -.876964+.135584*ii, -5.90082-3.65961*ii, 7.33163-3.43582*ii, -1.18394e-200+1.02064e-200*ii, 4.29999-.44925*ii, 4.89908e-201-1.38807e-200*ii
9.75769e-58-3.18618e-58*ii, 1.11888+3.04692*ii, 2.17194+2.22768*ii, 1.05306-.819234*ii, -.91818+.348243*ii, -3.50849+2.52139*ii, -5.47625e-59+3.98273e-59*ii, 1.42785-4.23893*ii, -8.71222e-60*ii
4.95692e-119, .404191+.438965*ii, -.025813+.605218*ii, -.430004+.166252*ii, 2.26725+2.7173*ii, .423012-2.77134*ii, 4.64711e-120, 1.97133-4.54722*ii, -4.46123e-118-3.71769e-119*ii
3.03858e-64+3.03858e-64*ii, .816989-.226575*ii, .184001+.059497*ii, -.632988+.286072*ii, -.559363+.073286*ii, -1.39141-.431154*ii, -2.31879e-63, .005614+1.10983*ii, 4.86173e-62-6.80642e-62*ii
1.97076e-153*ii, 1.77301-.05105*ii, 1.12014+.240861*ii, -.652871+.29191*ii, -2.61374-1.65839*ii, 2.39738+1.88507*ii, 9.54668e-153+9.54668e-153*ii, -.18556+.134214*ii, 4.77334e-153-2.864e-152*ii
6.78027e-32-8.6008e-34*ii, -2.21428+1.21155*ii, -3.05296+1.05897*ii, -.838682-.152581*ii, -1.01282-.528273*ii, .689939-.190668*ii, 1.18533e-32-2.34639e-32*ii, -1.94207-1.17782*ii, 6.19808e-33-6.75501e-33*ii
-6.15125e-32-1.95749e-31*ii, -1.38069-.686736*ii, -1.10452-.587228*ii, .27617+.0995082*ii, 1.43913+1.04903*ii, 1.2858+1.20208*ii, -2.93054e-92+2.30114e-92*ii, .964175+.320686*ii, 1.71818e-90+4.90909e-91*ii
4.08256e-202+2.80676e-202*ii, .647106-.427244*ii, -.546906-.321705*ii, -1.19401+.105539*ii, -.29371+.240017*ii, -.091004-1.28412*ii, -8.16513e-202-2.04128e-201*ii, .0058949+.282351*ii, 2.04128e-202+6.12384e-202*ii
2.83778e-32+1.16345e-32*ii, .103352+.99667*ii, -.782861+.615287*ii, -.886213-.381383*ii, -.330871+.301897*ii, -.364361-.539515*ii, -5.4188e-33-1.26692e-32*ii, -.799755-1.95243*ii, -7.00123e-33-1.36685e-32*ii
0, -1.24159+.419047*ii, -.096870+2.31084*ii, 1.14472+1.89179*ii, .289157-1.17229*ii, .915478+.128586*ii, 1.34358e-138-5.3743e-138*ii, -.560445-.272042*ii, -5.03841e-139-9.65695e-139*ii
1.59544e-32+2.26765e-32*ii, -.288256+.431029*ii, .258798+.736678*ii, .547054+.305649*ii, -.436473+.932256*ii, -.274155-.248016*ii, -1.26371e-32+9.6738e-34*ii, -1.03397+1.81831*ii, -2.04154e-32+6.84623e-32*ii
1.40267e-47+1.16319e-47*ii, .299107+1.25391*ii, .227928+3.53745*ii, -.071179+2.28354*ii, 1.14532-1.26682*ii, 1.87482-.885319*ii, 4.10537e-48+1.02634e-48*ii, 3.40964-.544994*ii, -1.02634e-48+1.02634e-48*ii
-7.92085e-157+8.74024e-157*ii, .442374-.322759*ii, -.749396-.005052*ii, -1.19177+.317707*ii, -3.67849-1.37762*ii, -1.18989-1.30548*ii, -8.42159e-158+1.82088e-157*ii, 1.06733-3.14726*ii, -2.79688e-155+5.12761e-155*ii
-3.69492e-61*ii, -.334687+.288623*ii, .134954+.234574*ii, .469641-.0540488*ii, 1.35202+.538596*ii, -1.04584-.208206*ii, 1.45852e-62+1.94469e-62*ii, 1.7838-1.83344*ii, -3.40321e-62+1.70161e-62*ii
