variable ordering: Fc, Fg, w, m1, m2, d1, d2, p

component_1:
equations:
Fc-Fg
w*p-1
-1.02*m2*d1^2*d2-2.03*m2*d1*d2^2-1.01*m2*d2^3+1.01*m1*m2*p^2
points:
-.410243+.826372*ii, -.410243+.826372*ii, -.313136-1.67431*ii, 1.17629+.94893*ii, -5.71924e-30+7.09975e-30*ii, .860435+1.03673*ii, 1.27615-1.98123*ii, -.107927+.577077*ii
-.776634+1.30857*ii, -.776634+1.30857*ii, .200516+1.42388*ii, 1.57218-1.55571*ii, -4.93038e-30+1.97215e-30*ii, .669348-.588874*ii, -.493091-1.40636*ii, .096979-.688651*ii
-.139303-.163717*ii, -.139303-.163717*ii, -.460048+.555594*ii, 2.08852-.965691*ii, 0, -.278722-2.63203*ii, -.181789+.857054*ii, -.884148-1.06778*ii
1.14148-1.80812*ii, 1.14148-1.80812*ii, -.201188+1.79406*ii, .115209-.887986*ii, 1.60167e-144-3.48362e-144*ii, .401023-.82637*ii, -1.20748+5.68941*ii, -.061731-.550473*ii
2.63341-3.7111*ii, 2.63341-3.7111*ii, -3.36939-.738382*ii, -6.04831-4.69411*ii, 6.45877e-179-7.12433e-179*ii, 1.0184-1.21507*ii, -4.54493-.211245*ii, -.28319+.0620595*ii
1.78728-.020211*ii, 1.78728-.020211*ii, 2.88695+1.92431*ii, -3.47547+1.60642*ii, 2.67092e-123+8.50911e-124*ii, .887539-4.35173*ii, 3.02427+1.63175*ii, .239831-.159861*ii
.223092+.831355*ii, .223092+.831355*ii, -.280785-.670709*ii, .190848-1.49881*ii, -8.03001e-317+1.10089e-317*ii, 1.01826+1.54764*ii, -1.64928+.694145*ii, -.531096+1.26862*ii
.802575+1.78979*ii, .802575+1.78979*ii, -.304536+.0632109*ii, 1.25533-.080553*ii, -3.59306e-209+2.58548e-209*ii, -1.00374+2.54582*ii, .32135+.0100138*ii, -3.14806-.653425*ii
-1.27321+1.24155*ii, -1.27321+1.24155*ii, 3.10564-.710103*ii, -1.61396-1.89416*ii, 0, 2.97826-6.73724*ii, -.584477-.10674*ii, .305997+.069966*ii
-1.00114+.206608*ii, -1.00114+.206608*ii, .561562-.65266*ii, -.742639-1.02508*ii, -3.95315e-189+1.25328e-189*ii, -2.11248+.999445*ii, .599422+.437629*ii, .757519+.880406*ii
.145501-1.94168*ii, .145501-1.94168*ii, .2497-4.70357*ii, 2.34323-2.17971*ii, -3.28174e-76+2.2454e-76*ii, 2.85221+1.2167*ii, .862741+3.01331*ii, .0112549+.212007*ii
-.246661+.0661937*ii, -.246661+.0661937*ii, .734575+1.51556*ii, .381385-.113944*ii, 5.17755e-58+3.98273e-59*ii, -.0084167+.18092*ii, .611664+1.37131*ii, .258969-.534301*ii
.330774+.544144*ii, .330774+.544144*ii, -.722616-.115281*ii, -.219121-1.29128*ii, -3.95332e-82+2.37199e-81*ii, -1.71115+.968962*ii, -.800971-.170862*ii, -1.34951+.215292*ii
.719729+.533794*ii, .719729+.533794*ii, .715567-1.90731*ii, -3.16719+4.1663*ii, -3.14649e-246+2.86044e-246*ii, .334763-2.6808*ii, 3.07839-.193362*ii, .172432+.459608*ii
2.66728-5.40853*ii, 2.66728-5.40853*ii, 9.1647+.96498*ii, 6.44417-13.1242*ii, -2.02023e-200+8.46893e-201*ii, 1.02695+5.84835*ii, -4.84361+3.16703*ii, .107918-.0113631*ii
-.526649+.823968*ii, -.526649+.823968*ii, 2.5718-.062846*ii, .862441-1.44852*ii, 4.55564e-88+4.71273e-88*ii, 2.54223+.167002*ii, 1.82251-.533298*ii, .3886+.0094960*ii
.301717+.368797*ii, .301717+.368797*ii, 1.88276+.333827*ii, .808782-.467877*ii, -9.32293e-155+3.72917e-155*ii, .628303+.626121*ii, -.052448-1.3269*ii, .514946-.091304*ii
10.3746-3.15743*ii, 10.3746-3.15743*ii, -1.16382-1.10732*ii, .20632+1.45295*ii, -1.79712e-86+7.66604e-87*ii, -.196618+3.40871*ii, .572732+7.69047*ii, -.450981+.429087*ii
-.386338+.172218*ii, -.386338+.172218*ii, -1.42933-1.4858*ii, .813975+2.27731*ii, 6.35101e-107+4.8767e-108*ii, 1.49775+.367109*ii, 1.19763+1.57677*ii, -.336266+.349551*ii
-.193838-2.62013*ii, -.193838-2.62013*ii, 2.76304-7.28024*ii, -3.94233+.994058*ii, 5.65528e-88-1.82226e-87*ii, 1.67327+.592462*ii, .149396-2.74583*ii, .0455674+.120064*ii
-.249861+1.47891*ii, -.249861+1.47891*ii, .474346-.975394*ii, .808677-1.09201*ii, 2.56386e-78-4.11567e-78*ii, .412547+3.33284*ii, -.750712-.171867*ii, .403219+.829137*ii
.263341+.952888*ii, .263341+.952888*ii, -1.6499+.204767*ii, 1.85118-1.63102*ii, 4.94066e-324*ii, -.568372-.674497*ii, .498246-.639214*ii, -.596902-.074081*ii
-3.41441-.713253*ii, -3.41441-.713253*ii, -.0998357+.23393*ii, -2.06433-.620584*ii, 4.62316e-96+9.94856e-97*ii, -4.8186-3.74219*ii, -5.20122-10.3801*ii, -1.54328-3.61614*ii
1.25914+1.10916*ii, 1.25914+1.10916*ii, .542734-.772956*ii, -.174099+.117978*ii, -1.25014e-101-8.9296e-103*ii, 1.13593+1.15496*ii, -.951519-.146319*ii, .608432+.866523*ii
1.25713-1.43127*ii, 1.25713-1.43127*ii, -3.25546+3.7899*ii, 3.45508+3.08775*ii, -4.3755e-101-1.96451e-101*ii, -.757154+1.49477*ii, -.886299+.635122*ii, -.13042-.151831*ii
-.2995+.350324*ii, -.2995+.350324*ii, -.295594+.472048*ii, .352805-1.48152*ii, 0, -.472071-1.01321*ii, .191776-.249485*ii, -.952899-1.52173*ii
.642159+1.2631*ii, .642159+1.2631*ii, .358401+.0296625*ii, -.231382+3.55135*ii, 5.22169e-184+6.47195e-184*ii, -1.76401+1.00019*ii, -.137713+2.22755*ii, 2.77119-.229352*ii
