variable ordering: S, ap, sintheta, dA, dtheta, r, P, qc, x0, w
-5.75558e-48+3.90274e-47*ii, .65693-.551001*ii, .693193+.166923*ii, -.605082-1.97247*ii, -.172809-.221196*ii, -.604062-.602555*ii, 8.04629e-47-1.22621e-47*ii, 2.83684e-17-1.13932e-17*ii, -.693439+.010102*ii, -.263867+1.06751*ii
-1.53951e-23+3.29345e-24*ii, -.55166+.927065*ii, -.261591+.797621*ii, -1.31023-.400669*ii, .919857+1.9127*ii, .508972-.303306*ii, 2.14907e-23+1.85316e-24*ii, -2.538e-8+1.15421e-8*ii, 2.08321-.992263*ii, -.0359464-.143086*ii
5.62412e-25+3.42669e-25*ii, -5.08484+4.96599*ii, -4.02413+.271082*ii, -1.00952-3.47493*ii, 1.49503+5.5569*ii, 3.56587-.595394*ii, 6.2299e-25-2.30027e-24*ii, 1.47834e-10+1.00655e-9*ii, -.789993-2.71721*ii, -1.06228+2.84719*ii
2.19494e-23-3.51358e-24*ii, 1.06257-.42576*ii, .116601-1.07233*ii, 1.1911-.42554*ii, -1.38293-1.61102*ii, -.329587+2.05865*ii, 2.46487e-23-1.35254e-23*ii, 7.25613e-9+9.93817e-9*ii, .490484-2.04797*ii, -.465668+1.33237*ii
-2.82832e-29+1.74194e-29*ii, -1.85679-1.12191*ii, .575398+.667489*ii, 1.06497-.77699*ii, -1.48124-.043663*ii, .439404+1.49848*ii, -1.65861e-29+4.05271e-29*ii, 1.09566e-10-4.79554e-11*ii, .628723+.074423*ii, 1.37953+.529383*ii
-1.16765e-23+3.96212e-23*ii, .12406+1.64472*ii, -3.96297+2.59306*ii, 2.57366+2.72054*ii, 2.06116-1.43519*ii, -.884206+3.75341*ii, -1.37843e-22+7.02045e-23*ii, 5.50521e-9+6.46397e-9*ii, -4.36749+.053175*ii, -.264009+2.9859*ii
4.83035e-28-2.29099e-28*ii, -1.10822-.537039*ii, -2.06215+.238745*ii, .733539+2.04678*ii, 1.45292-.211976*ii, .04015+.890219*ii, 8.23241e-28+8.20615e-28*ii, 1.78038e-10+7.83448e-11*ii, .489252-1.50587*ii, -2.05077-.630302*ii
-2.83206e-29+6.09669e-30*ii, -3.46713-.072418*ii, -1.68663-3.78484*ii, -1.41823-1.15259*ii, -1.08538+.173313*ii, 2.32273+1.8803*ii, 4.71916e-29+2.3995e-29*ii, 7.53581e-11-4.09174e-11*ii, 1.80132+2.50591*ii, -1.34227-.82393*ii
-9.9507e-30+1.49683e-29*ii, 1.39071+.599437*ii, -1.49447-.157866*ii, -1.4463-.518546*ii, -.346087-.436819*ii, .488376-.615247*ii, 2.21535e-29-1.64888e-29*ii, 5.23737e-11+2.07891e-10*ii, .515699+.759129*ii, -.210449-.372427*ii
9.3513e-18-6.5391e-17*ii, -6.79845-2.06281*ii, 5.2155+2.4653*ii, -4.57122-2.6351*ii, .340852+1.49687*ii, 3.12972+1.65607*ii, -2.15059e-16+2.74274e-16*ii, -5.86704e-7+1.66405e-7*ii, -7.43498+2.45053*ii, -3.96764+2.45171*ii
1.78095e-31-4.85586e-32*ii, -.726799+.317551*ii, -.905955-.307157*ii, -1.0737+1.32708*ii, -.545426+1.44832*ii, -.337638+.958435*ii, -1.2678e-31+2.88484e-31*ii, 1.00115e-11-1.69749e-11*ii, -.899923-.260343*ii, .709887+1.39971*ii
1.80959e-22+4.26574e-23*ii, -1.09606-.300894*ii, 1.16527-2.99644*ii, 4.46043+5.12885*ii, 4.10955+9.76842*ii, -8.22692-7.68887*ii, 5.87215e-22+1.11357e-21*ii, -5.3154e-8-7.0589e-9*ii, -9.29116+.95291*ii, -2.4909-5.60196*ii
-1.88128e-47-8.61658e-47*ii, -1.99796-.115516*ii, 3.15756-2.17097*ii, 2.2646+3.55493*ii, -1.13531-1.26513*ii, -2.20828+1.75241*ii, -6.44744e-45+5.0644e-44*ii, 4.40541e-18-7.89641e-19*ii, -.222487-4.01588*ii, .492019-2.7641*ii
-5.61367e-43+5.85527e-43*ii, 1.27712-.773222*ii, -.686628-.656079*ii, -1.54259+.868794*ii, -.822282+.904219*ii, -1.07955+.779468*ii, 3.57254e-43-1.39094e-42*ii, 1.68646e-15-3.10846e-15*ii, .862177-.608178*ii, -.997231-1.13641*ii
9.32837e-21-1.97907e-20*ii, -1.72132+.178831*ii, .628619-1.05027*ii, -2.91343-2.77438*ii, -.69029-1.48471*ii, 3.18019-2.99253*ii, -8.20845e-20+3.17785e-20*ii, -9.71914e-8-1.77572e-7*ii, -2.67382-.005852*ii, -.545082-1.6642*ii
-5.07729e-29-3.4124e-30*ii, -.694772+.768416*ii, -1.13851-.228892*ii, -.587155-.178526*ii, 1.35596+.183645*ii, .621978+.111546*ii, 2.92023e-29+1.10679e-29*ii, 6.1671e-11+5.37525e-11*ii, -1.92068-.065109*ii, -1.02137-1.69198*ii
1.05974e-35+1.10776e-35*ii, -.33873+.251365*ii, 2.58155-1.20108*ii, -.649743-2.6076*ii, 2.5967-2.38322*ii, -1.85351-.566478*ii, 3.27914e-35-5.61789e-35*ii, -1.32581e-12+7.59608e-13*ii, 4.19872+.826746*ii, 2.41033+2.15488*ii
-3.26347e-35+2.59051e-35*ii, .514359-2.51644*ii, -2.47119-.611232*ii, -2.08039-5.60708*ii, -3.59211-.718722*ii, 3.5312-.25924*ii, 2.51327e-34+1.11598e-34*ii, 5.01457e-13+1.6606e-12*ii, 4.25068-8.31736*ii, -1.91046-1.49529*ii
2.4887e-33-9.7452e-35*ii, -1.85524-.802918*ii, .222866+1.33115*ii, -.136348-1.49564*ii, .41841+1.03973*ii, -1.1977+1.43787*ii, -4.85319e-34-3.71014e-33*ii, -5.82195e-13-4.2258e-12*ii, .1625-.863194*ii, .714485-2.40384*ii
1.7833e-23+1.65334e-23*ii, 1.06088-.595164*ii, -1.30627+1.25375*ii, .597305+.021720*ii, -.933175-.753738*ii, -.086424-1.22763*ii, 1.02926e-23+1.02628e-23*ii, 2.49855e-9-8.28767e-9*ii, 1.91216-1.20388*ii, -1.61768+.300051*ii
-6.62791e-28-1.32379e-28*ii, -.951538+1.4373*ii, 2.56715+5.41062*ii, -.338935-.850131*ii, -.058222+2.3253*ii, .516962+1.53245*ii, 1.12075e-28+6.08314e-28*ii, -9.11519e-11-9.46533e-11*ii, .728163-.004172*ii, -4.69157-2.12319*ii
-1.25279e-42+1.20924e-42*ii, .16741-.238966*ii, .627447+.077342*ii, .107158-.749419*ii, .11987+.142076*ii, .570591-.040691*ii, 7.71982e-43+1.06844e-42*ii, -2.73553e-15+1.83288e-15*ii, .563296-.636761*ii, -1.77645+.934792*ii
-2.79429e-26-4.0291e-28*ii, -.184666+.311471*ii, 1.61357+1.39485*ii, 2.23213-.036981*ii, 1.04489+.597768*ii, -1.74435-.58392*ii, -6.23871e-26+1.343e-28*ii, 2.13318e-9-6.51097e-10*ii, 2.64118-.524826*ii, -.546066+.988174*ii
-2.36096e-19-2.5786e-21*ii, .547216-.498523*ii, .674627+1.08728*ii, .653648+.242982*ii, 2.22353-.721944*ii, 1.3329-.425985*ii, -1.53697e-19-5.90522e-20*ii, -4.49102e-7+4.90899e-8*ii, .475372-.661509*ii, -.269794+1.30397*ii
4.46263e-24-6.37249e-24*ii, .435178-1.19173*ii, -1.20428+.832928*ii, 2.01159-1.90242*ii, 1.6811+.781169*ii, .749909+.939286*ii, -3.14613e-24-2.13086e-23*ii, -4.56404e-9+5.67633e-9*ii, -.9456+.873914*ii, 1.10855+.743184*ii
-1.17102e-19-5.94294e-20*ii, -2.06368+.671041*ii, -.305742-1.00029*ii, -1.79496-1.21816*ii, .596756+.447324*ii, -1.25375+.208197*ii, 1.37799e-19+2.49322e-19*ii, 2.04251e-8-1.39603e-7*ii, 1.52023-1.25394*ii, -1.40679+1.62221*ii
-1.86314e-27-9.42849e-28*ii, 2.52631+.297637*ii, 1.50128-4.50377*ii, -1.48765-1.19321*ii, -.027177+.980508*ii, .898071-2.33216*ii, 1.64657e-27+3.62528e-27*ii, -2.95512e-10-1.14292e-10*ii, .277525+5.55234*ii, 2.17965-1.25479*ii
1.06793e-21-6.93353e-22*ii, .532288-.17375*ii, -.846505-.397513*ii, -2.00443-1.79037*ii, -1.39543-.600407*ii, -2.29493+1.84085*ii, -3.38192e-21-5.22243e-22*ii, -1.48992e-7+1.00614e-8*ii, 3.28346-1.5109*ii, -1.81941-1.37124*ii
1.94389e-46+2.80381e-45*ii, .402861-.991824*ii, .867147+.27437*ii, -.278063+.612424*ii, 1.08204+1.8569*ii, .627088-.135578*ii, -1.77117e-45-6.60587e-46*ii, 2.43838e-18-4.92596e-18*ii, -1.19002+.589609*ii, -.057104-2.45676*ii
-9.82352e-31-4.17093e-30*ii, 1.38613+1.5384*ii, 2.81961-.215117*ii, .329833+.0966956*ii, -1.57353+.9315*ii, .831453-.572277*ii, 7.9236e-32-1.47068e-30*ii, -1.71515e-11-2.20029e-11*ii, 2.26561+.616083*ii, 1.10615+1.11061*ii
-9.5400e-32-2.00598e-30*ii, .508024-.83774*ii, 1.95422+1.46267*ii, -1.76968-1.47457*ii, -.422871-1.33469*ii, -.454346+.0804149*ii, -2.78914e-30+3.69063e-30*ii, -6.58711e-11-1.13723e-11*ii, .0900951+.0718778*ii, -1.60608+.19409*ii
7.4504e-22-2.00598e-21*ii, .841217-.580428*ii, -.63532+.282818*ii, -.0683115+.385876*ii, -.655458-1.04284*ii, .551897-.179356*ii, 7.24602e-22+4.27721e-22*ii, 3.60773e-8-2.87987e-8*ii, -.618702-.370336*ii, -.245574-1.12959*ii
1.00549e-19+3.21769e-20*ii, 1.78463+.427776*ii, -.446223+.847617*ii, -.127786+.711499*ii, .7948+.090949*ii, -.333332-1.60886*ii, -3.57427e-20+6.74287e-20*ii, -2.68244e-7-1.30289e-7*ii, .541451-.618303*ii, -.191664+.522781*ii
-2.8947e-29+1.13335e-27*ii, 1.59386-.323418*ii, 4.02578-.598339*ii, -1.30728-1.91551*ii, 3.88077-.174384*ii, .652561-2.82402*ii, 2.20878e-27-1.42616e-27*ii, -1.28008e-10-2.41084e-10*ii, 1.19736-1.32393*ii, -.408913+1.45871*ii
1.73194e-32+6.36356e-33*ii, -.699136+.306133*ii, .294724-.252437*ii, -.128529-2.20839*ii, -.806301+.03188*ii, .337369-.391439*ii, 1.18272e-32-3.90659e-32*ii, 2.73571e-12-1.38569e-11*ii, 1.16764+.283636*ii, -.879915+1.1831*ii
-1.30818e-30+5.97023e-31*ii, .306282+.510622*ii, .0496973-.278064*ii, -.05089-.686279*ii, -.108086-.799783*ii, 1.11211+2.56519*ii, 4.81957e-31+8.66327e-31*ii, 3.00579e-10-4.1652e-12*ii, -1.48204+.995432*ii, 1.21563-.82729*ii
-2.03053e-27-1.16805e-27*ii, -2.05507+.554883*ii, .714182-.506861*ii, -1.22106+.314653*ii, -.36836-.340561*ii, -.269873+.933682*ii, 2.84693e-27+7.87346e-28*ii, 4.89817e-11-2.97956e-10*ii, .388273-2.03188*ii, .423504+.677446*ii
-7.2602e-19+1.58011e-18*ii, -1.83393-2.52915*ii, 3.92153-3.35584*ii, .317738+.339333*ii, 3.20721+2.4216*ii, -1.65538+6.16902*ii, -7.6687e-19+2.55705e-19*ii, -4.69784e-7+3.07093e-8*ii, -.299704+1.26065*ii, -1.76045-1.04448*ii
-1.21379e-27+2.14822e-27*ii, -.693636-3.00538*ii, 5.52188+5.746*ii, 4.96934-1.36268*ii, -5.22633-3.04574*ii, 2.53365+6.92713*ii, -3.20582e-27+1.23942e-26*ii, -2.91873e-10-8.58343e-11*ii, 4.50169-2.3101*ii, -6.9753+3.18957*ii
1.61776e-27+7.1107e-27*ii, .961867+.636449*ii, -.483499+1.04572*ii, .914429+.082345*ii, 1.5178-1.49765*ii, 2.45902+1.52129*ii, 8.9380e-28+6.63526e-27*ii, 7.33931e-10-8.93017e-10*ii, .801404-.773604*ii, -.849561-2.17215*ii
-1.5957e-28+6.54129e-28*ii, -.0907397+.428377*ii, -.874062+1.16648*ii, -.388138-1.6536*ii, .005008-1.24455*ii, -.394734-.655969*ii, 1.1436e-27+9.972e-30*ii, -4.16536e-10-2.74859e-10*ii, .976401-1.26415*ii, -.199488+.383687*ii
-5.33575e-25+1.69374e-25*ii, .873474-.250107*ii, -.387796+.554679*ii, -1.2495+.21767*ii, .5606+.144869*ii, -.058141-2.60734*ii, 6.29833e-25-3.27776e-25*ii, -2.85956e-9+6.31145e-9*ii, .825133+.603484*ii, -.371152+.581956*ii
7.7929e-28-3.98594e-28*ii, -.116996-.72504*ii, -.763841-1.07106*ii, -1.38481+1.12686*ii, -.131962-1.0243*ii, .546054+.002995*ii, -6.30011e-28+1.43013e-27*ii, 2.40135e-10+8.16381e-11*ii, .916357+.900479*ii, .663833+1.20645*ii
1.51207e-19-9.90789e-20*ii, 4.27176-5.5778*ii, .018120-6.22991*ii, -3.55578+.2608*ii, 4.65675+1.05519*ii, -1.78775+.838937*ii, -5.1182e-19+3.91737e-19*ii, -1.81503e-8+3.92829e-8*ii, -1.05377+4.54415*ii, -1.81016-1.35703*ii
-2.47516e-21+2.76076e-20*ii, -1.43018-1.0336*ii, .733762+1.22331*ii, 2.13478+1.07646*ii, .633357+1.30794*ii, -.0419582-.213274*ii, -3.50024e-20+5.62718e-20*ii, -9.83872e-8-1.66817e-7*ii, -.746744-.402382*ii, -.646687+.487339*ii
-2.57966e-23+8.02493e-23*ii, .562409+.008379*ii, .487773+1.79674*ii, 4.24178-1.58908*ii, .307481-7.18465*ii, 2.28447+6.64013*ii, 1.80649e-23+3.81372e-22*ii, -5.11422e-8+1.87062e-8*ii, 2.27108+.242246*ii, .614405+1.0849*ii
-1.36455e-27+8.83711e-28*ii, 1.87567-.61899*ii, 3.04486+2.93684*ii, 1.35887-2.80808*ii, .139661-.411645*ii, -1.50369-2.05686*ii, 6.27292e-28+5.03262e-27*ii, 1.86259e-10-2.5236e-12*ii, -1.71352-.390704*ii, -.515568-1.4252*ii
-1.23195e-28-1.44922e-28*ii, .66879-1.11457*ii, -1.72661+.84742*ii, 1.49389+1.49284*ii, -.844778-.467492*ii, -.260302-.332187*ii, 3.23063e-29-4.00408e-28*ii, 2.5324e-11+1.14264e-10*ii, -1.47209-1.72192*ii, -1.53559+1.55445*ii
-3.51824e-31+3.06167e-30*ii, -1.64535+.068046*ii, -.683627-.670313*ii, -1.00184-.118113*ii, -.422316-.595953*ii, .068172-1.09782*ii, 7.15243e-31-3.02682e-30*ii, -5.96847e-11+2.156e-11*ii, .925939+2.57735*ii, -1.28215+1.38778*ii
-1.90542e-18+1.3745e-18*ii, -.66717+3.72955*ii, 2.33348+5.96803*ii, -1.82219-2.11473*ii, -1.71608+2.44863*ii, 7.83923-.622718*ii, 6.37866e-18+1.52488e-18*ii, 1.79656e-7-3.75381e-7*ii, .824628-5.66357*ii, 9.18495+2.83307*ii
-4.62664e-36-3.37962e-36*ii, -.888758+.652621*ii, .180734+.233362*ii, -.708879-.241226*ii, .324947+.0276516*ii, .213212+2.3334*ii, 2.33978e-36+3.51548e-36*ii, -1.32167e-12+2.35421e-12*ii, 2.16371+.341066*ii, -1.1675-.313283*ii
-4.19282e-24-2.00122e-24*ii, 1.98772+3.1696*ii, .511146+1.55644*ii, -1.24882+.493847*ii, 1.55548-1.53823*ii, -2.32369+.33701*ii, 6.22438e-24+4.2856e-25*ii, 2.52437e-9-2.77464e-9*ii, -.454308+2.17698*ii, 1.94755+.223495*ii
6.45215e-20+4.42592e-20*ii, -1.36597+.479553*ii, .007806+1.679*ii, 1.06791+1.0558*ii, .945842+.158016*ii, -.892571+2.77183*ii, 2.21739e-20+1.15387e-19*ii, -7.394e-8+5.30283e-8*ii, .0540107+.00492981*ii, 4.14966-3.4113*ii
-2.19972e-24-7.95254e-25*ii, -.325054-1.02345*ii, -.704204-.16186*ii, -1.03125-.098075*ii, 1.88311-.26583*ii, -.462385+.314983*ii, 2.19047e-24+1.03584e-24*ii, -1.80586e-9-7.56382e-9*ii, .0371126+.19588*ii, -.614556+.564634*ii
8.35118e-21+1.68245e-21*ii, 9.84032+4.12066*ii, 10.4316-.72521*ii, 1.42824+2.08816*ii, 9.74745-1.1855*ii, -10.2857+11.447*ii, 8.41424e-21+1.98415e-20*ii, -1.38781e-8-2.37357e-8*ii, 5.51394+6.09085*ii, -1.46293-2.99893*ii
-1.46806e-23+1.90492e-23*ii, -.867329-.035714*ii, 1.65293+.866108*ii, -.406986-1.31233*ii, -.153625+.281592*ii, .82318-.199239*ii, 3.09736e-23+1.15129e-23*ii, 4.33812e-9+6.76647e-9*ii, -.265892-1.64539*ii, .075628+1.14558*ii
7.4575e-22+4.13093e-21*ii, .0470989+.351614*ii, -4.3801-.129664*ii, 2.30549+4.9946*ii, .550567-.336605*ii, 5.17693+.372372*ii, -1.89126e-20+1.32477e-20*ii, 1.32575e-7-3.50427e-8*ii, 2.98812-.853771*ii, 5.45033+1.21847*ii
1.78399e-24+1.84143e-25*ii, -1.17774-.398665*ii, -1.68855+1.14141*ii, -.0980672-.197833*ii, -.136558+.144136*ii, -.913443+.842809*ii, -1.38521e-25-3.70989e-25*ii, -2.40925e-9-6.09715e-10*ii, -1.64061-.162618*ii, -.338383-.500726*ii
3.46786e-26+7.56221e-26*ii, 1.47952+2.78692*ii, .419397+1.40818*ii, -.549479+.31367*ii, -3.64336-1.88334*ii, .958651-3.03948*ii, -4.27755e-26-3.06751e-26*ii, 5.1561e-9-1.23596e-9*ii, .031250-3.23678*ii, -.0145163-.0772578*ii
1.55512e-19-2.53778e-19*ii, -4.3133-.093129*ii, -.768339+3.50288*ii, 3.3225+5.4202*ii, .077063+.763253*ii, 1.03191-1.12242*ii, 1.89222e-18-2.75e-22*ii, -6.88275e-8-1.93372e-8*ii, -1.61165-.587133*ii, -6.47697+1.46144*ii
9.76151e-19+1.0764e-18*ii, -1.07064-.374062*ii, -.017397+1.12553*ii, .313055-1.60491*ii, -.16387-2.10209*ii, .0342156+.406428*ii, 2.03311e-18-1.22967e-18*ii, -5.6494e-8+3.9245e-7*ii, .313076+.095919*ii, 1.14827+.981057*ii
1.70544e-24-2.38857e-25*ii, -1.35819-1.1567*ii, 1.57051+.050292*ii, -1.14183-.188026*ii, .625415+.521075*ii, .193448+2.54426*ii, -1.99224e-24-4.7929e-26*ii, -6.09119e-9+2.16286e-9*ii, -.806041-.526052*ii, -2.54676+.102521*ii
1.14096e-36+4.82793e-35*ii, -.966614+1.32867*ii, .860707-1.65068*ii, -.962509-1.092*ii, -3.46398-.080010*ii, .947739+.283055*ii, 5.16227e-35-4.77152e-35*ii, 4.395e-15+9.35368e-13*ii, 1.07987+1.34212*ii, 1.21735-2.37553*ii
-1.12073e-22-1.14474e-22*ii, -1.75915+2.36658*ii, 1.58967+2.96085*ii, -2.09052+1.85703*ii, 1.21238-2.2485*ii, -2.30886+2.51801*ii, 4.46873e-22+3.11887e-23*ii, 1.20147e-8+5.37345e-9*ii, -3.64704-.233749*ii, -.567039+2.4854*ii
1.95366e-29-1.76584e-29*ii, -1.6806+5.70034*ii, .757665+.277531*ii, -.740425-.767275*ii, -4.05021+1.81127*ii, -1.80649+2.74613*ii, -2.80142e-29-1.91504e-30*ii, 8.34821e-11+1.34849e-11*ii, -.736374-1.00627*ii, .89345-.897459*ii
1.66394e-22+1.42494e-22*ii, -7.48984-5.80435*ii, -13.8786-3.73691*ii, 15.9068-2.7772*ii, -5.7828-1.28517*ii, 12.0353+4.37294*ii, 3.04191e-21+1.80435e-21*ii, -5.07068e-9-4.9766e-9*ii, 11.3967+6.72341*ii, 9.61684-3.33606*ii
-5.81544e-22+4.76917e-23*ii, -1.31065+.546566*ii, 1.89239-1.13618*ii, 1.18975-1.35475*ii, .536971-.648244*ii, 2.08627+2.22853*ii, -6.2728e-22+8.44589e-22*ii, -3.81697e-8+1.44121e-9*ii, 1.97329-.005688*ii, -.560241+1.25875*ii
2.65901e-30+1.12792e-29*ii, 1.10434+2.36122*ii, -1.82521+1.41874*ii, .685632-1.81545*ii, -.202733-.705164*ii, -2.67453+.117893*ii, 2.22996e-29+2.90643e-30*ii, 5.40289e-11+3.95e-11*ii, -.59496+3.36389*ii, -.134667+1.09116*ii
-1.76533e-26-7.26588e-26*ii, -.532183-.365918*ii, 1.01685-.708942*ii, -.25724-.813732*ii, -.275499-.847006*ii, -.094707+.878444*ii, -5.45836e-26+3.30558e-26*ii, -1.24028e-9+1.84581e-9*ii, .870049+.155661*ii, -.882838-.423347*ii
1.28953e-21+2.46826e-21*ii, -4.84604+6.43964*ii, -1.33093+4.49901*ii, -6.16471-4.62743*ii, 8.77585+4.37627*ii, -5.54072+3.62196*ii, 3.47206e-21-2.11833e-20*ii, -1.34507e-8-3.40563e-8*ii, -1.65031-4.09162*ii, -4.02952+3.07977*ii
-3.96663e-26-3.3387e-26*ii, -1.52392-1.17262*ii, -1.65497-.412319*ii, -1.72695+1.47375*ii, 3.7137-1.82433*ii, .822878+.088479*ii, 1.17706e-25-8.006e-28*ii, -5.1693e-10+2.47302e-10*ii, .768673-.823062*ii, -.757452-1.64843*ii
-9.92125e-21+1.08284e-20*ii, -.893744+.652898*ii, .256188+1.16511*ii, .045381-.391444*ii, -.846994-.160915*ii, .194962-1.02677*ii, 3.78848e-21+4.37502e-21*ii, 1.43141e-7+2.74409e-8*ii, -.939433-.312048*ii, .362716+.0228125*ii
1.146e-19-1.26716e-19*ii, -.994304-.466923*ii, -.801395-.933199*ii, -.393567+1.94346*ii, -.711849+.667896*ii, -.308932+.0598072*ii, 2.01165e-19+2.72592e-19*ii, 1.44092e-7+1.88562e-8*ii, -1.82341-1.6214*ii, .171432-.820399*ii
-9.62721e-20+1.4034e-20*ii, .317122-.420244*ii, 1.39559+.30087*ii, -.073437-.7392*ii, .0852651-.380814*ii, -.318695-.798123*ii, 1.74439e-20+7.01336e-20*ii, -5.06151e-8-2.56867e-7*ii, .77304+.193625*ii, .80995+1.80728*ii
