variable ordering: c0, c2, dp, r, Rad, u, L, mu, delP
-.572571-.721318*ii, -1.18379-1.96973*ii, -.642378-.443453*ii, 0, .041052+.631711*ii, -1.97886-.169214*ii, .136502+.522127*ii, .230157+1.92059*ii, -.143853+.395935*ii
-2.4718-5.33959*ii, 4.58849-1.71209*ii, .334932-.684325*ii, -2.51374e-188+4.03994e-188*ii, -.804096-.744883*ii, 6.57457+9.26651*ii, -9.55723+2.02232*ii, 3.01186-3.76397*ii, 1.8171-7.21759*ii
-.412974-1.08276*ii, 1.20784-1.18939*ii, 1.2595+2.76851*ii, 7.39736e-284-6.38863e-284*ii, .45224+.69217*ii, 1.72543+.015585*ii, 1.02775+.285322*ii, -.065498+.494819*ii, -.504527-3.20468*ii
.908846+.594279*ii, -.759412-.749229*ii, -.117194-.0081590*ii, 7.88071e-287+1.83883e-286*ii, 1.00389-.100497*ii, -1.05158-1.4461*ii, -.701322-1.95793*ii, -.035155+.861885*ii, -.0662159-.23518*ii
-.404108-.24514*ii, .446185+.458349*ii, .99511-.910495*ii, 0, -.852696+.108693*ii, -.168612+.793205*ii, .302654+.438425*ii, -.571597-1.27021*ii, -.700357-.160716*ii
-7.36846+17.121*ii, 7.15304-.026334*ii, -.073409-6.77038*ii, 0, 1.34994-.885115*ii, -7.53178-25.8424*ii, -.770524+3.18571*ii, 13.0841+39.1012*ii, -21.625-4.98288*ii
-.516295+.74007*ii, 1.32442+1.16247*ii, .590295-.919553*ii, 6.9438e-220-4.42632e-220*ii, .477086-.533339*ii, -.135067-3.23315*ii, .132912-.70215*ii, .35586+2.18741*ii, .567206+.536696*ii
-1.4638+.405784*ii, .098416+1.24096*ii, -.289056-.0693195*ii, 1.43225e-260-1.60374e-261*ii, .702936-.852117*ii, .783825-.528589*ii, -2.2039+1.25493*ii, -1.04281+.479706*ii, -.724042+.209973*ii
.013655+.0347163*ii, -.554656-.040474*ii, -.0076008-.238002*ii, 3.92727e-90+4.90909e-90*ii, .219216+.137928*ii, .245057+1.07816*ii, .477796-.620329*ii, .471338-.838925*ii, .151271+.109002*ii
1.80957-.205829*ii, .895616-1.37047*ii, -.25591-.551836*ii, 4.08256e-201-9.3899e-201*ii, -.448626+.954552*ii, -.34637-.996361*ii, -2.16027-.520744*ii, .933628-1.85415*ii, -.26547-1.32538*ii
-1.10646+.526045*ii, 1.57428+1.93498*ii, -.483369+.733812*ii, -9.49557e-66+2.84867e-65*ii, .551131-.432891*ii, -.658641-.159832*ii, .972364-.123018*ii, -.303711+.212887*ii, .379738-.772995*ii
-.686127+4.56868*ii, 2.9042-2.66991*ii, -.632545+2.97493*ii, -4.22127e-227+1.16085e-226*ii, 1.02052-.360042*ii, -1.40088-6.13784*ii, -2.83877-1.99841*ii, 7.93162-6.16983*ii, -7.74078+7.18105*ii
-4.31685+1.84583*ii, 1.61789-2.37629*ii, -.085754-1.20171*ii, -2.5493e-287-1.94068e-287*ii, -1.22658-.35868*ii, .769179+.200684*ii, 5.54104-.172002*ii, -5.28831+3.5038*ii, .681864+6.64397*ii
-2.94849-1.73538*ii, -1.23898-.274201*ii, .238845-.944968*ii, 0, .256871-1.62177*ii, 6.02286+.285892*ii, -2.0953-3.95559*ii, 1.50586-.264711*ii, 4.23836-1.03522*ii
-.720549-.43123*ii, .325079-1.40287*ii, -1.20623+1.98043*ii, 1.03294e-281-6.88627e-282*ii, -.449643-.617213*ii, -.22544-.531093*ii, .460986-.897904*ii, .509093+.683584*ii, -1.22218-1.99603*ii
-.606733-.437988*ii, .020320-.737974*ii, -.637906-1.77387*ii, 0, .470735+.889956*ii, .487695-1.09429*ii, .283754+.675474*ii, 1.75582+.661216*ii, -1.01719+.934233*ii
.130115-1.63991*ii, -2.74356-1.41264*ii, .0551159+.435132*ii, -5.80167e-216-6.09175e-215*ii, -.404542+.607815*ii, -3.43959-1.06109*ii, .382965+4.85823*ii, -1.23872+2.51692*ii, 2.09287-.434406*ii
-.076894+.59694*ii, -1.80213+1.79512*ii, .477302+.871389*ii, 0, -.15745-.460247*ii, -1.45605+1.14122*ii, 1.42473+.955037*ii, .867235-.363343*ii, .152183-1.69733*ii
1.64764-.32881*ii, 3.68964-.372239*ii, .601264-.108935*ii, -2.63829e-228+1.84681e-227*ii, .032441+.672318*ii, 1.1522-1.07884*ii, -2.20465-.927019*ii, .655248-.891495*ii, 1.42656+.317219*ii
-.970125-.259102*ii, 2.41208+.739131*ii, -.786375+.158241*ii, -1.38179e-76-3.62719e-76*ii, -.630787+.011468*ii, .058658-.774655*ii, .779723+.086044*ii, 1.11729+.187173*ii, .626771-.055721*ii
-.805497-2.23834*ii, .841721-3.45427*ii, -1.64318+.77292*ii, 1.05773e-278+3.52577e-278*ii, .235648+.783304*ii, 2.33028+.945243*ii, .431302-.719369*ii, 4.25134+.457848*ii, .152693-1.51542*ii
3.18468+1.59066*ii, .831752+1.4754*ii, 1.21253+1.41113*ii, -1.68197e-295+2.14068e-295*ii, .42444+1.38624*ii, 1.19012-.992981*ii, -.004208+.584994*ii, -.967082-1.56754*ii, .830606-.703385*ii
2.27043+2.75009*ii, 1.56608+.230848*ii, .044065-.815023*ii, 0, .53877-1.40091*ii, -.110723+2.52808*ii, 2.76119+1.57865*ii, -1.23667-.536012*ii, -1.40831+2.18087*ii
1.50452+3.81128*ii, -.266744-.22547*ii, .281341-5.70825*ii, -6.727e-143+1.23008e-142*ii, -3.32158-.835908*ii, .702871+1.08712*ii, -1.1446+.931114*ii, 1.92432-15.5659*ii, -4.99301-6.79563*ii
-3.94952-.201853*ii, -1.73703-2.77079*ii, .530878-.762013*ii, -1.45373e-267-1.24779e-266*ii, -.507692-.975468*ii, .259501-1.22015*ii, 1.00787+.659973*ii, -.746253-.799841*ii, -1.03797+.417647*ii
-.211426-.234777*ii, .573694+.63416*ii, -.007221-1.16482*ii, 8.37607e-157+2.62207e-156*ii, -.607832-.000689*ii, 2.27787-.243386*ii, .316984+1.64872*ii, 2.60564+.834056*ii, -1.91818+.381135*ii
.03115+3.12736*ii, -5.7951-3.84328*ii, 3.48833-16.6846*ii, 5.00003e-94+1.2678e-93*ii, .59248+.314213*ii, 17.0464-10.2592*ii, .223812+.284485*ii, -.42804+17.2405*ii, -5.52724+2.74183*ii
.790647-.004634*ii, .121664-.0801891*ii, .618678-.475391*ii, 1.44559e-259-1.46338e-259*ii, .662624-2.23317*ii, -.956078-1.76146*ii, 1.09981+1.28927*ii, .193618+.496085*ii, -1.29333-.274803*ii
.158633-.651042*ii, .728667-.417562*ii, -.721036-.2843*ii, -3.40986e-32-8.97098e-32*ii, .352542+.820733*ii, .057467+.97755*ii, .424043+.249585*ii, -.200652-.0505805*ii, .234793+.300515*ii
1.34922-1.00221*ii, -1.11353-1.90293*ii, -.614926+.319618*ii, 4.2677e-160+7.11283e-161*ii, -.582685+.650219*ii, .528655+.710013*ii, -.401772+1.94366*ii, -.828178+.253397*ii, .374168+1.32362*ii
-.34373-.924274*ii, -.682455+2.01001*ii, -.873436-.320223*ii, -2.53415e-279-6.1701e-279*ii, -.642185+.228378*ii, -1.49769+1.42153*ii, .011889-2.19823*ii, -3.58592-2.21573*ii, .714309-1.91621*ii
1.50668+2.64184*ii, .111829-.38862*ii, -1.25636-.363858*ii, 6.62434e-169+1.9873e-169*ii, -2.52671+1.06603*ii, -3.7314+.304636*ii, -.031032-1.09084*ii, 1.10483+2.25937*ii, .357925-1.38178*ii
-1.86896-3.92006*ii, -6.48035-8.74687*ii, .304127+3.58989*ii, 0, .060777-.628684*ii, -2.27574+5.27103*ii, 1.0905-4.44665*ii, -11.743+7.85257*ii, -16.2946-2.56244*ii
3.84575-1.78847*ii, -5.87837-2.51617*ii, -.054068+.632525*ii, 0, .74369-.331996*ii, -3.72683-2.74123*ii, -1.8177+5.66107*ii, -4.21085-.485875*ii, 3.48249+1.45582*ii
2.43046-2.68933*ii, -9.50357-5.25941*ii, .826231+3.2895*ii, 7.49848e-241+2.73695e-240*ii, -.452558+.359049*ii, 3.32828+3.73311*ii, -3.62149-3.83525*ii, 4.22596-2.07405*ii, -9.62387+15.0817*ii
-.421206+1.67647*ii, -.154667+.101812*ii, -.653098-3.49539*ii, -2.73976e-194-4.10964e-194*ii, -1.10839-2.84721*ii, 2.81992-.233211*ii, -.630494+1.25471*ii, 1.3446-2.75216*ii, -4.79747-1.38437*ii
1.30862+.501622*ii, -1.13997+.731588*ii, -1.38961-1.27831*ii, -3.4247e-195+6.8494e-195*ii, -.907662-.459126*ii, 2.74963+2.98895*ii, 1.46927-.835177*ii, -3.87854-1.29292*ii, 3.10932+.717612*ii
.286345-1.13865*ii, -.367288-.387337*ii, -3.45363-.563023*ii, 1.17846e-216+9.06511e-217*ii, -.714418+1.29968*ii, 1.86122+.873838*ii, -.27891+.230698*ii, 2.12966-.782228*ii, -1.09314+.639715*ii
1.35311-1.16849*ii, -.912957+.105253*ii, -.749202+.680083*ii, -4.81225e-225-2.70161e-225*ii, -1.33298+.41054*ii, -1.71148+4.36766*ii, -.737563-4.93366*ii, -4.53644+1.80195*ii, -3.90789-3.19471*ii
.783371-1.26666*ii, -.719781+1.25907*ii, -1.15016-1.2464*ii, -1.17042e-96+3.74534e-96*ii, 1.01322+.017503*ii, .0467947+.384336*ii, .637947-1.25294*ii, 1.75716-.332786*ii, 2.2954-.645937*ii
1.12818-.076527*ii, -1.02799-.577009*ii, 1.80874+1.47814*ii, 8.61855e-187-4.59656e-187*ii, .938607-.279685*ii, .097418+.947401*ii, -.301022-.44868*ii, -1.85765+1.08842*ii, -.118742+1.2565*ii
.039219-4.11467*ii, -.100354-.269708*ii, -.479874-1.42945*ii, -4.42265e-257-1.04062e-258*ii, -.68766+3.71835*ii, .104662+1.92045*ii, -3.38223+.314578*ii, -2.99088+.523239*ii, -2.07272-4.68377*ii
-27.0133+3.58249*ii, 6.27846+5.6436*ii, .137209+.433959*ii, -1.74922e-128+2.88531e-129*ii, 1.63155-.752261*ii, -15.6898+1.83904*ii, -26.3625+7.37115*ii, -13.0116+.38499*ii, 6.81594+10.4288*ii
-1.00335+1.32244*ii, -.515226+.456507*ii, .70698+.719866*ii, 0, -.152482-1.54539*ii, .668671-1.75374*ii, 1.44761+.346286*ii, 3.05904+3.46483*ii, -.774151-1.2869*ii
6.41949-3.71495*ii, 3.248-1.34099*ii, -2.03321-3.71369*ii, -5.61103e-190-2.24441e-190*ii, .096586+1.44962*ii, 1.11261+.112368*ii, -.58698-.432606*ii, -2.60282+2.41761*ii, .413115-3.05944*ii
.557347+3.07557*ii, .3017-1.18099*ii, 3.29399+3.89431*ii, -3.54106e-220-8.85265e-221*ii, 1.56458-.341161*ii, 1.5646+.121694*ii, -.298279-.251554*ii, .3949+3.30568*ii, .002899+1.99021*ii
-.354362-.494169*ii, .330197+.140818*ii, -.445799+.264355*ii, -1.55755e-307+1.11254e-308*ii, 1.25341+.35066*ii, .381869+.993123*ii, -.737643+.223141*ii, .764622-.859292*ii, -.269852+.294476*ii
.510262+1.88963*ii, .107026-7.18925*ii, .354575-.543166*ii, -9.3899e-201-8.36925e-201*ii, .516696-.072453*ii, 2.71711-2.90045*ii, -3.79632-1.11732*ii, -.031737+2.48595*ii, 1.95297-1.66586*ii
2.58283-.241793*ii, .609791+.336704*ii, -.338143+.999752*ii, -2.34328e-243+7.48979e-243*ii, -.568308-1.84422*ii, -2.67376+1.52295*ii, 2.65738-1.85705*ii, .666161+2.09143*ii, -.958015-3.28467*ii
.05896-.758567*ii, 1.11282+.94946*ii, -.779944+1.52835*ii, -1.23779e-30+1.5005e-30*ii, -.64267-.327269*ii, 1.73253+.038130*ii, -.0404466+.488205*ii, .0857911-.346727*ii, .714601+.442589*ii
-.863235-2.6169*ii, -1.73617-3.77955*ii, -.549252+.600537*ii, 1.43216e-252+1.02297e-252*ii, .045549-.81268*ii, 5.17425-5.23277*ii, 2.71426+3.73647*ii, -1.33664+1.1908*ii, 3.7347+.422253*ii
.824121+.874928*ii, 2.64823+.680949*ii, -.591719+.479134*ii, -2.56296e-242+4.71584e-242*ii, -.184374+.636848*ii, -1.02468+.805893*ii, .835765+.786727*ii, -.424073+1.06305*ii, .871486+.065079*ii
-4.97826+.937181*ii, -.282988+.612482*ii, -5.9221+4.61108*ii, 0, -1.25547+2.43555*ii, 2.57771-1.36417*ii, -.238217-.380882*ii, -4.09934-.944574*ii, -3.16702-1.15718*ii
.240969+.58131*ii, -.413035-1.50014*ii, -.454681-.185313*ii, -2.9291e-243-1.08377e-242*ii, .634719-.039497*ii, -1.40397+.050369*ii, 3.71623+1.05349*ii, 1.29946-1.14874*ii, 1.49448+1.16767*ii
1.16066+4.41233*ii, .0950225+.223404*ii, -6.86079+4.16212*ii, 5.83549e-223-4.97097e-223*ii, .313879-4.32371*ii, -.816032-3.50869*ii, .752652-.342202*ii, 3.573-1.53904*ii, 3.7395-5.4804*ii
-1.10886-.508255*ii, -2.5064+1.95006*ii, -.916999+.173264*ii, 5.2717e-182-3.0124e-182*ii, -.321558+.529818*ii, -.119841-2.74459*ii, -.807906+2.88489*ii, -1.10256-.093958*ii, -.241002+2.78542*ii
-.408403-.747649*ii, 1.69631+1.96952*ii, -.87047-2.35648*ii, 0, -.569309-.0603*ii, -2.05528-2.20717*ii, .344378-.468886*ii, .855322+.187188*ii, 1.40469+.40337*ii
.943133+4.97613*ii, -.0253133+.108562*ii, -4.63916+5.54721*ii, 0, -1.39321-6.59493*ii, 3.2523-2.00121*ii, .882433-.960154*ii, -1.93306-1.9599*ii, -1.23243-9.34935*ii
-.603087+4.33904*ii, .364133-.173933*ii, -.04553+.740564*ii, -6.44618e-231+1.75402e-230*ii, -2.90162+1.56089*ii, 1.91506-1.20412*ii, 3.45533-.136242*ii, .258296+3.09756*ii, .056425-2.5651*ii
-3.32528+8.8163*ii, 6.57168+1.29424*ii, 24.0955-1.33435*ii, 0, .905416-.766168*ii, -6.21314+5.84742*ii, .328528+.102466*ii, -12.2845-15.9187*ii, -8.05277-2.03059*ii
-.173144-.9932*ii, -.542422-.652002*ii, -.022431+.983847*ii, 2.07268e-76-1.72723e-76*ii, .280982-1.05345*ii, -1.86398-.242067*ii, .253602+.433507*ii, .562516+.788078*ii, .432194-.239781*ii
-2.53364-.53483*ii, .134174+.0239476*ii, -1.35169+.98091*ii, 0, 4.35827+.068463*ii, .286361-1.23119*ii, -.909105+.067769*ii, -.484447+2.32347*ii, -1.16235+.983353*ii
.722493+.307195*ii, .24655-.129158*ii, .336845+.441782*ii, 2.44954e-200-5.22568e-200*ii, -.718843+1.51788*ii, -.217673+.0413015*ii, -.088757+4.50731*ii, 1.90149-2.3142*ii, 2.02115-1.47905*ii
.409412-1.11575*ii, 2.2356+.796697*ii, 1.10624+1.37503*ii, 0, .498043+.50272*ii, .720125-1.14755*ii, .354091+.312555*ii, -2.6027-.768451*ii, .038063-.832648*ii
-3.15693+3.17752*ii, .258537+.184644*ii, -4.57167+3.07792*ii, -1.85794e-226-3.36383e-227*ii, 2.86112-2.43157*ii, -6.43444+.105914*ii, .777997-.000933*ii, .19942-.396867*ii, 3.55387-2.39888*ii
-.017950-1.7091*ii, .729402-1.66091*ii, -.543986-.058309*ii, 3.28021e-142-1.31209e-141*ii, -.204391-.948917*ii, -.245351+1.98047*ii, .779207-1.4246*ii, -1.34361+2.05251*ii, .506945-.729528*ii
.86272-8.02285*ii, .096075+.57804*ii, -.251149+2.09534*ii, 0, 3.67664+.502799*ii, -1.41481+2.47749*ii, -1.96272-1.73403*ii, -2.09139-2.74173*ii, -4.12633+3.67707*ii
.0342268-.319465*ii, -1.00972+.783563*ii, .491663-1.1991*ii, 1.25217e-31+6.74498e-32*ii, -.461402+.196199*ii, .189931-.0248558*ii, .487456-.0266001*ii, .738846-.69536*ii, -.207767+.597587*ii
.158879+1.49785*ii, .525677-.49723*ii, -1.77591-1.91598*ii, 0, -1.29318+.639801*ii, -1.11517-.217803*ii, -.320159+.190686*ii, -.016210-.735454*ii, -.933926-.274779*ii
.757005+.698154*ii, .799106-1.38531*ii, .322121-.618886*ii, -1.31792e-182, -.626715+.501143*ii, .525017+.250876*ii, 1.05479-.48968*ii, .057275+.501223*ii, -.036713+.810528*ii
1.3385+2.93109*ii, 14.484+1.15977*ii, -6.63762+4.01062*ii, 4.47468e-257-3.12187e-258*ii, -.238574+.406008*ii, -10.5953+7.78558*ii, 1.41303+.121785*ii, 6.2497-5.24908*ii, 9.86757-4.85874*ii
1.96602+1.8958*ii, .32009+4.21042*ii, -1.30829+.518746*ii, 3.05249e-166-1.18708e-166*ii, .286209+.75159*ii, 2.52941+.654757*ii, 1.61375-.804602*ii, -2.76748-3.01557*ii, 1.69387-1.88978*ii
.272314-.810783*ii, .190314+.261014*ii, .307603+.0519386*ii, -5.12697e-82-3.16266e-81*ii, 1.44554+.747093*ii, -.350846+.346634*ii, -.224488+1.04701*ii, .821684+.791388*ii, .123433-.310404*ii
-4.53349+.219588*ii, 1.04631+.882407*ii, -.36032+.501427*ii, 5.07588e-116-1.9669e-115*ii, 1.69479-.666154*ii, -5.03671+4.09116*ii, -1.33112+.286685*ii, 3.71837+2.32911*ii, -.335879+.770759*ii
-2.3504+.978919*ii, -.348152-.390791*ii, -.630246+.269917*ii, 2.35636e-89-7.85455e-90*ii, -1.27945-1.79659*ii, 4.91552+.399581*ii, -.738363-.023786*ii, -.746463-.284795*ii, -.471771+.184306*ii

component_2:
equations:
dp*L+delP
c0+c2*Rad^2
.9978*r^3*delP-1.0012*r*Rad^2*delP+4.0073*r*u*L*mu
points:
-.662649-.752492*ii, -.0980685-.334288*ii, -1.01316+1.53361*ii, .845768+.763545*ii, -.367443-1.65623*ii, .444303-1.02325*ii, 1.80695e-16+5.35724e-17*ii, -.28921+.0254999*ii, -6.15634e-17-5.75679e-17*ii
-.053323+1.0806*ii, 1.28999+.158791*ii, .633773-.179923*ii, .799738+1.00568*ii, -.621114+.668311*ii, -.485765+1.17957*ii, -1.35439e-16-4.31393e-17*ii, .0997619+.416118*ii, -7.49093e-17+1.0035e-18*ii
.153083+.0202971*ii, .749139-.462491*ii, -.638986+.202713*ii, .888637+.900356*ii, .140636-.394489*ii, .572086+.361768*ii, 5.60402e-17-7.14566e-17*ii, .0175063+.119035*ii, -1.08497e-16+4.41656e-17*ii
-.429547+.618418*ii, -.318454-.213576*ii, .386885-.797066*ii, .139833+.178505*ii, -.982763-.998934*ii, -.339463+.236567*ii, -2.18158e-30-2.1035e-29*ii, 1.30822-.148003*ii, 9.00501e-30+1.96108e-29*ii
-.190868-.817135*ii, -.025364+1.00316*ii, -.081257-1.17829*ii, 1.20987-1.16576*ii, -.907041+.116161*ii, 1.26834-1.44401*ii, -3.87259e-121+1.54904e-120*ii, -.419952+.152244*ii, -1.74267e-120-9.68148e-121*ii
-32.5268-77.8978*ii, 42.2729+11.3367*ii, -26.0358-4.39488*ii, -41.3934-25.1856*ii, -1.24652-.612342*ii, -22.0096+.36174*ii, -6.2606e-217+8.27404e-216*ii, 19.8032+34.4227*ii, -3.66684e-215+1.43399e-214*ii
.214063-.210398*ii, -.685647+.18202*ii, -.46671-.0890476*ii, -.153015-.247832*ii, -.628832+.166366*ii, .816566-.270126*ii, -1.29382e-172+1.13209e-171*ii, -.245807+1.39996*ii, -4.52836e-172+3.88145e-172*ii
-.70429+1.52196*ii, -.568362+.186833*ii, -1.71789-2.31875*ii, 1.3696-1.53722*ii, -.667204-1.53554*ii, .181861+2.78379*ii, 1.88531e-188+8.97765e-189*ii, 1.31184+.412281*ii, 2.87285e-188+6.1048e-188*ii
.989622-.086878*ii, 1.6774+.109543*ii, -1.5848+.066028*ii, .291456-.282742*ii, -.058667-.766513*ii, 1.96458-.18924*ii, 9.2426e-274-4.15917e-273*ii, 1.81568+1.69588*ii, 1.84852e-273-8.78047e-273*ii
-5.41958-1.97381*ii, .155501-1.25701*ii, 2.08756+6.92485*ii, 4.21961-2.51126*ii, 1.32901+1.66959*ii, -1.54659-6.34766*ii, -1.88706e-234-4.04931e-234*ii, .622621+2.53678*ii, -1.32094e-233+1.22659e-233*ii
-1.01841-.775365*ii, .526242-.828348*ii, -2.86239-.90056*ii, 2.54289-1.37315*ii, -.772613-.84104*ii, -3.05398-.84128*ii, 1.70338e-208+2.12922e-208*ii, 1.64078+2.03824*ii, -1.94672e-208+7.30019e-208*ii
-.475579-.229754*ii, .12452-1.05217*ii, -1.46342+.485059*ii, .223204+.269514*ii, .409823+.574933*ii, .928885-1.29405*ii, 9.56595e-301+5.59958e-301*ii, -.769965+1.13417*ii, 1.63321e-300+2.79979e-301*ii
.810036-.566575*ii, .404332-1.30847*ii, -.615358-.674828*ii, -.185282+.259507*ii, .275601-.803644*ii, .74512-.444459*ii, -2.13846e-150-2.2912e-150*ii, 2.01845+1.7007*ii, 2.2912e-151-2.84491e-150*ii
-.968692+3.67704*ii, .874435+2.76297*ii, -1.68315-.462471*ii, .369935-2.97613*ii, .318813-1.10021*ii, 1.41965+2.11429*ii, 0, 1.08739-.494422*ii, 0
1.21131-1.40755*ii, -.742202+1.99894*ii, 3.69528+.288798*ii, .42712+1.05925*ii, .918549+.164816*ii, .361257-1.36733*ii, 6.90893e-77+9.7157e-78*ii, -1.99578+.537304*ii, 6.90893e-77-5.1817e-77*ii
.850963+.167405*ii, 2.16128+.439575*ii, .265265+1.7483*ii, .329952-2.00502*ii, .002008+.627075*ii, -.128023+1.90373*ii, -5.26034e-191+3.50689e-192*ii, 1.733+.8926*ii, 3.50689e-192+8.76724e-192*ii
2.29928-4.06135*ii, -1.02327+4.22115*ii, -4.41323+3.17724*ii, 3.77589+3.02032*ii, -1.02664-.143273*ii, -2.81-1.99579*ii, 0, 1.80622-2.5873*ii, 0
