variable ordering: Eki, Ekf, Ugi, Ugf, G, M, m, ve, r

component_1:
equations:
Ekf
Ugf
-1.1*m*ve^2*r+2.2*G*M*m
points:
-1.27855+1.6774*ii, -1.55379e-31-3.0398e-31*ii, 1.21486-1.21101*ii, 1.21675e-31+3.98666e-32*ii, 1.28619+1.06536*ii, -.363076+.458682*ii, -1.18329e-30+1.16357e-29*ii, -.491127-.762592*ii, .931239-.72316*ii
-.8749+2.54574*ii, 0, 1.82934+.514105*ii, 0, 5.25508+2.54264*ii, .244268-.141785*ii, 9.23298e-128+1.03871e-127*ii, .987679-3.08828*ii, -6.67087-.272712*ii
-1.14585+.111023*ii, 0, .538425-1.13785*ii, 1.05077e-31-4.15112e-31*ii, -.45181+1.94355*ii, -.442734+1.77411*ii, 2.44954e-201+9.3899e-201*ii, -.181364-1.35183*ii, -1.18406+.60016*ii
.723096+.718758*ii, 0, -1.03266+1.17357*ii, -1.09137e-30+4.43271e-31*ii, 2.07703+4.20938*ii, -1.24138+2.53471*ii, -5.15933e-136+2.14972e-135*ii, 1.5011+2.29466*ii, -.822815+2.20542*ii
1.89616+2.44948*ii, 0, 1.38028-.112501*ii, 0, .409486+.14168*ii, -1.17885+.063154*ii, -4.14536e-76+2.07268e-76*ii, .12783-.0745762*ii, -.914564-.771579*ii
.930707+.47088*ii, 7.24183e-32-9.65494e-32*ii, -.0950962+.022229*ii, 2.31623e-32+3.65094e-32*ii, -.940815-.216675*ii, -1.38875-.650156*ii, -6.2295e-207+1.2459e-206*ii, 1.03669+1.80043*ii, .331276+1.31253*ii
-6.51443+4.63017*ii, 0, -3.36504+3.67886*ii, 1.21368e-30+3.78682e-31*ii, -2.38504+.085355*ii, -4.65021+1.32311*ii, 5.50328e-135+4.19195e-135*ii, .491368+2.96389*ii, -2.62676+3.93701*ii
1.45312+.178927*ii, 0, -1.37631+1.6039*ii, 0, -.671158+.017889*ii, -.019956-1.11119*ii, -5.52273e-91+2.45455e-91*ii, .367849-.0284966*ii, .423495-.633867*ii
1.3671-1.00529*ii, 0, 4.9346+2.47836*ii, 0, -1.81554-.495296*ii, .97234+8.59206*ii, 8.40982e-206-4.67212e-206*ii, 3.92154+3.16358*ii, .338208-.0471417*ii
-6.50611-13.8513*ii, 0, -19.1888-4.98515*ii, 0, -7.00551+2.8966*ii, 11.9608-2.84174*ii, 6.27884e-73+1.41495e-73*ii, -17.694+1.22622*ii, -10.093-5.70841*ii
3.15114+1.66637*ii, 0, -1.76467-.669092*ii, -3.42315e-31-6.61593e-31*ii, 4.4868-4.17874*ii, 1.59026+.491604*ii, 1.07893e-81-2.00961e-81*ii, .932165+1.76394*ii, -6.19406+1.41293*ii
-.638177-.853711*ii, 0, 2.85667-1.60663*ii, 1.93272e-31+5.94369e-31*ii, .026423-1.41799*ii, .782698-2.58293*ii, 7.97376e-204+8.37244e-204*ii, -1.94244+1.83535*ii, -.623333-.903457*ii
-2.24469+.182961*ii, 0, 2.04596-.144673*ii, -1.13549e-31-3.58568e-31*ii, -1.10604+.352796*ii, 2.29145-.528214*ii, 3.42196e-210-8.3648e-210*ii, -3.59158+.829516*ii, .119128+1.62857*ii
.570379+1.52221*ii, 0, .133723-.138436*ii, 0, -1.35657-.278709*ii, .978327+1.46066*ii, 9.56851e-204+3.1895e-204*ii, -.0019696+.383954*ii, -1.57377-.497797*ii
-.180717-.63628*ii, 0, -.538532+.084596*ii, -1.51505e-31+1.48769e-31*ii, 1.20166-.430549*ii, 2.47744-.988482*ii, 4.64711e-120+7.74518e-121*ii, .084439-1.56375*ii, 1.19532-.511805*ii
-2.19388-1.55482*ii, 0, -.518955-1.40855*ii, 0, 2.6896+1.48586*ii, 1.54526-1.39509*ii, 1.40848e-200-6.49128e-200*ii, -1.74131-.510539*ii, 2.31272-3.26409*ii
-1.71679+1.71778*ii, 0, 1.30526+.634759*ii, 0, -.177949-.808101*ii, .728793-.875103*ii, -4.86173e-63-7.2926e-63*ii, -.427276-1.79132*ii, -.0904729-.464437*ii
-.672129-2.25769*ii, 0, -.318085-3.39831*ii, 0, -.4368-2.62006*ii, -.88254+.8026*ii, 6.12384e-202+9.69609e-202*ii, .464229-.356782*ii, -1.94632-.251897*ii
-1.13435-1.53087*ii, 0, -1.10291+1.61462*ii, 0, -2.45548+.307357*ii, .8822-.013145*ii, 1.99344e-205, .025195-1.27728*ii, -1.14846+.203132*ii
.146099+1.02284*ii, 0, -2.15976+.027011*ii, 0, -.947846+.674357*ii, 2.61859+.909896*ii, 5.3743e-138+2.01536e-138*ii, 1.33378-1.79154*ii, 1.04389+3.01447*ii
.701273-.125166*ii, 0, -.249023+2.42664*ii, 0, 1.29302-.890931*ii, -2.28694+1.61542*ii, 1.9137e-203+3.8274e-203*ii, -.252213+1.07671*ii, 1.86508-.049628*ii
-1.1276+.161673*ii, 0, .888217-2.02999*ii, 0, 1.01526-1.15903*ii, -2.52733+1.69208*ii, -2.24541e-201-1.63303e-201*ii, -1.49534-2.15139*ii, .323819+.24109*ii
-2.37474+2.85324*ii, 0, -.678691-4.17986*ii, -6.76852e-31-3.3446e-31*ii, -1.37479+4.58514*ii, 1.402-2.14837*ii, 6.81274e-106+4.36015e-106*ii, -.068865-1.81245*ii, -3.63485-7.45387*ii
-.719787+.868948*ii, 0, 2.12746+.52457*ii, 0, -2.23721-1.29795*ii, .638868+1.06823*ii, 2.7254e-207-6.2295e-207*ii, 1.08295-.543974*ii, -1.50093+1.13842*ii
-7.23081-1.50887*ii, 4.74695e-31-1.18088e-31*ii, -6.36289+5.1674*ii, 4.25842e-31-2.75554e-31*ii, 1.15971-1.93483*ii, -7.51095+2.06311*ii, -2.14335e-201-1.05891e-201*ii, -.761837-.650998*ii, 3.23699+3.65116*ii
-1.38012-1.17197*ii, 0, 1.59483-1.16036*ii, 0, .682917-.597398*ii, -.794526+1.1435*ii, 1.05016e-74+3.31629e-75*ii, -1.30765+.994603*ii, .404684-.0782065*ii
