=== Abduction Summary ===
Removed axiom indices (1-based): [2, 6, 7]
Removed axioms:
  F*dt - 1
  u0*dt0 - u*dt
  dt*(c^2 - v^2) - 2*L*c

Decomposition engine: singular
Number of components: 21

Saved combos (minimal): 57
  ['c', 'v']
  ['c+2*dt*F0^2*L', 'dt*F+F0*dt0', 'u0']
  ['c-2*dt*F0^2*L', 'dt*F-F0*dt0', 'u0']
  ['c-2*dt*F0^2*L', 'dt*F+F0*dt0', 'u0']
  ['c+2*dt*F0^2*L', 'dt*F-F0*dt0', 'u0']
  ['F*dt0*m+m0', 'c-2*dt*F0^2*L', 'dt*F-F0*dt0']
  ['F*dt0*u0+u', 'c-2*dt*F0^2*L', 'dt*F-F0*dt0']
  ['F0*u+F*u0', 'c-2*dt*F0^2*L', 'dt*F-F0*dt0']
  ['F0*m0+F*m', 'c-2*dt*F0^2*L', 'dt*F-F0*dt0']
  ['c-2*dt*F0^2*L', 'dt*F-F0*dt0', 'dt*u+dt0*u0']
  ['c-2*dt*F0^2*L', 'dt*F-F0*dt0', 'dt*m0+dt0*m']
  ['F*dt0*m+m0', 'c+2*dt*F0^2*L', 'dt*F-F0*dt0']
  ['F*dt0*u0+u', 'c+2*dt*F0^2*L', 'dt*F-F0*dt0']
  ['F0*u+F*u0', 'c+2*dt*F0^2*L', 'dt*F-F0*dt0']
  ['F0*m0+F*m', 'c+2*dt*F0^2*L', 'dt*F-F0*dt0']
  ['c+2*dt*F0^2*L', 'dt*F-F0*dt0', 'dt*u+dt0*u0']
  ['c+2*dt*F0^2*L', 'dt*F-F0*dt0', 'dt*m0+dt0*m']
  ['F*dt0*m-m0', 'c+2*dt*F0^2*L', 'dt*F+F0*dt0']
  ['F*dt0*u0-u', 'c+2*dt*F0^2*L', 'dt*F+F0*dt0']
  ['F0*u-F*u0', 'c+2*dt*F0^2*L', 'dt*F+F0*dt0']
  ['F0*m0-F*m', 'c+2*dt*F0^2*L', 'dt*F+F0*dt0']
  ['c+2*dt*F0^2*L', 'dt*F+F0*dt0', 'dt*u+dt0*u0']
  ['c+2*dt*F0^2*L', 'dt*F+F0*dt0', 'dt*m0+dt0*m']
  ['F*dt0*m-m0', 'c-2*dt*F0^2*L', 'dt*F+F0*dt0']
  ['F*dt0*u0-u', 'c-2*dt*F0^2*L', 'dt*F+F0*dt0']
  ['F0*u-F*u0', 'c-2*dt*F0^2*L', 'dt*F+F0*dt0']
  ['F0*m0-F*m', 'c-2*dt*F0^2*L', 'dt*F+F0*dt0']
  ['c-2*dt*F0^2*L', 'dt*F+F0*dt0', 'dt*u+dt0*u0']
  ['c-2*dt*F0^2*L', 'dt*F+F0*dt0', 'dt*m0+dt0*m']
  ['c+2*dt*F0^2*L', 'dt*F+F0*dt0', 'm']
  ['c-2*dt*F0^2*L', 'dt*F-F0*dt0', 'm']
  ['c-2*dt*F0^2*L', 'dt*F+F0*dt0', 'm']
  ['c+2*dt*F0^2*L', 'dt*F-F0*dt0', 'm']
  ['F*dt0*m+m0', 'c+2*dt*F0^2*L', 'dt*F+F0*dt0']
  ['F*dt0*u0+u', 'c+2*dt*F0^2*L', 'dt*F+F0*dt0']
  ['F0*u+F*u0', 'c+2*dt*F0^2*L', 'dt*F+F0*dt0']
  ['F0*m0+F*m', 'c+2*dt*F0^2*L', 'dt*F+F0*dt0']
  ['c+2*dt*F0^2*L', 'dt*F+F0*dt0', 'dt*u-dt0*u0']
  ['c+2*dt*F0^2*L', 'dt*F+F0*dt0', 'dt*m0-dt0*m']
  ['F*dt0*m+m0', 'c-2*dt*F0^2*L', 'dt*F+F0*dt0']
  ['F*dt0*u0+u', 'c-2*dt*F0^2*L', 'dt*F+F0*dt0']
  ['F0*u+F*u0', 'c-2*dt*F0^2*L', 'dt*F+F0*dt0']
  ['F0*m0+F*m', 'c-2*dt*F0^2*L', 'dt*F+F0*dt0']
  ['c-2*dt*F0^2*L', 'dt*F+F0*dt0', 'dt*u-dt0*u0']
  ['c-2*dt*F0^2*L', 'dt*F+F0*dt0', 'dt*m0-dt0*m']
  ['F*dt0*m-m0', 'c-2*dt*F0^2*L', 'dt*F-F0*dt0']
  ['F*dt0*u0-u', 'c-2*dt*F0^2*L', 'dt*F-F0*dt0']
  ['F0*u-F*u0', 'c-2*dt*F0^2*L', 'dt*F-F0*dt0']
  ['F0*m0-F*m', 'c-2*dt*F0^2*L', 'dt*F-F0*dt0']
  ['c-2*dt*F0^2*L', 'dt*F-F0*dt0', 'dt*u-dt0*u0']
  ['c-2*dt*F0^2*L', 'dt*F-F0*dt0', 'dt*m0-dt0*m']
  ['F*dt0*m-m0', 'c+2*dt*F0^2*L', 'dt*F-F0*dt0']
  ['F*dt0*u0-u', 'c+2*dt*F0^2*L', 'dt*F-F0*dt0']
  ['F0*u-F*u0', 'c+2*dt*F0^2*L', 'dt*F-F0*dt0']
  ['F0*m0-F*m', 'c+2*dt*F0^2*L', 'dt*F-F0*dt0']
  ['c+2*dt*F0^2*L', 'dt*F-F0*dt0', 'dt*u-dt0*u0']
  ['c+2*dt*F0^2*L', 'dt*F-F0*dt0', 'dt*m0-dt0*m']

Strong candidates (minimal): 24
  ['F*dt0*u0+u', 'c-2*dt*F0^2*L', 'dt*F-F0*dt0']
  ['F0*u+F*u0', 'c-2*dt*F0^2*L', 'dt*F-F0*dt0']
  ['c-2*dt*F0^2*L', 'dt*F-F0*dt0', 'dt*u+dt0*u0']
  ['F*dt0*u0+u', 'c+2*dt*F0^2*L', 'dt*F-F0*dt0']
  ['F0*u+F*u0', 'c+2*dt*F0^2*L', 'dt*F-F0*dt0']
  ['c+2*dt*F0^2*L', 'dt*F-F0*dt0', 'dt*u+dt0*u0']
  ['F*dt0*u0-u', 'c+2*dt*F0^2*L', 'dt*F+F0*dt0']
  ['F0*u-F*u0', 'c+2*dt*F0^2*L', 'dt*F+F0*dt0']
  ['c+2*dt*F0^2*L', 'dt*F+F0*dt0', 'dt*u+dt0*u0']
  ['F*dt0*u0-u', 'c-2*dt*F0^2*L', 'dt*F+F0*dt0']
  ['F0*u-F*u0', 'c-2*dt*F0^2*L', 'dt*F+F0*dt0']
  ['c-2*dt*F0^2*L', 'dt*F+F0*dt0', 'dt*u+dt0*u0']
  ['F*dt0*u0+u', 'c+2*dt*F0^2*L', 'dt*F+F0*dt0']
  ['F0*u+F*u0', 'c+2*dt*F0^2*L', 'dt*F+F0*dt0']
  ['c+2*dt*F0^2*L', 'dt*F+F0*dt0', 'dt*u-dt0*u0']
  ['F*dt0*u0+u', 'c-2*dt*F0^2*L', 'dt*F+F0*dt0']
  ['F0*u+F*u0', 'c-2*dt*F0^2*L', 'dt*F+F0*dt0']
  ['c-2*dt*F0^2*L', 'dt*F+F0*dt0', 'dt*u-dt0*u0']
  ['F*dt0*u0-u', 'c-2*dt*F0^2*L', 'dt*F-F0*dt0']
  ['F0*u-F*u0', 'c-2*dt*F0^2*L', 'dt*F-F0*dt0']
  ['c-2*dt*F0^2*L', 'dt*F-F0*dt0', 'dt*u-dt0*u0']
  ['F*dt0*u0-u', 'c+2*dt*F0^2*L', 'dt*F-F0*dt0']
  ['F0*u-F*u0', 'c+2*dt*F0^2*L', 'dt*F-F0*dt0']
  ['c+2*dt*F0^2*L', 'dt*F-F0*dt0', 'dt*u-dt0*u0']
