variable ordering: Eki, Ekf, Ugi, Ugf, G, M, m, ve, r

component_1:
equations:
Eki-.5*m*ve^2
Ugf
2.02*G*M*m-.98*m*ve^2*r
points:
1.00007e-16-6.59921e-17*ii, -.115336+2.45369*ii, -.769719+1.96125*ii, -9.44234e-17+1.2564e-16*ii, .180311-.0740952*ii, 1.25715-.414052*ii, -2.55354e-16+6.75161e-16*ii, -.886081+2.68211*ii, .368242-1.25242*ii
-1.3135e-196*ii, -1.03425+1.02664*ii, 1.21646-.698088*ii, 0, -1.79088-.385203*ii, .342298+.190929*ii, -4.28088e-196-1.07022e-195*ii, .103232+.891893*ii, -.0509096-.171226*ii
3.31629e-75+3.869e-75*ii, -.150761+.806082*ii, 1.4401-.576621*ii, 0, 1.53821-.002013*ii, -.258714-.663282*ii, -2.21086e-75+3.31629e-75*ii, -.599966+.716585*ii, .222677-.180421*ii
0, .210336+.958066*ii, -1.10012-.558922*ii, 0, -.134846+.0753916*ii, -.604346+.157696*ii, -1.23923e-119-1.23923e-119*ii, 1.26451+1.00393*ii, .74267-.286086*ii
2.7773e-33-6.46565e-32*ii, .362261+2.54561*ii, 1.22342+.514903*ii, 0, 1.42505-1.79519*ii, -2.23651-.701853*ii, -2.76357e-75+6.90893e-76*ii, .35151-1.49808*ii, .154134-1.70423*ii
1.0588e-123, -3.94513+.038779*ii, -2.41746-.259918*ii, 0, 1.48686-.087975*ii, -2.24402-1.22476*ii, 2.83637e-124+1.04e-123*ii, .275769-2.48468*ii, -2.31589-1.42453*ii
-2.9363e-76-6.90893e-77*ii, .805943-1.2646*ii, -.212516-1.70742*ii, 0, .082287-.731056*ii, 1.06308-1.24677*ii, -3.10902e-76+5.1817e-76*ii, -.948507-.346515*ii, -.899232+1.67106*ii
-4.20827e-191+4.20827e-191*ii, .480769-.580917*ii, -.0130079-.0242979*ii, 0, .164759-1.62155*ii, -.547441+1.5492*ii, -3.36662e-190+9.53875e-190*ii, -.13854-.269321*ii, 1.67581+.315036*ii
9.11575e-64*ii, -1.26519-.646896*ii, .710313+.46313*ii, 0, -.788695-.020154*ii, .424364+.459681*ii, -1.31103e-62-1.21543e-63*ii, -.177764-.383949*ii, .728397-.622366*ii
0, 12.7644-.85461*ii, -4.24929-3.91885*ii, 0, -8.15269-16.4255*ii, 8.10673+12.4085*ii, -3.3666e-190+1.80675e-188*ii, -2.37117+4.07898*ii, 8.26653-8.04698*ii
1.57066e-31-2.5479e-31*ii, .67285+.497609*ii, .580048+1.4663*ii, 0, -.183042+.101539*ii, -.146116+1.13102*ii, -2.77068e-31+3.61715e-31*ii, -.057989-1.14475*ii, -.0244297+.41162*ii
2.07378e-186*ii, 2.87135-1.38891*ii, .861324+.853931*ii, 0, -1.51957+1.2692*ii, -5.50503+7.57688*ii, -1.43642e-187+3.23195e-187*ii, -5.51849-.633257*ii, 2.04588-2.64321*ii
2.73976e-193-4.94869e-193*ii, 1.32546+.79968*ii, -1.017+5.23082*ii, -8.99392e-31+5.04609e-31*ii, .49177+8.40486*ii, 4.19591-.328775*ii, -3.8956e-194+1.02741e-194*ii, 6.77423+3.76615*ii, 3.20524-1.42566*ii
1.58621e-117*ii, -.046096+.933713*ii, .178126-.425003*ii, 1.46261e-32-5.2769e-32*ii, -.974578-.781338*ii, .254816+1.04806*ii, 2.45474e-117+4.75864e-117*ii, -.599549-.772573*ii, .29333+.513611*ii
-2.5281e-61+2.30932e-61*ii, -.729958+.189698*ii, -.530893-.541739*ii, 0, -.211323-.150758*ii, .32584+.139238*ii, 3.88938e-61-8.94558e-61*ii, .212689+.940316*ii, .353+.610354*ii
-5.25079e-75+2.90175e-75*ii, -2.53207+1.96183*ii, .819509-.284446*ii, 0, .763869+3.02306*ii, 1.68263+1.89654*ii, 1.88268e-75-7.59983e-76*ii, -.034646+2.84449*ii, 1.91295-2.13006*ii
-2.76357e-75+3.59265e-75*ii, -1.49883+.254066*ii, -.286309-.819017*ii, -1.895e-32+1.40887e-31*ii, 1.7235+.920898*ii, .416753-.128172*ii, 8.29072e-75-4.97443e-75*ii, -1.30424-.32338*ii, -1.18386+.026787*ii
0, .08446+1.66574*ii, -.688278-.816662*ii, 1.80575e-31-1.42523e-31*ii, -.199491+.968505*ii, .882112+1.43033*ii, -7.19187e-194-4.70897e-194*ii, .04169+1.25389*ii, 1.15905+1.3473*ii
-4.86173e-62+8.16828e-63*ii, 2.32486+2.28416*ii, 2.52413-1.25354*ii, 0, -.701417+1.21445*ii, 1.39594-.159237*ii, -3.40321e-62+2.00546e-62*ii, -2.55718-.233742*ii, -.150277-1.4373*ii
0, 1.45451-.472002*ii, 2.12475-.659678*ii, 0, -.479057+.257258*ii, 1.2993+.792875*ii, 3.77832e-78+2.56386e-78*ii, -.0887515-.236558*ii, -1.80819-1.04294*ii
-8.17129e-194, -.483474-.374408*ii, -1.14934-.014188*ii, 0, .289283-.877105*ii, .379769+.0594326*ii, 1.50687e-193+8.21929e-194*ii, -.852924+.093107*ii, -1.93407+1.28301*ii
-4.25401e-62-4.86173e-63*ii, 3.3968+.412514*ii, .796172+.471609*ii, 0, -.366163-.302948*ii, .021045-1.51596*ii, 2.43087e-63-7.74444e-63*ii, .995819-2.13243*ii, -1.51805-.758778*ii
0, 1.53984-1.41941*ii, -.610182+.008266*ii, 1.82077e-31-3.12155e-31*ii, .902075+.763953*ii, -1.54834+1.23066*ii, 2.01076e-86-2.81507e-86*ii, 1.50614-.165589*ii, -.519126-2.18543*ii
2.96416e-32+1.40433e-31*ii, -.927911-.691382*ii, .40609-1.48361*ii, 0, -1.51952+.00914*ii, -.809515-.474141*ii, 3.60561e-32-1.12396e-32*ii, 1.85553+2.03902*ii, .120322-.0308067*ii
5.52715e-76+2.07268e-76*ii, -.327567-1.56055*ii, .81233-1.92478*ii, 0, .674044-2.68491*ii, 1.86502-2.48186*ii, -1.10543e-75-7.59983e-76*ii, .154471+1.15775*ii, -2.53578+.321179*ii
