variable ordering: ad, T, omega, theta, sintheta, d, g, L, j, Pii, Tj

component_1:
equations:
ad-sintheta*g
-T*j+Tj
-theta+sintheta
1.0028*g*Tj^2-3.9921*L*j^2*Pii^2
points:
-4.39941-.731976*ii, -1.76319-.128332*ii, -.908562+2.48535*ii, 1.64327+.008551*ii, 1.64327+.008551*ii, .321295-1.71992*ii, -2.67948-.431496*ii, 1.91889+3.73369*ii, -2.38471e-20+3.27571e-20*ii, .411044-1.6732*ii, 0
.129467-.174652*ii, .0493643+.340933*ii, .24806+.829817*ii, -.187301+.476257*ii, -.187301+.476257*ii, .582384-.60244*ii, -.410184-.110526*ii, .674312-.066421*ii, -4.27972e-17-1.03676e-17*ii, .187621+.734292*ii, 1.62148e-17+2.65824e-17*ii
-.595452-1.85603*ii, 6.0791+.645105*ii, 4.20019-2.41951*ii, .773075-.194068*ii, .773075-.194068*ii, 1.01391+3.42317*ii, -.157615-2.4404*ii, .680765-.394189*ii, -3.81825e-22+8.2885e-22*ii, .863847+3.49384*ii, -2.85585e-21+4.79234e-21*ii
.581576-.688304*ii, -.341359+.807921*ii, -.054988-.176935*ii, .425184+.928356*ii, .425184+.928356*ii, 2.39423-1.68114*ii, -.3757-.798527*ii, 1.34502-1.52738*ii, 1.8683e-26+1.15163e-24*ii, .916107-2.59177*ii, -9.36801e-25-3.78024e-25*ii
.70349+1.54409*ii, .155707-.841735*ii, .289604-1.81651*ii, .775359-.011058*ii, .775359-.011058*ii, -1.36966-.095864*ii, .878729+2.00398*ii, 1.4061+1.06789*ii, -4.58619e-18-2.08365e-18*ii, -1.98269-.63492*ii, -2.46798e-18+3.53592e-18*ii
-2.63586+4.52288*ii, -6.86472-4.14579*ii, -2.04337+.571459*ii, 1.11568-.674388*ii, 1.11568-.674388*ii, -.450326-1.99598*ii, -3.52505+1.92316*ii, -4.3914+2.83788*ii, -9.83841e-33-2.04865e-32*ii, -5.40667-3.15309*ii, -1.7395e-32+1.81422e-31*ii
.564907-7.49878*ii, -1.98307-.72183*ii, -.963501-5.70952*ii, 1.99876+.551236*ii, 1.99876+.551236*ii, 5.84339+7.74955*ii, -.698897-3.55897*ii, -1.03349-3.64874*ii, 3.21274e-47-2.57983e-46*ii, 3.86496-1.67825*ii, -2.4993e-46+4.88407e-46*ii
.454581+.938344*ii, -.304762+.783954*ii, -.0578885-.397861*ii, .455255+.473245*ii, .455255+.473245*ii, .769628-.709557*ii, 1.50972+.491764*ii, -.375325+.679874*ii, -2.21509e-19-1.64626e-19*ii, 1.88813+.111901*ii, 1.96567e-19-1.23481e-19*ii
.505089+2.06319*ii, 2.43507-.549696*ii, 1.26761-.879104*ii, .158161+2.65529*ii, .158161+2.65529*ii, 1.58839-.717468*ii, .785553-.143429*ii, -.090451+2.9976*ii, 1.77991e-22+1.36345e-23*ii, -.992401-1.3417*ii, 4.40914e-22-6.46397e-23*ii
-.048929-1.28177*ii, -1.47653+.450819*ii, -.779674+2.56972*ii, -.655079+.461479*ii, -.655079+.461479*ii, .7515+.251745*ii, -.871308+1.34287*ii, -1.03256+2.23311*ii, 1.7288e-33+7.53466e-34*ii, -.158149-2.12149*ii, -2.8923e-33-3.33138e-34*ii
-1.80313-1.42859*ii, 1.89158-1.76208*ii, 1.64061+1.6854*ii, 3.90552-1.31504*ii, 3.90552-1.31504*ii, .363747-5.50047*ii, -.304051-.468164*ii, -3.32816-3.72426*ii, -5.49282e-23+1.17895e-22*ii, 2.66276-.953177*ii, 1.03839e-22+3.19796e-22*ii
.0747054-.288423*ii, .296029+1.68325*ii, .059198+3.35917*ii, -.323589-.386791*ii, -.323589-.386791*ii, -.137407+.691857*ii, .343609+.480605*ii, -1.98136+1.09879*ii, 6.90505e-19-5.85532e-20*ii, .89155-1.0052*ii, 3.02969e-19+1.14496e-18*ii
-.459008+.165333*ii, -.971107+1.25242*ii, 1.39539-1.52958*ii, -.357167+.0213437*ii, -.357167+.0213437*ii, .610293-.113657*ii, 1.30813-.384729*ii, -.0953802-.0932851*ii, 4.61314e-20-2.24387e-20*ii, -1.00594+.466996*ii, -1.66959e-20+7.95662e-20*ii
.115363+1.92082*ii, .796508-.314199*ii, 2.17423+.215793*ii, 1.10766-.336417*ii, 1.10766-.336417*ii, .409522+.476485*ii, -.386851+1.61663*ii, .204471+.404319*ii, 6.11903e-19+4.8712e-19*ii, .428664+.698305*ii, 6.40438e-19+1.95736e-19*ii
.0843511-.356918*ii, -.155324-1.34961*ii, .009437-.719802*ii, .0254561+.145689*ii, .0254561+.145689*ii, -1.51531+1.25788*ii, -2.27911-.977205*ii, -1.59177-1.38167*ii, -1.5811e-18+4.72016e-18*ii, .401709-1.21313*ii, 6.61598e-18+1.40073e-18*ii
.533904-.919442*ii, -1.07472-.206587*ii, -.288998-1.91746*ii, -.219627-.789236*ii, -.219627-.789236*ii, .698911+.132089*ii, .906527+.928748*ii, 1.77681-1.83444*ii, -2.88051e-20-1.1538e-19*ii, -1.61946+.597757*ii, 7.1213e-21+1.29952e-19*ii
.308881-.565826*ii, -.735187-1.12479*ii, -1.26275-1.07286*ii, -1.24554-.682057*ii, -1.24554-.682057*ii, .551947-1.16885*ii, .0005960+.453956*ii, -2.50437-2.52593*ii, 6.42867e-31-1.36171e-30*ii, -.873132-.031519*ii, -2.00427e-30+2.78024e-31*ii
-1.03345+2.69631*ii, .410542+3.59657*ii, .482857+3.05703*ii, 1.31554+3.22281*ii, 1.31554+3.22281*ii, -.406678-.430604*ii, .604939+.567602*ii, .640048+2.15973*ii, -5.93487e-28+1.00366e-27*ii, 1.91964+1.92965*ii, -3.85336e-27-1.72247e-27*ii
.0202197+.124443*ii, -.360701+.720289*ii, .98264-.963668*ii, -.0870972-.0377212*ii, -.0870972-.0377212*ii, 1.1305+.7907*ii, -.716547-1.11846*ii, -.842674+2.00971*ii, -1.37191e-19+5.34733e-19*ii, -.562961+1.12662*ii, -3.35677e-19-2.91697e-19*ii
