variable ordering: Eki, Ekf, Ugi, Ugf, G, M, m, ve, r

component_1:
equations:
Eki-.5*m*ve^2
Ugf
Eki-Ekf+Ugi-Ugf
2.00002*G*M*m-1.00082*m*ve^2*r
points:
-4.25397e-66+8.66492e-67*ii, .185138-.393423*ii, .185138-.393423*ii, -3.08037e-111-1.58918e-111*ii, -.197257-.0791612*ii, -.262776+.773561*ii, -9.64753e-18-1.79673e-17*ii, .356416-.566194*ii, -.402609+.236195*ii
-1.42873e-101-7.14367e-101*ii, .223805+.572983*ii, .223805+.572983*ii, -2.34399e-31+3.36307e-32*ii, 2.32999+.040283*ii, -.384887+2.10427*ii, -5.53635e-101+5.00057e-101*ii, 1.51188-.27998*ii, 1.5734+1.42108*ii
-2.54636e-184, -1.25336-1.46411*ii, -1.25336-1.46411*ii, 0, .793675+.395986*ii, 1.41916-.261295*ii, -4.70687e-184-3.7655e-183*ii, .293651-1.429*ii, -2.01828-.542987*ii
-1.24206e-169+3.6995e-171*ii, -.721788+1.43542*ii, -.721788+1.43542*ii, 0, .393923+.0006921*ii, -.371073-1.28939*ii, -1.9873e-169-1.9873e-169*ii, -.414074-.293726*ii, .071326-.0072068*ii
2.42892e-78, 2.38382+1.42894*ii, 2.38382+1.42894*ii, 8.0744e-32+5.82232e-32*ii, -2.32263-1.41975*ii, -1.3772+1.45417*ii, 5.39761e-79*ii, 1.22952-.469878*ii, -.375285+.0598981*ii
0, -.236167+.371765*ii, -.236167+.371765*ii, 0, .280984+1.10692*ii, -2.68891-.198951*ii, 0, .593258+.837794*ii, 1.9629+.531806*ii
-1.17672e-184-5.88359e-185*ii, .969654+.232511*ii, .969654+.232511*ii, 0, -.825554-.031729*ii, -.782091+.981693*ii, -4.4127e-185-8.82539e-185*ii, -.230084-1.71905*ii, 1.02975-.225101*ii
-4.50829e-130+1.62298e-129*ii, 4.32897-.135872*ii, 4.32897-.135872*ii, 0, -2.2995-.839123*ii, -3.0804+2.06441*ii, 1.93607e-131+5.40995e-130*ii, .730883-.998638*ii, -3.43453-.696613*ii
3.09807e-120+2.16865e-119*ii, .713511-.178743*ii, .713511-.178743*ii, 0, -1.12697+.267824*ii, 1.00171-1.23194*ii, 6.19615e-119+1.85884e-119*ii, .262421+1.23982*ii, .99844+2.4748*ii
5.75284e-93-3.83523e-93*ii, -.0171768-.443511*ii, -.0171768-.443511*ii, 0, -.032669+.767156*ii, 1.45403-.385111*ii, -3.83523e-93+5.75284e-93*ii, 1.34362+.038593*ii, -.497702+.720139*ii
6.535e-121+1.42802e-120*ii, -10.5571+7.46766*ii, -10.5571+7.46766*ii, 0, 20.1563-6.66208*ii, -10.6622-13.3164*ii, -7.8662e-122+8.2822e-122*ii, -7.10946+7.28507*ii, -8.28842-4.35243*ii
2.12898e-109+1.06449e-109*ii, .240564+.971216*ii, .240564+.971216*ii, 0, .480186+.116572*ii, -.643256-.11629*ii, -2.55478e-108-4.25796e-109*ii, .635419-.153329*ii, -.0487691+.170895*ii
-4.4443e-180, -.564822-.761887*ii, -.564822-.761887*ii, 0, -.998781+.102499*ii, .504049+.883128*ii, -9.63968e-181-2.40992e-180*ii, -1.50958+.864952*ii, -.683189-.022093*ii
1.16682e-61-2.91704e-62*ii, .923738+1.15976*ii, .923738+1.15976*ii, 7.80535e-32+2.11024e-32*ii, .96638-1.0027*ii, 2.72637+.171882*ii, -1.36128e-61+3.88938e-62*ii, .008608+.643944*ii, -.338648-1.52914*ii
7.28354e-157, .059465-1.29257*ii, .059465-1.29257*ii, 0, .218558+1.33222*ii, .859128-.511044*ii, -1.74805e-156, .56914-.073340*ii, .522437-.57926*ii
3.42266e-60-3.11151e-61*ii, -1.83834+2.47254*ii, -1.83834+2.47254*ii, 0, .08706+2.50688*ii, .800142-4.82228*ii, -8.94558e-61+2.33363e-61*ii, 1.14583+2.79341*ii, 1.49013+5.48036*ii
-4.37906e-47-8.14231e-47*ii, -.042779+1.34453*ii, -.042779+1.34453*ii, 0, 1.11155-3.03432*ii, -.102036-2.7026*ii, -2.05268e-47-6.15805e-48*ii, -3.74732-1.02043*ii, -1.77245+.359864*ii
1.29543e-77+4.85784e-77*ii, .573706-1.28359*ii, .573706-1.28359*ii, 0, -.805272-1.45925*ii, -.618141+.69231*ii, 8.63617e-77+1.46815e-76*ii, .082101+.667344*ii, 1.94916+.711824*ii
-1.92794e-179-3.32569e-179*ii, .272165-1.02588*ii, .272165-1.02588*ii, 0, -2.26939-1.19809*ii, -2.20235-2.29338*ii, 3.0847e-179+1.15676e-179*ii, 1.84132-1.91648*ii, 1.42977-2.47556*ii
-2.42477e-154, -2.15358+.986966*ii, -2.15358+.986966*ii, 0, 2.25463+1.54639*ii, -.356771-.426379*ii, 1.11875e-153+4.475e-154*ii, -.087481+1.94968*ii, .278355-2.40983*ii
1.94469e-62-1.94469e-62*ii, -.43252-1.14257*ii, -.43252-1.14257*ii, 0, -1.57384+.59371*ii, 1.58434-.819155*ii, -8.50803e-63-4.86173e-62*ii, -.599422-.970095*ii, -.64402+.777041*ii
2.0951e-61+2.04193e-61*ii, 2.68689-1.2678*ii, 2.68689-1.2678*ii, 0, -1.98813-1.56339*ii, 3.2665-.484526*ii, -7.2926e-62-3.88938e-62*ii, .282375-2.03772*ii, .877839-.703763*ii
-8.89103e-162+5.64625e-162*ii, .906047-1.42996*ii, .906047-1.42996*ii, -2.45954e-31-1.32257e-31*ii, 3.51694+.127661*ii, 2.12204-1.8553*ii, 2.7785e-163-1.44479e-161*ii, -.467027+1.26297*ii, 1.19013-3.793*ii
0, .743317-.524121*ii, .743317-.524121*ii, 0, -1.27913+.4225*ii, .0038209-.445126*ii, -4.57195e-100+3.65756e-99*ii, -.581696+1.83658*ii, -.367871+1.11111*ii
8.5159e-109+8.09012e-108*ii, -.479246-.516612*ii, -.479246-.516612*ii, 0, -1.19744+.863214*ii, -1.55901-1.00827*ii, -5.96114e-108+1.19223e-107*ii, -.822999+.839688*ii, .486496+.538634*ii
