variable ordering: Eki, Ekf, Ugi, Ugf, G, M, m, ve, r

component_1:
equations:
Ekf
Ugi*r+G*M*m
Eki-Ekf+Ugi-Ugf
2.00002*G*M*m-1.00082*m*ve^2*r
points:
-1.2476+.1439*ii, 6.5599e-111+2.75898e-109*ii, .91418-.175953*ii, -.333422-.0320525*ii, -.132402-1.08972*ii, 2.54857e-17-5.17315e-17*ii, -.257991-.323733*ii, 1.43093+.363525*ii, 5.8913e-17-1.60023e-17*ii
-3.80231-2.32146*ii, 0, .402045-.742423*ii, -3.40026-3.06389*ii, -4.5848+1.92909*ii, 6.59732e-191+2.15893e-191*ii, 2.02868+.178383*ii, -.349047+.877965*ii, 2.34962e-190+3.64717e-190*ii
-1.29237+.32789*ii, 0, -.428718-1.56054*ii, -1.72109-1.23265*ii, -1.45736-1.82938*ii, 1.94556e-73+2.43195e-73*ii, 1.53877-.73887*ii, -1.72335-.680724*ii, -3.89111e-73+8.2244e-73*ii
1.07194-1.36491*ii, 0, -.129424+1.18346*ii, .942516-.181444*ii, -.566932-.572342*ii, -2.59279e-31+1.00461e-31*ii, .0937647+.406148*ii, .533423+.565684*ii, -2.57934e-32+6.95623e-33*ii
.269061-1.03094*ii, 0, .637324+.104561*ii, .906385-.926379*ii, 1.08097-1.17258*ii, 3.11151e-61-1.55575e-61*ii, -.357674-.59051*ii, 1.0702-1.19563*ii, 6.80642e-62+4.55787e-62*ii
1.03898-.46432*ii, 0, -.658599+.601028*ii, .38038+.136708*ii, 1.56357+.015820*ii, -1.55575e-61+5.83408e-62*ii, -.518744-.218418*ii, -.165296+1.0451*ii, 1.09389e-62*ii
.373852-1.44056*ii, 0, -.120084+.697753*ii, .253768-.742802*ii, 1.77002+.006174*ii, 2.37495e-77*ii, -.185557+1.79791*ii, -.705555-.679398*ii, -5.1817e-77+9.93159e-77*ii
-1.43763+2.15212*ii, 2.06789e-31+1.39986e-31*ii, 3.71177-1.69087*ii, 2.27414+.461253*ii, -2.03096+3.93883*ii, -2.24441e-190-4.48883e-190*ii, -1.59152-.655864*ii, 1.25669+.934718*ii, -3.36662e-190+4.48883e-189*ii
-.614636-1.84969*ii, 0, -1.1153+.399952*ii, -1.72994-1.44974*ii, .064759-.668015*ii, 4.34777e-197-1.67222e-197*ii, 1.55168+.085357*ii, 3.8623-.614195*ii, 1.79763e-197-2.17388e-197*ii
-.475979+1.84625*ii, 0, -2.53271-3.31146*ii, -3.00869-1.46521*ii, 5.79216-3.45171*ii, 1.5677e-197-3.13541e-198*ii, -2.39087+2.26455*ii, -4.00642-1.70072*ii, 5.51832e-197-5.8528e-198*ii
-2.38626+.976833*ii, 0, -.211192+.44714*ii, -2.59745+1.42397*ii, .476528-2.42997*ii, 1.60533e-196-1.07022e-196*ii, .840921+2.39682*ii, .879889+3.73164*ii, -2.67555e-197-1.47155e-196*ii
1.3517-.242617*ii, 0, -4.30908+.600437*ii, -2.95738+.35782*ii, 3.89716+2.12022*ii, 1.64512e-107, .328569+2.18167*ii, -1.92488-1.45193*ii, -1.02191e-107-1.02191e-107*ii
-1.87318-.506255*ii, 0, 1.15662+1.31319*ii, -.716562+.806936*ii, 1.35995+2.17986*ii, 1.78592e-102-8.3715e-104*ii, -1.77395+.436015*ii, .182925+1.41587*ii, -1.6743e-103-1.56268e-102*ii
-.403885+.706454*ii, 0, -.854081+.525537*ii, -1.25797+1.23199*ii, .750986-1.94201*ii, -1.204e-196-1.33777e-197*ii, -1.11382-.484524*ii, -2.23861+.918241*ii, 1.08694e-197+9.1972e-198*ii
-.466141-.376324*ii, -2.46923e-32+3.54167e-32*ii, -.0328141+.0103676*ii, -.498955-.365956*ii, -.866264-1.14344*ii, -1.38068e-91-1.22727e-91*ii, .917897+1.63009*ii, -1.43203-.111003*ii, 3.60512e-91+3.06818e-91*ii
.544073+.423299*ii, 0, .094323-1.08847*ii, .638396-.665166*ii, .639032+.523413*ii, 2.90444e-121-6.0509e-123*ii, .337371-.897295*ii, -.070804-.11516*ii, 4.38692e-122*ii
-.541097+3.70912*ii, 0, -2.11008+2.776*ii, -2.65118+6.48512*ii, -2.4812-4.43332*ii, 2.81768e-131-1.26796e-131*ii, 6.72955-5.07595*ii, 3.80902+8.35121*ii, -2.81768e-132-2.81768e-131*ii
.971408+2.47675*ii, 0, -.440017-4.57644*ii, .531391-2.09969*ii, -2.95767-3.44551*ii, 9.07639e-123+1.51273e-122*ii, .300296-3.3049*ii, 6.16722-.825701*ii, 1.13455e-123+2.45819e-123*ii
.95325-.108107*ii, 0, -2.20598+2.84877*ii, -1.25273+2.74066*ii, -.22424+2.7509*ii, -7.01379e-192-1.75345e-191*ii, .429365-.789516*ii, -.804108-1.69354*ii, -4.38362e-193-3.50689e-192*ii
-1.42911-1.41664*ii, 0, 1.28178+1.05046*ii, -.14733-.366176*ii, -.205831-.616046*ii, 3.31629e-75-3.31629e-75*ii, .596202+1.71907*ii, -1.76333+.575051*ii, 1.03634e-75-1.83087e-75*ii
-.0207653-.268022*ii, 0, -1.44903+1.83176*ii, -1.46979+1.56374*ii, -.500421+.4258*ii, -3.0705e-32+1.93481e-32*ii, .407811+.103104*ii, .301867-.71609*ii, -1.07053e-32-1.43764e-33*ii
1.1343-.803628*ii, -2.16635e-32-2.91967e-31*ii, .6482+1.22857*ii, 1.7825+.424946*ii, -2.0141-1.19691*ii, -2.26392e-71-7.24454e-71*ii, 2.33184+1.43438*ii, 2.53472+1.63502*ii, 3.16949e-71+4.41464e-71*ii
-.707086-1.00752*ii, 0, -1.75144+2.23062*ii, -2.45853+1.2231*ii, 3.25446-1.08213*ii, 3.56169e-193-1.21577e-192*ii, .118808+.474354*ii, 1.70765+1.10093*ii, -1.98633e-193+1.30139e-193*ii
-.824964+.908989*ii, 0, 1.82577-.415949*ii, 1.00081+.49304*ii, 1.45004+.482709*ii, 1.07952e-78+5.48194e-79*ii, 1.28796-.549903*ii, 1.26241+.830478*ii, -2.42892e-78-2.49639e-78*ii
