variable ordering: Eki, Ekf, Ugi, Ugf, G, M, m, ve, r

component_1:
equations:
Eki-.5*m*ve^2
Ekf
Eki-Ekf+Ugi-Ugf
2.02*G*M*m-.98*m*ve^2*r
points:
-1.71741e-62-1.70109e-62*ii, 5.17876e-108-5.72034e-109*ii, .920737+.388877*ii, .920737+.388877*ii, .811057+.458621*ii, .671434+.150871*ii, -8.64483e-17+1.08408e-17*ii, -.229135+.773867*ii, .635705-.775075*ii
-1.19851e-94-1.19851e-94*ii, 0, 1.18966-1.69318*ii, 1.18966-1.69318*ii, -.213068-.757353*ii, -.907013-.357039*ii, -1.19851e-94+1.19851e-94*ii, -1.76518-1.77972*ii, .652359-1.15038*ii
1.07022e-196, 0, 1.67769+.634907*ii, 1.67769+.634907*ii, -1.03319+.793963*ii, -.564521+.239287*ii, 5.3511e-197+8.02665e-197*ii, -1.19092+.860679*ii, -1.2137-.296329*ii
2.50833e-198+3.76249e-198*ii, 0, .272275-2.38449*ii, .272275-2.38449*ii, 4.05301-2.01958*ii, 5.51076-5.37113*ii, 4.70311e-199-1.95963e-199*ii, 2.33754+1.79885*ii, -3.68828-1.47505*ii
7.07789e-85-2.05902e-84*ii, 0, -1.51679+6.17876*ii, -1.51679+6.17876*ii, 3.49661-4.1271*ii, -1.08736-23.405*ii, 1.70915e-86-2.91561e-86*ii, -19.5677+1.42733*ii, -7.7649-7.28575*ii
-2.08679e-32+4.66967e-32*ii, 0, -.95515+.122199*ii, -.95515+.122199*ii, -.995031+.5586*ii, .615882+.362797*ii, 2.45202e-32+2.46304e-32*ii, 1.4143+.971122*ii, -.326131+.136634*ii
5.31752e-64*ii, 0, 1.39261+.485029*ii, 1.39261+.485029*ii, .070644+1.33591*ii, -.8197+1.09593*ii, 2.27894e-64-1.99407e-64*ii, .049275-2.24169*ii, -.58846-.301686*ii
6.16939e-179+1.57886e-178*ii, 0, -.0494984+.331922*ii, -.0494984+.331922*ii, -1.1362-1.84118*ii, -.870938-.848265*ii, -9.25409e-179-9.25409e-179*ii, -.279225+1.37749*ii, .479483-.410766*ii
-1.10543e-75-6.07986e-75*ii, 0, .993076-.151721*ii, .993076-.151721*ii, 4.95078-1.62782*ii, -4.38304+1.1461*ii, 1.45088e-75-1.65814e-75*ii, 2.01155-2.11663*ii, -3.16917-1.37202*ii
-1.21446e-78+1.07952e-78*ii, 0, -2.33284+.209974*ii, -2.33284+.209974*ii, .144367+.900624*ii, 1.0141-.064308*ii, -3.77832e-78+5.39761e-79*ii, 1.03737-.965687*ii, .576486-.778253*ii
1.58681e-32-6.84137e-33*ii, 0, .676505+.113616*ii, .676505+.113616*ii, -.044806+.62618*ii, .122508+.395806*ii, -1.77162e-32-2.24508e-32*ii, .669551+.871861*ii, .091043+.734844*ii
-9.07546e-194+6.8494e-195*ii, 0, -.391791+.646008*ii, -.391791+.646008*ii, -1.13986-2.44769*ii, 1.72757-.53593*ii, -3.4247e-194-2.911e-194*ii, .718867-2.56284*ii, -1.38821+.216984*ii
2.00666e-197-1.67222e-198*ii, 0, 1.30785+.138626*ii, 1.30785+.138626*ii, -4.06959-5.11811*ii, -.554687+2.91613*ii, -8.36109e-198+3.34444e-198*ii, -.563391+2.01626*ii, -.388016+1.54783*ii
7.56366e-124-5.29456e-123*ii, 0, -.238524-.043513*ii, -.238524-.043513*ii, -1.89396+1.29842*ii, -1.75707-1.66708*ii, -4.53819e-123*ii, .796721+.005499*ii, 2.3086-1.8931*ii
-2.28287e-102, 0, -1.65528+1.90659*ii, -1.65528+1.90659*ii, -.177198-3.26006*ii, -.9951-3.15542*ii, 2.90212e-102-2.2324e-102*ii, -3.62837-.198854*ii, 2.7408-1.3304*ii
8.85545e-80+6.74701e-80*ii, 0, -.857132+.972985*ii, -.857132+.972985*ii, -.1487-1.92692*ii, -.636152+.149703*ii, 5.39761e-79-2.6988e-79*ii, .330071-.149717*ii, 1.96619+.504989*ii
4.10964e-192-8.76724e-193*ii, 0, 1.09085+1.06858*ii, 1.09085+1.06858*ii, -3.29638-1.21822*ii, -4.12851+.833813*ii, -3.28771e-193+2.73976e-193*ii, 1.70128-5.38833*ii, 5.20998-9.32535*ii
-3.74534e-95+5.99255e-95*ii, 0, -.255716+.73069*ii, -.255716+.73069*ii, 1.14685-1.46151*ii, -2.4375+.136042*ii, -5.99255e-95-1.49814e-95*ii, -.171671+1.01549*ii, .37593+.188514*ii
-2.14972e-137*ii, 0, .779551-.927864*ii, .779551-.927864*ii, 1.1473-.042622*ii, -.536115+1.00278*ii, -6.44916e-137-3.22458e-136*ii, .815654+1.26216*ii, -.397496-1.91813*ii
-2.70551e-193-2.05482e-193*ii, 0, -.305635+.944659*ii, -.305635+.944659*ii, -.23789+.610575*ii, 3.40696+.298625*ii, 4.10108e-193-2.3288e-193*ii, -.615272+1.07488*ii, -2.40071-2.63379*ii
5.77061e-128+1.02428e-127*ii, 0, -.585483+.562512*ii, -.585483+.562512*ii, -.525858-.247487*ii, -1.1045-.360077*ii, 2.53907e-127+1.03871e-127*ii, -1.06405-1.20273*ii, -1.35951+1.574*ii
-1.45887e-189-5.61103e-190*ii, 0, -1.74612+3.14151*ii, -1.74612+3.14151*ii, -.04927-3.23952*ii, .170344-4.6914*ii, 3.01593e-190-6.17214e-190*ii, 1.78984-.719134*ii, .659077+.551265*ii
2.67555e-197+1.33777e-196*ii, 0, 2.62598+1.11493*ii, 2.62598+1.11493*ii, -2.53956+.916029*ii, -.684504+1.82664*ii, -8.02665e-197-1.07022e-196*ii, -.970727+1.26836*ii, .45124-1.78717*ii
5.22568e-200*ii, 0, -1.57422+2.05592*ii, -1.57422+2.05592*ii, .164231-2.88995*ii, -.939389+.441921*ii, -1.95963e-200-1.95963e-200*ii, .488205+2.38501*ii, .608363+.892956*ii
-6.71234e-31+1.39103e-31*ii, -5.15837e-31-5.0208e-33*ii, -3.98035-.835701*ii, -3.98035-.835701*ii, .092815+.999866*ii, 2.47998+2.83389*ii, 2.51346e-87-7.91739e-87*ii, .91709-9.32229*ii, .316124+.477085*ii
