=== Abduction Summary ===
Removed axiom indices (1-based): [1, 5, 7]
Removed axioms:
  F0*dt0 - 1
  m0*u0 - m*u
  dt*(c^2 - v^2) - 2*L*c

Decomposition engine: singular
Number of components: 13

Saved combos (minimal): 101
  ['c']
  ['F0*dt0-1', 'c-2*dt*F0^2*L', 'u']
  ['F0*dt0-1', 'c-2*dt*F0^2*L', 'u0']
  ['c-2*dt*F0^2*L', 'u', 'v^2*F^2-4*F0^4*L^2+4*F0^2*F^2*L^2']
  ['c-2*dt*F0^2*L', 'u0', 'v^2*F^2-4*F0^4*L^2+4*F0^2*F^2*L^2']
  ['c-2*dt*F0^2*L', 'dt*F-F0*dt0', 'u']
  ['c-2*dt*F0^2*L', 'dt*F-F0*dt0', 'u0']
  ['F0*dt0+1', 'c-2*dt*F0^2*L', 'u']
  ['F0*dt0+1', 'c-2*dt*F0^2*L', 'u0']
  ['c-2*dt*F0^2*L', 'dt*F+F0*dt0', 'u']
  ['c-2*dt*F0^2*L', 'dt*F+F0*dt0', 'u0']
  ['F0*dt0-1', 'c+2*dt*F0^2*L', 'u']
  ['F0*dt0-1', 'c+2*dt*F0^2*L', 'u0']
  ['c+2*dt*F0^2*L', 'u', 'v^2*F^2-4*F0^4*L^2+4*F0^2*F^2*L^2']
  ['c+2*dt*F0^2*L', 'u0', 'v^2*F^2-4*F0^4*L^2+4*F0^2*F^2*L^2']
  ['c+2*dt*F0^2*L', 'dt*F-F0*dt0', 'u']
  ['c+2*dt*F0^2*L', 'dt*F-F0*dt0', 'u0']
  ['F0*dt0+1', 'c+2*dt*F0^2*L', 'u']
  ['F0*dt0+1', 'c+2*dt*F0^2*L', 'u0']
  ['c+2*dt*F0^2*L', 'dt*F+F0*dt0', 'u']
  ['c+2*dt*F0^2*L', 'dt*F+F0*dt0', 'u0']
  ['F0*dt0+1', 'c-2*dt*F0^2*L', 'm0*u0+m*u']
  ['c-2*dt*F0^2*L', 'm0*u0+m*u', 'v^2*F^2-4*F0^4*L^2+4*F0^2*F^2*L^2']
  ['c-2*dt*F0^2*L', 'dt*F+F0*dt0', 'm0*u0+m*u']
  ['F*dt0*m+m0', 'F0*dt0+1', 'c-2*dt*F0^2*L']
  ['F*dt0*m+m0', 'c-2*dt*F0^2*L', 'v^2*F^2-4*F0^4*L^2+4*F0^2*F^2*L^2']
  ['F*dt0*m+m0', 'c-2*dt*F0^2*L', 'dt*F+F0*dt0']
  ['F0*dt0+1', 'F0*m0-F*m', 'c-2*dt*F0^2*L']
  ['F0*m0-F*m', 'c-2*dt*F0^2*L', 'v^2*F^2-4*F0^4*L^2+4*F0^2*F^2*L^2']
  ['F0*m0-F*m', 'c-2*dt*F0^2*L', 'dt*F+F0*dt0']
  ['F0*dt0+1', 'c-2*dt*F0^2*L', 'dt*m0+dt0*m']
  ['c-2*dt*F0^2*L', 'dt*m0+dt0*m', 'v^2*F^2-4*F0^4*L^2+4*F0^2*F^2*L^2']
  ['c-2*dt*F0^2*L', 'dt*F+F0*dt0', 'dt*m0+dt0*m']
  ['F0*dt0+1', 'c+2*dt*F0^2*L', 'm0*u0+m*u']
  ['c+2*dt*F0^2*L', 'm0*u0+m*u', 'v^2*F^2-4*F0^4*L^2+4*F0^2*F^2*L^2']
  ['c+2*dt*F0^2*L', 'dt*F+F0*dt0', 'm0*u0+m*u']
  ['F*dt0*m+m0', 'F0*dt0+1', 'c+2*dt*F0^2*L']
  ['F*dt0*m+m0', 'c+2*dt*F0^2*L', 'v^2*F^2-4*F0^4*L^2+4*F0^2*F^2*L^2']
  ['F*dt0*m+m0', 'c+2*dt*F0^2*L', 'dt*F+F0*dt0']
  ['F0*dt0+1', 'F0*m0-F*m', 'c+2*dt*F0^2*L']
  ['F0*m0-F*m', 'c+2*dt*F0^2*L', 'v^2*F^2-4*F0^4*L^2+4*F0^2*F^2*L^2']
  ['F0*m0-F*m', 'c+2*dt*F0^2*L', 'dt*F+F0*dt0']
  ['F0*dt0+1', 'c+2*dt*F0^2*L', 'dt*m0+dt0*m']
  ['c+2*dt*F0^2*L', 'dt*m0+dt0*m', 'v^2*F^2-4*F0^4*L^2+4*F0^2*F^2*L^2']
  ['c+2*dt*F0^2*L', 'dt*F+F0*dt0', 'dt*m0+dt0*m']
  ['F0*dt0+1', 'c-2*dt*F0^2*L', 'm0*u0-m*u']
  ['c-2*dt*F0^2*L', 'm0*u0-m*u', 'v^2*F^2-4*F0^4*L^2+4*F0^2*F^2*L^2']
  ['c-2*dt*F0^2*L', 'dt*F+F0*dt0', 'm0*u0-m*u']
  ['F*dt0*m-m0', 'F0*dt0+1', 'c-2*dt*F0^2*L']
  ['F*dt0*m-m0', 'c-2*dt*F0^2*L', 'v^2*F^2-4*F0^4*L^2+4*F0^2*F^2*L^2']
  ['F*dt0*m-m0', 'c-2*dt*F0^2*L', 'dt*F+F0*dt0']
  ['F0*dt0+1', 'F0*m0+F*m', 'c-2*dt*F0^2*L']
  ['F0*m0+F*m', 'c-2*dt*F0^2*L', 'v^2*F^2-4*F0^4*L^2+4*F0^2*F^2*L^2']
  ['F0*m0+F*m', 'c-2*dt*F0^2*L', 'dt*F+F0*dt0']
  ['F0*dt0+1', 'c-2*dt*F0^2*L', 'dt*m0-dt0*m']
  ['c-2*dt*F0^2*L', 'dt*m0-dt0*m', 'v^2*F^2-4*F0^4*L^2+4*F0^2*F^2*L^2']
  ['c-2*dt*F0^2*L', 'dt*F+F0*dt0', 'dt*m0-dt0*m']
  ['F0*dt0+1', 'c+2*dt*F0^2*L', 'm0*u0-m*u']
  ['c+2*dt*F0^2*L', 'm0*u0-m*u', 'v^2*F^2-4*F0^4*L^2+4*F0^2*F^2*L^2']
  ['c+2*dt*F0^2*L', 'dt*F+F0*dt0', 'm0*u0-m*u']
  ['F*dt0*m-m0', 'F0*dt0+1', 'c+2*dt*F0^2*L']
  ['F*dt0*m-m0', 'c+2*dt*F0^2*L', 'v^2*F^2-4*F0^4*L^2+4*F0^2*F^2*L^2']
  ['F*dt0*m-m0', 'c+2*dt*F0^2*L', 'dt*F+F0*dt0']
  ['F0*dt0+1', 'F0*m0+F*m', 'c+2*dt*F0^2*L']
  ['F0*m0+F*m', 'c+2*dt*F0^2*L', 'v^2*F^2-4*F0^4*L^2+4*F0^2*F^2*L^2']
  ['F0*m0+F*m', 'c+2*dt*F0^2*L', 'dt*F+F0*dt0']
  ['F0*dt0+1', 'c+2*dt*F0^2*L', 'dt*m0-dt0*m']
  ['c+2*dt*F0^2*L', 'dt*m0-dt0*m', 'v^2*F^2-4*F0^4*L^2+4*F0^2*F^2*L^2']
  ['c+2*dt*F0^2*L', 'dt*F+F0*dt0', 'dt*m0-dt0*m']
  ['F0*dt0-1', 'c-2*dt*F0^2*L', 'm0*u0+m*u']
  ['c-2*dt*F0^2*L', 'dt*F-F0*dt0', 'm0*u0+m*u']
  ['F*dt0*m+m0', 'F0*dt0-1', 'c-2*dt*F0^2*L']
  ['F*dt0*m+m0', 'c-2*dt*F0^2*L', 'dt*F-F0*dt0']
  ['F0*dt0-1', 'F0*m0+F*m', 'c-2*dt*F0^2*L']
  ['F0*m0+F*m', 'c-2*dt*F0^2*L', 'dt*F-F0*dt0']
  ['F0*dt0-1', 'c-2*dt*F0^2*L', 'dt*m0+dt0*m']
  ['c-2*dt*F0^2*L', 'dt*F-F0*dt0', 'dt*m0+dt0*m']
  ['F0*dt0-1', 'c+2*dt*F0^2*L', 'm0*u0+m*u']
  ['c+2*dt*F0^2*L', 'dt*F-F0*dt0', 'm0*u0+m*u']
  ['F*dt0*m+m0', 'F0*dt0-1', 'c+2*dt*F0^2*L']
  ['F*dt0*m+m0', 'c+2*dt*F0^2*L', 'dt*F-F0*dt0']
  ['F0*dt0-1', 'F0*m0+F*m', 'c+2*dt*F0^2*L']
  ['F0*m0+F*m', 'c+2*dt*F0^2*L', 'dt*F-F0*dt0']
  ['F0*dt0-1', 'c+2*dt*F0^2*L', 'dt*m0+dt0*m']
  ['c+2*dt*F0^2*L', 'dt*F-F0*dt0', 'dt*m0+dt0*m']
  ['F0*dt0-1', 'c-2*dt*F0^2*L', 'm0*u0-m*u']
  ['c-2*dt*F0^2*L', 'dt*F-F0*dt0', 'm0*u0-m*u']
  ['F*dt0*m-m0', 'F0*dt0-1', 'c-2*dt*F0^2*L']
  ['F*dt0*m-m0', 'c-2*dt*F0^2*L', 'dt*F-F0*dt0']
  ['F0*dt0-1', 'F0*m0-F*m', 'c-2*dt*F0^2*L']
  ['F0*m0-F*m', 'c-2*dt*F0^2*L', 'dt*F-F0*dt0']
