variable ordering: S, ap, sintheta, dA, dtheta, r, P, qc, x0, w
-.231329+2.92502*ii, 1.29646+1.79821*ii, .449078-.849447*ii, -.091574+1.73733*ii, -1.49366-.167745*ii, -.306064+1.94176*ii, .981607-1.06273*ii, 1.42256-.689388*ii, .209086+.0824662*ii, .21568+1.26806*ii
.882729-1.84489*ii, .0518743+.102362*ii, -.634381-.676635*ii, 1.31583-.028795*ii, 1.29011+1.06205*ii, -.0241398-.059004*ii, .0133076+.121676*ii, -.229815+.825161*ii, -.355017-.607688*ii, .252528-.468898*ii
.168681+.968132*ii, -2.59661-1.21525*ii, 1.11473+1.25808*ii, -.18782+1.06829*ii, -.231016-.159538*ii, -.192044-1.32049*ii, -.588832+2.07506*ii, -.182797-.204778*ii, .862589+1.78406*ii, -.997216+.570202*ii
.59998-.386815*ii, -2.91976-2.48138*ii, -.255074+1.06275*ii, .198404+.253117*ii, .663137+.77673*ii, .706706-2.16727*ii, -1.13764+2.22313*ii, -.281874+.363407*ii, .329645+1.90172*ii, -.899752-.246021*ii
-.234049-2.26641*ii, .383101-.683585*ii, -.462321+.757802*ii, .849578-.364875*ii, 1.90108-.138261*ii, -.175679-.216225*ii, -.914655+.22005*ii, -.323082+.510973*ii, -.976396-.187607*ii, -.374921-.805035*ii
-.403394-.0753414*ii, .312101-4.33465*ii, -.8882+1.22771*ii, .137195-.176494*ii, .365161-.116206*ii, 2.1809-.636083*ii, -2.83165+.761398*ii, -.171676-.139155*ii, -1.70584+1.99889*ii, -.826573-.870578*ii
-.243292+.596175*ii, -2.87785+.302981*ii, 1.36988+.816488*ii, -.184915+1.01787*ii, -.0136991-.32846*ii, -1.13517-1.05902*ii, .458518+2.02552*ii, .0729302+.259908*ii, 1.19018+1.17512*ii, -.954396+.80565*ii
-.526601-1.61719*ii, 4.34171+.321583*ii, .86876+.283427*ii, 1.31685+.228022*ii, 1.02192-1.41722*ii, -.433424+2.62219*ii, -1.24864-1.68463*ii, -.801588-.341289*ii, -1.94403-1.58744*ii, .260183-.505933*ii
1.05675+1.97631*ii, .165282+.598269*ii, -.937105-.38133*ii, .230679+1.35778*ii, -.514892+1.18009*ii, .492065+.354726*ii, .359634-.651666*ii, 1.25264-.722579*ii, .391299+.502931*ii, .300192+.60618*ii
.223949+.561579*ii, .477633+.974906*ii, 1.18274+.633574*ii, .417196+1.25617*ii, .052602-.54947*ii, -.928818+.737782*ii, -.0224379-.00708173*ii, -.070660-.629229*ii, .290415-.102964*ii, -.184786+.591695*ii
2.40956-.112659*ii, -.091208+.147213*ii, .868704-.52355*ii, 1.48797+1.30124*ii, -.071987+1.2758*ii, -.0367485+.109756*ii, -.168065+.430582*ii, -.981453-.290134*ii, .729856-.363134*ii, .530332+.342067*ii
.516199-1.69391*ii, 2.93706+3.05816*ii, -.449082+.716404*ii, 1.18617+.593262*ii, 2.19269-.239961*ii, -1.65404+1.55742*ii, .377261-2.19889*ii, .315327-.782098*ii, -.49439-2.17304*ii, .566518-.259811*ii
12.1275-7.99056*ii, -20.4213+1.45673*ii, -.0808864+.47733*ii, 3.93901+.830061*ii, 5.67018+10.2914*ii, -3.44128-13.9777*ii, 3.86963+10.8464*ii, -4.47433+3.25779*ii, 10.2784+.94808*ii, .0927628-.142921*ii
-.235389+.134469*ii, 2.36752-4.94876*ii, -1.35731-.318043*ii, .677383-.362362*ii, -.3794+.31345*ii, 3.33111+.742269*ii, -3.1001-.266709*ii, -.17519+.152619*ii, -2.73211+1.4972*ii, -.168437-1.07825*ii
-1.51149-.440758*ii, .007824-.96442*ii, .918009+.446222*ii, .102345+.0971971*ii, .265604-1.22534*ii, -.23469+.443083*ii, -.700446+.87336*ii, -.107125+.630049*ii, -.882197+.657211*ii, -.857568-.010482*ii
1.35366-.039859*ii, -2.66843+2.35457*ii, -.257659+.887083*ii, .291817+1.1951*ii, 1.26863+1.11888*ii, -1.64626-1.48338*ii, 1.36309+.776799*ii, .718878-.313986*ii, 1.88963+.079751*ii, -.198584+.610878*ii
2.00012+1.61143*ii, .212659-.0650831*ii, .05288+1.18625*ii, .478727+1.79553*ii, -.106113+.789268*ii, .232751-.169331*ii, -.773713-.271234*ii, .090226-1.74446*ii, .735274+.595493*ii, .143953+.497022*ii
2.43821+.828299*ii, .349723+.72223*ii, -.770269-.45623*ii, 1.07036+1.39362*ii, .062089+1.85726*ii, .373911+.123325*ii, .167052-.660611*ii, .341305-.810555*ii, .656975-.221978*ii, .743209+.330353*ii
13.5843-4.25449*ii, -21.0222-3.77277*ii, -.0376024+.484535*ii, 3.47845+1.807*ii, 2.67472+11.3037*ii, .16064-14.735*ii, 1.28241+12.0046*ii, -4.94202+2.0655*ii, 10.109+3.99115*ii, -.0627198+.158862*ii
2.58514-.044606*ii, -.154895-.0599986*ii, .835048-.51742*ii, 1.52103+1.33764*ii, -.131156+1.40033*ii, .110297+.0157997*ii, -.278225+.487054*ii, -1.04262-.344156*ii, .759263-.272648*ii, .552881+.327976*ii
-.654415+1.78369*ii, .0306758+.351167*ii, -1.29692-.387321*ii, -.349665+.713289*ii, -.346462+.411209*ii, .464347+.468486*ii, .479146-.526695*ii, 1.90512-.043492*ii, -.285707+.868389*ii, -.202707+.442313*ii
.885444+.012519*ii, .099189+2.67362*ii, 1.49066+.156188*ii, .82872+1.46765*ii, .376729-.122003*ii, -1.88501+.767101*ii, 1.01978-.070108*ii, -.206321-.43071*ii, 1.03797-.98859*ii, .167686+.832879*ii
.430902-.0236547*ii, 1.01923+.121658*ii, .879901-1.13598*ii, 1.06284+.744402*ii, -.412832+.177631*ii, .019851+1.27542*ii, -.0100924-.00288694*ii, -.387251+.41571*ii, -.373341-.413906*ii, .263325+.297959*ii
.242712-.577939*ii, -1.19749+3.85395*ii, 1.09647+.023628*ii, .549776+1.11355*ii, 1.00864-.065287*ii, -2.71856+.212233*ii, 2.09709+.288118*ii, .407071+.26873*ii, 1.45255-1.12273*ii, -.063572+.888827*ii
-2.6384-.407416*ii, 5.66688+4.68015*ii, .700228+.291311*ii, .297951+.632064*ii, 1.1566-2.82927*ii, -2.593+4.37904*ii, 1.05128-3.58961*ii, 1.32776-.68005*ii, -1.72745-2.75581*ii, .245651+.366695*ii
-1.31739-.660806*ii, 2.94713-2.13757*ii, .830082+.444842*ii, .635155-.013334*ii, .151314-1.5891*ii, .764876+1.78647*ii, -2.10647-.404479*ii, -.687624+.025121*ii, -2.24169+.15225*ii, -.430914-.52659*ii
1.86509+.724758*ii, -3.60138-1.16266*ii, .717477-.543323*ii, .636968+1.13387*ii, -.667585+1.7029*ii, .372058-1.74983*ii, .165817+2.51191*ii, -.495856+.55332*ii, 1.53841+1.46674*ii, -.282843+.641099*ii
1.90439+1.36461*ii, -.0462084+.244558*ii, -.055124+1.16792*ii, .462272+1.69478*ii, .117633+.825824*ii, .0134778-.302962*ii, -.531311-.216727*ii, .193213-1.58337*ii, .825638+.49806*ii, .114374+.477099*ii
-4.86351+.985483*ii, 11.1727+2.50759*ii, .557924+.325067*ii, -.0832082+.338684*ii, -.058765-4.95205*ii, -.737155+7.6123*ii, -1.17954-6.04708*ii, 1.68318-1.57358*ii, -4.83748-2.69367*ii, .292802-.0967119*ii
1.23404-1.04749*ii, .40547+3.47706*ii, -.608637-.662553*ii, 1.16836+.795926*ii, 1.44844+1.12004*ii, -1.60197+.58226*ii, 1.71319-1.03685*ii, .67993+.108731*ii, .716694-1.69847*ii, .688078+.267198*ii
.716899-2.98865*ii, .194773-.0513717*ii, 3.00491-2.43819*ii, 2.38888+.043134*ii, -.0105064+.0204716*ii, -.852315+1.27919*ii, .227256+1.67087*ii, -2.61904+2.25663*ii, -.308747-1.54327*ii, .341396+.0095050*ii
-1.45198-.660075*ii, 3.44003-1.68264*ii, .066007-1.11506*ii, .863499-.318251*ii, -.168806-.941656*ii, 1.16571+2.42559*ii, -1.35639-.940878*ii, -.127473+.784245*ii, -2.59037-.287559*ii, .008684-.550599*ii
-2.61405-1.52131*ii, .183475+.132172*ii, -.65632-3.31489*ii, .586009-1.19312*ii, .0191201-.0287806*ii, .221994+1.51489*ii, 1.3778+.385656*ii, 1.06562+3.3177*ii, -1.75431-.380603*ii, -.189502-.239884*ii
2.30854-1.6893*ii, .289396-.0558107*ii, .958263-.296982*ii, 1.90715+.767992*ii, .819193+1.03569*ii, -.273227+.0592101*ii, -.539987+.486186*ii, -1.59801+.061115*ii, .287196-.882595*ii, .502657-.167378*ii
2.79224+.221734*ii, .113159+.552193*ii, -.153772+.932855*ii, 1.12505+1.54739*ii, .742677+1.39199*ii, -.149354-.4451*ii, -.485144-.31666*ii, -.358158-1.43027*ii, .933948-.204434*ii, .478007+.188157*ii
-1.3613-3.54571*ii, -.166222-.028862*ii, 1.77762-4.1633*ii, 1.98913-1.17824*ii, -.0134502-.00506534*ii, -.498214+1.64589*ii, 1.25429+1.7189*ii, -1.38278+4.16453*ii, -1.29595-1.4485*ii, .123082-.261614*ii
3.18106+.57196*ii, .502896-.196201*ii, -.079340+.944049*ii, 1.23929+1.70239*ii, .390285+1.51874*ii, .389554-.343498*ii, -1.01755-.368483*ii, -.618448-1.71784*ii, .782268+.002388*ii, .576873+.152298*ii
.271389+.533644*ii, -2.90999-1.52715*ii, -.268093+1.23301*ii, -.227043+.617955*ii, .39755+.531407*ii, .293444-1.92016*ii, -.603145+1.86765*ii, .362435+.0016052*ii, .644639+1.94504*ii, -.94839+.149942*ii
.092533+1.97973*ii, 2.36489-6.59516*ii, .403972-.712541*ii, .618657+.445936*ii, -2.42563-.057050*ii, 4.16041+1.24677*ii, -3.89021+.589186*ii, -1.04563-.204507*ii, -2.56676+2.42773*ii, -.261249-.435076*ii
1.12423-2.37762*ii, 1.16444+.225079*ii, -.377889+.766427*ii, 1.42607+.128964*ii, 2.09567+.417338*ii, -.44168+.0597968*ii, -.806113-.462709*ii, -.695615-.157496*ii, -.550238-.990055*ii, .205597-.735516*ii
1.27927+1.85421*ii, -1.92717+.27272*ii, .670749-.667992*ii, .32632+1.56606*ii, -1.10453+1.11826*ii, -.0071402-.395876*ii, .679858+1.14768*ii, .317237-.0582125*ii, 1.3114+.940926*ii, -.040137+1.04053*ii
2.53868+.472297*ii, -.62466+1.07772*ii, -.72261-.468315*ii, 1.07311+1.32786*ii, .320931+2.06345*ii, -.0024439-.403705*ii, .574999-.180234*ii, .319413-.513583*ii, 1.08671-.215569*ii, .649541+.379861*ii
2.29305-1.43386*ii, .138695-.13331*ii, 3.29326+.014165*ii, 2.03213+1.34393*ii, .0373259-.00048167*ii, -.987261+.461184*ii, -.805299+1.38028*ii, -2.82564-.126896*ii, .728839-.8931*ii, .25481+.352925*ii
.183197-.163866*ii, .646675+1.02549*ii, 1.20181+.408841*ii, .670829+.987037*ii, .361032-.542633*ii, -1.03029+.822692*ii, .00449689-.000094741*ii, -.305854-.294686*ii, .0978292-.439136*ii, -.117294+.397214*ii
-.377184-1.20175*ii, 3.51264-.715511*ii, -.615826+.745969*ii, .902454+.007790*ii, 1.29305-.705668*ii, .459254+1.58437*ii, -1.64224-1.60524*ii, -.073428-.528816*ii, -2.00197-.665568*ii, .082573-.806679*ii
2.62059-1.86503*ii, -.131449-.332709*ii, .893566-.300396*ii, 2.00691+.732692*ii, .895838+1.31543*ii, -.149925-.295711*ii, -.619629+.760398*ii, -1.75783+.137254*ii, .425511-.768502*ii, .50682-.235905*ii
1.69709-2.38564*ii, .539852-.71654*ii, -.324938+.79403*ii, 1.56806+.157061*ii, 1.94014+.832869*ii, .034077-.495617*ii, -1.22712+.096331*ii, -1.09517-.142166*ii, -.392292-.573707*ii, .179936-.821023*ii
-.075369-.668165*ii, 4.46895+.719609*ii, .143693-1.80789*ii, 1.54909+.332037*ii, -.0526855-.217226*ii, .32047+3.2392*ii, -.25966-2.10396*ii, -.12411+.300516*ii, -1.87538-1.76309*ii, .901632-.193212*ii
1.98412-.447636*ii, -3.64372+2.37201*ii, -.635683-.505587*ii, .72492+.961433*ii, 1.07088+2.24611*ii, -1.32882-1.84018*ii, 2.05704+1.26465*ii, .677186+.617841*ii, 2.20359-.060116*ii, .132804+.598492*ii
1.46937+.414743*ii, -.0722989+.326798*ii, 1.81518+1.04825*ii, .818692+1.62557*ii, -.0000456-.144776*ii, -.809186+.132637*ii, -.574362+.59701*ii, -1.00156-1.04046*ii, .828017+.038907*ii, -.096224+.601937*ii
-.137609-.332194*ii, 5.41883+1.01733*ii, -.019105-1.39196*ii, 1.44817+.511511*ii, .0203432-.49382*ii, .285001+3.67375*ii, -.457802-2.80927*ii, .0959381-.271422*ii, -2.08321-1.93753*ii, .984911-.191622*ii
.577091-3.48631*ii, -.173277+.0176072*ii, 3.33866-2.88497*ii, 2.55821-.151788*ii, -.00833723+.0130909*ii, -1.04246+1.2685*ii, .484243+2.06735*ii, -2.8766+2.80266*ii, -.2756-1.70504*ii, .320376+.0051570*ii
1.1562+1.54595*ii, -.828633+.11898*ii, -.880098-.410881*ii, .278886+1.15666*ii, -.374705+1.40605*ii, .547079-.287233*ii, .330582+.0666704*ii, 1.00446-.325438*ii, .580973+.783922*ii, .13498+.507214*ii
-2.05888+3.80651*ii, 6.48222-5.02756*ii, .492895+.514232*ii, -.355023+.959956*ii, -2.7691-2.43776*ii, 3.58355+3.9305*ii, -4.20962-2.14652*ii, .277631-1.87313*ii, -3.89396+1.8372*ii, -.348404-.0944508*ii
.102597+1.32412*ii, -.256338-.238024*ii, .948667+.903231*ii, .022103+1.2878*ii, -.387515-.449202*ii, -.233738+.178519*ii, -.501924+.508272*ii, .114963-.730732*ii, .281471+.870312*ii, -.482655+.614437*ii
.723709+.012407*ii, .027248+3.27396*ii, 1.54923-1.12318*ii, 1.01255+1.3577*ii, -.058253+.181159*ii, -1.95144+1.23584*ii, 1.83499-.064291*ii, -.0249584+.312675*ii, 1.06963-1.35129*ii, .414007+1.02649*ii
-.261567+1.45132*ii, -.396959-.258609*ii, -1.13376-.436763*ii, -.134425+.643728*ii, -.335131+.663594*ii, .687171+.101538*ii, .206455-.0640368*ii, 1.46122+.11146*ii, -.206937+1.01007*ii, -.209627+.326254*ii
.83065+1.90698*ii, -.906925+.245149*ii, .64078-.749909*ii, .306632+1.46975*ii, -1.18407+.72672*ii, .114518+.256104*ii, .490453+.627046*ii, .419179-.122162*ii, .78716+.743449*ii, .009488+.960372*ii
-.131036+1.83727*ii, .897483-.485717*ii, .770811+.792172*ii, -.039375+1.34837*ii, -.726236-.669002*ii, .188467+.866725*ii, -.820319-.144189*ii, .319347-1.01834*ii, -.231905+.84239*ii, -.357146+.592264*ii
14.3246-6.74988*ii, -22.7919-.80321*ii, -.0575923+.466531*ii, 4.10195+1.49622*ii, 4.62365+11.9748*ii, -2.01387-15.7734*ii, 3.09403+12.4255*ii, -5.1651+2.85679*ii, 11.4198+2.48025*ii, .141431+.0731571*ii
.609879+.832464*ii, -2.05145-4.31406*ii, -.887558-.33663*ii, .237502+.158606*ii, -.724323+1.38031*ii, 2.54892-1.49881*ii, -1.71436+1.96029*ii, -.012623+.662306*ii, -.519718+2.56618*ii, -.60337-.301123*ii
-.599543-2.81593*ii, -.941959-.360119*ii, .93119+.090434*ii, .996231-.445784*ii, 1.56001-.466274*ii, -.928397-.354305*ii, -.249239+1.47794*ii, -.984013+1.4918*ii, -.477849-.282324*ii, -.612862-.477111*ii
1.38205+1.90667*ii, -1.87056-5.74964*ii, .52555-.61487*ii, .494052+.8038*ii, -2.14669+1.31883*ii, 3.27699-1.1699*ii, -2.55245+2.59481*ii, -1.05403+.284695*ii, -.375571+3.09136*ii, -.519468+.066304*ii
1.40558-1.14522*ii, -.060925+4.3452*ii, -.339607+.764361*ii, .91304+1.13599*ii, 2.1655+.709176*ii, -2.53927+.024350*ii, 1.73292-1.01459*ii, .666418-.663966*ii, 1.33924-1.74964*ii, .435296+.380325*ii
-1.63405-1.20128*ii, -1.09966+.886642*ii, -.549838+.730262*ii, -.160387-.245089*ii, 1.63038-.62362*ii, -1.14182-.428234*ii, .540168+.530791*ii, 1.02087+.875631*ii, -.320651+.251946*ii, -.867512-.151299*ii
-.567763-2.12795*ii, 1.40074-.737561*ii, -.512259+.733489*ii, .831734-.401188*ii, 1.80025-.475305*ii, -.0169036+.398046*ii, -1.14536-.320292*ii, -.22615+.3509*ii, -1.45285-.354249*ii, -.306098-.871821*ii
-.632992+.839145*ii, 5.4269-3.29613*ii, .285789-.892358*ii, 1.01585+.330881*ii, -1.29905-.969163*ii, 2.54212+3.31016*ii, -2.82997-1.74016*ii, -.554926-.457539*ii, -3.18682+.111395*ii, .349812-.515798*ii
-1.50659+.447194*ii, -.157324-.198876*ii, -1.42579-1.02463*ii, -.168062-.153796*ii, .0724636+.235438*ii, .563832+.45474*ii, .498236-.0825962*ii, 1.70537+1.1187*ii, -.947622+.723844*ii, -.377897+.0019662*ii
-2.20703-.156569*ii, .417306+.871052*ii, -.032678-1.18525*ii, .0051222-.133719*ii, .066065-.79713*ii, -.526958+1.32738*ii, .925302-.036545*ii, 1.17091+1.43871*ii, -.989504-.060408*ii, -.44759+.235406*ii
-1.28385+1.18593*ii, -.32664-1.35686*ii, .800934+.661375*ii, -.357289+.653206*ii, -.57035-1.04414*ii, .255753+.286664*ii, -.826591+.891551*ii, .350308+.005404*ii, -.536686+1.44022*ii, -.924553+.382054*ii
1.68969+.546885*ii, -4.71702-1.30251*ii, -.719706-.408272*ii, .284501+.702618*ii, -.053581+2.35294*ii, .658652-2.73384*ii, .441743+2.64144*ii, .354006+.855136*ii, 1.60902+1.95049*ii, -.45517+.366872*ii
-.67231+.356771*ii, -.118222-.0025381*ii, -.706108+.961897*ii, -.174349+.4551*ii, .742716-.25349*ii, -.135202-.103571*ii, -.280234-.0718797*ii, 1.0216-.255365*ii, -.353452+.708445*ii, -.560927+.025902*ii
-.746138-1.53986*ii, -.0571892-.203294*ii, -.631686-.901136*ii, .719313-.442018*ii, .965924+.260447*ii, .0286541+.260984*ii, .167132+.332228*ii, .343719+1.43724*ii, -.917424-.14119*ii, -.210359-.415971*ii
.601905+1.64076*ii, .0382636-.135762*ii, -.538645+1.60931*ii, -.18081+1.33908*ii, .224869+.15445*ii, .156697-.271281*ii, -.712861-.328545*ii, .883157-1.48782*ii, .266761+1.01849*ii, -.333611+.355532*ii
-.264499+4.21653*ii, 2.86149-3.41746*ii, -.82069+.013907*ii, -.433988+1.37637*ii, -2.40798-.122503*ii, 3.09981+1.74572*ii, -2.33589-1.2256*ii, 1.20876-1.59177*ii, -1.72891+2.17998*ii, -.0920803+.366415*ii
.827242-1.48623*ii, .132789+.0753923*ii, -.672633-.684628*ii, 1.20686+.067708*ii, 1.09431+1.03777*ii, .0745812+.0305092*ii, .0107154+.0336921*ii, -.083737+.712181*ii, -.359349-.490003*ii, .249203-.385743*ii
1.94575+.51671*ii, .0491878-.167054*ii, 1.96839+1.44918*ii, .919585+1.80888*ii, -.0298513-.0862814*ii, -.591305-.026022*ii, -1.0737+.647062*ii, -1.34079-1.44729*ii, .880598+.184253*ii, -.074668+.550197*ii
1.03845-2.64197*ii, .497168-.283378*ii, .982068-.047884*ii, 1.72405+.10683*ii, 1.38775+.20429*ii, -.533835+.191423*ii, -.712317+.608352*ii, -1.57976+.623048*ii, -.39952-.941449*ii, .109705-.51022*ii
-.579115-2.15273*ii, .409306-.62849*ii, .974592+.188138*ii, .990645-.192072*ii, 1.14634-.738151*ii, -.526663+.396794*ii, -.7417+.759133*ii, -.958929+.910741*ii, -.906789-.338051*ii, -.442559-.444459*ii
10.2844-5.27193*ii, -17.1754-1.28434*ii, -.067865+.516019*ii, 3.06164+.985891*ii, 3.61568+8.73891*ii, -1.3082-11.8921*ii, 1.93479+9.61528*ii, -3.86373+2.37853*ii, 8.1746+2.21605*ii, -.17641-.0933261*ii
-.311739+1.63045*ii, -1.03837-1.59558*ii, .538542-.828288*ii, .0327+.788013*ii, -1.36525+.218536*ii, .935211+.13995*ii, -.300822+1.23511*ii, .334145+.554947*ii, -.130936+1.52265*ii, -.469425+.579875*ii
-1.55671-1.21318*ii, -1.15064-.079473*ii, .960485+.301494*ii, .157301-.102776*ii, .799561-1.0338*ii, -.981459-.103608*ii, .077717+1.38007*ii, -.075253+1.19173*ii, -.365802+.391883*ii, -.94705+.026895*ii
-1.70163+.548405*ii, 1.46551-2.54305*ii, .285783-.972238*ii, .210573-.0829109*ii, -.969039-.838192*ii, 1.47953+1.47263*ii, -1.27632+.271826*ii, .169402+.923002*ii, -1.97499+1.01769*ii, -.497858-.141115*ii
-1.44541-3.073*ii, .198772+.0364813*ii, 1.31811-3.90577*ii, 1.76955-1.08389*ii, -.0157706-.0106594*ii, -.330615+1.73852*ii, 1.1716+1.2732*ii, -.955266+3.79635*ii, -1.40494-1.32295*ii, .137598-.257225*ii
-.911131+.066907*ii, 1.05211-.302084*ii, .414057-1.27121*ii, .570076+.242037*ii, -.452102-.326978*ii, .270572+1.43749*ii, .000028767-.00475091*ii, .243735+.923739*ii, -1.01902-.00619*ii, -.0924551+.161414*ii
1.31113-3.11675*ii, -.532742-.516177*ii, .910361-.105881*ii, 1.82191-.059935*ii, 1.62854+.589596*ii, -.555667-.499643*ii, -.6044+1.23331*ii, -1.76618+.98274*ii, -.098667-.772837*ii, .023267-.602648*ii
-1.7929-.435864*ii, -.349574-.162391*ii, .148739-1.46891*ii, .229885-.268725*ii, -.123518-.395455*ii, -.056675+.805004*ii, .598579+.731011*ii, .653734+1.81189*ii, -.912301+.305422*ii, -.493028+.115215*ii
-.890958+1.12567*ii, -.631182+.083152*ii, .520995-1.02316*ii, .018344+.661491*ii, -.869928-.138476*ii, -.030850+.664909*ii, .597207+.68728*ii, .739114+.802568*ii, -.097976+.706861*ii, -.382611+.672733*ii
